PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
T.J. Galiardi	LW	CGY	16	5	19	24	3	20	0	8	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.5	1.25
Zach Boychuk	C	LET	18	13	8	21	4	6	4	2	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.17	0.33
Colton Yellow Horn	LW	TRI	16	10	11	21	7	18	6	4	0	0	0	0	1	1	0	1	0	0	0	0	0.0	0	0	0.0	1.31	1.13
Drayson Bowman	LW	SPO	21	11	9	20	5	8	6	2	0	0	0	0	1	0	2	3	0	0	0	0	0.0	0	0	0.0	0.95	0.38
Ondrej Roman	LW	SPO	21	9	11	20	13	6	2	2	0	0	0	0	4	1	4	1	0	0	0	0	0.0	0	0	0.0	0.95	0.29
Mitch Fadden	C	LET	19	5	15	20	-3	19	1	10	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.05	1.0
Judd Blackwater	C	SPO	21	10	8	18	16	6	2	2	0	0	0	0	3	1	4	0	0	0	0	0	0.0	0	0	0.0	0.86	0.29
Brock Nixon	C	CGY	16	9	9	18	1	4	3	6	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.13	0.25
David Rutherford	C	SPO	21	9	9	18	11	12	2	2	0	0	0	0	2	0	2	3	0	0	0	0	0.0	0	0	0.0	0.86	0.57
Brandon Kozun	C	CGY	16	4	14	18	1	6	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.13	0.38
Ryan White	C	CGY	16	6	11	17	0	8	1	5	0	0	0	0	2	1	1	2	0	0	0	0	0.0	0	0	0.0	1.06	0.5
Shaun Vey	C	TRI	16	4	12	16	2	8	3	7	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.5
Levi Nelson	C	S.C	12	7	8	15	6	16	1	2	0	0	0	0	2	0	0	2	0	0	0	0	0.0	0	0	0.0	1.25	1.33
Luca Sbisa	D	LET	19	3	12	15	8	17	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.79	0.89
Ian McKenzie	RW	SEA	12	8	6	14	5	12	3	5	0	0	0	0	1	0	3	0	0	0	0	0	0.0	0	0	0.0	1.17	1.0
