PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Ty Rattie	RW	POR	21	20	16	36	14	17	5	7	4	0	0	0	4	0	4	4	0	0	0	0	0.0	0	0	0.0	1.71	0.81
Nicolas Petan	C	POR	21	9	19	28	13	16	5	6	0	2	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.33	0.76
Michael St. Croix	C	EDM	22	13	13	26	17	14	0	4	0	0	0	0	2	1	2	3	0	0	0	0	0.0	0	0	0.0	1.18	0.64
Brendan Leipsic	C	POR	21	10	14	24	9	41	4	6	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.14	1.95
JC Lipon	RW	KAM	15	6	17	23	12	20	2	7	0	1	0	0	2	1	0	0	0	0	0	0	0.0	0	0	0.0	1.53	1.33
Stephane  Legault	LW	EDM	22	6	16	22	15	10	1	2	0	0	0	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	1.0	0.45
Brendan Ranford	LW	KAM	15	5	15	20	0	0	2	9	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.33	0.0
Derrick Pouliot	D	POR	21	4	16	20	9	12	2	9	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.95	0.57
Henrik Samuelsson	C	EDM	22	11	8	19	1	43	3	3	1	0	0	0	5	0	4	2	0	0	0	0	0.0	0	0	0.0	0.86	1.95
Oliver Bjorkstrand	RW	POR	21	8	11	19	11	4	1	3	0	0	0	0	2	0	0	4	0	0	0	0	0.0	0	0	0.0	0.9	0.19
Dylan Wruck	LW	EDM	22	2	17	19	5	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.86	0.09
Martin Gernat	D	EDM	22	6	11	17	16	6	3	3	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.77	0.27
Chase De Leo	C	POR	21	5	12	17	12	15	2	3	0	0	0	0	2	0	4	0	0	0	0	0	0.0	0	0	0.0	0.81	0.71
Taylor Leier	D	POR	21	9	7	16	11	12	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.76	0.57
Trevor Cheek	LW	EDM	15	8	8	16	17	14	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.07	0.93
Victor Rask	C	CAL	17	6	10	16	6	10	0	4	0	1	0	0	3	1	2	1	0	0	0	0	0.0	0	0	0.0	0.94	0.59
Seth Jones	D	POR	21	5	10	15	15	4	2	2	0	1	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.71	0.19
Kale Kessy	LW	KAM	15	11	3	14	-1	21	5	0	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.93	1.4
Tyson Baillie	C	KEL	9	8	6	14	8	18	4	2	0	0	0	0	2	1	2	1	0	0	0	0	0.0	0	0	0.0	1.56	2.0
Brooks Macek	RW	CAL	17	6	8	14	8	8	3	2	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.82	0.47
Troy Rutkowski	D	POR	21	4	10	14	9	14	3	6	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Colin Smith	C	KAM	12	2	12	14	2	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.17	0.17
Edgars Kulda	LW	EDM	22	2	12	14	9	10	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.64	0.45
Cody Sylvester	LW	CAL	17	4	8	12	1	12	1	3	0	0	0	0	1	1	2	0	0	0	0	0	0.0	0	0	0.0	0.71	0.71
Curtis Lazar	C	EDM	22	9	2	11	-2	20	3	1	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.91
Matt Needham	C	KAM	15	1	10	11	0	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	0.93
Brady Brassart	C	CAL	17	9	1	10	1	22	3	0	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	0.59	1.29
Travis  Ewanyk	C	EDM	22	6	4	10	8	26	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.45	1.18
T.J. Foster	RW	EDM	15	4	6	10	13	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.67	0.13
Greg Chase	C	CAL	17	3	7	10	1	24	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.59	1.41
Spencer Humphries	D	CAL	17	2	8	10	5	26	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.59	1.53
Cody Corbett	D	EDM	20	2	8	10	9	14	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.7
Tyler Wotherspoon	D	POR	21	2	8	10	11	20	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.48	0.95
Damon Severson	D	KEL	11	1	9	10	2	18	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.91	1.64
Taylor Peters	C	POR	21	1	9	10	1	19	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.48	0.9
Turner Elson	LW	R.D	9	5	4	9	3	6	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	0.67
Myles Bell	RW	KEL	11	5	4	9	1	8	2	2	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.82	0.73
Dylan Willick	RW	KAM	15	5	3	8	-1	6	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0.0	0	0	0.0	0.53	0.4
Brooks  Maxwell	RW	R.D	9	4	4	8	0	10	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.89	1.11
Joel Edmundson	D	KAM	15	3	5	8	2	29	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.53	1.93
Alessio Bertaggia	LW	SPO	9	2	6	8	0	10	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.89	1.11
Rhyse Dieno	RW	R.D	9	2	6	8	1	4	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.89	0.44
Cole Ully	LW	KAM	15	1	7	8	2	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.53	0.27
Keegan Lowe	D	EDM	22	1	7	8	10	28	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	1.27
Joshua Winquist	LW	EVT	6	6	1	7	2	15	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.17	2.5
Elliott Peterson	LW	CAL	17	5	2	7	6	12	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.41	0.71
Jamie Crooks	LW	VIC	6	3	4	7	2	6	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.17	1.0
Roberts Lipsbergs	LW	SEA	7	3	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Mitch Holmberg	RW	SPO	9	3	4	7	0	4	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.78	0.44
Griffin Reinhart	D	EDM	12	3	4	7	5	12	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.58	1.0
Brenden Kichton	D	SPO	9	2	5	7	-3	6	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.78	0.67
Mitchell Moroz	LW	EDM	22	2	5	7	2	41	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.32	1.86
Blake Gal	RW	SPO	9	6	0	6	2	6	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Tim Bozon	LW	KAM	8	4	2	6	0	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	1.25
Mike Aviani	C	SPO	9	4	2	6	-2	6	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Ben  Walker	RW	VIC	6	3	3	6	-1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.33
Hunter Shinkaruk	LW	M.H	8	3	3	6	0	8	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.75	1.0
Steven Hodges	C	VIC	6	2	4	6	-1	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.33
Logan Nelson	C	VIC	6	2	4	6	-1	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	1.33
Zach Franko	LW	KEL	11	2	4	6	-1	4	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.55	0.36
Jake  Virtanen	LW	CAL	15	2	4	6	-2	27	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.4	1.8
Alex Roach	D	CAL	17	2	4	6	2	12	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.35	0.71
Ryan Olsen	C	KEL	11	1	5	6	-5	14	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.55	1.27
Reid Gow	D	SPO	9	0	6	6	-6	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.67	1.89
Jaynen Rissling	D	CAL	17	0	6	6	1	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.35	1.06
David  Musil	D	EDM	22	0	6	6	10	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	1.18
Luke  Lockhart	C	SEA	7	4	1	5	4	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.29
Drydn Dow	D	T.C	5	3	2	5	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4
Adam Lowry	LW	S.C	5	3	2	5	-1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.8
Reid Petryk	C	EVT	6	3	2	5	0	4	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	0.67
Curtis Valk	C	M.H	8	3	2	5	-4	4	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.63	0.5
Cole Linaker	C	KEL	11	3	2	5	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.45	0.36
Ashton Sautner	D	EDM	14	3	2	5	4	10	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.36	0.71
Chase  Souto	RW	KAM	15	3	2	5	-4	20	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.33	1.33
Calder Brooks	LW	CAL	17	3	2	5	-6	16	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.29	0.94
Justin Feser	C	T.C	5	2	3	5	-3	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.8
Kohl Bauml	C	EVT	6	2	3	5	-2	6	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	1.0
Jesse Forsberg	D	SEA	7	2	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.29
Kyle Becker	D	M.H	8	2	3	5	1	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.63	1.0
Logan McVeigh	C	M.H	8	2	3	5	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Zane Jones	LW	CAL	17	2	3	5	-7	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.35
Connor Rankin	C	T.C	5	1	4	5	-1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4
Malte Stromwall	RW	T.C	5	1	4	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4
Elgin Pearce	C	M.H	8	1	4	5	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.63	0.75
Brady  Gaudet	D	R.D	9	0	5	5	-1	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.56	2.0
Cody Fowlie	RW	KEL	11	3	1	4	-2	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.36	0.73
Joey Baker	RW	POR	21	3	1	4	2	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.19	0.52
Colby Cave	C	S.C	5	2	2	4	1	8	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.8	1.6
Coda Gordon	LW	S.C	5	2	2	4	-1	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.8	0.8
Brett Cote	D	VIC	6	2	2	4	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Alexander Delnov	LW	SEA	7	2	2	4	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.57	0.0
Evan Wardley	D	SEA	7	2	2	4	3	8	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.57	1.14
Trevor Cox	C	M.H	8	2	2	4	-3	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.5	0.0
Boston Leier	LW	M.H	8	2	2	4	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.5
Mathew Dumba	D	R.D	9	2	2	4	-4	14	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.44	1.56
Dylen McKinlay	RW	KEL	11	2	2	4	-2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	0.36
Marek Hrbas	D	KAM	15	2	2	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.27
Luke Bertolucci	RW	EDM	19	2	2	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.21	0.0
Mark  McNeill	C	P.A	4	1	3	4	-5	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0
Graham Black	C	S.C	5	1	3	4	-2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	0.4
Riley Sheen	LW	SEA	7	1	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.57	0.57
Miles Koules	RW	M.H	8	1	3	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.0
Cole Martin	D	KEL	11	1	3	4	-3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	0.36
Peter Kosterman	D	CAL	17	1	3	4	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.24	0.47
Leon  Draisaitl	C	P.A	4	0	4	4	-4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Madison Bowey	D	KEL	11	0	4	4	-3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	1.27
Presten Kopeck	C	POR	18	0	4	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.22	0.5
Dysin Mayo	D	EDM	19	0	4	4	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.21	0.11
JT Barnett	RW	KEL	3	3	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Aaron Macklin	LW	KAM	13	3	0	3	1	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.23	0.92
Parker Bowles	C	T.C	5	2	1	3	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.4
Luke Philp	C	KTN	5	2	1	3	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.0
Dawson Leedahl	LW	EVT	6	2	1	3	-2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.67
Conner Bleackley	C	R.D	9	2	1	3	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.0
Dominik Volek	LW	R.D	9	2	1	3	-3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.22
Brandon Fushimi	RW	VIC	3	1	2	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.67
Brock Montgomery	RW	KTN	5	1	2	3	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.6	0.4
Seth Swenson	RW	SEA	7	1	2	3	-1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.43	1.14
Dylan Bredo	C	M.H	8	1	2	3	-7	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.38	0.25
Cole Sanford	RW	M.H	8	1	2	3	-1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.38	0.5
Adam Helewka	LW	SPO	9	1	2	3	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.22
Tyrell Goulbourne	C	KEL	11	1	2	3	-2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	1.36
Colton Heffley	C	KEL	11	1	2	3	-1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.73
Henrik Nyberg	LW	KEL	11	1	2	3	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.18
Sam Grist	D	KAM	15	1	2	3	1	16	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.2	1.07
Cole Benson	C	EDM	17	1	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.18	0.0
Josh Hanson	D	POR	21	1	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.14	0.1
Connor Honey	RW	SEA	4	0	3	3	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	3.0
Dillon Heatherington	D	S.C	5	0	3	3	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.0
Reece Scarlett	D	S.C	5	0	3	3	-2	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	2.0
Brian Williams	C	T.C	5	0	3	3	-3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8
Jordan Fransoo	D	VIC	6	0	3	3	-4	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	1.33
