PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Oliver Bjorkstrand	RW	POR	21	16	17	33	17	8	5	7	1	0	0	0	2	0	2	5	0	0	0	0	0.0	0	0	0.0	1.57	0.38
Brendan Leipsic	LW	POR	20	14	19	33	7	49	6	11	0	0	0	0	3	0	1	1	0	0	0	0	0.0	0	0	0.0	1.65	2.45
Derrick Pouliot	D	POR	21	5	27	32	8	13	3	14	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.52	0.62
Nicolas Petan	C	POR	21	7	21	28	7	38	5	11	0	0	0	0	3	0	1	0	0	0	0	0	0.0	0	0	0.0	1.33	1.81
Taylor Leier	LW	POR	21	6	20	26	15	10	3	6	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	1.24	0.48
Cole Sanford	RW	M.H	18	11	13	24	7	16	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.33	0.89
Trevor Cox	C	M.H	17	8	15	23	10	12	0	3	1	0	0	0	1	0	1	3	0	0	0	0	0.0	0	0	0.0	1.35	0.71
Henrik Samuelsson	C	EDM	21	8	15	23	4	51	4	5	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.1	2.43
Edgars Kulda	LW	EDM	21	10	12	22	14	12	2	1	0	1	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.05	0.57
Curtis Lazar	C	EDM	21	10	12	22	12	12	2	4	2	0	0	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.05	0.57
Curtis Valk	C	M.H	18	12	9	21	5	10	1	3	0	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.17	0.56
Jaedon Descheneau	RW	KTN	13	10	10	20	-3	6	4	6	0	0	10	0	4	0	2	1	0	0	0	0	0.0	0	0	0.0	1.54	0.46
Brett Pollock	C	EDM	21	11	8	19	11	10	2	5	0	0	0	0	5	0	2	0	0	0	0	0	0.0	0	0	0.0	0.9	0.48
Chase De Leo	C	POR	21	10	9	19	17	6	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0.0	0	0	0.0	0.9	0.29
Mitchell Moroz	LW	EDM	21	6	13	19	0	40	2	6	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.9	1.9
Mathew Dumba	D	POR	21	8	10	18	18	33	4	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.86	1.57
Damon Severson	D	KEL	14	4	14	18	4	18	2	8	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.29	1.29
Nick Merkley	C	KEL	14	4	13	17	5	12	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.21	0.86
Jagger Dirk	D	KTN	13	4	12	16	2	23	1	5	1	2	4	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.23	1.77
Dysin Mayo	D	EDM	21	3	12	15	12	10	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.48
Madison Bowey	D	KEL	14	5	9	14	8	14	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0
Cody Corbett	D	EDM	21	6	7	13	12	10	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.62	0.48
John Quenneville	C	BDN	9	5	8	13	4	10	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.44	1.11
Luke Philp	C	KTN	13	5	8	13	-7	17	2	3	0	0	9	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.31
Tyson Baillie	C	KEL	14	5	8	13	2	24	2	5	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.93	1.71
Marek Tvrdon	LW	KEL	14	5	8	13	0	14	3	4	0	0	0	0	3	0	0	1	0	0	0	0	0.0	0	0	0.0	0.93	1.0
Griffin Reinhart	D	EDM	21	4	9	13	11	18	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.62	0.86
Rourke Chartier	C	KEL	14	6	6	12	3	2	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.86	0.14
Paul Bittner	LW	POR	21	6	6	12	10	11	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.57	0.52
Jayce Hawryluk	C	BDN	8	5	7	12	5	14	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.5	1.75
Ashton Sautner	D	EDM	20	3	9	12	11	8	3	4	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.6	0.4
Mads Eller	LW	EDM	21	3	9	12	13	10	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.57	0.48
Riley Kieser	C	EDM	21	3	9	12	12	6	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.57	0.29
Zach Franko	LW	KTN	13	6	5	11	-6	4	3	1	0	0	10	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.85	0.31
Levi Cable	LW	KTN	13	7	3	10	4	2	0	0	2	0	4	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.77	0.15
Justin  Kirkland	LW	KEL	14	5	5	10	3	20	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	1.43
Steven Hodges	C	VIC	9	4	6	10	2	9	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.11	1.0
Miles Koules	RW	M.H	18	4	6	10	-6	10	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.56	0.56
Brandon Magee	RW	VIC	9	3	7	10	-1	28	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.11	3.11
Luke Bertolucci	RW	EDM	21	6	3	9	8	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.43	0.1
Adam Tambellini	C	CAL	6	5	4	9	5	2	1	1	0	0	5	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.5	0.33
Richard Nejezchleb	RW	BDN	9	5	4	9	0	13	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.44
Brady Brassart	C	CAL	6	3	6	9	-1	8	1	1	1	0	6	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	1.33
Roberts Lipsbergs	LW	SEA	9	2	7	9	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.44
Reid Petryk	C	EDM	17	2	7	9	2	16	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.53	0.94
Rinat Valiev	D	KTN	13	1	8	9	-5	16	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.69	1.23
Dylan Bredo	D	M.H	18	1	8	9	3	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.78
