PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Keegan Kolesar	RW	SEA	19	12	19	31	13	37	2	6	0	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	1.63	1.95
Sam Steel	C	REG	23	11	19	30	8	8	4	7	1	0	0	0	0	0	5	1	0	0	0	0	0.0	0	0	0.0	1.3	0.35
Reid  Gardiner	RW	KEL	17	15	13	28	2	6	7	7	1	0	0	0	5	1	2	2	0	0	0	0	0.0	0	0	0.0	1.65	0.35
Ethan Bear	D	SEA	17	6	20	26	11	12	5	12	0	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.53	0.71
Dawson Leedahl	LW	REG	23	12	13	25	10	34	3	6	0	0	0	0	1	0	3	3	0	0	0	0	0.0	0	0	0.0	1.09	1.48
Mathew Barzal	C	SEA	16	7	18	25	8	16	4	10	0	0	0	0	1	1	1	2	0	0	0	0	0.0	0	0	0.0	1.56	1.0
Giorgio Estephan	C	LET	18	11	13	24	5	8	4	4	0	0	0	0	1	0	1	4	0	0	0	0	0.0	0	0	0.0	1.33	0.44
Tyler Wong	RW	LET	20	11	13	24	-5	14	5	4	1	0	0	0	2	1	3	1	0	0	0	0	0.0	0	0	0.0	1.2	0.7
Connor Hobbs	D	REG	23	6	18	24	2	22	5	10	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.04	0.96
Egor Babenko	LW	LET	20	10	13	23	1	14	1	5	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	1.15	0.7
Donovan Neuls	RW	SEA	20	8	15	23	14	2	2	6	0	0	0	0	3	1	1	2	0	0	0	0	0.0	0	0	0.0	1.15	0.1
Alexander True	C	SEA	20	12	10	22	11	16	7	3	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	1.1	0.8
Austin Wagner	LW	REG	22	16	5	21	15	29	2	0	3	0	0	0	2	0	3	4	0	0	0	0	0.0	0	0	0.0	0.95	1.32
Calvin Thurkauf	LW	KEL	17	8	13	21	0	24	5	5	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.24	1.41
Josh Mahura	D	REG	23	8	13	21	7	16	3	9	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.91	0.7
Dillon Dube	C	KEL	17	7	14	21	-5	18	3	9	1	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.24	1.06
Ryan Gropp	LW	SEA	16	7	12	19	7	6	4	6	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.19	0.38
Nick Merkley	C	KEL	17	6	13	19	10	22	1	5	0	0	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	1.12	1.29
Adam Brooks	C	REG	17	5	13	18	10	12	1	4	0	1	0	0	4	1	0	0	0	0	0	0	0.0	0	0	0.0	1.06	0.71
Filip Ahl	LW	REG	20	5	13	18	10	26	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.9	1.3
Brennan Menell	D	LET	20	5	12	17	-2	10	2	9	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.85	0.5
Sami Moilanen	RW	SEA	20	7	9	16	7	20	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.8	1.0
Ryley Lindgren	C	SC	14	8	7	15	3	12	2	2	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	1.07	0.86
Dominic Zwerger	LW	EVT	10	4	11	15	1	6	2	7	1	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.5	0.6
Tyler Steenbergen	C	SC	14	8	6	14	1	8	3	3	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.0	0.57
Ryan Vandervlis	C	LET	17	8	6	14	2	12	4	3	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.82	0.71
Jordy Bellerive	C	LET	20	7	7	14	1	22	3	0	1	1	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.7	1.1
Austin Strand	D	SEA	20	4	10	14	9	34	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.7	1.7
Wyatt Sloboshan	C	REG	23	4	10	14	7	10	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.61	0.43
John Dahlstrom	RW	MH	11	6	7	13	3	4	0	3	0	0	0	0	3	1	1	1	0	0	0	0	0.0	0	0	0.0	1.18	0.36
David Quenneville	D	MH	11	4	9	13	-2	6	2	6	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.18	0.55
Chad Butcher	RW	MH	11	3	10	13	7	10	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	1.18	0.91
Zak Zborosky	RW	LET	15	2	11	13	-8	2	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.87	0.13
Kole Lind	RW	KEL	17	6	6	12	-5	10	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.71	0.59
Scott Eansor	C	SEA	20	5	7	12	6	12	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.6	0.6
Michael Spacek	C	RD	7	4	8	12	-3	6	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.71	0.86
Nick Henry	RW	REG	22	4	8	12	3	12	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.55	0.55
Mason Shaw	C	MH	11	0	12	12	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.09	1.45
Glenn Gawdin	C	SC	14	6	5	11	2	18	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0.0	0	0	0.0	0.79	1.29
Patrick Bajkov	RW	EVT	10	5	6	11	-5	6	4	4	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.1	0.6
Alec Baer	RW	LET	20	3	8	11	2	10	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.55	0.5
Zach Fischer	RW	MH	11	7	3	10	6	24	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0.0	0	0	0.0	0.91	2.18
