PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Jamie Benn	LW	KEL	19	13	20	33	9	18	6	13	1	0	0	0	2	1	2	1	0	0	0	0	0.0	0	0	0.0	1.74	0.95
Cody Almond	C	KEL	22	10	17	27	18	51	1	5	0	1	0	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	1.23	2.32
Joel Broda	C	CAL	18	11	13	24	18	8	3	2	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.33	0.44
Mikael Backlund	C	KEL	19	13	10	23	16	26	3	5	1	0	0	0	2	1	3	3	0	0	0	0	0.0	0	0	0.0	1.21	1.37
Tyler Myers	D	KEL	22	5	15	20	13	29	5	4	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.91	1.32
Kyle Bortis	C	CAL	18	4	16	20	6	2	2	5	0	1	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	1.11	0.11
Tyler Ennis	C	M.H	11	8	11	19	-1	10	2	5	1	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.73	0.91
Brandon Kozun	RW	CAL	18	7	12	19	12	8	1	3	0	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.06	0.44
Ian Duval	C	KEL	22	10	8	18	14	10	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0.0	0	0	0.0	0.82	0.45
Brayden Schenn	C	BDN	12	8	10	18	12	12	2	3	0	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.5	1.0
Jonathon Blum	D	VAN	17	7	11	18	0	6	6	6	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.06	0.35
Tyson Barrie	D	KEL	22	4	14	18	10	12	3	8	0	0	0	0	3	1	0	0	0	0	0	0	0.0	0	0	0.0	0.82	0.55
Scott Glennie	C	BDN	12	3	15	18	10	11	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	0.92
Matt Calvert	LW	BDN	12	9	8	17	11	22	4	1	0	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	1.42	1.83
Casey Pierro-Zabotel	LW	VAN	17	4	13	17	-2	16	1	8	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.94
Kris Foucault	LW	CAL	18	11	5	16	8	10	3	3	0	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	0.89	0.56
Brett Sonne	C	CAL	14	7	9	16	4	18	1	5	0	0	0	0	4	0	1	1	0	0	0	0	0.0	0	0	0.0	1.14	1.29
Colin Long	C	KEL	22	4	12	16	3	16	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.73	0.73
Mitch Fadden	C	T.C	10	3	13	16	7	8	1	5	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.6	0.8
Jay Fehr	C	BDN	12	2	14	16	2	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.33	1.75
Evander Kane	C	VAN	17	7	8	15	3	45	3	4	0	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	0.88	2.65
Alex Plante	D	CAL	18	6	9	15	14	41	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0	0	0.0	0.83	2.28
Keith Seabrook	D	CAL	18	4	11	15	8	26	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	1.44
Andrew Clark	LW	BDN	12	9	5	14	4	12	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.17	1.0
Nathan Green	C	BDN	12	7	7	14	-1	4	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	1.17	0.33
Colby Robak	D	BDN	12	6	8	14	12	4	2	3	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.17	0.33
Craig Cunningham	LW	VAN	17	5	9	14	1	12	1	3	0	0	0	0	2	1	0	1	0	0	0	0	0.0	0	0	0.0	0.82	0.71
Bostjan  Golicic	LW	CAL	18	4	10	14	15	10	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.78	0.56
Kruise Reddick	C	T.C	11	3	11	14	-3	10	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.27	0.91
Matt Lowry	C	BDN	12	3	11	14	-2	25	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.17	2.08
Drayson Bowman	LW	SPO	12	8	5	13	4	8	1	3	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.08	0.67
Zach Boychuk	C	LET	11	7	6	13	4	12	2	4	1	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.18	1.09
Paul Postma	D	CAL	18	5	8	13	9	10	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.72	0.56
Mitch Wahl	C	SPO	12	2	11	13	6	6	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.08	0.5
Brent Regner	D	VAN	17	2	11	13	-4	6	2	5	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.76	0.35
Michael Stone	D	CAL	18	2	11	13	20	16	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.72	0.89
Lance Bouma	C	VAN	17	7	5	12	5	30	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	1.76
Brennan Bosch	C	M.H	11	6	6	12	-3	2	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.09	0.18
Ian Schultz	RW	CAL	18	5	7	12	7	24	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.67	1.33
Tomas Karpov	C	CAL	18	4	8	12	8	2	1	3	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.11
Carson McMillan	RW	CAL	18	3	8	11	5	18	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.61	1.0
Jason Reese	C	T.C	7	5	5	10	7	4	5	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.43	0.57
Lucas Bloodoff	LW	KEL	22	5	5	10	7	31	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.45	1.41
Taylor Procyshen	RW	T.C	10	4	6	10	-1	16	4	6	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.6
Levko Koper	LW	SPO	12	3	7	10	2	6	2	1	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.83	0.5
James Wright	C	VAN	17	3	7	10	0	13	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.59	0.76
Tyler Schmidt	D	T.C	11	2	8	10	-2	21	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.91	1.91
Zdenek Okal	LW	M.H	11	7	2	9	-5	10	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.82	0.91
Garry Nunn	RW	VAN	15	3	6	9	3	12	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8
Keith Aulie	D	BDN	12	2	7	9	15	12	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	1.0
Nick Ross	D	VAN	17	1	8	9	1	14	0	3	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.53	0.82
Tyler Johnson	C	SPO	12	5	3	8	0	8	2	1	0	2	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Sean Ringrose	C	M.H	11	4	4	8	-4	6	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.73	0.55
Aaron Lewadniuk	RW	BDN	12	4	4	8	1	4	1	3	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.33
Dwight King	C	LET	11	1	7	8	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	0.18
Mark Isherwood	D	M.H	11	0	8	8	-1	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	1.55
Colton Sceviour	C	LET	11	4	3	7	5	12	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.64	1.09
Derek Hulak	LW	SAS	7	3	4	7	2	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.57
Michael Stickland	RW	S.C	7	2	5	7	-1	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.43
Linden Vey	RW	M.H	11	2	5	7	-1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.64	0.18
Jyri Niemi	D	SAS	6	1	6	7	5	10	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.17	1.67
Stepan Novotny	RW	KEL	22	5	1	6	1	4	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.27	0.18
Justin Feser	LW	T.C	11	4	2	6	3	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.55	0.73
Keegan Dansereau	RW	S.C	5	3	3	6	-1	4	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.2	0.8
Mike Piluso	C	VAN	17	3	3	6	5	8	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.35	0.47
Evan Bloodoff	LW	KEL	22	3	3	6	4	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.27	0.45
Justin Dowling	C	S.C	7	2	4	6	-2	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.86	0.0
John Negrin	D	S.C	7	2	4	6	-7	8	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.86	1.14
Craig Schira	D	VAN	17	2	4	6	3	4	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.35	0.24
Greg Scott	LW	SEA	5	0	6	6	-2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.2	0.4
Tomas Kundratek	D	M.H	11	0	6	6	-2	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.55	1.09
Tyler Maxwell	C	EVT	5	5	0	5	1	6	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.2
Taylor Vause	C	S.C	7	4	1	5	-3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.57
Bretton Cameron	RW	M.H	11	4	1	5	-2	19	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.45	1.73
Jordan Messier	RW	T.C	11	4	1	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.45	0.18
Ryley Grantham	C	KEL	22	4	1	5	0	16	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.23	0.73
Kenton Dulle	RW	KAM	4	3	2	5	0	4	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.25	1.0
Johnny Lazo	C	T.C	11	3	2	5	4	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	1.09
Justin McCrae	C	SPO	12	3	2	5	-2	4	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.42	0.33
Chris Langkow	C	SAS	7	2	3	5	-1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.29
Jared Spurgeon	D	SPO	12	2	3	5	3	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.42	0.83
Travis Dunstall	LW	M.H	11	1	4	5	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	0.18
Adam Hughesman	LW	T.C	11	1	4	5	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	0.64
Mitch McColm	D	T.C	11	1	4	5	2	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.45	0.82
Ondrej Roman	LW	SPO	12	1	4	5	2	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.42	0.83
Brayden McNabb	D	KTN	4	0	5	5	-7	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.25	0.5
Taylor Ellington	D	EVT	5	0	5	5	-2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.2
Brendan Shinnimin	C	T.C	11	0	5	5	-2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	1.45
Ben Wright	D	LET	11	0	5	5	0	13	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	1.18
Brandon McMillan	LW	KEL	22	0	5	5	9	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.23	0.91
Milan Kytnar	C	SAS	7	3	1	4	1	14	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.57	2.0
