PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Sven Bartschi	LW	POR	22	14	20	34	11	10	2	7	0	0	0	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	1.55	0.45
Ty Rattie	RW	POR	21	19	14	33	10	12	7	5	1	0	0	0	2	1	3	1	0	0	0	0	0.0	0	0	0.0	1.57	0.57
Marcel Noebels	LW	POR	22	8	15	23	12	6	1	1	0	1	0	0	3	1	3	0	0	0	0	0	0.0	0	0	0.0	1.05	0.27
Brendan Shinnimin	C	T.C	15	7	16	23	7	28	2	7	0	0	0	0	3	0	3	1	0	0	0	0	0.0	0	0	0.0	1.53	1.87
Brad Ross	LW	POR	22	12	10	22	8	57	4	3	4	0	0	0	2	0	1	4	0	0	0	0	0.0	0	0	0.0	1.0	2.59
Adam Hughesman	LW	T.C	15	9	10	19	8	12	5	3	0	0	0	0	0	0	3	1	0	0	0	0	0.0	0	0	0.0	1.27	0.8
Curtis Lazar	C	EDM	20	8	11	19	9	4	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.95	0.2
Michael St. Croix	C	EDM	20	7	12	19	8	6	1	6	0	0	0	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	0.95	0.3
Patrick Holland	RW	T.C	14	6	13	19	0	22	4	9	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.36	1.57
James Henry	LW	M.J	14	6	12	18	4	16	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.29	1.14
Joseph Morrow	D	POR	22	4	13	17	9	35	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.77	1.59
Derrick Pouliot	D	POR	22	3	14	17	4	18	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.77	0.82
Tyler Maxwell	C	EDM	20	5	11	16	4	8	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	0.4
Mike Aviani	C	SPO	13	3	13	16	7	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.23	0.62
Brendan Leipsic	C	POR	20	7	8	15	6	28	1	1	0	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.75	1.4
Quinton Howden	LW	M.J	14	5	10	15	7	6	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.07	0.43
Cam Braes	C	M.J	14	2	13	15	2	14	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.07	1.0
Mitch Holmberg	RW	SPO	13	11	3	14	7	2	4	0	0	0	0	0	2	2	0	2	0	0	0	0	0.0	0	0	0.0	1.08	0.15
Brendan Ranford	LW	KAM	11	5	9	14	-1	8	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.27	0.73
Stephane  Legault	LW	EDM	20	5	9	14	10	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.7	0.3
Henrik Samuelsson	C	EDM	17	4	10	14	6	20	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.82	1.18
Emerson Etem	RW	M.H	7	7	6	13	2	13	2	3	1	0	0	0	2	1	3	0	0	0	0	0	0.0	0	0	0.0	1.86	1.86
Jordan DePape	RW	KAM	11	7	6	13	3	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.18	0.36
Martin Gernat	D	EDM	20	7	6	13	8	8	3	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.65	0.4
Jordan Peddle	C	EDM	20	6	7	13	10	31	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.65	1.55
Rhett Rachinski	LW	EDM	20	7	5	12	11	4	0	0	0	1	0	0	2	1	2	2	0	0	0	0	0.0	0	0	0.0	0.6	0.2
Justin Feser	LW	T.C	15	4	8	12	-7	2	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	0.13
Cam Reid	C	POR	22	5	6	11	7	32	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	1.45
Mark Pysyk	D	EDM	20	3	8	11	9	16	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.55	0.8
