PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Martin Erat	RW	RDR	22	15	21	36	20	0	3	12	3	0	15	0	3	0	4	1	0	0	0	0	0.0	0	0	0.0	1.64	0.0
Justin Mapletoft	C	RDR	22	13	21	34	20	0	7	7	1	1	13	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.55	0.0
Tim Smith	LW	S.C	19	10	14	24	4	0	0	6	0	0	10	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	1.26	0.0
Kyle Wanvig	RW	RDR	22	10	12	22	3	0	5	5	0	0	10	0	3	1	3	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Duncan Milroy	RW	S.C	19	9	12	21	-1	0	2	3	1	0	9	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	1.11	0.0
Zdenek Blatny	LW	KTN	11	8	10	18	5	0	3	4	0	1	8	0	3	0	1	1	0	0	0	0	0.0	0	0	0.0	1.64	0.0
Lynn Loyns	RW	SPO	12	6	12	18	8	0	5	5	0	0	6	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.5	0.0
Bret DeCecco	RW	KTN	11	6	11	17	9	0	0	5	1	0	6	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.55	0.0
Paul Gaustad	C	POR	16	10	6	16	6	0	3	1	1	0	10	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Roman Tvrdon	C	SPO	12	5	11	16	10	0	2	5	1	1	5	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.33	0.0
Jim Vandermeer	D	RDR	22	3	13	16	17	0	1	6	0	1	3	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.73	0.0
Josef Balej	RW	POR	16	6	9	15	4	0	2	4	0	0	6	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.94	0.0
Ross Lupaschuk	D	RDR	22	5	10	15	7	0	3	4	0	2	5	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.68	0.0
Jarret Stoll	RW	KTN	11	5	9	14	7	0	1	2	0	0	5	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.27	0.0
Scott Henkelman	LW	SPO	12	5	9	14	5	0	2	4	0	0	5	0	1	0	3	1	0	0	0	0	0.0	0	0	0.0	1.17	0.0
Pavel Brendl	RW	CGY	10	7	6	13	5	0	2	1	1	0	7	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.3	0.0
Andrew Bergen	C	RDR	22	7	6	13	3	0	1	0	1	1	7	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.59	0.0
Jordan Krestanovich	LW	CGY	12	8	4	12	-3	0	2	2	0	1	8	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Colby Armstrong	RW	RDR	21	6	6	12	2	0	0	2	1	0	6	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	0.57	0.0
Jason Jaffray	LW	KTN	11	5	7	12	5	0	3	1	1	0	5	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	1.09	0.0
Marcel Hossa	C	POR	16	5	7	12	7	0	3	1	0	0	5	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	0.0
Shawn Roed	C	POR	16	3	9	12	0	0	1	4	0	0	3	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.75	0.0
Brent Twordik	C	S.C	19	4	7	11	-3	0	1	3	0	1	4	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.58	0.0
Layne Ulmer	C	S.C	19	7	3	10	-13	0	2	1	1	0	7	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.53	0.0
Kris Beech	C	CGY	10	2	8	10	-6	0	1	4	1	0	2	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Jeff Woywitka	D	RDR	22	2	8	10	14	0	0	3	0	1	2	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.45	0.0
Doug Lynch	D	RDR	21	1	9	10	7	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.48	0.0
Marek Svatos	C	KTN	11	7	2	9	4	0	0	1	0	0	7	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	0.82	0.0
Joel Stepp	C	RDR	22	6	3	9	0	0	1	1	1	0	6	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.41	0.0
Josh Olson	LW	POR	16	5	4	9	6	0	1	3	0	0	5	0	1	1	1	2	0	0	0	0	0.0	0	0	0.0	0.56	0.0
