PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Eric Fehr	RW	BRN	24	16	16	32	13	47	8	7	0	0	16	0	5	0	1	0	0	0	0	0	0.0	0	0	0.0	1.33	1.96
Ryan Stone	C	BRN	24	4	23	27	11	48	1	12	0	0	4	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.13	2.0
Lance Monych	RW	BRN	24	19	7	26	10	44	8	2	1	0	19	0	3	0	3	1	0	0	0	0	0.0	0	0	0.0	1.08	1.83
Justin Keller	LW	KEL	23	12	10	22	10	44	7	4	0	0	12	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.96	1.91
Martin Sagat	LW	KTN	16	8	14	22	9	18	0	7	2	0	8	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	1.38	1.13
Steven Later	D	BRN	23	6	15	21	6	84	1	8	0	0	6	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.91	3.65
Tyler Mosienko	C	KEL	24	5	14	19	5	20	1	4	0	1	5	0	3	0	1	1	0	0	0	0	0.0	0	0	0.0	0.79	0.83
Blake Comeau	RW	KEL	24	6	12	18	5	34	2	2	0	0	6	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.75	1.42
Tyler Spurgeon	C	KEL	24	11	6	17	-1	12	3	4	1	0	11	0	2	1	3	1	0	0	0	0	0.0	0	0	0.0	0.71	0.5
Shea Weber	D	KEL	18	9	8	17	7	25	3	6	1	0	9	0	2	1	1	3	0	0	0	0	0.0	0	0	0.0	0.94	1.39
Ryan Getzlaf	C	CGY	12	4	13	17	6	18	0	5	0	2	4	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.42	1.5
Troy Bodie	RW	KEL	24	4	13	17	1	26	3	4	0	0	4	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.71	1.08
Adam Cracknell	RW	KTN	16	8	8	16	4	6	1	2	0	0	8	0	0	0	4	0	0	0	0	0	0.0	0	0	0.0	1.0	0.38
Adam Taylor	C	KTN	16	4	12	16	10	20	1	2	0	2	4	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.25
Dale Mahovsky	C	KTN	16	9	6	15	1	27	4	1	1	0	9	0	2	2	1	1	0	0	0	0	0.0	0	0	0.0	0.94	1.69
Chris Ray	C	KEL	24	6	9	15	13	10	0	0	0	0	6	0	1	0	3	0	0	0	0	0	0.0	0	0	0.0	0.63	0.42
Nigel Dawes	LW	KTN	12	5	10	15	1	5	2	3	0	0	5	0	2	2	1	0	0	0	0	0	0.0	0	0	0.0	1.25	0.42
Tim Konsorada	RW	BRN	19	4	11	15	1	14	1	6	0	0	4	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.79	0.74
Lauris Darzins	LW	KEL	24	7	7	14	10	10	2	4	0	0	7	0	4	2	1	1	0	0	0	0	0.0	0	0	0.0	0.58	0.42
Aki Seitsonen	C	P.A	17	5	9	14	4	10	2	4	0	0	5	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.82	0.59
Ryan Russell	C	KTN	16	6	7	13	5	12	1	3	0	0	6	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.81	0.75
Derek LeBlanc	C	BRN	24	5	8	13	3	22	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.54	0.92
Brent Howarth	LW	KEL	24	4	9	13	11	34	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.54	1.42
Kyle Cumiskey	D	KEL	24	0	13	13	3	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.54	0.5
Andrew Ladd	LW	CGY	12	7	4	11	-1	18	1	3	1	0	7	0	4	2	0	0	0	0	0	0	0.0	0	0	0.0	0.92	1.5
Jakub Sindel	C	BRN	24	7	4	11	2	22	1	1	0	0	7	0	0	0	3	3	0	0	0	0	0.0	0	0	0.0	0.46	0.92
