PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Brendan Shinnimin	C	T.C	22	8	17	25	1	29	5	8	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.14	1.32
Craig Cunningham	C	VAN	16	12	12	24	5	12	2	8	1	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	1.5	0.75
Kruise Reddick	C	T.C	22	11	13	24	10	19	5	4	0	0	0	0	4	2	0	3	0	0	0	0	0.0	0	0	0.0	1.09	0.86
Brendan  Gallagher	RW	VAN	16	11	10	21	10	14	5	4	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.31	0.88
Brayden Schenn	C	BDN	15	8	11	19	0	2	3	3	1	2	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.27	0.13
Misha Fisenko	C	CAL	23	8	11	19	2	18	2	5	0	0	0	0	3	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.78
Justin Feser	LW	T.C	22	4	14	18	1	14	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.82	0.64
Brooks Macek	RW	T.C	21	6	11	17	10	17	4	2	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.81	0.81
Adam Hughesman	LW	T.C	22	3	14	17	1	18	2	10	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.77	0.82
Kris Foucault	LW	CAL	23	9	7	16	8	21	1	3	0	0	0	0	2	1	2	1	0	0	0	0	0.0	0	0	0.0	0.7	0.91
James Henry	LW	VAN	16	7	9	16	-1	23	1	5	0	2	0	0	1	1	1	1	0	0	0	0	0.0	0	0	0.0	1.0	1.44
Matt MacKenzie	D	CAL	23	6	10	16	9	31	4	6	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.7	1.35
Cody Sylvester	C	CAL	23	11	4	15	13	19	0	0	0	0	0	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	0.65	0.83
Jimmy Bubnick	C	CAL	23	2	12	14	8	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.61	0.35
Geordie Wudrick	LW	KEL	12	9	3	12	-6	10	5	1	0	0	0	0	1	1	2	0	0	0	0	0	0.0	0	0	0.0	1.0	0.83
Tyler Fiddler	LW	CAL	22	6	6	12	8	14	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.55	0.64
Tyler Schmidt	D	T.C	21	5	7	12	9	42	3	4	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.57	2.0
Jordan Messier	RW	T.C	22	6	5	11	-3	6	1	1	0	0	0	0	3	0	2	0	0	0	0	0	0.0	0	0	0.0	0.5	0.27
Tyson Barrie	D	KEL	12	3	8	11	-2	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.92	0.5
Shayne Wiebe	LW	BDN	15	2	9	11	4	14	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	0.93
Marek  Viedensky	C	SAS	10	7	3	10	4	0	1	1	0	0	0	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Emerson Etem	C	M.H	12	7	3	10	1	0	0	1	0	0	0	0	1	1	5	0	0	0	0	0	0.0	0	0	0.0	0.83	0.0
Thomas Frazee	C	M.J	7	4	6	10	-2	4	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.43	0.57
Gaelan Patterson	C	SAS	10	4	6	10	5	6	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	0.6
Scott Glennie	C	BDN	15	3	7	10	2	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.67	0.93
Patrick Holland	RW	T.C	22	3	7	10	-9	10	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.45	0.45
Darian Dziurzynski	LW	SAS	7	3	6	9	3	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.29	1.29
Stefan Elliott	D	SAS	10	3	5	8	3	4	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.8	0.4
Wacey Hamilton	C	M.H	12	3	5	8	1	23	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.67	1.92
Linden Vey	RW	M.H	12	2	6	8	-8	8	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Neil Manning	D	VAN	16	1	7	8	-1	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.5
Cody Beach	RW	CAL	19	1	7	8	10	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.42	1.79
