PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Sidney Crosby	C	Rim	13	14	17	31	11	16	4	11	0	0	73	73	0	0	4	1	0	0	0	0	0.0	197	97	49.2	2.38	1.23
Stanislav Lascek	RW	Chi	17	4	18	22	-5	26	2	10	0	0	60	60	0	0	3	0	0	0	0	0	0.0	57	32	56.1	1.29	1.53
Mario Jr Scalzo	D	Rim	13	7	14	21	11	10	5	6	0	0	38	38	4	0	0	0	0	0	0	0	0.0	1	0	0.0	1.62	0.77
Dany Roussin	LW	Rim	13	11	9	20	10	8	5	4	1	0	54	54	1	0	2	2	0	0	0	0	0.0	215	106	49.3	1.54	0.62
Steve Bernier	RW	Mon	12	6	13	19	-3	22	2	5	1	1	48	48	1	0	0	2	0	0	0	0	0.0	9	3	33.3	1.58	1.83
Marc-Antoine Pouliot	C	Rim	13	4	15	19	8	8	2	7	0	0	62	62	1	0	1	0	0	0	0	0	0.0	37	14	37.8	1.46	0.62
Patrick Coulombe	D	Rim	13	2	17	19	10	6	1	11	0	0	31	31	1	0	1	0	0	0	0	0	0.0	1	0	0.0	1.46	0.46
Maxime Boisclair	LW	Chi	17	5	12	17	0	31	1	1	0	0	56	56	2	0	2	0	0	0	0	0	0.0	5	2	40.0	1.0	1.82
Francis Verreault-Paul	RW	Chi	17	8	8	16	10	26	0	2	0	0	44	44	1	0	1	2	0	0	0	0	0.0	23	8	34.8	0.94	1.53
Zbynek Hrdel	RW	Rim	13	8	7	15	7	10	4	4	0	0	40	40	1	0	1	1	0	0	0	0	0.0	32	8	25.0	1.15	0.77
David Desharnais	C	Chi	17	5	10	15	-3	8	3	3	0	1	20	20	2	0	0	1	0	0	0	0	0.0	576	350	60.8	0.88	0.47
Francois-Pierre Guenette	C	Hal	13	4	11	15	4	4	2	4	2	0	33	33	1	0	0	0	0	0	0	0	0.0	337	186	55.2	1.15	0.31
Petr Vrana	C	Hal	12	10	4	14	4	12	3	1	0	0	43	43	0	0	1	3	0	0	0	0	0.0	231	140	60.6	1.17	1.0
Alex Bourret	C	Lew	8	6	8	14	2	25	3	6	0	0	30	30	0	0	1	0	0	0	0	0	0.0	151	76	50.3	1.75	3.13
Danny Stewart	LW	Rim	11	6	8	14	3	8	4	4	0	1	31	31	1	0	0	2	0	0	0	0	0.0	184	80	43.5	1.27	0.73
Nicolas Marcotte	D	Chi	16	4	10	14	0	19	1	5	1	0	73	73	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.88	1.19
Rane Carnegie	RW	Hal	13	8	5	13	7	10	1	0	0	1	38	38	1	1	3	0	0	0	0	0	0.0	37	12	32.4	1.0	0.77
David Brine	C	Hal	13	6	7	13	4	8	1	3	1	0	40	40	2	0	0	0	0	0	0	0	0.0	376	233	62.0	1.0	0.62
Frederik Cabana	LW	Hal	11	6	6	12	5	11	3	1	1	0	34	34	0	0	2	0	0	0	0	0	0.0	6	4	66.7	1.09	1.0
Guillaume Labrecque	LW	Gat	10	3	9	12	1	0	2	4	0	0	36	36	1	0	0	0	0	0	0	0	0.0	109	55	50.5	1.2	0.0
Brandon Roach	D	Lew	8	2	10	12	4	6	2	8	0	0	30	30	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.5	0.75
Alexander Radulov	RW	Que	13	6	5	11	-1	15	1	1	0	0	55	55	2	0	1	0	0	0	0	0	0.0	7	4	57.1	0.85	1.15
Jim Sharrow	D	Hal	13	5	6	11	2	6	4	5	0	0	37	37	1	0	0	0	0	0	0	0	0.0	1	0	0.0	0.85	0.46
Josh Hennessy	C	Que	13	2	9	11	-5	6	1	4	0	0	50	50	0	0	0	1	0	0	0	0	0.0	281	145	51.6	0.85	0.46
Michael Tessier	LW	Que	13	1	10	11	-3	12	0	4	0	0	39	39	0	0	0	0	0	0	0	0	0.0	24	11	45.8	0.85	0.92
Guillaume Latendresse	RW	Dru	6	6	4	10	3	7	3	0	0	0	29	29	0	0	2	0	0	0	0	0	0.0	12	7	58.3	1.67	1.17
Petr Pohl	RW	Gat	10	6	4	10	2	4	2	2	0	0	27	27	0	0	1	0	0	0	0	0	0.0	3	2	66.7	1.0	0.4
Mathieu Melanson	RW	Que	13	5	5	10	-1	12	2	1	0	1	40	40	1	0	1	1	0	0	0	0	0.0	39	12	30.8	0.77	0.92
Francis Charette	C	Rim	13	4	6	10	7	14	0	1	0	0	29	29	2	0	0	1	0	0	0	0	0.0	73	24	32.9	0.77	1.08
Francois Caron	D	Mon	12	3	7	10	-3	6	3	5	0	0	31	31	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	0.5
Stephane Goulet	LW	Mon	12	3	7	10	-3	12	1	3	0	0	24	24	1	0	2	0	0	0	0	0	0.0	48	21	43.8	0.83	1.0
Karl Gagne	C	Que	13	3	7	10	-5	8	2	3	0	0	46	46	1	0	0	0	0	0	0	0	0.0	316	163	51.6	0.77	0.62
Sam Roberts	D	Gat	10	6	3	9	0	14	1	2	0	0	37	37	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.9	1.4
Mark Tobin	LW	Rim	13	6	3	9	7	23	3	0	0	0	24	24	1	0	1	1	0	0	0	0	0.0	52	17	32.7	0.69	1.77
Louis-Philippe Martin	RW	Dru	6	5	4	9	2	6	2	1	0	0	29	29	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	1.0
Brent Aubin	RW	Rou	10	5	4	9	1	14	0	1	0	0	31	31	0	0	1	1	0	0	0	0	0.0	17	6	35.3	0.9	1.4
Marc-Andre Bernier	RW	Hal	12	4	5	9	0	8	1	2	0	0	34	34	1	0	0	0	0	0	0	0	0.0	2	1	50.0	0.75	0.67
Kevin Glode	C	Mon	12	4	5	9	-4	15	1	3	0	0	27	27	2	1	0	0	0	0	0	0	0.0	256	136	53.1	0.75	1.25
Bruce Graham	C	Mon	12	4	5	9	-3	19	4	3	0	0	33	33	0	0	0	0	0	0	0	0	0.0	43	19	44.2	0.75	1.58
Francis Lemieux	RW	Chi	13	4	5	9	-3	6	2	2	0	0	47	47	0	0	1	0	0	0	0	0	0.0	15	3	20.0	0.69	0.46
Justin Belanger	RW	Chi	16	4	5	9	2	8	1	1	0	0	37	37	0	0	0	1	0	0	0	0	0.0	22	10	45.5	0.56	0.5
Benoit Doucet	LW	Vic	7	3	6	9	-1	6	2	2	0	0	17	17	1	0	0	0	0	0	0	0	0.0	8	1	12.5	1.29	0.86
Mathieu Aubin	C	Lew	8	3	6	9	3	6	2	3	0	0	20	20	0	0	1	0	0	0	0	0	0.0	79	44	55.7	1.13	0.75
Simon Courcelles	C	Que	13	3	6	9	5	20	0	1	1	0	22	22	1	1	2	0	0	0	0	0	0.0	258	134	51.9	0.69	1.54
Jonathan Paiement	D	Lew	8	2	7	9	-2	34	2	5	0	0	30	30	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.13	4.25
Marc-Edouard Vlasic	D	Que	13	2	7	9	2	2	2	2	0	0	40	40	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.69	0.15
Philippe Dupuis	C	Rou	10	5	3	8	-1	8	1	1	0	0	43	43	1	0	0	2	0	0	0	0	0.0	219	103	47.0	0.8	0.8
Julien Brouillette	D	Chi	17	4	4	8	-4	23	1	2	0	0	36	36	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.47	1.35
Jean-Francois Jacques	LW	BaC	6	3	5	8	3	6	1	3	0	0	13	13	2	1	0	0	0	0	0	0	0.0	42	19	45.2	1.33	1.0
Jan Steber	LW	Hal	13	3	5	8	7	8	0	0	0	0	26	26	0	0	1	0	0	0	0	0	0.0	2	1	50.0	0.62	0.62
Adam Pineault	C	Mon	12	2	6	8	-4	18	2	4	0	0	47	47	0	0	1	1	0	0	0	0	0.0	108	54	50.0	0.67	1.5
Jean-Michel Bolduc	D	Rim	13	2	6	8	15	38	1	3	0	0	30	30	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.62	2.92
Daniel Sparre	LW	Hal	13	2	6	8	0	6	0	2	0	0	26	26	1	1	0	0	0	0	0	0	0.0	10	7	70.0	0.62	0.46
Alexandre Demers	C	Dru	6	1	7	8	0	8	0	5	0	0	14	14	0	0	0	1	0	0	0	0	0.0	218	116	53.2	1.33	1.33
Michal Sersen	D	Rim	13	0	8	8	15	18	0	5	0	0	33	33	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.62	1.38
Alexandre Picard	LW	Lew	8	5	2	7	-2	18	4	2	0	0	26	26	1	0	1	0	0	0	0	0	0.0	52	28	53.8	0.88	2.25
Jordan LaVallee	LW	Que	13	5	2	7	-7	26	1	0	0	0	56	56	1	1	0	0	0	0	0	0	0.0	10	4	40.0	0.54	2.0
Dominic Deblois	RW	Rou	10	3	4	7	-4	4	1	2	0	0	38	38	2	0	0	0	0	0	0	0	0.0	9	3	33.3	0.7	0.4
Maxime Desruisseaux	D	Vic	7	2	5	7	-3	8	1	2	0	0	16	16	0	0	0	0	0	0	0	0	0.0	1	1	100.0	1.0	1.14
Erick Lajoie	D	BaC	6	0	7	7	-2	8	0	4	0	0	28	28	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.17	1.33
Yannick Tifu	C	Rou	10	5	1	6	-3	11	2	0	0	0	28	28	0	0	2	0	0	0	0	0	0.0	32	13	40.6	0.6	1.1
Jean-Sebastien Cote	C	Rim	13	5	1	6	3	22	1	0	0	0	20	20	0	0	0	1	0	0	0	0	0.0	6	4	66.7	0.46	1.69
Kevin Coughlin	RW	Que	13	5	1	6	1	16	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.46	1.23
Gabriel Boies	LW	Vic	7	3	3	6	0	6	1	1	0	0	15	15	1	0	1	1	0	0	0	0	0.0	94	39	41.5	0.86	0.86
Nick Fugere	LW	Gat	10	2	4	6	-1	16	1	0	0	0	16	16	1	0	0	0	0	0	0	0	0.0	14	8	57.1	0.6	1.6
Austin Corredato	RW	Hal	13	2	4	6	1	19	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0.0	6	3	50.0	0.46	1.46
Derick Brassard	C	Dru	6	1	5	6	-4	6	1	4	0	0	17	17	0	0	0	0	0	0	0	0	0.0	25	6	24.0	1.0	1.0
Nathan Welton	D	Mon	12	1	5	6	-4	10	0	5	0	0	19	19	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.83
Alexandre Picard	D	Hal	13	1	5	6	10	14	0	3	0	0	47	47	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.46	1.08
