PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Claude Giroux	RW	Gat	19	17	34	51	33	6	1	15	3	1	61	61	3	1	0	2	0	0	0	0	0.0	499	269	53.9	2.68	0.32
Paul Byron	C	Gat	19	21	11	32	22	12	5	4	0	0	82	82	4	1	3	1	0	0	0	0	0.0	80	36	45.0	1.68	0.63
Matthew Pistilli	RW	Gat	19	11	17	28	22	14	6	6	0	0	74	74	3	0	3	1	0	0	0	0	0.0	0	0	0.0	1.47	0.74
Patrik Prokop	D	Gat	19	2	26	28	22	20	1	16	0	0	30	30	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.47	1.05
Scott Howes	LW	SNB	14	15	11	26	2	8	5	6	0	0	55	55	1	0	4	2	0	0	0	0	0.0	2	0	0.0	1.86	0.57
Brett Morrison	C	Rou	17	6	20	26	9	14	2	9	0	0	34	34	0	0	0	0	0	0	0	0	0.0	407	225	55.3	1.53	0.82
Michael Dubuc	LW	Rou	17	17	7	24	10	20	3	2	1	0	82	82	3	1	1	1	0	0	0	0	0.0	5	4	80.0	1.41	1.18
Sebastien Piche	D	Rou	17	4	19	23	19	39	1	8	0	1	63	63	0	0	1	2	0	0	0	0	0.0	1	0	0.0	1.35	2.29
Hugo Carpentier	C	Rou	17	14	8	22	9	20	3	3	1	0	55	55	2	1	3	3	0	0	0	0	0.0	124	49	39.5	1.29	1.18
Jean-Philip Chabot	C	Gat	19	14	8	22	12	27	10	3	0	0	57	57	1	0	3	3	0	0	0	0	0.0	338	182	53.8	1.16	1.42
Mathieu Perreault	C	Bat	12	3	19	22	14	6	1	6	0	1	37	37	1	0	0	0	0	0	0	0	0.0	307	171	55.7	1.83	0.5
Yannick Riendeau	RW	Rou	17	8	13	21	6	14	2	5	1	1	57	57	3	0	0	0	0	0	0	0	0.0	8	1	12.5	1.24	0.82
Tomas Svoboda	RW	Bat	12	8	12	20	13	18	1	2	1	0	58	58	0	0	1	0	0	0	0	0	0.0	2	1	50.0	1.67	1.5
Christopher DiDomenico	C	SNB	14	8	11	19	1	20	3	5	1	1	31	31	2	0	0	1	0	0	0	0	0.0	176	78	44.3	1.36	1.43
