PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Yannick Riendeau	RW	Dru	19	29	23	52	16	16	16	19	0	0	103	103	4	0	6	6	0	0	0	0	0.0	2	1	50.0	2.74	0.84
Dany Masse	C	Dru	19	15	20	35	12	18	8	14	0	0	66	66	3	0	2	0	0	0	0	0	0.0	508	295	58.1	1.84	0.95
Christopher DiDomenico	C	Dru	15	4	31	35	10	24	3	20	0	0	60	60	0	0	0	1	0	0	0	0	0.0	67	21	31.3	2.33	1.6
Mike Hoffman	LW	Dru	19	21	13	34	2	26	13	11	0	0	104	104	2	0	4	1	0	0	0	0	0.0	25	14	56.0	1.79	1.37
Cedric Lalonde-McNicoll	C	Sha	21	16	17	33	12	6	7	13	1	0	89	89	2	0	1	2	0	0	0	0	0.0	485	259	53.4	1.57	0.29
Pierre-Alexandre Vandall	C	Sha	21	4	19	23	6	16	2	9	0	0	62	62	0	0	1	0	0	0	0	0	0.0	39	18	46.2	1.1	0.76
Nicholas Petersen	RW	Sha	21	10	12	22	6	22	5	8	0	0	59	59	3	2	3	2	0	0	0	0	0.0	67	33	49.3	1.05	1.05
Matthew Pistilli	RW	Sha	21	13	7	20	-1	4	8	4	0	0	104	104	4	1	0	1	0	0	0	0	0.0	19	8	42.1	0.95	0.19
Dmitri Kugryshev	RW	Que	17	6	14	20	1	24	4	8	0	0	50	50	0	0	1	2	0	0	0	0	0.0	0	0	0.0	1.18	1.41
Dmitry Kulikov	D	Dru	19	2	18	20	4	16	2	14	0	0	38	38	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.05	0.84
Keven Veilleux	RW	Rim	13	7	12	19	-1	31	3	8	0	0	37	37	0	0	4	1	0	0	0	0	0.0	237	114	48.1	1.46	2.38
Gabriel Dumont	RW	Dru	19	6	13	19	18	32	1	4	1	0	77	77	0	0	0	0	0	0	0	0	0.0	39	11	28.2	1.0	1.68
Dave Labrecque	C	Sha	20	3	16	19	3	34	1	12	0	0	50	50	1	0	0	0	0	0	0	0	0.0	257	111	43.2	0.95	1.7
Charles-Olivier Roussel	D	Sha	21	5	13	18	2	14	5	13	0	0	55	55	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.86	0.67
Marc-Olivier Vachon	C	Dru	19	8	9	17	6	4	2	2	0	2	50	50	1	1	1	1	0	0	0	0	0.0	422	246	58.3	0.89	0.21
