PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Jonathan Drouin	C	Hal	16	13	28	41	9	18	4	18	0	3	98	38	4	0	1	2	0	0	0	0	0.0	409	200	48.9	2.56	1.13
Anthony Mantha	RW	VdO	24	24	14	38	17	52	2	0	2	2	107	61	3	1	3	3	0	0	0	0	0.0	106	48	45.3	1.58	2.17
Louick Marcotte	LW	VdO	24	12	25	37	16	12	3	8	2	1	74	43	1	1	1	1	0	0	0	0	0.0	259	99	38.2	1.54	0.5
Guillaume Gelinas	D	VdO	24	11	23	34	11	20	4	6	1	1	89	14	2	1	3	0	0	0	0	0	0.0	0	0	0.0	1.42	0.83
Nikolaj Ehlers	LW	Hal	16	11	17	28	3	18	9	9	0	0	65	41	1	0	3	1	0	0	0	0	0.0	1	0	0.0	1.75	1.13
Samuel Henley	C	VdO	24	8	20	28	11	25	3	6	0	0	60	44	3	0	2	3	0	0	0	0	0.0	341	150	44.0	1.17	1.04
Philippe Gadoury	C	Hal	16	12	13	25	1	4	7	7	0	0	60	49	2	0	0	1	0	0	0	0	0.0	1	1	100.0	1.56	0.25
Randy Gazzola	D	VdO	24	4	20	24	8	2	1	7	0	2	78	13	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.08
Jeremy Gregoire	RW	BaC	22	9	14	23	3	35	4	6	1	0	94	55	3	0	2	1	0	0	0	0	0.0	95	58	61.1	1.05	1.59
Valentin Zykov	RW	BaC	22	7	15	22	-2	14	1	9	0	0	57	32	2	1	2	2	0	0	0	0	0.0	0	0	0.0	1.0	0.64
MacKenzie Weegar	D	Hal	16	5	17	22	3	14	3	10	0	0	56	6	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.38	0.88
Charles Hudon	LW	BaC	22	10	11	21	-3	30	4	7	0	0	112	28	3	0	1	1	0	0	0	0	0.0	5	2	40.0	0.95	1.36
Anthony Richard	C	VdO	24	10	7	17	9	12	1	1	0	0	57	29	1	0	2	0	0	0	0	0	0.0	46	11	23.9	0.71	0.5
Nikita Jevpalovs	LW	BLB	20	10	6	16	-1	8	3	5	0	0	85	52	2	2	1	2	0	0	0	0	0.0	95	46	48.4	0.8	0.4
Christopher Clapperton	LW	BLB	18	5	11	16	2	18	3	5	0	0	63	39	0	0	3	0	0	0	0	0	0.0	79	38	48.1	0.89	1.0
Simon Tardif-Richard	C	Gat	9	7	8	15	13	4	0	2	1	0	21	15	1	0	2	1	0	0	0	0	0.0	173	108	62.4	1.67	0.44
Pierre-Maxime Poudrier	C	VdO	24	7	8	15	11	4	2	1	1	1	41	22	0	0	2	0	0	0	0	0	0.0	451	210	46.6	0.63	0.17
Martin Reway	LW	Gat	9	5	10	15	15	16	0	2	0	1	29	12	0	0	1	1	0	0	0	0	0.0	28	19	67.9	1.67	1.78
Frederick Gaudreau	C	Dru	11	10	4	14	-2	0	3	1	0	0	45	30	2	0	2	0	0	0	0	0	0.0	288	170	59.0	1.27	0.0
Jerome Verrier	RW	Dru	11	4	10	14	-3	13	3	5	0	0	40	20	1	1	2	0	0	0	0	0	0.0	4	2	50.0	1.27	1.18
Andrew Ryan	LW	Hal	16	4	10	14	-4	10	2	3	1	1	41	26	1	0	2	0	0	0	0	0	0.0	40	17	42.5	0.88	0.63
Alexis Loiseau	C	Rim	11	2	12	14	6	0	2	5	0	2	22	11	0	0	0	0	0	0	0	0	0.0	196	106	54.1	1.27	0.0
Alexandre Ranger	RW	BaC	22	10	3	13	7	18	2	0	1	0	73	35	0	0	4	2	0	0	0	0	0.0	15	4	26.7	0.59	0.82
Ryan Tesink	RW	BLB	14	7	6	13	7	28	2	1	0	0	39	28	1	0	2	0	0	0	0	0	0.0	18	4	22.2	0.93	2.0
Luca Ciampini	RW	Hal	16	7	6	13	10	14	1	1	2	0	31	19	0	0	2	1	0	0	0	0	0.0	6	2	33.3	0.81	0.88
Nicolas Aube-Kubel	RW	VdO	24	4	9	13	10	20	1	1	0	0	48	26	2	0	0	0	0	0	0	0	0.0	28	15	53.6	0.54	0.83
Dominic Poulin	D	BaC	22	2	11	13	2	6	0	5	0	0	55	7	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.59	0.27
Michael Joly	RW	Rim	10	9	3	12	5	4	2	1	2	0	30	23	3	0	2	1	0	0	0	0	0.0	4	1	25.0	1.2	0.4
Maxime St-Cyr	C	BaC	22	9	3	12	-3	4	4	3	0	0	72	47	0	0	1	0	0	0	0	0	0.0	363	193	53.2	0.55	0.18
Vaclav Karabacek	RW	Gat	9	6	6	12	11	10	1	1	0	0	19	10	0	0	0	2	0	0	0	0	0.0	1	1	100.0	1.33	1.11
Marc-Olivier Roy	C	BLB	20	4	8	12	0	14	0	4	0	0	53	24	1	0	0	1	0	0	0	0	0.0	48	24	50.0	0.6	0.7
Philippe Sanche	RW	BLB	20	4	8	12	1	16	1	5	0	0	45	24	2	1	1	0	0	0	0	0	0.0	7	1	14.3	0.6	0.8
Felix Girard	C	BaC	21	4	8	12	6	43	1	0	0	1	55	20	1	1	0	0	0	0	0	0	0.0	554	339	61.2	0.57	2.05
Frederic Gamelin	C	BaC	22	3	9	12	2	10	1	2	0	0	35	18	1	0	1	0	0	0	0	0	0.0	317	165	52.1	0.55	0.45
Denis Gorbunov	LW	BaC	20	5	6	11	0	12	4	3	0	0	45	16	1	0	0	1	0	0	0	0	0.0	18	10	55.6	0.55	0.6
Samuel Hodhod	LW	BLB	20	5	6	11	-6	6	1	2	0	0	42	22	1	0	2	0	0	0	0	0	0.0	4	1	25.0	0.55	0.3
Sebastien Sylvestre	C	Rim	11	4	7	11	5	24	0	4	0	0	45	27	0	0	0	1	0	0	0	0	0.0	6	3	50.0	1.0	2.18
Matt Murphy	D	Hal	16	3	8	11	5	12	0	4	1	0	46	11	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.69	0.75
Ryan Culkin	D	Dru	11	2	9	11	7	6	0	5	0	0	27	6	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.55
Christophe Lalancette	C	Dru	11	1	10	11	3	2	0	2	0	0	14	5	1	0	0	0	0	0	0	0	0.0	258	133	51.6	1.0	0.18
Emile Poirier	LW	Gat	9	7	3	10	3	26	1	0	0	0	26	17	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.11	2.89
Anthony Beauregard	C	VdO	24	6	4	10	8	10	0	0	0	0	36	24	1	0	1	0	0	0	0	0	0.0	352	192	54.5	0.42	0.42
Joey Ratelle	LW	Dru	11	5	5	10	5	4	1	0	0	0	26	18	1	0	1	0	0	0	0	0	0.0	1	1	100.0	0.91	0.36
Ivan Barbashev	C	Mon	6	4	6	10	2	8	1	2	0	0	18	11	1	0	0	0	0	0	0	0	0.0	120	52	43.3	1.67	1.33
Daniel Walcott	D	BLB	19	4	6	10	-7	18	4	3	0	0	45	15	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.53	0.95
Olivier Caouette	LW	Dru	10	3	7	10	5	19	2	1	0	0	27	17	0	0	0	1	0	0	0	0	0.0	25	15	60.0	1.0	1.9
Danick Martel	C	BLB	11	8	1	9	4	8	0	0	1	0	33	18	2	0	2	0	0	0	0	0	0.0	153	61	39.9	0.82	0.73
Vladimir Tkachev	LW	Mon	6	7	2	9	6	12	2	1	0	0	15	14	1	1	0	0	0	0	0	0	0.0	3	0	0.0	1.5	2.0
Nick Sorensen	RW	Que	5	6	3	9	-4	8	4	2	0	0	18	7	0	0	1	0	0	0	0	0	0.0	5	1	20.0	1.8	1.6
Jean-Sebastien Dea	C	Rou	9	6	3	9	2	12	1	0	1	1	42	20	0	0	0	2	0	0	0	0	0.0	275	144	52.4	1.0	1.33
Samuel Tremblay	C	BLB	18	5	4	9	5	7	0	0	0	1	25	13	0	0	1	2	0	0	0	0	0.0	281	137	48.8	0.5	0.39
Robbie Graham	RW	BaC	22	4	5	9	0	10	0	1	0	0	27	15	1	0	2	1	0	0	0	0	0.0	101	33	32.7	0.41	0.45
