PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Jonathan Audy-Marchessault	C	Que	18	11	22	33	9	12	4	12	0	0	84	31	2	0	2	1	0	0	0	0	0.0	156	87	55.8	1.83	0.67
Jonathan Huberdeau	C	SNB	19	16	14	30	13	16	6	3	1	1	64	50	2	1	3	3	0	0	0	0	0.0	47	19	40.4	1.58	0.84
Jean-Gabriel Pageau	C	Gat	24	13	16	29	9	20	3	5	1	0	77	44	5	1	4	2	0	0	0	0	0.0	651	342	52.5	1.21	0.83
Philip-Michael Devos	C	Gat	24	10	19	29	5	8	2	7	0	0	84	45	2	0	2	0	0	0	0	0	0.0	505	282	55.8	1.21	0.33
Stanislav Galiev	LW	SNB	19	10	17	27	8	12	2	5	0	0	87	58	4	0	3	1	0	0	0	0	0.0	11	6	54.5	1.42	0.63
Zack Phillips	RW	SNB	17	9	15	24	8	8	5	4	0	1	51	36	2	0	0	1	0	0	0	0	0.0	322	158	49.1	1.41	0.47
Joel Champagne	C	Que	18	11	9	20	7	16	6	0	0	0	54	22	1	0	3	0	0	0	0	0	0.0	387	216	55.8	1.11	0.89
Kirill Kabanov	LW	Lew	15	8	12	20	7	18	4	4	0	0	61	42	1	0	1	2	0	0	0	0	0.0	3	0	0.0	1.33	1.2
Michael Chaput	C	Lew	13	7	13	20	4	11	2	8	0	0	41	24	1	0	2	1	0	0	0	0	0.0	309	179	57.9	1.54	0.85
Nicolas Deslauriers	D	Gat	24	5	15	20	9	19	2	8	0	0	78	25	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.79
Olivier Dame-Malka	D	Lew	15	9	10	19	5	25	5	6	0	0	47	11	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.27	1.67
Frederick Roy	LW	Que	18	8	11	19	0	20	5	5	0	0	40	26	2	0	1	2	0	0	0	0	0.0	65	28	43.1	1.06	1.11
Christian Ouellet	RW	Gat	23	11	7	18	5	25	4	1	0	0	58	32	1	0	4	2	0	0	0	0	0.0	36	16	44.4	0.78	1.09
Tomas Jurco	RW	SNB	19	6	12	18	9	8	1	4	0	0	51	34	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.95	0.42
Philippe Halley	C	Gat	24	7	10	17	11	8	1	3	0	0	55	30	2	1	3	1	0	0	0	0	0.0	104	47	45.2	0.71	0.33
Nathan Beaulieu	D	SNB	19	4	13	17	6	26	2	8	0	1	68	16	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.89	1.37
Alexandre Grenier	RW	Que	15	8	8	16	4	4	2	3	0	0	26	14	1	0	0	1	0	0	0	0	0.0	2	1	50.0	1.07	0.27
Ryan Bourque	LW	Que	18	5	11	16	1	8	2	5	0	0	61	19	1	0	1	0	0	0	0	0	0.0	3	0	0.0	0.89	0.44
Samuel Carrier	D	Lew	15	2	14	16	5	12	1	5	0	1	32	8	0	0	0	0	0	0	0	0	0.0	1	0	0.0	1.07	0.8
Phillip Danault	C	Vic	9	5	10	15	4	6	2	1	0	0	20	16	1	0	2	1	0	0	0	0	0.0	223	108	48.4	1.67	0.67
Tomas Filippi	RW	Que	18	5	10	15	4	12	1	1	0	0	41	13	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.83	0.67
Philippe Maillet	C	Vic	9	4	10	14	6	2	1	1	2	1	37	20	1	0	0	0	0	0	0	0	0.0	234	118	50.4	1.56	0.22
Mirko Hoefflin	C	Que	15	4	10	14	9	12	1	3	0	0	32	11	1	0	1	0	0	0	0	0	0.0	53	29	54.7	0.93	0.8
Alex Wall	D	Que	18	2	12	14	6	12	1	9	1	0	32	7	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.78	0.67
