PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Alexander Radulov	RW	Que	23	21	34	55	17	30	9	18	0	1	117	117	2	0	2	2	0	0	0	0	0.0	8	3	37.5	2.39	1.3
Mathieu Melanson	RW	Que	23	25	15	40	15	39	16	7	2	0	118	118	1	0	2	3	0	0	0	0	0.0	187	94	50.3	1.74	1.7
Philippe Dupuis	C	Mon	19	14	18	32	15	14	9	9	0	0	95	95	0	0	1	1	0	0	0	0	0.0	395	223	56.5	1.68	0.74
David Krejci	C	Gat	17	10	22	32	0	24	4	12	0	0	66	66	2	0	1	1	0	0	0	0	0.0	360	147	40.8	1.88	1.41
Marc-Edouard Vlasic	D	Que	23	5	24	29	7	10	3	17	0	1	49	49	3	1	2	0	0	0	0	0	0.0	0	0	0.0	1.26	0.43
Brent Aubin	RW	Que	23	12	15	27	4	24	9	8	0	0	91	91	1	1	1	1	0	0	0	0	0.0	185	89	48.1	1.17	1.04
Martins Karsums	LW	Mon	21	15	11	26	10	22	8	7	0	0	86	86	7	2	0	1	0	0	0	0	0.0	14	7	50.0	1.24	1.05
Adam Pineault	C	Mon	21	14	8	22	15	25	5	2	2	0	102	102	1	0	5	2	0	0	0	0	0.0	90	48	53.3	1.05	1.19
Mathieu Perreault	C	Bat	17	10	11	21	3	8	5	8	2	0	58	58	2	1	2	1	0	0	0	0	0.0	378	217	57.4	1.24	0.47
Michal Sersen	D	Que	23	3	18	21	7	36	0	10	0	1	74	74	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.91	1.57
Keith Yandle	D	Mon	21	6	14	20	10	36	3	9	1	1	94	94	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.95	1.71
Claude Giroux	RW	Gat	17	5	15	20	-3	24	3	11	1	0	41	41	1	0	0	1	0	0	0	0	0.0	38	16	42.1	1.18	1.41
Mathieu Roy	LW	Bat	17	7	12	19	1	26	5	6	0	2	98	98	0	0	1	0	0	0	0	0	0.0	10	3	30.0	1.12	1.53
Brad Marchand	LW	Mon	20	5	14	19	11	34	2	5	0	0	56	56	1	0	2	0	0	0	0	0	0.0	90	45	50.0	0.95	1.7
Jerome Samson	RW	Mon	21	6	12	18	9	15	0	2	0	1	36	36	1	0	0	1	0	0	0	0	0.0	41	15	36.6	0.86	0.71
Thomas Beauregard	RW	Bat	17	13	4	17	-2	6	10	1	0	0	66	66	3	0	2	1	0	0	0	0	0.0	230	120	52.2	1.0	0.35
Stanislav Lascek	RW	Chi	9	4	13	17	-3	8	2	9	0	0	24	24	0	0	0	1	0	0	0	0	0.0	12	5	41.7	1.89	0.89
Christian Gaudet	C	Mon	19	8	8	16	10	13	1	1	1	1	24	24	0	0	3	1	0	0	0	0	0.0	440	225	51.1	0.84	0.68
Petr Pohl	RW	Bat	17	6	10	16	-1	12	3	5	0	0	61	61	1	0	0	0	0	0	0	0	0.0	18	6	33.3	0.94	0.71
Martin Frechette	D	Gat	17	3	13	16	4	28	2	4	0	1	34	34	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.94	1.65
Stephane Goulet	LW	Mon	13	7	8	15	8	16	4	5	0	0	54	54	2	0	0	1	0	0	0	0	0.0	17	11	64.7	1.15	1.23
Jordan LaVallee	LW	Que	23	7	8	15	1	30	0	6	0	0	66	66	1	1	0	1	0	0	0	0	0.0	43	13	30.2	0.65	1.3
Olivier Labelle	RW	Bat	17	5	10	15	-5	35	4	7	0	0	53	53	1	0	2	0	0	0	0	0	0.0	10	5	50.0	0.88	2.06
Simon Courcelles	C	Que	23	5	10	15	19	42	1	0	1	2	31	31	2	0	1	0	0	0	0	0	0.0	541	285	52.7	0.65	1.83
Mathieu Carle	D	Bat	17	1	14	15	0	29	0	11	0	1	40	40	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.88	1.71
Nick Fugere	LW	Gat	17	10	4	14	4	28	4	1	1	0	41	41	2	0	1	1	0	0	0	0	0.0	8	1	12.5	0.82	1.65
Jonathan Duchesneau	LW	Bat	17	4	9	13	0	19	0	7	0	0	48	48	2	1	0	0	0	0	0	0	0.0	126	58	46.0	0.76	1.12
Andrew MacDonald	D	Mon	21	2	11	13	8	10	2	7	0	0	36	36	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.62	0.48
Maxime Boisclair	LW	Chi	9	9	3	12	0	8	8	0	0	0	37	37	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.33	0.89
Maxime Lacroix	LW	Que	23	7	5	12	9	21	0	0	2	1	50	50	2	0	0	2	0	0	0	0	0.0	82	38	46.3	0.52	0.91
Rane Carnegie	RW	Hal	11	4	8	12	-1	16	0	4	0	1	41	41	0	0	0	1	0	0	0	0	0.0	12	5	41.7	1.09	1.45
Patrick Coulombe	D	Chi	9	2	10	12	5	6	1	7	0	0	37	37	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.33	0.67
Pierre-Luc Lessard	D	Gat	17	2	10	12	3	12	2	9	0	0	28	28	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.71
Angelo Esposito	C	Que	23	6	5	11	0	4	2	2	0	0	71	71	1	0	1	2	0	0	0	0	0.0	347	141	40.6	0.48	0.17
Nicolas Robillard	RW	Que	21	5	6	11	7	27	0	2	2	0	55	55	1	0	1	0	0	0	0	0	0.0	59	29	49.2	0.52	1.29
Danny Stewart	C	PEI	6	4	7	11	-1	12	3	4	1	0	20	20	0	0	2	0	0	0	0	0	0.0	138	76	55.1	1.83	2.0
