PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Mathieu Joseph	RW	SNB	18	13	19	32	20	14	2	8	2	0	79	52	0	0	1	5	0	0	0	0	0.0	14	9	64.3	1.78	0.78
Alex Barre-Boulet	C	BLB	20	14	17	31	4	10	4	10	1	0	82	45	4	0	3	2	0	0	0	0	0.0	138	68	49.3	1.55	0.5
Matthew Highmore	C	SNB	18	6	18	24	18	14	0	5	1	1	51	31	1	0	0	0	0	0	0	0	0.0	391	211	54.0	1.33	0.78
Thomas Chabot	D	SNB	18	5	18	23	29	12	1	4	1	1	76	17	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.28	0.67
Spencer Smallman	RW	SNB	18	11	11	22	18	2	5	3	1	1	48	32	1	0	0	3	0	0	0	0	0.0	13	6	46.2	1.22	0.11
Pierre-Luc Dubois	LW	BLB	19	9	13	22	1	26	6	5	0	0	62	34	0	0	2	2	0	0	0	0	0.0	279	144	51.6	1.16	1.37
Nicolas Roy	C	Chi	17	8	13	21	-4	14	2	5	0	1	49	27	3	1	2	0	0	0	0	0	0.0	450	240	53.3	1.24	0.82
Dmitry Zhukenov	C	Chi	17	6	15	21	0	14	2	7	0	0	29	12	0	0	0	2	0	0	0	0	0.0	35	15	42.9	1.24	0.82
Daniel Sprong	RW	Cha	12	9	11	20	3	17	7	4	0	0	48	23	1	0	2	1	0	0	0	0	0.0	13	3	23.1	1.67	1.42
Jean-Christophe Beaudin	C	Rou	13	8	12	20	-2	2	1	4	0	0	64	32	1	0	1	1	0	0	0	0	0.0	401	225	56.1	1.54	0.15
Alexandre Alain	C	BLB	20	6	13	19	3	20	3	5	0	0	71	45	2	0	1	0	0	0	0	0	0.0	142	83	58.5	0.95	1.0
Filip Chlapik	C	Cha	13	5	14	19	13	27	0	5	0	0	60	31	1	0	0	0	0	0	0	0	0.0	167	87	52.1	1.46	2.08
Kameron Kielly	C	Cha	13	7	11	18	10	26	2	5	0	0	34	24	4	1	2	0	0	0	0	0	0.0	140	80	57.1	1.38	2.0
Julien Gauthier	RW	SNB	16	11	6	17	13	13	3	2	0	0	70	42	4	0	3	0	0	0	0	0	0.0	0	0	0.0	1.06	0.81
Joey Ratelle	LW	Chi	16	10	7	17	-4	26	4	3	0	0	48	32	2	0	0	0	0	0	0	0	0.0	2	1	50.0	1.06	1.63
Alex Dostie	C	Cha	13	8	8	16	2	13	2	4	0	0	24	19	1	0	0	2	0	0	0	0	0.0	27	17	63.0	1.23	1.0
Alexandre Fortin	LW	Rou	13	6	10	16	1	4	2	3	0	0	47	16	0	0	1	1	0	0	0	0	0.0	16	13	81.3	1.23	0.31
Jeffrey Truchon-Viel	LW	Bat	11	10	5	15	1	16	4	1	0	0	34	21	1	0	1	1	0	0	0	0	0.0	3	2	66.7	1.36	1.45
