PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Danny Groulx	D	Vic	22	9	30	39	0	68	4	14	2	0	127	127	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.77	3.09
Matthew Lombardi	C	Vic	22	17	18	35	0	18	5	6	0	1	88	88	3	1	3	2	0	0	0	0	0.0	384	187	48.7	1.59	0.82
Carl Mallette	C	Vic	22	12	21	33	0	73	2	11	0	1	76	76	5	2	1	2	0	0	0	0	0.0	99	48	48.5	1.5	3.32
Antoine Vermette	C	Vic	22	10	16	26	0	10	4	4	1	0	71	71	1	1	1	0	0	0	0	0	0.0	430	228	53.0	1.18	0.45
Mathieu Brunelle	LW	Vic	22	11	13	24	0	49	4	5	0	0	55	55	1	0	1	0	0	0	0	0	0.0	6	2	33.3	1.09	2.23
Dominic Noel	C	Cap	16	15	8	23	0	16	7	4	2	0	81	81	2	0	0	0	0	0	0	0	0.0	316	138	43.7	1.44	1.0
Janis Sprukts	LW	Bat	16	14	8	22	0	12	4	3	2	1	57	57	2	0	2	3	0	0	0	0	0.0	317	176	55.5	1.38	0.75
Mikhail Deev	RW	Vic	22	12	10	22	0	0	5	3	0	0	63	63	1	0	3	1	0	0	0	0	0.0	12	6	50.0	1.0	0.0
David Cloutier	D	Cap	16	7	15	22	0	24	5	8	0	0	85	85	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.38	1.5
Antoine Bergeron	D	Bat	16	6	16	22	0	18	5	11	0	0	78	78	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.38	1.13
Olivier Fillion	C	Bat	16	5	16	21	0	14	0	6	1	2	44	44	2	0	1	0	0	0	0	0	0.0	108	55	50.9	1.31	0.88
Alexandre Menard-Burrows	RW	Sha	12	9	11	20	0	34	4	8	0	0	56	56	1	0	1	1	0	0	0	0	0.0	36	17	47.2	1.67	2.83
Olivier Proulx	C	Dru	12	8	12	20	0	22	2	5	1	0	40	40	2	0	1	1	0	0	0	0	0.0	239	130	54.4	1.67	1.83
Pierre-Luc Sleigher	RW	Vic	20	8	12	20	0	39	1	4	0	1	68	68	0	0	0	1	0	0	0	0	0.0	504	280	55.6	1.0	1.95
Pierre-Luc Laprise	RW	Cap	16	5	14	19	0	10	0	5	0	2	32	32	2	1	0	0	0	0	0	0	0.0	13	10	76.9	1.19	0.63
Jonathan Bellemare	C	Sha	12	5	13	18	0	14	3	8	0	0	40	40	0	0	2	0	0	0	0	0	0.0	386	197	51.0	1.5	1.17
Jason King	C	Hal	13	9	8	17	0	13	3	6	1	0	58	58	0	0	2	0	0	0	0	0	0.0	242	125	51.7	1.31	1.0
Zbynek Michalek	D	Sha	12	8	9	17	0	17	8	9	0	0	56	56	3	0	0	0	0	0	0	0	0.0	1	0	0.0	1.42	1.42
Stuart MacRae	C	Cap	16	7	10	17	0	14	2	4	0	0	52	52	1	0	2	1	0	0	0	0	0.0	284	135	47.5	1.06	0.88
Jonathan Ferland	RW	Bat	16	5	12	17	0	16	3	2	0	0	51	51	2	0	0	1	0	0	0	0	0.0	69	35	50.7	1.06	1.0
Ales Hemsky	RW	Hul	10	6	10	16	0	6	3	6	0	0	42	42	1	0	0	0	0	0	0	0	0.0	22	9	40.9	1.6	0.6
Brandon Benedict	C	Hal	13	5	11	16	0	4	2	7	0	1	59	59	0	0	1	2	0	0	0	0	0.0	169	85	50.3	1.23	0.31
Thatcher Bell	C	Rim	7	8	7	15	0	6	1	2	0	0	26	26	1	0	0	1	0	0	0	0	0.0	164	64	39.0	2.14	0.86
Sebastien Thinel	LW	Dru	12	3	12	15	0	10	0	4	0	1	47	47	0	0	0	1	0	0	0	0	0.0	7	2	28.6	1.25	0.83
Jean-Francois David	D	Sha	12	2	13	15	0	22	1	12	0	0	54	54	0	0	0	0	0	0	0	0	0.0	1	1	100.0	1.25	1.83
Miroslav Durak	D	Bat	16	2	13	15	0	42	1	4	0	2	50	50	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.94	2.63
Charles Gauthier	LW	Sha	12	8	6	14	0	6	7	1	0	0	36	36	2	0	2	1	0	0	0	0	0.0	6	2	33.3	1.17	0.5
Dale Sullivan	RW	Hul	12	6	8	14	0	6	3	2	1	0	54	54	0	0	2	0	0	0	0	0	0.0	9	4	44.4	1.17	0.5
Andre Martineau	C	Cap	16	8	5	13	0	6	1	1	0	0	40	40	2	1	2	1	0	0	0	0	0.0	105	53	50.5	0.81	0.38
Jean-Francois Cyr	RW	Hal	13	6	7	13	0	4	4	2	0	0	35	35	1	1	1	0	0	0	0	0	0.0	5	3	60.0	1.0	0.31
Jean-Francois Dufort	LW	Cap	16	4	9	13	0	24	1	1	0	0	35	35	2	1	0	0	0	0	0	0	0.0	3	0	0.0	0.81	1.5
Frederic Faucher	LW	Dru	12	8	4	12	0	12	3	1	0	0	35	35	2	0	0	1	0	0	0	0	0.0	25	8	32.0	1.0	1.0
Michael Tessier	LW	Bat	14	5	7	12	0	12	1	2	0	0	23	23	2	0	2	1	0	0	0	0	0.0	30	14	46.7	0.86	0.86
Simon St-Pierre	C	Bat	16	5	7	12	0	10	0	3	0	0	29	29	0	0	1	0	0	0	0	0	0.0	260	147	56.5	0.75	0.63
Josh Hennessy	C	Que	9	3	9	12	0	8	1	5	0	0	10	10	0	0	0	0	0	0	0	0	0.0	180	89	49.4	1.33	0.89
Carl Gagnon	C	Vic	22	3	9	12	0	20	1	2	0	0	29	29	1	0	1	1	0	0	0	0	0.0	292	133	45.5	0.55	0.91
Philippe Dupuis	C	Hul	12	6	5	11	0	14	1	5	0	0	31	31	2	2	0	0	0	0	0	0	0.0	160	89	55.6	0.92	1.17
Jean Jr Morin	C	Hul	11	5	6	11	0	35	1	2	0	0	26	26	1	0	1	1	0	0	0	0	0.0	327	167	51.1	1.0	3.18
