PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Simon Gamache	C	VdO	21	22	35	57	0	18	15	17	0	0	108	108	5	0	2	4	0	0	0	0	0.0	408	224	54.9	2.71	0.86
Brandon Reid	C	VdO	21	13	29	42	0	14	5	19	0	1	107	107	3	0	2	0	0	0	0	0	0.0	606	331	54.6	2.0	0.67
Stephane Veilleux	C	VdO	21	15	18	33	0	42	9	10	2	1	90	90	2	0	3	2	0	0	0	0	0.0	74	32	43.2	1.57	2.0
Seneque Hyacinthe	LW	VdO	21	10	17	27	0	22	6	9	0	0	48	48	1	1	1	1	0	0	0	0	0.0	15	3	20.0	1.29	1.05
Marc-Andre Thinel	RW	Vic	13	12	13	25	0	18	5	6	3	0	62	62	2	0	0	1	0	0	0	0	0.0	36	12	33.3	1.92	1.38
Eric Fortier	C	VdO	21	7	18	25	0	22	1	6	0	1	54	54	1	0	1	3	0	0	0	0	0.0	62	25	40.3	1.19	1.05
Yanick Lehoux	C	BaC	11	8	16	24	0	0	1	13	3	1	64	64	2	1	1	0	0	0	0	0	0.0	256	110	43.0	2.18	0.0
Chris Lyness	D	VdO	21	7	14	21	0	50	4	10	0	0	77	77	0	0	3	0	0	0	0	0	0.0	0	0	0.0	1.0	2.38
Danny Groulx	D	Vic	13	2	19	21	0	46	0	11	0	1	75	75	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.62	3.54
Mirko Murovic	LW	Bat	19	9	11	20	0	8	5	7	0	1	51	51	3	0	0	1	0	0	0	0	0.0	17	12	70.6	1.05	0.42
Marco Charpentier	RW	BaC	11	9	10	19	0	10	5	6	2	0	43	43	2	1	2	1	0	0	0	0	0.0	7	4	57.1	1.73	0.91
Matthew Lombardi	C	Vic	13	12	6	18	0	10	3	6	0	0	55	55	1	0	2	0	0	0	0	0	0.0	288	129	44.8	1.38	0.77
Carl Mallette	C	Vic	13	10	8	18	0	42	5	2	0	1	49	49	0	0	1	0	0	0	0	0	0.0	332	165	49.7	1.38	3.23
Alex Matieroukhine	LW	Bat	19	11	6	17	0	46	6	4	0	0	59	59	1	0	0	4	0	0	0	0	0.0	39	21	53.8	0.89	2.42
Simon Laliberte	C	Bat	19	5	12	17	0	16	4	7	1	0	60	60	0	0	0	1	0	0	0	0	0.0	504	263	52.2	0.89	0.84
Yann Joseph	C	Bat	19	5	11	16	0	22	1	6	1	0	50	50	0	0	0	0	0	0	0	0	0.0	433	235	54.3	0.84	1.16
Dominic Noel	C	Cap	12	9	6	15	0	22	1	2	2	0	43	43	1	0	4	1	0	0	0	0	0.0	183	80	43.7	1.25	1.83
