PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Evgeny Svechnikov	RW	Cap	13	4	11	15	7	8	1	4	0	1	49	30	0	0	1	0	0	0	0	0	0.0	99	52	52.5	1.15	0.62
Vitalii Abramov	RW	Gat	10	7	6	13	7	8	0	2	0	0	34	28	2	0	3	0	0	0	0	0	0.0	11	5	45.5	1.3	0.8
Gabryel Paquin-Boudreau	LW	Gat	10	7	6	13	4	20	1	1	0	0	41	22	1	0	1	2	0	0	0	0	0.0	7	4	57.1	1.3	2.0
Nathan Noel	C	SNB	16	3	10	13	-2	30	1	1	0	0	49	28	0	0	0	1	0	0	0	0	0.0	293	163	55.6	0.81	1.88
Stephen Johnson	C	Mon	17	8	4	12	5	25	0	1	1	0	59	35	1	0	2	1	0	0	0	0	0.0	46	15	32.6	0.71	1.47
Pierre-Luc Dubois	LW	Cap	12	7	5	12	3	14	3	1	0	0	41	20	1	1	1	1	0	0	0	0	0.0	305	146	47.9	1.0	1.17
Daniel Del Paggio	RW	SNB	17	4	8	12	0	2	2	4	0	0	26	18	1	0	0	1	0	0	0	0	0.0	2	0	0.0	0.71	0.12
Bradley Kennedy	RW	Cha	12	3	9	12	6	11	0	4	0	0	32	18	0	0	0	0	0	0	0	0	0.0	31	13	41.9	1.0	0.92
Alex Pawelczyk	LW	Sha	21	7	4	11	0	12	3	3	2	1	55	34	0	0	3	2	0	0	0	0	0.0	1	0	0.0	0.52	0.57
Philippe Sanche	RW	BLB	9	5	6	11	7	8	0	3	0	0	22	17	2	1	0	1	0	0	0	0	0.0	8	3	37.5	1.22	0.89
Peter Abbandonato	C	Rou	20	4	7	11	7	14	0	1	0	0	16	6	1	0	2	0	0	0	0	0	0.0	154	72	46.8	0.55	0.7
Olivier LeBlanc	D	Cap	13	0	11	11	5	10	0	6	0	0	20	1	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.85	0.77
Alex Dostie	C	Gat	10	6	4	10	2	4	2	0	0	0	32	22	1	0	1	2	0	0	0	0	0.0	15	6	40.0	1.0	0.4
Alexis Vanier	D	Cha	12	6	4	10	-2	6	3	2	0	0	57	7	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.5
Mathieu Boucher	LW	Rou	20	3	7	10	6	2	0	0	0	0	19	12	0	0	0	0	0	0	0	0	0.0	14	5	35.7	0.5	0.1
Jakub Zboril	D	SNB	17	2	8	10	2	6	1	2	1	0	29	6	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.59	0.35
Oliver Cooper	LW	Cha	12	6	3	9	2	15	4	0	0	0	24	16	0	0	2	0	0	0	0	0	0.0	12	6	50.0	0.75	1.25
Cameron Askew	C	Mon	16	6	3	9	3	4	3	2	0	0	37	26	1	1	0	1	0	0	0	0	0.0	264	107	40.5	0.56	0.25
Vaclav Karabacek	RW	Mon	17	6	3	9	-10	14	1	1	0	0	34	26	3	1	1	0	0	0	0	0	0.0	5	1	20.0	0.53	0.82
Matt Murphy	D	SNB	17	4	5	9	-9	12	1	2	0	0	49	7	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.53	0.71
Olivier Galipeau	D	VdO	6	1	8	9	1	10	0	4	0	0	9	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	1.67
Zack MacEwen	C	Mon	17	4	4	8	-3	14	0	0	1	0	46	23	0	0	0	1	0	0	0	0	0.0	200	86	43.0	0.47	0.82
Julien Nantel	C	Rou	20	4	4	8	5	12	1	3	0	1	47	20	2	0	1	0	0	0	0	0	0.0	144	59	41.0	0.4	0.6
Yan Pavel Laplante	LW	Gat	10	3	5	8	-3	8	0	1	0	0	33	21	0	0	0	0	0	0	0	0	0.0	81	38	46.9	0.8	0.8
Massimo Carozza	C	Cap	13	3	5	8	3	10	1	0	0	0	33	18	0	0	0	1	0	0	0	0	0.0	190	74	38.9	0.62	0.77
Austin Kosack	D	Mon	17	2	6	8	6	30	2	2	0	0	21	10	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.47	1.76
Jeremy Lauzon	D	Rou	9	1	7	8	9	8	1	5	0	0	18	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.89	0.89
Cody Donaghey	D	Mon	17	1	7	8	-10	16	1	4	0	0	36	4	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.47	0.94
Nicholas Welsh	D	Sha	21	0	8	8	10	18	0	1	0	0	14	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.38	0.86
Samuel Dove-McFalls	C	SNB	17	6	1	7	-5	2	1	0	0	1	58	31	0	0	0	0	0	0	0	0	0.0	305	167	54.8	0.41	0.12
Joseph Veleno	C	SNB	17	6	1	7	-10	8	1	0	0	0	39	24	1	1	0	0	0	0	0	0	0.0	9	5	55.6	0.41	0.47
Mathieu Joseph	RW	SNB	5	5	2	7	4	8	1	1	1	0	14	10	2	0	1	1	0	0	0	0	0.0	4	1	25.0	1.4	1.6
Alexandre Fortin	LW	Rou	20	4	3	7	5	2	1	0	0	0	41	21	0	0	1	0	0	0	0	0	0.0	150	72	48.0	0.35	0.1
Antoine Dufort-Plante	LW	Rim	6	3	4	7	-2	6	1	1	0	0	25	10	0	0	0	0	0	0	0	0	0.0	4	0	0.0	1.17	1.0
Nicolas Roy	C	Chi	6	3	4	7	-5	16	3	2	0	0	23	17	0	0	0	0	0	0	0	0	0.0	171	87	50.9	1.17	2.67
Filip Rydstrom	C	Cha	12	3	4	7	2	18	0	1	0	0	36	21	0	0	0	1	0	0	0	0	0.0	280	148	52.9	0.58	1.5
Mathieu Olivier	LW	Sha	21	3	4	7	-6	13	0	0	0	1	54	35	1	0	1	0	0	0	0	0	0.0	159	88	55.3	0.33	0.62
Jeffrey Truchon-Viel	LW	Bat	5	2	5	7	-1	4	1	0	0	0	21	9	0	0	1	0	0	0	0	0	0.0	3	2	66.7	1.4	0.8
Jake Coughler	C	Cha	12	2	5	7	-1	12	0	1	0	0	18	15	0	0	0	0	0	0	0	0	0.0	121	57	47.1	0.58	1.0
Kameron Kielly	C	Cha	12	2	5	7	-2	8	0	0	0	0	32	15	0	0	1	0	0	0	0	0	0.0	154	87	56.5	0.58	0.67
William Bower	C	Mon	17	1	6	7	3	8	0	2	0	0	35	18	0	0	0	0	0	0	0	0	0.0	361	171	47.4	0.41	0.47
Daniil Miromanov	RW	Bat	5	6	0	6	2	0	0	0	0	0	16	14	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.2	0.0
Mitchell Balmas	LW	Cha	12	5	1	6	-1	0	1	0	0	0	19	8	1	0	0	0	0	0	0	0	0.0	88	28	31.8	0.5	0.0
Guillaume Gauthier	LW	She	5	4	2	6	-3	0	2	2	0	0	20	14	1	0	1	0	0	0	0	0	0.0	3	1	33.3	1.2	0.0
Carl Neill	D	She	5	4	2	6	-7	8	4	2	0	0	15	8	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.2	1.6
Jan Dufek	RW	BLB	10	4	2	6	-1	4	2	0	0	0	17	10	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.6	0.4
Antoine Waked	RW	Rou	19	4	2	6	5	21	0	0	2	0	30	21	1	1	1	0	0	0	0	0	0.0	6	1	16.7	0.32	1.11
Bradley Lalonde	D	Vic	5	3	3	6	-2	4	1	3	0	0	17	1	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.2	0.8
Dmitry Zhukenov	C	Chi	6	3	3	6	-3	4	1	2	0	0	9	5	0	0	0	0	0	0	0	0	0.0	82	38	46.3	1.0	0.67
Austin Eastman	LW	Gat	10	3	3	6	0	0	1	1	0	0	14	8	0	0	0	0	0	0	0	0	0.0	4	1	25.0	0.6	0.0
Kelly Klima	RW	Mon	14	3	3	6	-1	6	0	0	0	0	23	17	0	0	1	1	0	0	0	0	0.0	4	3	75.0	0.43	0.43
Zachary Lauzon	D	Rou	17	2	4	6	9	13	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.35	0.76
Daniel Audette	C	She	5	1	5	6	-5	2	1	3	0	0	22	12	0	0	1	0	0	0	0	0	0.0	164	79	48.2	1.2	0.4
Maxime Comtois	LW	Vic	5	1	5	6	-4	4	0	3	0	0	23	12	0	0	0	1	0	0	0	0	0.0	13	8	61.5	1.2	0.8
Anthony Beauregard	C	VdO	6	1	5	6	1	0	1	3	0	0	21	12	0	0	0	0	0	0	0	0	0.0	129	70	54.3	1.0	0.0
Jordan Ty Fournier	LW	Cap	13	1	5	6	-1	9	0	1	0	0	31	17	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.46	0.69
Pascal Aquin	LW	Sha	17	1	5	6	3	4	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0.0	2	1	50.0	0.35	0.24
Elie Berube	D	Chi	6	0	6	6	-2	2	0	4	0	0	14	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.33
Alexandre Gosselin	D	Cap	13	0	6	6	-1	16	0	3	0	0	13	1	0	0	0	0	0	0	0	0	0.0	3	1	33.3	0.46	1.23
Pascal Laberge	C	Vic	5	3	2	5	-3	6	0	1	0	0	23	13	0	0	0	0	0	0	0	0	0.0	6	1	16.7	1.0	1.2
Jeremie Beaudin	D	Rim	6	2	3	5	-2	0	0	1	0	1	12	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.0
Julien Gauthier	RW	VdO	6	2	3	5	4	8	1	1	0	0	26	13	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	1.33
Alexandre Alain	C	Gat	10	2	3	5	3	12	0	0	0	0	29	15	1	0	0	0	0	0	0	0	0.0	148	90	60.8	0.5	1.2
William Gignac	RW	BLB	10	2	3	5	4	2	1	1	0	0	13	9	0	0	0	0	0	0	0	0	0.0	133	57	42.9	0.5	0.2
Phelix Martineau	C	Cap	11	2	3	5	1	14	0	1	0	0	30	18	1	0	0	0	0	0	0	0	0.0	186	93	50.0	0.45	1.27
Zachary Malatesta	D	Mon	16	2	3	5	-9	14	1	1	0	0	26	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.31	0.88
Will Smith	LW	Mon	17	2	3	5	4	11	0	0	0	0	33	12	1	1	1	0	0	0	0	0	0.0	4	1	25.0	0.29	0.65
Mark Simpson	C	Bat	5	1	4	5	-3	2	0	1	1	0	16	7	0	0	0	0	0	0	0	0	0.0	154	89	57.8	1.0	0.4
Hunter Moreau	LW	Rim	6	1	4	5	-2	2	0	1	0	0	6	3	0	0	0	0	0	0	0	0	0.0	3	3	100.0	0.83	0.33
Allan Caron	D	Rou	19	1	4	5	12	24	1	0	0	0	18	6	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.26	1.26
Jacob Neveu	D	Rou	20	1	4	5	13	2	0	0	0	1	13	6	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	0.1
Simon Bourque	D	Rim	6	0	5	5	3	2	0	3	0	0	16	4	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.33
Alexandre Carrier	D	Gat	10	0	5	5	5	4	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.4
Samuel Tremblay	C	Gat	10	0	5	5	6	11	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0.0	103	54	52.4	0.5	1.1
Adam Holwell	D	Mon	17	0	5	5	4	4	0	1	0	0	18	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.24
Taylor Cooper	LW	Chi	6	4	0	4	-2	8	2	0	0	0	25	8	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	1.33
Alexandre Goulet	LW	Vic	5	3	1	4	-3	14	1	0	0	0	18	11	1	0	1	0	0	0	0	0	0.0	17	8	47.1	0.8	2.8
Dylan Montcalm	C	Rim	6	3	1	4	2	2	1	1	1	0	21	13	1	0	0	0	0	0	0	0	0.0	137	67	48.9	0.67	0.33
Chiwetin Blacksmith	LW	Gat	5	2	2	4	0	2	0	1	0	0	8	5	1	0	0	0	0	0	0	0	0.0	1	0	0.0	0.8	0.4
Landon Schiller	C	Chi	6	2	2	4	1	18	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0.0	7	4	57.1	0.67	3.0
Luc Deschenes	D	Cha	12	2	2	4	3	12	2	0	0	0	26	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	1.0
Keith Getson	LW	Cha	12	2	2	4	2	11	0	1	0	0	15	10	1	0	0	0	0	0	0	0	0.0	32	18	56.3	0.33	0.92
Kevin Klima	C	Mon	12	2	2	4	-7	12	1	1	0	0	19	12	0	0	0	0	0	0	0	0	0.0	103	33	32.0	0.33	1.0
Gabriel Sylvestre	D	Sha	21	2	2	4	4	22	1	0	0	0	13	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.19	1.05
Mario Huber	C	Vic	5	1	3	4	-5	8	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0.0	116	71	61.2	0.8	1.6
Jonathan Bourcier	RW	Chi	6	1	3	4	-4	4	1	2	0	0	12	5	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.67	0.67
Bokondji Imama	LW	SNB	10	1	3	4	1	15	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.4	1.5
Loik Leveille	D	Cap	11	1	3	4	-3	14	1	1	0	0	29	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	1.27
Yvan Mongo	LW	BLB	11	1	3	4	-4	4	0	1	0	0	23	8	0	0	1	0	0	0	0	0	0.0	234	113	48.3	0.36	0.36
Nicolas Leblond	RW	Cha	12	1	3	4	-3	16	0	0	0	0	11	6	0	0	1	0	0	0	0	0	0.0	6	3	50.0	0.33	1.33
Duncan MacIntyre	D	Cap	13	1	3	4	2	4	0	0	0	0	12	3	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.31	0.31
Kay Schweri	RW	She	3	0	4	4	-1	4	0	3	0	0	8	6	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.33	1.33
TJ Melancon	D	BLB	11	0	4	4	3	16	0	1	0	0	23	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	1.45
Christophe Boivin	RW	Bat	5	3	0	3	-6	4	2	0	0	0	24	11	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8
Nicolas Aube-Kubel	RW	VdO	6	3	0	3	2	12	1	0	0	0	26	15	1	0	1	0	0	0	0	0	0.0	6	1	16.7	0.5	2.0
Joel Teasdale	LW	BLB	11	3	0	3	-6	2	1	0	0	0	22	13	0	0	0	0	0	0	0	0	0.0	200	93	46.5	0.27	0.18
Anthony Richard	C	VdO	3	2	1	3	-1	2	1	0	0	0	14	7	0	0	0	0	0	0	0	0	0.0	11	3	27.3	1.0	0.67
Mathieu Ayotte	RW	Vic	4	2	1	3	-3	9	1	0	0	0	16	7	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.75	2.25
Olivier Garneau	LW	Que	4	2	1	3	-1	2	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0.0	46	22	47.8	0.75	0.5
Matous Belohorsky	LW	Rim	5	2	1	3	-2	11	1	0	0	0	18	9	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	2.2
Tyler Boland	C	Rim	6	2	1	3	0	6	0	1	0	0	24	12	1	1	0	0	0	0	0	0	0.0	179	88	49.2	0.5	1.0
Alexis Pepin	LW	VdO	6	2	1	3	-1	10	1	0	0	0	27	15	1	0	0	0	0	0	0	0	0.0	7	2	28.6	0.5	1.67
Clark Bishop	C	Cap	3	1	2	3	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0.0	50	24	48.0	1.0	0.0
Marc Beckstead	RW	Vic	5	1	2	3	-1	8	1	0	0	0	11	9	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.6	1.6
Frederic Allard	D	Chi	6	1	2	3	-2	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.0
Antoine Marcoux	LW	Chi	6	1	2	3	-3	4	0	1	0	0	12	8	1	0	0	0	0	0	0	0	0.0	110	61	55.5	0.5	0.67
Timothe Simard	RW	Chi	6	1	2	3	-3	10	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0.0	77	47	61.0	0.5	1.67
Deven St-Hilaire	RW	Rim	6	1	2	3	3	2	0	1	1	0	24	10	0	0	0	0	0	0	0	0	0.0	4	1	25.0	0.5	0.33
Tristen Elie	LW	Gat	8	1	2	3	3	7	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.38	0.88
Colin MacSween	LW	Cap	8	1	2	3	3	4	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0.0	17	7	41.2	0.38	0.5
Nicolas Meloche	D	Gat	9	1	2	3	8	10	0	0	0	0	19	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	1.11
Tyler Hylland	LW	BLB	10	1	2	3	-2	2	0	0	0	0	16	9	0	0	0	0	0	0	0	0	0.0	4	2	50.0	0.3	0.2
Kristian Pospisil	LW	BLB	10	1	2	3	1	19	0	1	0	0	22	8	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.3	1.9
Guillaume Beaudoin	D	BLB	11	1	2	3	-1	10	0	1	0	0	19	5	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.27	0.91
Connor Bramwell	LW	BLB	11	1	2	3	-2	12	0	0	0	0	10	8	0	0	1	0	0	0	0	0	0.0	4	2	50.0	0.27	1.09
Pierre-Olivier Joseph	D	Cha	12	1	2	3	0	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	0.5
Luke Green	D	SNB	13	1	2	3	-5	14	0	0	0	0	29	7	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.23	1.08
Justin Guenette	D	Dru	4	0	3	3	-7	6	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	1.5
Thomas Gregoire	D	She	5	0	3	3	-7	4	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8
Garrett Johnston	D	Bat	5	0	3	3	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.0
Daniel Krenzelok	D	Vic	5	0	3	3	-1	4	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8
Antoine Morand	C	Bat	5	0	3	3	-6	0	0	2	0	0	8	3	0	0	0	0	0	0	0	0	0.0	44	19	43.2	0.6	0.0
Tristan Pomerleau	D	Vic	5	0	3	3	-3	2	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.4
Mark Trickett	D	Bat	5	0	3	3	-4	6	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	1.2
David Henley	D	VdO	6	0	3	3	1	9	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	1.5
Jacob Sweeney	D	Mon	11	0	3	3	6	6	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.55
Dexter Weber	D	Cha	12	0	3	3	-3	6	0	2	0	0	33	2	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.25	0.5
Maxim Baillargeon	D	Cap	13	0	3	3	6	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.23	1.23
Oliver Felixson	D	SNB	17	0	3	3	-2	10	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.18	0.59
Bruno-Carl Denis	D	Rou	19	0	3	3	8	11	0	1	0	0	20	3	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.16	0.58
Bronson Beaton	C	Que	4	2	0	2	-4	2	0	0	0	0	9	2	0	0	1	0	0	0	0	0	0.0	56	14	25.0	0.5	0.5
Nicolas Poulin	LW	She	5	2	0	2	-4	2	2	0	0	0	17	12	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.4	0.4
Jan Mandat	C	VdO	6	2	0	2	-1	4	0	0	0	0	22	10	0	0	1	0	0	0	0	0	0.0	152	90	59.2	0.33	0.67
Yannik Bertrand	LW	Cap	10	2	0	2	0	8	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.2	0.8
Miguel Picard	C	BLB	10	2	0	2	-3	2	1	0	0	0	12	7	2	0	1	0	0	0	0	0	0.0	145	67	46.2	0.2	0.2
Alex Barre-Boulet	C	Dru	4	1	1	2	-5	8	1	0	0	0	13	8	0	0	0	0	0	0	0	0	0.0	85	45	52.9	0.5	2.0
Gabriel Slight	RW	Dru	4	1	1	2	-1	16	0	1	0	0	9	6	0	0	1	0	0	0	0	0	0.0	1	1	100.0	0.5	4.0
Filip Chlapik	C	Cha	5	1	1	2	-1	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	0.0	65	30	46.2	0.4	0.0
Felix Lauzon	C	Vic	5	1	1	2	-4	4	1	1	0	0	6	4	0	0	0	0	0	0	0	0	0.0	131	71	54.2	0.4	0.8
Samuel Laberge	LW	Rim	6	1	1	2	1	20	1	0	0	0	20	6	0	0	1	0	0	0	0	0	0.0	3	2	66.7	0.33	3.33
Shawn Ouellette-St-Amant	LW	VdO	6	1	1	2	-2	4	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0.0	43	25	58.1	0.33	0.67
Alexander Katerinakis	RW	BLB	7	1	1	2	-2	10	1	0	0	0	11	7	0	0	1	0	0	0	0	0	0.0	3	2	66.7	0.29	1.43
Alexandre Landreville	C	Gat	10	1	1	2	3	10	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0.0	112	69	61.6	0.2	1.0
Guillaume McSween	D	Gat	10	1	1	2	3	8	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.2	0.8
Kyle Ward	C	SNB	17	1	1	2	-6	6	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0.0	10	6	60.0	0.12	0.35
Samuel Blier	C	Sha	20	1	1	2	1	9	0	0	1	0	11	5	0	0	0	0	0	0	0	0	0.0	37	19	51.4	0.1	0.45
Charley Graaskamp	C	Dru	4	0	2	2	-2	4	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0.0	33	10	30.3	0.5	1.0
Guillaume Brisebois	D	Bat	5	0	2	2	-5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	0.4
Lee Dower	D	Cap	5	0	2	2	4	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	0.4
Samuel L'Italien	C	Bat	5	0	2	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0.0	73	29	39.7	0.4	0.0
Julien Pelletier	LW	She	5	0	2	2	-8	4	0	2	0	0	8	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	0.8
