PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Brad Marchand	C	VdO	20	16	24	40	11	36	7	12	1	2	67	67	3	2	2	2	0	0	0	0	0.0	625	331	53.0	2.0	1.8
Kristopher Letang	D	VdO	19	12	19	31	10	48	3	10	2	2	78	78	3	2	1	2	0	0	0	0	0.0	0	0	0.0	1.63	2.53
David Perron	C	Lew	17	12	16	28	6	22	7	7	0	0	58	58	4	0	2	1	0	0	0	0	0.0	2	0	0.0	1.65	1.29
Pierre-Luc Faubert	LW	Lew	17	12	15	27	11	8	6	9	0	0	51	51	2	0	2	3	0	0	0	0	0.0	193	114	59.1	1.59	0.47
Jerome Samson	RW	VdO	20	14	12	26	9	10	7	4	3	0	97	97	0	0	2	0	0	0	0	0	0.0	6	3	50.0	1.3	0.5
Mathieu Roy	LW	VdO	20	10	14	24	6	20	3	7	0	0	71	71	1	0	0	1	0	0	0	0	0.0	15	9	60.0	1.2	1.0
Derick Brassard	C	Dru	12	9	15	24	4	12	4	8	0	0	69	69	0	0	0	2	0	0	0	0	0.0	214	100	46.7	2.0	1.0
Jakub Voracek	RW	Hal	12	7	17	24	5	6	3	10	0	0	50	50	0	0	1	1	0	0	0	0	0.0	4	1	25.0	2.0	0.5
Marc-Andre Cliche	C	Lew	16	6	16	22	9	10	2	9	0	0	48	48	2	0	0	1	0	0	0	0	0.0	229	116	50.7	1.38	0.63
Logan MacMillan	C	Hal	12	9	11	20	8	6	1	5	1	0	41	41	0	0	1	0	0	0	0	0	0.0	88	41	46.6	1.67	0.5
James Sheppard	C	Cap	16	8	12	20	9	14	2	6	1	1	64	64	3	0	1	0	0	0	0	0	0.0	363	170	46.8	1.25	0.88
Chad Denny	D	Lew	17	10	9	19	11	32	6	5	0	0	71	71	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.12	1.88
Dean Ouellet	LW	Cap	16	9	10	19	3	18	5	3	0	1	53	53	0	0	2	3	0	0	0	0	0.0	25	20	80.0	1.19	1.13
Jean-Claude Sawyer	D	Cap	16	3	16	19	6	6	1	14	1	0	42	42	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.19	0.38
Cam Fergus	C	Cap	16	9	9	18	3	16	5	6	2	0	59	59	2	0	3	1	0	0	0	0	0.0	360	194	53.9	1.13	1.0
Francois Bouchard	RW	BaC	11	7	11	18	0	4	4	3	0	0	51	51	0	0	0	1	0	0	0	0	0.0	10	4	40.0	1.64	0.36
Michael Dubuc	LW	Rou	16	10	7	17	2	16	3	6	0	0	52	52	1	1	0	1	0	0	0	0	0.0	21	8	38.1	1.06	1.0
Colby Pridham	C	Hal	12	8	9	17	3	12	6	2	0	1	33	33	1	0	1	1	0	0	0	0	0.0	234	107	45.7	1.42	1.0
Paul Alexander McIlveen	RW	Cap	16	8	9	17	-4	16	5	6	0	0	60	60	2	1	2	1	0	0	0	0	0.0	2	0	0.0	1.06	1.0
Chris Culligan	C	Cap	16	6	11	17	9	16	2	4	1	0	51	51	2	1	1	0	0	0	0	0	0.0	13	6	46.2	1.06	1.0
Eric Castonguay	RW	Lew	17	2	15	17	4	6	2	12	0	0	29	29	1	0	1	0	0	0	0	0	0.0	34	15	44.1	1.0	0.35
Brett Morrison	C	PEI	7	8	8	16	0	10	3	6	1	0	35	35	0	0	0	0	0	0	0	0	0.0	204	112	54.9	2.29	1.43
Simon Courcelles	C	Lew	17	7	9	16	9	12	2	3	0	0	26	26	2	0	1	1	0	0	0	0	0.0	384	214	55.7	0.94	0.71
Mathieu Carle	D	Rou	16	6	10	16	-2	16	4	6	0	0	41	41	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0
Marc-Andre Dorion	D	BaC	11	2	14	16	3	10	1	4	0	0	28	28	0	0	0	0	0	0	0	0	0.0	1	0	0.0	1.45	0.91
Steven Cacciotti	LW	Dru	12	9	6	15	5	6	5	4	0	0	37	37	2	0	2	0	0	0	0	0	0.0	73	35	47.9	1.25	0.5
Jeff Desjardins	C	Rou	16	6	9	15	0	4	2	6	0	0	36	36	1	0	2	0	0	0	0	0	0.0	34	18	52.9	0.94	0.25
Felix Schutz	C	VdO	20	5	10	15	0	22	2	3	0	0	60	60	1	1	0	0	0	0	0	0	0.0	59	25	42.4	0.75	1.1
Justin Munden	RW	Rou	16	4	11	15	3	10	3	4	0	0	32	32	0	0	0	0	0	0	0	0	0.0	38	13	34.2	0.94	0.63
Stefano Giliati	LW	Lew	17	4	11	15	9	22	1	2	0	0	39	39	1	0	1	0	0	0	0	0	0.0	22	7	31.8	0.88	1.29
Yannick Riendeau	RW	Rou	10	9	5	14	-2	6	4	5	0	0	31	31	0	0	2	2	0	0	0	0	0.0	0	0	0.0	1.4	0.6
Pierre-Cedrick Labrie	LW	BaC	11	8	6	14	0	35	1	4	0	0	44	44	2	0	0	1	0	0	0	0	0.0	20	10	50.0	1.27	3.18
Mathieu Perreault	C	Bat	12	6	8	14	-3	8	2	3	1	0	45	45	0	0	1	0	0	0	0	0	0.0	262	114	43.5	1.17	0.67
Jordan Clendenning	C	Bat	12	7	6	13	-4	10	2	4	1	0	25	25	0	0	2	1	0	0	0	0	0.0	209	85	40.7	1.08	0.83
Tomas Svoboda	RW	Dru	12	6	7	13	-1	24	1	4	0	0	45	45	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.08	2.0
Marc-Andre Gragnani	D	PEI	7	5	8	13	-2	4	4	6	0	1	32	32	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.86	0.57
Ivan Vishnevskiy	D	Rou	16	5	8	13	-3	8	3	6	0	0	59	59	1	0	1	0	0	0	0	0	0.0	1	1	100.0	0.81	0.5
Luc Bourdon	D	Cap	16	2	11	13	6	28	1	5	1	2	32	32	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.81	1.75
Tyler Whitehead	RW	Rou	16	6	6	12	-4	20	6	4	0	0	34	34	1	0	0	0	0	0	0	0	0.0	271	135	49.8	0.75	1.25
Oskars Bartulis	D	Cap	16	3	9	12	-1	24	1	7	0	0	29	29	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.75	1.5
Sebastien Bisaillon	D	VdO	20	2	10	12	1	12	2	5	0	0	65	65	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.6
Stefan Chaput	C	Lew	17	6	5	11	1	20	2	2	0	0	27	27	2	0	1	1	0	0	0	0	0.0	276	134	48.6	0.65	1.18
Thomas Beauregard	RW	Bat	12	5	6	11	-4	6	1	3	0	0	48	48	1	0	0	0	0	0	0	0	0.0	33	17	51.5	0.92	0.5
Benjamin Breault	C	BaC	11	4	7	11	4	12	1	2	1	0	49	49	0	0	1	0	0	0	0	0	0.0	238	104	43.7	1.0	1.09
Alexandre Picard-Hooper	C	BaC	11	3	8	11	-2	12	1	7	0	0	32	32	1	0	1	0	0	0	0	0	0.0	307	149	48.5	1.0	1.09
Andrew Bodnarchuk	D	Hal	12	1	10	11	7	25	1	8	0	0	29	29	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.92	2.08
Chris Tutalo	LW	Lew	15	6	4	10	4	22	1	3	0	0	26	26	1	1	0	1	0	0	0	0	0.0	15	9	60.0	0.67	1.47
Robert Slaney	LW	Cap	15	5	5	10	8	8	0	0	1	1	32	32	0	0	2	1	0	0	0	0	0.0	71	39	54.9	0.67	0.53
Jean-Sebastien Adam	D	BaC	11	6	3	9	1	19	3	1	1	0	40	40	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.82	1.73
Bryce Swan	RW	Hal	12	6	3	9	-4	23	3	2	0	0	38	38	1	0	3	0	0	0	0	0	0.0	11	7	63.6	0.75	1.92
David Laliberte	RW	PEI	7	5	4	9	-4	4	3	2	0	0	30	30	1	0	0	1	0	0	0	0	0.0	6	3	50.0	1.29	0.57
Geoff Walker	LW	PEI	7	4	5	9	1	6	2	3	0	0	37	37	0	0	0	0	0	0	0	0	0.0	3	1	33.3	1.29	0.86
Toby Lafrance	C	Vic	6	3	6	9	-7	12	2	4	0	0	29	29	0	0	1	0	0	0	0	0	0.0	133	73	54.9	1.5	2.0
Morten Madsen	C	Vic	6	3	6	9	0	4	0	4	1	0	30	30	0	0	2	0	0	0	0	0	0.0	172	94	54.7	1.5	0.67
Etienne Bellavance-Martin	C	Dru	12	3	6	9	-1	2	1	0	1	1	30	30	0	0	2	0	0	0	0	0	0.0	23	15	65.2	0.75	0.17
Ryan Hillier	LW	Hal	12	3	6	9	-4	20	1	2	0	0	40	40	2	1	0	0	0	0	0	0	0.0	3	0	0.0	0.75	1.67
Jonathan Duchesneau	C	Dru	12	2	7	9	2	8	1	5	0	0	32	32	2	0	0	0	0	0	0	0	0.0	137	63	46.0	0.75	0.67
Guillaume Monast	D	Hal	12	2	7	9	4	6	1	4	0	0	25	25	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.75	0.5
Tyler Hawes	RW	Rou	16	6	2	8	-2	14	0	1	1	0	26	26	1	1	0	0	0	0	0	0	0.0	16	8	50.0	0.5	0.88
Joakim Jensen	RW	BaC	11	5	3	8	1	4	2	2	0	0	33	33	1	0	2	1	0	0	0	0	0.0	3	0	0.0	0.73	0.36
