PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Joel Teasdale	LW	Rou	20	14	20	34	19	12	5	8	0	0	102	57	3	0	2	2	0	0	0	0	0.0	41	21	51.2	1.7	0.6
Raphael Lavoie	RW	Hal	23	20	12	32	-3	22	4	6	1	0	108	58	2	0	3	3	0	0	0	0	0.0	13	6	46.2	1.39	0.96
Felix Bibeau	C	Rou	20	14	15	29	12	24	6	10	0	0	93	37	5	0	1	1	0	0	0	0	0.0	554	325	58.7	1.45	1.2
Noah Dobson	D	Rou	20	8	21	29	28	20	4	7	0	0	78	20	1	0	0	3	0	0	0	0	0.0	0	0	0.0	1.45	1.0
Rafael Harvey-Pinard	LW	Rou	20	13	14	27	13	10	6	6	0	1	76	44	0	0	1	3	0	0	0	0	0.0	1	1	100.0	1.35	0.5
Peter Abbandonato	C	Rou	15	6	21	27	8	4	3	11	0	0	40	20	1	0	3	0	0	0	0	0	0.0	261	128	49.0	1.8	0.27
Alexis Lafreniere	LW	Rim	13	9	14	23	10	14	1	4	0	0	44	28	2	0	1	0	0	0	0	0	0.0	11	4	36.4	1.77	1.08
Arnaud Durandeau	LW	Hal	23	10	10	20	9	26	2	2	0	0	77	40	1	1	2	0	0	0	0	0	0.0	3	1	33.3	0.87	1.13
Justin Bergeron	D	Rou	19	8	12	20	28	8	2	3	1	0	73	18	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.05	0.42
Maxim Trepanier	LW	Hal	22	6	14	20	5	12	4	2	0	0	49	30	0	0	0	0	0	0	0	0	0.0	22	12	54.5	0.91	0.55
Samuel Asselin	C	Hal	22	9	8	17	-4	22	3	1	0	0	50	36	1	0	1	0	0	0	0	0	0.0	491	231	47.0	0.77	1.0
Joseph Veleno	C	Dru	16	8	9	17	7	12	3	3	0	1	77	54	3	0	1	0	0	0	0	0	0.0	239	115	48.1	1.06	0.75
Felix Lauzon	C	Dru	16	7	10	17	15	4	0	1	1	0	49	29	2	0	0	3	0	0	0	0	0.0	325	187	57.5	1.06	0.25
Jimmy Huntington	C	Rim	13	7	9	16	11	6	1	2	0	0	42	27	1	1	3	1	0	0	0	0	0.0	350	180	51.4	1.23	0.46
Alex Beaucage	RW	Rou	16	5	11	16	5	6	1	3	0	0	47	17	0	0	1	0	0	0	0	0	0.0	1	1	100.0	1.0	0.38
Dawson Mercer	RW	Dru	16	5	11	16	7	8	1	2	0	0	39	26	0	0	3	0	0	0	0	0	0.0	50	21	42.0	1.0	0.5
Jared McIsaac	D	Hal	22	2	14	16	6	38	1	8	0	0	47	4	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	1.73
Maxime Comtois	LW	Dru	16	11	4	15	5	24	3	1	0	0	75	46	2	1	0	2	0	0	0	0	0.0	33	14	42.4	0.94	1.5
Keith Getson	C	Hal	23	7	8	15	1	16	3	2	0	1	72	44	1	0	1	2	0	0	0	0	0.0	567	288	50.8	0.65	0.7
Antoine Morand	C	Hal	23	5	10	15	1	10	1	4	0	0	41	22	2	0	0	1	0	0	0	0	0.0	160	81	50.6	0.65	0.43
Charle-Edouard D'Astous	D	Rim	13	1	14	15	9	12	1	4	0	0	46	12	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.15	0.92
Samuel Poulin	LW	She	10	8	6	14	8	4	1	1	0	0	51	44	1	0	1	1	0	0	0	0	0.0	54	38	70.4	1.4	0.4
Mitchell Balmas	RW	Cap	11	7	7	14	-6	6	3	3	0	0	45	27	2	0	0	0	0	0	0	0	0.0	123	68	55.3	1.27	0.55
Pavel Koltygin	LW	Dru	16	7	7	14	8	8	2	1	0	0	41	28	0	0	4	0	0	0	0	0	0.0	20	6	30.0	0.88	0.5
Olivier Garneau	LW	Rim	13	6	8	14	10	8	0	2	0	0	34	19	1	0	2	1	0	0	0	0	0.0	9	3	33.3	1.08	0.62
Gregor MacLeod	LW	Dru	16	7	6	13	7	4	0	2	0	0	64	41	1	0	1	2	0	0	0	0	0.0	11	4	36.4	0.81	0.25
Jakub Lauko	LW	Rou	19	6	7	13	10	17	0	1	0	0	60	19	0	0	1	1	0	0	0	0	0.0	7	4	57.1	0.68	0.89
Justin Barron	D	Hal	23	2	11	13	6	10	0	1	1	0	41	5	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.57	0.43
Jake Ryczek	D	Hal	23	0	13	13	5	2	0	5	0	0	45	7	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.57	0.09
Jeremy McKenna	RW	Mon	11	5	7	12	-4	4	2	4	0	0	50	23	0	0	1	1	0	0	0	0	0.0	102	64	62.7	1.09	0.36
Benoit-Olivier Groulx	C	Hal	10	4	8	12	3	12	0	1	0	0	37	17	1	1	1	0	0	0	0	0	0.0	198	103	52.0	1.2	1.2
Felix Robert	C	She	10	4	8	12	6	8	0	2	1	0	27	21	1	0	0	0	0	0	0	0	0.0	119	65	54.6	1.2	0.8
Mika Cyr	C	Mon	11	5	6	11	-5	4	2	2	1	0	28	17	2	0	0	0	0	0	0	0	0.0	224	126	56.3	1.0	0.36
Patrik Hrehorcak	LW	Rou	20	5	6	11	6	16	0	1	0	0	49	18	1	0	1	1	0	0	0	0	0.0	4	1	25.0	0.55	0.8
