PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Jonathan Drouin	LW	Hal	17	12	23	35	22	14	0	13	2	0	59	33	2	1	1	2	0	0	0	0	0.0	12	3	25.0	2.06	0.82
Martin Frk	RW	Hal	17	13	20	33	13	32	5	7	0	0	68	37	1	1	1	2	0	0	0	0	0.0	3	0	0.0	1.94	1.88
Nathan MacKinnon	C	Hal	17	11	22	33	17	12	5	9	0	1	81	46	4	0	1	1	0	0	0	0	0.0	421	253	60.1	1.94	0.71
Stefan Fournier	RW	Hal	17	16	13	29	11	31	7	4	1	1	56	38	3	0	1	2	0	0	0	0	0.0	39	20	51.3	1.71	1.82
Petr Straka	RW	BaC	19	11	14	25	7	12	2	7	0	0	100	59	3	0	1	0	0	0	0	0	0.0	6	2	33.3	1.32	0.63
Nikita Kucherov	RW	Rou	14	9	15	24	8	10	1	7	0	1	48	27	2	1	2	1	0	0	0	0	0.0	1	0	0.0	1.71	0.71
Jean-Sebastien Dea	C	Rou	14	12	9	21	-2	24	6	4	0	0	44	31	0	0	0	2	0	0	0	0	0.0	427	217	50.8	1.5	1.71
Carl Gelinas	C	BaC	19	7	14	21	8	12	1	3	0	0	52	27	0	0	2	1	0	0	0	0	0.0	314	161	51.3	1.11	0.63
Stephen MacAulay	RW	Hal	16	8	12	20	7	24	2	1	1	1	35	26	1	0	4	1	0	0	0	0	0.0	106	50	47.2	1.25	1.5
Konrad Abeltshauser	D	Hal	17	7	13	20	18	12	3	5	0	0	49	18	1	0	2	1	0	0	0	0	0.0	1	0	0.0	1.18	0.71
Christopher Clapperton	LW	BLB	15	6	14	20	1	20	3	7	0	1	39	25	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.33	1.33
Valentin Zykov	RW	BaC	19	10	9	19	13	18	5	0	0	0	90	50	2	1	1	1	0	0	0	0	0.0	2	1	50.0	1.0	0.95
Marc-Olivier Roy	RW	BLB	15	6	13	19	4	10	3	8	0	1	50	30	0	0	2	0	0	0	0	0	0.0	19	9	47.4	1.27	0.67
Gabryel Paquin-Boudreau	LW	BaC	18	9	9	18	9	27	3	5	0	0	44	29	3	0	1	0	0	0	0	0	0.0	3	1	33.3	1.0	1.5
Tommy Giroux	C	BLB	15	6	12	18	5	0	2	4	1	0	25	19	1	0	0	1	0	0	0	0	0.0	201	94	46.8	1.2	0.0
Jeremy Gregoire	C	BaC	18	9	7	16	3	27	2	3	1	0	47	34	2	0	3	4	0	0	0	0	0.0	111	65	58.6	0.89	1.5
Xavier Ouellet	D	BLB	15	7	9	16	7	22	4	4	0	0	54	8	3	0	3	0	0	0	0	0	0.0	0	0	0.0	1.07	1.47
Raphael Bussieres	LW	BaC	19	4	12	16	8	18	2	5	0	0	45	22	1	0	1	1	0	0	0	0	0.0	62	31	50.0	0.84	0.95
Gabriel Desjardins	LW	Rou	14	9	6	15	-1	6	4	1	1	0	45	21	0	0	2	0	0	0	0	0	0.0	10	2	20.0	1.07	0.43
Mathieu Brisebois	D	Rou	14	3	12	15	-6	24	3	7	0	0	35	12	1	0	0	0	0	0	0	0	0.0	1	1	100.0	1.07	1.71
Mikhail Grigorenko	C	Que	11	5	9	14	-1	0	2	2	0	0	42	16	0	0	2	0	0	0	0	0	0.0	217	106	48.8	1.27	0.0
Cedric Paquette	C	BLB	15	7	5	12	3	33	3	2	1	0	61	31	1	0	1	0	0	0	0	0	0.0	344	180	52.3	0.8	2.2
Anthony Mantha	RW	VdO	9	5	7	12	1	13	0	4	0	1	39	21	1	0	1	0	0	0	0	0	0.0	8	2	25.0	1.33	1.44
Dillon Fournier	D	Rou	14	4	8	12	8	14	0	2	1	1	32	11	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.86	1.0
Martin Reway	LW	Gat	10	1	11	12	7	20	1	3	0	0	19	8	0	0	1	0	0	0	0	0	0.0	67	31	46.3	1.2	2.0
Philippe Halley	LW	Vic	9	4	7	11	1	4	1	6	0	0	21	16	0	0	0	0	0	0	0	0	0.0	5	3	60.0	1.22	0.44
Brent Andrews	C	Hal	17	4	7	11	8	8	0	0	1	1	37	19	0	0	0	0	0	0	0	0	0.0	281	156	55.5	0.65	0.47
Darcy Ashley	RW	Hal	17	3	8	11	5	20	1	4	0	0	39	18	0	0	1	0	0	0	0	0	0.0	195	111	56.9	0.65	1.18
Maxim Lamarche	D	BaC	19	3	8	11	15	28	1	4	0	0	46	15	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.58	1.47
Simon Tardif-Richard	C	Gat	10	2	9	11	0	2	0	4	0	0	16	7	1	0	0	0	0	0	0	0	0.0	142	85	59.9	1.1	0.2
Matthew Boudens	C	Dru	5	7	3	10	1	12	3	1	1	0	23	16	1	0	0	0	0	0	0	0	0.0	28	13	46.4	2.0	2.4
Nick Sorensen	RW	Que	8	7	3	10	0	10	3	0	0	0	18	14	3	0	2	0	0	0	0	0	0.0	5	3	60.0	1.25	1.25
Emile Poirier	LW	Gat	10	6	4	10	-2	14	2	1	0	0	39	29	0	0	1	0	0	0	0	0	0.0	4	1	25.0	1.0	1.4
Charles Hudon	LW	Chi	6	5	5	10	-2	8	1	3	0	0	19	7	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.67	1.33
Adam Erne	RW	Que	11	5	5	10	1	19	1	1	0	0	30	11	1	0	1	2	0	0	0	0	0.0	14	8	57.1	0.91	1.73
Matthew Boudreau	C	Hal	17	5	5	10	2	4	3	2	0	0	20	11	2	0	0	0	0	0	0	0	0.0	11	6	54.5	0.59	0.24
Anton Zlobin	LW	VdO	10	2	8	10	0	4	2	2	0	0	27	15	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4
Luca Ciampini	LW	Hal	17	2	8	10	6	8	0	4	0	0	26	13	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.59	0.47
Andrew Ryan	LW	Hal	17	5	4	9	4	4	0	0	0	0	28	16	2	0	1	0	0	0	0	0	0.0	5	4	80.0	0.53	0.24
Stefan Jr Matteau	LW	BLB	11	3	6	9	3	16	2	2	0	0	21	15	1	0	0	0	0	0	0	0	0.0	38	20	52.6	0.82	1.45
Philippe Maillet	C	Vic	8	2	7	9	3	0	0	5	0	0	46	14	2	2	0	0	0	0	0	0	0.0	173	86	49.7	1.13	0.0
Samuel Carrier	D	BLB	15	1	8	9	-2	15	1	6	0	0	44	7	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.6	1.0
Alexandre Lavoie	C	Rim	6	5	3	8	-5	4	3	1	0	0	17	9	0	0	0	0	0	0	0	0	0.0	134	67	50.0	1.33	0.67
Brandon Hynes	RW	VdO	10	5	3	8	-2	2	3	2	0	0	42	16	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.8	0.2
Marcus Power	C	Rou	14	5	3	8	0	6	0	1	0	0	27	12	1	1	1	0	0	0	0	0	0.0	33	13	39.4	0.57	0.43
Maxime St-Cyr	C	Rou	14	5	3	8	3	4	1	0	0	0	43	22	1	0	0	2	0	0	0	0	0.0	293	142	48.5	0.57	0.29
Cedrick Henley	C	VdO	10	3	5	8	-2	22	2	2	0	0	29	18	1	1	0	0	0	0	0	0	0.0	297	131	44.1	0.8	2.2
Anthony Duclair	LW	Que	11	3	5	8	0	12	0	2	0	0	34	13	0	0	1	0	0	0	0	0	0.0	2	2	100.0	0.73	1.09
Logan Shaw	RW	Que	11	3	5	8	-4	8	1	3	0	0	37	18	0	0	0	0	0	0	0	0	0.0	78	43	55.1	0.73	0.73
Nikita Jevpalovs	LW	BLB	15	3	5	8	2	2	1	3	0	0	32	19	0	0	1	0	0	0	0	0	0.0	33	16	48.5	0.53	0.13
Kurt Etchegary	C	Que	10	2	6	8	-1	6	0	4	1	0	22	4	0	0	0	0	0	0	0	0	0.0	189	106	56.1	0.8	0.6
Gabriel Slight	LW	Rou	14	2	6	8	-3	16	1	6	0	0	9	8	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.57	1.14
Philippe Hudon	RW	Vic	9	6	1	7	1	6	3	0	0	0	24	18	0	0	0	0	0	0	0	0	0.0	15	6	40.0	0.78	0.67
Christophe Lalancette	C	Bat	5	4	3	7	-1	0	2	1	0	0	11	7	0	0	0	0	0	0	0	0	0.0	84	44	52.4	1.4	0.0
Alex Saulnier	C	Mon	5	4	3	7	-2	6	1	3	0	0	23	19	0	0	1	0	0	0	0	0	0.0	162	94	58.0	1.4	1.2
Danick Martel	LW	BLB	15	3	4	7	3	16	0	0	0	1	25	10	0	0	1	0	0	0	0	0	0.0	224	86	38.4	0.47	1.07
