PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Justin Azevedo	C	KIT	20	10	26	36	10	33	4	14	0	0	0	0	0	0	4	0	0	0	0	0	0.0	0	0	0.0	1.8	1.65
Mikkel Boedker	RW	KIT	20	9	26	35	11	2	3	11	0	0	0	0	1	0	3	2	0	0	0	0	0.0	0	0	0.0	1.75	0.1
Matt Beleskey	LW	BELV	21	12	21	33	8	23	7	10	0	1	0	0	5	1	0	0	0	0	0	0	0.0	0	0	0.0	1.57	1.1
Matt Halischuk	RW	KIT	20	16	16	32	7	0	8	7	2	0	0	0	5	0	3	2	0	0	0	0	0.0	0	0	0.0	1.6	0.0
Nick Spaling	LW	KIT	20	14	16	30	9	9	8	6	0	1	0	0	1	0	0	3	0	0	0	0	0.0	0	0	0.0	1.5	0.45
Nazem Kadri	C	KIT	20	9	17	26	16	26	0	6	1	1	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.3	1.3
Jan Mursak	C	BELV	21	9	15	24	8	10	4	7	1	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.14	0.48
P.K. Subban	D	BELV	21	8	15	23	7	28	3	12	0	0	0	0	2	1	0	0	0	0	0	0	0.0	0	0	0.0	1.1	1.33
Mike Duco	LW	KIT	20	16	6	22	13	37	4	1	1	0	0	0	2	1	3	4	0	0	0	0	0.0	0	0	0.0	1.1	1.85
Michael Swift	C	NIAG	10	9	9	18	5	22	3	4	3	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.8	2.2
Stefan Legein	RW	NIAG	10	7	11	18	6	28	2	5	3	0	0	0	0	0	0	3	0	0	0	0	0.0	0	0	0.0	1.8	2.8
Adam Perry	LW	BELV	21	7	11	18	5	2	3	7	0	1	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.86	0.1
Eric Tangradi	LW	BELV	21	7	11	18	3	20	3	4	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.86	0.95
Nigel Williams	D	BELV	21	7	11	18	7	20	2	3	1	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.86	0.95
Luca Caputi	LW	NIAG	10	8	9	17	5	14	3	3	1	3	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.7	1.4
Yannick Weber	D	KIT	17	4	13	17	11	22	3	9	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	1.29
Dale Mitchell	RW	OSH	15	10	6	16	2	23	2	3	0	0	0	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	1.07	1.53
Brett MacLean	LW	OSH	15	5	11	16	5	12	0	4	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.07	0.8
John Tavares	C	OSH	15	3	13	16	3	20	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.07	1.33
Keaton Turkiewicz	RW	BELV	21	6	9	15	1	12	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.71	0.57
Cory Tanaka	C	BELV	21	8	6	14	7	10	0	2	1	0	0	0	1	0	3	1	0	0	0	0	0.0	0	0	0.0	0.67	0.48
Matt Caria	C	SSM	14	6	8	14	1	14	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0
Wayne Simmonds	RW	SSM	14	5	9	14	0	22	0	3	0	0	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	1.0	1.57
Andrew Self	LW	BELV	21	5	9	14	4	14	4	2	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.67
Brett Parnham	C	OSH	15	7	6	13	6	13	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.87	0.87
Bryan Cameron	RW	BELV	21	4	9	13	4	10	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.62	0.48
Patrick Asselin	RW	OSH	15	7	5	12	-2	4	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.8	0.27
