PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Alex DeBrincat	RW	ER	22	13	25	38	11	10	3	8	1	0	101	57	4	0	1	1	0	0	0	0	0.0	8	4	50.0	1.73	0.45
Dylan Strome	C	ER	22	14	20	34	10	14	1	10	0	0	81	47	2	0	1	3	0	0	0	0	0.0	494	286	57.9	1.55	0.64
Anthony Cirelli	C	ER	22	15	16	31	18	4	7	3	1	0	60	28	3	1	2	0	0	0	0	0	0.0	413	204	49.4	1.41	0.18
Taylor Raddysh	RW	ER	22	12	19	31	16	18	2	5	1	0	81	37	2	0	0	3	0	0	0	0	0.0	0	0	0.0	1.41	0.82
Michael McLeod	C	MISS	20	11	16	27	17	19	2	4	0	0	67	51	4	1	1	2	0	0	0	0	0.0	442	263	59.5	1.35	0.95
Warren Foegele	C	ER	22	13	13	26	12	25	1	1	1	1	101	47	2	1	4	1	0	0	0	0	0.0	62	34	54.8	1.18	1.14
Spencer Watson	RW	MISS	20	15	10	25	16	14	1	2	0	0	93	54	2	0	4	2	0	0	0	0	0.0	1	1	100.0	1.25	0.7
Nick Suzuki	C	OS	17	8	14	22	7	10	1	3	2	0	60	38	1	0	2	2	0	0	0	0	0.0	205	99	48.3	1.29	0.59
Darren Raddysh	D	ER	22	8	14	22	14	14	4	5	0	1	84	27	2	0	1	0	0	0	0	0	0.0	2	0	0.0	1.0	0.64
Petrus Palmu	RW	OS	17	13	8	21	-2	6	3	5	2	0	97	59	4	0	1	0	0	0	0	0	0.0	2	2	100.0	1.24	0.35
Ryan McLeod	C	MISS	20	5	15	20	13	2	1	2	0	0	47	27	0	0	2	1	0	0	0	0	0.0	98	39	39.8	1.0	0.1
Owen Tippett	RW	MISS	20	10	9	19	11	14	1	2	1	0	71	43	2	0	2	1	0	0	0	0	0.0	9	6	66.7	0.95	0.7
Jason Robertson	RW	KGN	11	5	13	18	-1	0	1	5	0	0	44	22	0	0	2	1	0	0	0	0	0.0	1	0	0.0	1.64	0.0
Jack Studnicka	C	OSH	11	5	12	17	-1	6	2	4	0	0	29	7	1	0	2	0	0	0	0	0	0.0	197	100	50.8	1.55	0.55
Janne Kuokkanen	C	LDN	14	10	6	16	-1	2	4	3	0	0	52	23	1	0	2	0	0	0	0	0	0.0	5	3	60.0	1.14	0.14
Steven Lorentz	C	PBO	12	9	7	16	2	0	2	2	0	0	47	41	1	0	2	2	0	0	0	0	0.0	175	111	63.4	1.33	0.0
Kyle Maksimovich	LW	ER	22	5	11	16	7	12	0	1	0	0	51	18	0	0	0	1	0	0	0	0	0.0	2	0	0.0	0.73	0.55
Vili Saarijarvi	D	MISS	20	5	10	15	10	8	3	5	0	0	76	27	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	0.4
Nathan Bastian	RW	MISS	20	7	7	14	10	16	0	1	0	0	59	45	0	0	0	3	0	0	0	0	0.0	346	163	47.1	0.7	0.8
Trent Fox	LW	MISS	20	6	8	14	11	10	0	1	0	0	52	25	1	0	0	0	0	0	0	0	0.0	107	49	45.8	0.7	0.5
Santino Centorame	D	OS	17	3	11	14	3	29	0	4	0	1	40	28	1	0	1	0	0	0	0	0	0.0	2	2	100.0	0.82	1.71
Boris Katchouk	LW	SSM	11	8	5	13	6	12	1	2	1	0	28	19	1	0	0	3	0	0	0	0	0.0	23	10	43.5	1.18	1.09
Max Jones	LW	LDN	14	7	5	12	4	24	0	0	0	0	46	20	0	0	0	2	0	0	0	0	0.0	0	0	0.0	0.86	1.71
Robert Thomas	C	LDN	14	3	9	12	1	6	0	3	0	0	30	19	1	0	1	1	0	0	0	0	0.0	303	158	52.1	0.86	0.43
Nicolas Hague	D	MISS	18	1	11	12	13	19	1	3	0	0	49	15	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.67	1.06
Linus Nyman	LW	KGN	11	7	4	11	-1	0	2	1	0	0	31	21	2	1	0	0	0	0	0	0	0.0	5	2	40.0	1.0	0.0
Jonathan Ang	C	PBO	12	7	4	11	8	6	1	1	0	0	28	20	1	0	1	1	0	0	0	0	0.0	27	15	55.6	0.92	0.5
Kevin Hancock	LW	OS	17	7	4	11	4	6	2	1	2	0	55	46	2	0	0	0	0	0	0	0	0.0	220	126	57.3	0.65	0.35
Jack Kopacka	LW	SSM	11	5	6	11	0	2	0	4	0	0	40	26	0	0	1	1	0	0	0	0	0.0	5	3	60.0	1.0	0.18
Nikita Korostelev	RW	PBO	12	4	7	11	2	4	2	3	0	0	35	28	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.92	0.33
Maksim Sushko	RW	OS	17	3	8	11	5	10	1	3	0	0	18	14	1	0	0	1	0	0	0	0	0.0	10	3	30.0	0.65	0.59
Stefan LeBlanc	D	MISS	20	2	9	11	11	16	0	2	0	0	38	11	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.55	0.8
Mitchell Stephens	C	LDN	14	7	3	10	-1	2	3	0	0	0	49	29	4	1	1	0	0	0	0	0	0.0	58	29	50.0	0.71	0.14
Ethan Szypula	C	OS	17	5	5	10	-4	16	2	2	0	0	48	29	0	0	0	1	0	0	0	0	0.0	37	20	54.1	0.59	0.94
Jacob Cascagnette	LW	MISS	20	5	5	10	2	14	2	0	0	0	39	28	2	0	0	0	0	0	0	0	0.0	194	96	49.5	0.5	0.7
Jordan Sambrook	D	ER	22	5	5	10	13	26	0	0	0	0	30	9	1	0	4	0	0	0	0	0	0.0	0	0	0.0	0.45	1.18
Dmitry Sokolov	RW	SBY	6	6	3	9	-3	0	2	2	0	0	40	21	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.5	0.0
Renars Krastenbergs	LW	OSH	11	6	3	9	5	4	1	0	0	0	25	11	1	0	1	0	0	0	0	0	0.0	13	5	38.5	0.82	0.36
Joe Manchurek	LW	OSH	11	5	4	9	2	6	1	0	0	0	26	10	0	0	2	2	0	0	0	0	0.0	6	2	33.3	0.82	0.55
Matt Luff	RW	HAM	7	4	5	9	-2	4	1	2	0	0	30	13	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.29	0.57
Kyle Jenkins	D	PBO	12	2	7	9	7	2	1	0	0	0	37	25	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.75	0.17
