PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Rob Schremp	C	LDN	19	10	37	47	4	35	5	25	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	2.47	1.84
Sergei Kostitsyn	RW	LDN	19	13	24	37	2	44	6	13	0	2	0	0	5	2	1	0	0	0	0	0	0.0	0	0	0.0	1.95	2.32
Dylan Hunter	LW	LDN	19	13	23	36	4	16	8	16	0	0	0	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	1.89	0.84
Daniel Ryder	C	PBO	19	15	16	31	12	22	8	9	2	0	0	0	3	2	1	1	0	0	0	0	0.0	0	0	0.0	1.63	1.16
Matt D'Agostini	RW	GUE	15	8	20	28	12	16	1	12	2	1	0	0	3	1	2	0	0	0	0	0	0.0	0	0	0.0	1.87	1.07
David Bolland	RW	LDN	15	15	9	24	4	41	7	4	1	0	0	0	2	2	2	2	0	0	0	0	0.0	0	0	0.0	1.6	2.73
Ryan Callahan	RW	GUE	13	7	17	24	11	20	3	8	1	1	0	0	0	0	2	3	0	0	0	0	0.0	0	0	0.0	1.85	1.54
Bryan Little	C	BAR	14	8	15	23	7	19	2	13	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.64	1.36
Luch Aquino	RW	BRA	11	8	13	21	-2	23	4	8	0	0	0	0	3	2	0	1	0	0	0	0	0.0	0	0	0.0	1.91	2.09
Steve Downie	C	PBO	19	6	15	21	-1	38	2	12	0	0	0	0	3	0	2	0	0	0	0	0	0.0	0	0	0.0	1.11	2.0
Travis Fuller	LW	BAR	14	13	7	20	-1	20	4	4	1	0	0	0	0	0	4	1	0	0	0	0	0.0	0	0	0.0	1.43	1.43
Adam Perry	LW	LDN	19	8	12	20	0	16	4	5	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.05	0.84
Jakub Petruzalek	C	BAR	14	8	11	19	-5	14	7	7	0	0	0	0	3	0	0	1	0	0	0	0	0.0	0	0	0.0	1.36	1.0
Jordan Morrison	C	PBO	19	6	13	19	2	23	4	7	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.21
Kelsey Wilson	LW	GUE	15	12	6	18	11	33	8	2	0	0	0	0	0	0	4	1	0	0	0	0	0.0	0	0	0.0	1.2	2.2
Patrick Kaleta	RW	PBO	19	8	10	18	8	43	4	5	0	0	0	0	3	3	1	0	0	0	0	0	0.0	0	0	0.0	0.95	2.26
Wojtek Wolski	LW	BRA	11	7	11	18	-6	4	5	8	1	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.64	0.36
Lubomir Stach	D	PBO	19	2	16	18	12	8	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.95	0.42
