PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Cory Pecker	RW	ER	15	14	9	23	10	16	2	5	4	1	0	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	1.53	1.07
Carlo Colaiacovo	D	ER	14	4	7	11	14	16	1	2	0	2	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.79	1.14
Brandon Cullen	RW	ER	13	1	4	5	-1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.38	2.31
Joey Tenute	C	BAR	5	1	1	2	-1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	2.0
Chad Starling	D	SBY	12	1	1	2	2	29	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.17	2.42
Tim Branham	D	BAR	3	0	1	1	-2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	2.0
Morgan McCormick	RW	GUE	4	0	1	1	-2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.5
Scott Dobben	LW	ER	15	0	1	1	-3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.07	0.67
Paulo Colaiacovo	G	BELV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0
Andrew Archer	D	GUE	4	0	0	0	-2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.0
Chris Campoli	D	ER	15	0	0	0	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.27
Lance Galbraith	LW	OTT	20	13	15	28	8	74	7	6	0	1	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	1.4	3.7
Joe Talbot	C	OTT	20	13	15	28	7	6	5	3	2	0	0	0	5	0	2	3	0	0	0	0	0.0	0	0	0.0	1.4	0.3
Miguel Delisle	C	OTT	20	8	17	25	7	30	2	9	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.25	1.5
Brad Boyes	C	ER	15	10	13	23	7	8	3	3	1	0	0	0	3	0	1	2	0	0	0	0	0.0	0	0	0.0	1.53	0.53
Stephen Weiss	C	PLY	18	7	16	23	14	10	1	6	0	1	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	1.28	0.56
Jonathan Zion	D	OTT	20	3	19	22	10	18	3	12	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.1	0.9
Tomas Kurka	LW	PLY	16	8	13	21	9	13	2	6	1	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.31	0.81
Chad Wiseman	RW	PLY	19	12	8	20	8	22	2	4	1	0	0	0	3	0	2	3	0	0	0	0	0.0	0	0	0.0	1.05	1.16
Chad LaRose	RW	PLY	19	10	10	20	4	22	2	4	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.05	1.16
Zenon Konopka	C	OTT	20	7	13	20	10	47	4	7	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.0	2.35
Kyle Wellwood	C	BELV	10	3	16	19	4	4	2	6	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.9	0.4
Jason Jaspers	C	SBY	12	3	16	19	1	18	1	11	1	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.58	1.5
Cole Jarrett	D	PLY	19	6	12	18	10	29	3	7	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.95	1.53
Damian Surma	LW	PLY	19	8	9	17	2	25	2	2	1	0	0	0	3	0	4	0	0	0	0	0	0.0	0	0	0.0	0.89	1.32
Kristopher Vernarsky	LW	PLY	19	7	10	17	7	19	3	3	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	0.89	1.0
Alexei Semenov	D	SBY	12	4	13	17	-2	17	2	10	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.42	1.42
Chris Kelly	LW	SBY	12	11	5	16	0	14	8	3	1	2	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	1.33	1.17
Mike Renzi	C	BELV	10	8	8	16	12	12	0	3	0	1	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.6	1.2
Branko Radivojevic	RW	BELV	10	6	10	16	1	18	1	6	0	0	0	0	1	1	2	0	0	0	0	0	0.0	0	0	0.0	1.6	1.8
Nathan Robinson	C	BELV	10	6	10	16	11	7	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.6	0.7
Randy Rowe	LW	BELV	10	9	6	15	4	6	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.5	0.6
Vadim Sozinov	LW	OTT	20	7	8	15	2	4	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0.0	0	0	0.0	0.75	0.2
Nikita Alexeev	RW	ER	12	7	7	14	7	12	1	2	2	1	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.17	1.0
Derek MacKenzie	C	SBY	12	6	8	14	0	16	2	6	1	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	1.17	1.33
Luke Sellars	D	OTT	18	4	10	14	6	47	2	5	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.78	2.61
Frank Lukes	RW	TOR	18	4	9	13	3	12	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.72	0.67
James Wisniewski	D	PLY	19	3	10	13	3	34	3	5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.68	1.79
Jeff Bateman	C	BRA	9	5	7	12	2	18	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.33	2.0
Jason Baird	LW	ER	14	4	8	12	0	47	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.86	3.36
Matt Ellis	LW	TOR	18	4	8	12	-2	6	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.33
Brendan Bell	D	OTT	20	1	11	12	2	22	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	1.1
Raffi Torres	LW	BRA	8	7	4	11	2	19	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0.0	0	0	0.0	1.38	2.38
Lindsay Plunkett	LW	TOR	13	7	4	11	3	27	2	2	0	0	0	0	2	1	0	1	0	0	0	0	0.0	0	0	0.0	0.85	2.08
Kip Brennan	LW	SBY	12	5	6	11	-4	92	4	4	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.92	7.67
