PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Tobias Rieder	RW	KIT	16	13	14	27	6	4	5	7	3	0	0	0	4	0	3	3	0	0	0	0	0.0	0	0	0.0	1.69	0.25
Michael Catenacci	C	KIT	16	7	19	26	2	26	3	11	0	1	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.63	1.63
Freddie Hamilton	RW	NIAG	20	7	17	24	2	9	1	7	1	1	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.2	0.45
Seth Griffith	RW	LDN	19	10	13	23	14	12	5	6	1	0	0	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	1.21	0.63
Ryan Strome	C	NIAG	20	7	16	23	-3	31	4	6	0	1	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.15	1.55
Olli Maatta	D	LDN	19	6	17	23	11	2	1	10	1	0	0	0	2	0	2	2	0	0	0	0	0.0	0	0	0.0	1.21	0.11
Dougie Hamilton	D	NIAG	20	5	18	23	15	16	2	8	0	0	0	0	1	1	2	0	0	0	0	0	0.0	0	0	0.0	1.15	0.8
Alex Friesen	C	NIAG	20	8	14	22	7	18	2	4	1	0	0	0	1	0	3	0	0	0	0	0	0.0	0	0	0.0	1.1	0.9
Ryan Murphy	D	KIT	16	2	20	22	-2	12	1	8	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.38	0.75
David Pacan	RW	NIAG	20	8	12	20	13	14	1	4	1	0	0	0	3	1	1	3	0	0	0	0	0.0	0	0	0.0	1.0	0.7
Tyler Toffoli	RW	OTT	18	11	7	18	-4	21	3	3	0	1	0	0	3	1	3	1	0	0	0	0	0.0	0	0	0.0	1.0	1.17
Andrew Agozzino	LW	NIAG	20	11	7	18	4	16	4	4	0	0	0	0	1	0	1	3	0	0	0	0	0.0	0	0	0.0	0.9	0.8
Vladislav Namestnikov	C	LDN	19	4	14	18	10	20	1	3	0	2	0	0	4	1	1	0	0	0	0	0	0.0	0	0	0.0	0.95	1.05
Austin Watson	C	LDN	19	10	7	17	10	10	3	2	0	0	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.89	0.53
Brandon Saad	LW	SAG	12	8	9	17	3	4	3	2	0	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.42	0.33
Shane Prince	LW	OTT	18	7	9	16	-1	6	0	5	1	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	0.89	0.33
Ryan Rupert	C	LDN	19	9	6	15	5	31	3	1	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.79	1.63
Sean Monahan	C	OTT	18	8	7	15	-6	12	3	3	1	1	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.83	0.67
Stefan Noesen	LW	PLY	7	7	8	15	1	4	3	5	1	1	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	2.14	0.57
Cody Ceci	D	OTT	18	2	13	15	1	4	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	0.22
Ivan Telegin	C	BAR	13	5	9	14	6	6	2	3	1	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.08	0.46
Josh Shalla	LW	SAG	12	4	10	14	2	2	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	1.17	0.17
Tom Wilson	RW	PLY	13	7	6	13	10	39	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.0	3.0
Mark Scheifele	C	BAR	13	5	7	12	7	12	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.92	0.92
Cody Sol	D	KIT	16	4	8	12	-3	29	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.75	1.81
Rickard Rakell	C	PLY	13	2	10	12	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.92	0.0
