PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Cory Pecker	RW	ER	21	25	17	42	14	36	6	11	3	1	0	0	2	0	3	4	0	0	0	0	0.0	0	0	0.0	2.0	1.71
Brad Boyes	C	ER	21	22	19	41	17	27	7	12	4	1	0	0	7	1	4	2	0	0	0	0	0.0	0	0	0.0	1.95	1.29
Brandon Cullen	RW	ER	21	13	16	29	6	53	7	6	0	1	0	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	1.38	2.52
Blaine Down	LW	BAR	20	15	10	25	5	34	3	7	2	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	1.25	1.7
Kyle Wellwood	C	WSR	16	12	12	24	7	0	5	7	2	0	0	0	1	0	5	1	0	0	0	0	0.0	0	0	0.0	1.5	0.0
Steve Hildenbrand	C	WSR	16	4	18	22	6	22	2	7	0	1	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.38	1.38
Tim Gleason	D	WSR	16	7	13	20	2	40	6	6	0	2	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.25	2.5
Erik Reitz	D	BAR	20	4	16	20	1	40	2	8	0	1	0	0	1	1	0	1	0	0	0	0	0.0	0	0	0.0	1.0	2.0
Rick Nash	LW	LDN	12	10	9	19	-7	21	6	5	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.58	1.75
Tim Brent	C	TOR	14	7	12	19	1	20	5	3	0	0	0	0	1	1	1	2	0	0	0	0	0.0	0	0	0.0	1.36	1.43
Darryl Bootland	RW	TOR	15	8	10	18	-6	50	5	8	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.2	3.33
Frank Lukes	RW	TOR	15	7	11	18	0	16	3	4	0	1	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.2	1.07
Carlo Colaiacovo	D	ER	21	7	10	17	13	20	2	5	1	0	0	0	3	1	0	0	0	0	0	0	0.0	0	0	0.0	0.81	0.95
