PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Kerby Rychel	LW	GUE	20	11	21	32	20	23	4	5	0	0	0	0	2	0	1	3	0	0	0	0	0.0	0	0	0.0	1.6	1.15
Zack Mitchell	RW	GUE	20	12	18	30	23	12	2	6	3	1	0	0	3	0	2	0	0	0	0	0	0.0	0	0	0.0	1.5	0.6
Robby Fabbri	C	GUE	16	13	15	28	16	12	6	5	1	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.75	0.75
Scott Kosmachuk	RW	GUE	20	10	18	28	22	27	2	1	0	0	0	0	3	0	3	0	0	0	0	0	0.0	0	0	0.0	1.4	1.35
Barclay Goodrow	RW	NB	22	14	10	24	4	23	1	5	3	1	0	0	4	1	2	2	0	0	0	0	0.0	0	0	0.0	1.09	1.05
Jason Dickinson	LW	GUE	20	8	16	24	20	6	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	1.2	0.3
Michael Dal Colle	LW	OSH	12	8	12	20	0	0	4	7	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.67	0.0
Brenden Miller	D	NB	21	3	17	20	4	27	0	8	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.95	1.29
Dane Fox	LW	ER	14	8	11	19	2	26	3	4	0	0	0	0	2	1	0	2	0	0	0	0	0.0	0	0	0.0	1.36	1.86
Connor McDavid	C	ER	14	4	15	19	-1	2	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.36	0.14
Nick Paul	C	NB	22	12	6	18	9	10	5	1	1	0	0	0	3	0	3	0	0	0	0	0	0.0	0	0	0.0	0.82	0.45
Connor Brown	RW	ER	14	8	10	18	1	8	4	2	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.29	0.57
Tyler Bertuzzi	LW	GUE	18	10	7	17	14	24	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.94	1.33
Chris Tierney	C	LDN	9	6	11	17	-1	0	5	5	1	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.89	0.0
Cole Cassels	C	OSH	12	6	11	17	0	16	3	6	0	0	0	0	1	1	1	1	0	0	0	0	0.0	0	0	0.0	1.42	1.33
Brendan Gaunce	C	ER	14	5	11	16	4	16	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.14	1.14
Nick Ebert	D	GUE	20	5	11	16	13	8	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.8	0.4
Matt Finn	D	GUE	20	5	9	14	17	6	3	2	0	1	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.7	0.3
Ben Thomson	LW	NB	22	5	9	14	5	64	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.64	2.91
Andre Burakovsky	LW	ER	14	10	3	13	7	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.93	0.14
Zach Hall	LW	BAR	9	6	7	13	-3	6	2	3	2	0	0	0	3	1	0	1	0	0	0	0	0.0	0	0	0.0	1.44	0.67
Brock McGinn	LW	GUE	12	6	6	12	8	21	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.75
Gemel Smith	LW	LDN	9	3	9	12	4	9	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.33	1.0
Andreas Athanasiou	LW	BAR	11	3	9	12	1	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.09	0.18
Bo Horvat	C	LDN	9	5	6	11	0	4	1	4	1	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.22	0.44
Scott Laughton	C	OSH	9	4	7	11	2	17	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.22	1.89
Hunter Smith	RW	OSH	12	3	8	11	2	25	2	4	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.92	2.08
Steven Trojanovic	D	GUE	20	1	10	11	10	8	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.55	0.4
Brendan Lemieux	LW	BAR	11	7	3	10	-1	16	3	0	0	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.91	1.45
Alex Henriksson	RW	NB	17	7	3	10	-2	8	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.59	0.47
Nick Ritchie	LW	PBO	11	5	5	10	-5	24	2	3	1	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.91	2.18
Max Domi	LW	LDN	9	4	6	10	-5	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.11	0.89
Dylan Blujus	D	NB	22	4	6	10	1	20	3	3	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.45	0.91
Ryan Rupert	C	LDN	9	3	7	10	0	10	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.11	1.11
Kyle Wood	D	NB	22	2	8	10	6	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	0.27
Zac Leslie	D	GUE	20	1	9	10	10	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	1.1
Sam Bennett	C	KGN	7	5	4	9	2	18	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.29	2.57
Josh Anderson	RW	LDN	9	5	4	9	-1	14	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	1.56
Josh Sterk	C	OSH	12	5	4	9	-2	6	3	4	0	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	0.75	0.5
Nikita Zadorov	D	LDN	9	4	5	9	-1	16	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.78
