PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Mitchell Marner	RW	LDN	18	16	28	44	30	8	3	10	2	0	68	34	1	0	1	3	0	0	0	0	0.0	17	5	29.4	2.44	0.44
Matthew Tkachuk	LW	LDN	18	20	20	40	23	42	8	6	0	0	83	62	3	0	3	1	0	0	0	0	0.0	10	5	50.0	2.22	2.33
Christian  Dvorak	C	LDN	18	14	21	35	29	4	5	6	0	2	54	30	1	0	5	1	0	0	0	0	0.0	467	288	61.7	1.94	0.22
Kevin  Labanc	RW	BAR	15	6	20	26	14	28	2	4	2	1	64	23	1	0	1	2	0	0	0	0	0.0	32	14	43.8	1.73	1.87
Josh Ho-Sang	RW	NIAG	17	6	20	26	3	8	0	12	0	0	48	28	1	0	0	0	0	0	0	0	0.0	63	27	42.9	1.53	0.47
Dylan Strome	C	ER	13	10	11	21	7	12	3	5	1	0	55	13	2	0	0	3	0	0	0	0	0.0	175	111	63.4	1.62	0.92
Andrew Mangiapane	LW	BAR	15	10	11	21	14	14	3	1	2	1	64	26	2	0	2	0	0	0	0	0	0.0	21	11	52.4	1.4	0.93
Justin Scott	C	BAR	15	17	3	20	12	8	1	1	0	0	60	31	2	2	3	2	0	0	0	0	0.0	367	181	49.3	1.33	0.53
Alex DeBrincat	RW	ER	13	8	11	19	5	13	2	4	0	0	51	15	0	0	2	1	0	0	0	0	0.0	5	2	40.0	1.46	1.0
Mike Amadio	C	NB	11	12	6	18	-3	10	4	2	1	0	53	23	1	1	3	1	0	0	0	0	0.0	316	151	47.8	1.64	0.91
Michael Dal Colle	LW	KGN	9	6	12	18	9	2	2	4	0	0	37	12	1	0	1	0	0	0	0	0	0.0	9	4	44.4	2.0	0.22
Pavel Jenys	RW	NIAG	17	8	9	17	6	4	4	0	0	0	47	27	1	0	2	1	0	0	0	0	0.0	6	4	66.7	1.0	0.24
Spencer Watson	RW	KGN	9	3	14	17	7	2	1	5	0	0	46	19	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.89	0.22
Stephen Harper	C	NIAG	17	6	10	16	5	2	2	5	0	0	53	29	0	0	2	0	0	0	0	0	0.0	275	134	48.7	0.94	0.12
Rasmus Andersson	D	BAR	15	2	13	15	8	16	0	6	1	0	35	2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.07
