PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Nick Suzuki	C	GUE	24	16	26	42	22	16	3	10	0	0	95	49	4	0	2	5	0	0	0	0	0.0	529	264	49.9	1.75	0.67
Sasha Chmelevski	C	OTT	18	12	19	31	9	10	4	11	0	0	79	40	2	0	2	0	0	0	0	0	0.0	351	223	63.5	1.72	0.56
Isaac Ratcliffe	LW	GUE	24	15	15	30	16	20	3	5	0	0	99	50	1	0	2	1	0	0	0	0	0.0	2	2	100.0	1.25	0.83
Lucas Chiodo	LW	OTT	18	9	20	29	6	2	1	7	0	0	43	28	3	0	3	1	0	0	0	0	0.0	3	0	0.0	1.61	0.11
Tye Felhaber	RW	OTT	18	17	11	28	3	12	8	7	0	0	75	38	2	2	2	1	0	0	0	0	0.0	16	10	62.5	1.56	0.67
Dmitri Samorukov	D	GUE	24	10	18	28	18	12	5	11	0	0	65	8	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.17	0.5
Sean Durzi	D	GUE	24	3	24	27	16	14	2	9	0	0	67	8	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.13	0.58
Owen Tippett	RW	SAG	17	11	11	22	4	0	1	6	0	0	70	29	1	0	3	3	0	0	0	0	0.0	13	2	15.4	1.29	0.0
Kyle Maksimovich	LW	OTT	16	8	14	22	9	19	1	3	0	0	42	22	0	0	0	0	0	0	0	0	0.0	46	19	41.3	1.38	1.19
Marco Rossi	C	OTT	17	6	16	22	1	18	3	7	0	0	49	19	1	0	0	3	0	0	0	0	0.0	284	159	56.0	1.29	1.06
MacKenzie Entwistle	C	GUE	24	7	14	21	13	14	1	1	0	0	62	34	0	0	1	2	0	0	0	0	0.0	85	36	42.4	0.88	0.58
Evan Bouchard	D	LDN	11	4	17	21	4	6	0	12	0	0	36	7	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.91	0.55
Alexey Toropchenko	RW	GUE	24	13	6	19	3	21	2	1	0	0	62	40	2	0	1	1	0	0	0	0	0.0	6	2	33.3	0.79	0.88
Noel Hoefenmayer	D	OTT	18	8	11	19	1	16	5	5	0	0	60	10	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.06	0.89
Nate Schnarr	RW	GUE	24	8	11	19	-3	28	4	4	0	0	65	34	2	0	2	1	0	0	0	0	0.0	401	220	54.9	0.79	1.17
Morgan Frost	C	SSM	11	7	11	18	2	4	0	4	0	1	52	19	1	0	2	0	0	0	0	0	0.0	237	135	57.0	1.64	0.36
Alex Formenton	LW	LDN	11	4	14	18	2	14	2	7	0	0	49	23	0	0	0	0	0	0	0	0	0.0	7	1	14.3	1.64	1.27
Brady Gilmour	C	SAG	17	3	15	18	9	0	0	2	0	1	20	16	0	0	0	0	0	0	0	0	0.0	117	62	53.0	1.06	0.0
Barrett Hayton	C	SSM	11	6	10	16	0	16	1	2	1	0	48	25	2	0	0	1	0	0	0	0	0.0	225	122	54.2	1.45	1.45
Brandon Saigeon	C	OSH	15	6	10	16	6	6	1	8	0	0	41	11	0	0	2	0	0	0	0	0	0.0	67	34	50.7	1.07	0.4
Cole Perfetti	LW	SAG	16	8	6	14	9	4	3	2	0	0	30	12	4	0	0	1	0	0	0	0	0.0	1	0	0.0	0.88	0.25
Graeme Clarke	RW	OTT	18	7	7	14	2	10	4	3	0	0	43	21	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.78	0.56
Allan McShane	LW	OSH	15	5	9	14	1	2	3	3	0	0	31	12	0	0	1	0	0	0	0	0	0.0	254	124	48.8	0.93	0.13
Kody Clark	RW	OTT	18	5	9	14	-4	40	3	2	0	0	47	27	0	0	0	1	0	0	0	0	0.0	31	16	51.6	0.78	2.22
Ivan Lodnia	RW	NIAG	11	4	10	14	4	6	1	4	1	0	51	32	0	0	1	0	0	0	0	0	0.0	34	17	50.0	1.27	0.55
Austen Keating	LW	OTT	18	2	12	14	9	4	1	5	0	0	49	26	0	0	0	0	0	0	0	0	0.0	20	7	35.0	0.78	0.22
Adam Boqvist	D	LDN	11	10	3	13	-4	6	8	3	0	0	36	13	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.18	0.55
Damien Giroux	LW	SAG	17	9	4	13	7	10	1	2	1	0	21	15	0	0	3	1	0	0	0	0	0.0	135	57	42.2	0.76	0.59
Mitchell Hoelscher	C	OTT	18	6	7	13	11	10	0	0	1	1	31	22	0	0	3	1	0	0	0	0	0.0	322	164	50.9	0.72	0.56
Kyle MacLean	C	OSH	15	5	8	13	8	12	0	2	2	0	25	14	0	0	0	2	0	0	0	0	0.0	242	113	46.7	0.87	0.8
Liam Hawel	C	GUE	24	4	9	13	-1	12	1	2	0	0	43	27	2	0	0	0	0	0	0	0	0.0	89	41	46.1	0.54	0.5
Jaden Peca	RW	SSM	10	3	10	13	5	14	0	2	0	0	14	7	0	0	0	0	0	0	0	0	0.0	2	1	50.0	1.3	1.4
Keeghan Howdeshell	LW	SSM	11	7	5	12	-3	2	3	0	0	0	35	20	1	0	0	2	0	0	0	0	0.0	17	6	35.3	1.09	0.18
Liam Foudy	LW	LDN	11	6	6	12	-2	12	0	0	0	0	30	21	0	0	2	1	0	0	0	0	0.0	27	13	48.1	1.09	1.09
Kevin Hancock	C	LDN	11	5	7	12	-2	6	2	4	0	0	44	15	3	0	1	0	0	0	0	0	0.0	205	127	62.0	1.09	0.55
Ryan McLeod	C	SAG	17	5	7	12	8	4	0	1	0	0	28	12	2	1	0	2	0	0	0	0	0.0	360	186	51.7	0.71	0.24
Anthony Salinitri	LW	OSH	14	7	4	11	2	14	1	2	0	0	53	25	3	0	1	0	0	0	0	0	0.0	41	16	39.0	0.79	1.0
Jack Studnicka	C	NIAG	11	5	6	11	4	16	4	2	0	1	52	28	1	0	1	0	0	0	0	0	0.0	283	145	51.2	1.0	1.45
Brett Neumann	C	OSH	15	5	6	11	5	6	2	1	0	0	40	21	0	0	1	1	0	0	0	0	0.0	298	150	50.3	0.73	0.4
Serron Noel	RW	OSH	14	4	7	11	5	18	2	0	0	1	28	19	0	0	0	1	0	0	0	0	0.0	5	1	20.0	0.79	1.29
Domenico Commisso	C	GUE	24	4	7	11	4	12	0	0	0	0	32	17	1	0	1	1	0	0	0	0	0.0	321	158	49.2	0.46	0.5
Mac Hollowell	D	SSM	11	2	9	11	-4	10	0	3	1	0	37	10	0	0	0	0	0	0	0	0	0.0	3	1	33.3	1.0	0.91
Kevin Bahl	D	OTT	15	1	10	11	11	8	0	4	0	0	21	4	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.73	0.53
Jason Robertson	LW	NIAG	10	7	3	10	3	11	2	2	0	0	57	34	2	1	2	1	0	0	0	0	0.0	0	0	0.0	1.0	1.1
Adam Ruzicka	C	SBY	8	3	7	10	0	4	1	3	0	0	29	16	0	0	0	0	0	0	0	0	0.0	176	83	47.2	1.25	0.5
Pavel Gogolev	LW	GUE	24	3	7	10	8	4	0	2	0	0	33	22	0	0	1	1	0	0	0	0	0.0	8	1	12.5	0.42	0.17
Albert Michnac	LW	SAG	17	1	9	10	4	2	0	2	0	0	20	11	0	0	0	0	0	0	0	0	0.0	14	6	42.9	0.59	0.12
Owen Lalonde	D	GUE	24	1	9	10	1	10	1	0	0	0	28	1	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.42	0.42
Bode Wilde	D	SAG	17	7	2	9	-3	18	3	1	0	0	52	10	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.53	1.06
Blade Jenkins	C	SAG	17	5	4	9	-3	8	1	0	0	0	39	23	1	1	0	0	0	0	0	0	0.0	163	85	52.1	0.53	0.47
Cedric Ralph	LW	GUE	24	4	5	9	4	8	0	0	0	0	28	20	2	0	0	0	0	0	0	0	0.0	80	38	47.5	0.38	0.33
Nando Eggenberger	LW	OSH	15	5	3	8	-3	2	1	0	0	0	26	19	2	0	0	3	0	0	0	0	0.0	2	1	50.0	0.53	0.13
Jaromir Pytlik	RW	SSM	11	4	4	8	-4	6	1	1	0	0	19	17	0	0	1	0	0	0	0	0	0.0	54	27	50.0	0.73	0.55
Quinton Byfield	C	SBY	8	3	5	8	-2	16	1	0	0	0	23	9	0	0	0	0	0	0	0	0	0.0	97	51	52.6	1.0	2.0
Cole Coskey	RW	SAG	13	3	5	8	0	6	0	0	0	0	28	11	0	0	0	1	0	0	0	0	0.0	54	31	57.4	0.62	0.46
Nicolas Mattinen	D	OSH	15	3	5	8	3	16	0	3	0	0	34	4	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.53	1.07
Shane Bulitka	C	SBY	8	2	6	8	3	4	1	3	0	1	15	5	0	0	0	0	0	0	0	0	0.0	35	18	51.4	1.0	0.5
Matt Brassard	D	NIAG	11	1	7	8	1	4	0	5	0	0	54	3	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	0.36
Nolan Hutcheson	LW	SBY	8	4	3	7	4	8	0	0	0	0	21	12	0	0	1	1	0	0	0	0	0.0	3	0	0.0	0.88	1.0
David Levin	LW	SBY	8	4	3	7	-2	13	3	2	0	0	23	12	1	1	1	0	0	0	0	0	0.0	40	17	42.5	0.88	1.63
