Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Donovan Neuls	C	SEA	71	22	54	76	12	48	5	25	1	0	160	0	2	0	3	4	5	2	5	0	40.0	1296	656	50.6	1.07	0.68
Brad Morrison	C	LET	74	27	48	75	-8	62	11	13	0	0	170	0	2	0	4	3	3	1	3	0	33.3	184	93	50.5	1.01	0.84
Brett Howden	C	MJ	49	24	51	75	28	42	5	18	2	3	141	0	5	2	5	1	3	1	3	1	33.3	1123	633	56.4	1.53	0.86
Kieffer Bellows	LW	POR	56	41	33	74	40	63	9	11	0	0	274	0	7	0	9	7	4	1	4	0	25.0	5	4	80.0	1.32	1.13
Mason McCarty	RW	RD	69	38	36	74	8	82	8	7	0	0	222	0	2	0	6	1	6	3	6	1	50.0	44	17	38.6	1.07	1.19
Zack Andrusiak	LW	SEA	72	36	38	74	-11	20	11	11	0	0	195	0	4	1	6	2	9	3	9	3	33.3	16	7	43.8	1.03	0.28
Cole Fonstad	LW	PA	72	21	52	73	-5	6	5	21	0	0	153	0	4	0	3	0	2	1	2	1	50.0	13	4	30.8	1.01	0.08
Ty Smith	D	SPO	69	14	59	73	44	30	3	24	0	2	194	0	4	2	1	4	1	0	1	0	0.0	2	1	50.0	1.06	0.43
Carsen Twarynski	LW	KEL	68	45	27	72	4	87	18	6	4	1	210	0	5	2	6	5	3	1	3	0	33.3	241	94	39.0	1.06	1.28
Colby Sissons	D	SC	72	13	58	71	46	69	5	27	0	3	204	0	2	0	3	1	1	0	1	0	0.0	0	0	0.0	0.99	0.96
Henri Jokiharju	D	POR	63	12	59	71	47	14	6	26	0	0	211	0	1	0	1	1	1	0	1	0	0.0	6	2	33.3	1.13	0.22
Kale Clague	D	MJ	54	11	60	71	42	43	5	25	1	2	182	0	0	0	0	2	0	0	0	0	0.0	1	0	0.0	1.31	0.8
Max Gerlach	RW	SAS	65	35	35	70	-12	28	11	18	0	1	195	0	3	2	3	3	4	1	4	0	25.0	280	148	52.9	1.08	0.43
Cal Foote	D	KEL	60	19	51	70	31	46	3	29	0	2	154	0	3	2	4	2	0	0	0	0	0.0	3	0	0.0	1.17	0.77
Tyler Benson	LW	VAN	58	27	42	69	-1	39	4	17	1	2	232	0	6	2	3	3	3	2	3	0	66.7	98	38	38.8	1.19	0.67
Josh Mahura	D	REG	60	22	47	69	36	42	10	19	0	0	190	0	2	1	4	2	1	0	1	0	0.0	1	0	0.0	1.15	0.7
Jared Bethune	LW	PG	71	21	48	69	-14	64	5	16	5	1	187	0	2	0	5	2	6	1	6	1	16.7	730	379	51.9	0.97	0.9
Connor Dewar	C	EVT	68	38	30	68	23	47	16	3	0	0	267	0	6	2	7	6	1	0	1	0	0.0	36	13	36.1	1.0	0.69
Kody McDonald	C	PA	68	34	32	66	3	139	9	9	2	1	210	0	7	2	7	0	3	0	3	0	0.0	741	411	55.5	0.97	2.04
James Malm	C	VAN	72	19	47	66	6	26	3	14	0	0	239	0	9	1	3	0	3	1	3	0	33.3	986	529	53.7	0.92	0.36
Dennis Cholowski	D	POR	69	14	52	66	29	32	4	28	1	1	180	0	1	0	3	0	4	1	4	0	25.0	4	2	50.0	0.96	0.46
Noah Gregor	C	VIC	60	29	36	65	7	56	10	14	0	0	240	0	5	1	3	3	1	0	1	0	0.0	259	126	48.6	1.08	0.93
Kyle Topping	C	KEL	66	22	43	65	20	56	5	16	0	0	181	0	0	0	1	3	0	0	0	0	0.0	1073	565	52.7	0.98	0.85
Calen Addison	D	LET	68	11	54	65	-18	53	2	35	0	0	193	0	0	0	3	0	0	0	0	0	0.0	0	0	0.0	0.96	0.78
Kevin Davis	D	EVT	71	10	55	65	29	10	2	35	1	0	178	0	2	0	2	3	0	0	0	0	0.0	4	0	0.0	0.92	0.14
Jakob Stukel	LW	CGY	71	37	27	64	0	30	5	8	2	0	239	0	1	0	11	2	5	3	5	0	60.0	11	7	63.6	0.9	0.42
Jermaine Loewen	LW	KAM	66	36	28	64	15	80	9	6	0	0	185	0	6	0	6	6	0	0	0	0	0.0	4	2	50.0	0.97	1.21
Curtis Miske	LW	PA	72	27	37	64	10	30	4	17	1	1	170	0	2	0	1	7	1	0	1	0	0.0	127	42	33.1	0.89	0.42
Tanner Kaspick	C	VIC	60	25	39	64	25	65	7	14	0	5	194	0	9	4	0	1	2	2	2	1	100.0	1128	634	56.2	1.07	1.08
Austin Strand	D	SEA	69	25	39	64	-2	75	14	14	0	0	201	0	5	0	3	2	5	3	5	2	60.0	0	0	0.0	0.93	1.09
Kailer Yamamoto	RW	SPO	40	21	43	64	22	18	4	14	3	1	111	0	5	2	4	3	1	0	1	0	0.0	207	101	48.8	1.6	0.45
James Hamblin	C	MH	70	21	43	64	-3	30	10	12	3	1	208	0	3	0	0	1	0	0	0	0	0.0	1753	926	52.8	0.91	0.43
Dylan Coghlan	RD	TC	69	17	46	63	-5	65	7	23	0	0	245	0	2	2	3	2	0	0	0	0	0.0	2	1	50.0	0.91	0.94
Tomas Soustal	C	EDM	69	22	40	62	-20	85	6	14	2	2	159	0	0	0	1	0	5	3	5	2	60.0	1038	491	47.3	0.9	1.23
Alec Baer	RW	KTN	72	30	31	61	-23	20	8	15	0	0	223	0	2	1	3	0	1	0	1	0	0.0	22	7	31.8	0.85	0.28
Colton Kroeker	C	KTN	68	15	46	61	-17	22	2	15	2	1	174	0	3	2	2	0	0	0	0	0	0.0	1189	495	41.6	0.9	0.32
Leif Mattson	RW	KEL	63	25	35	60	16	22	5	10	4	2	135	0	5	0	4	1	2	1	2	1	50.0	32	8	25.0	0.95	0.35
Michael Rasmussen	C	TC	47	31	28	59	17	40	17	7	0	0	150	0	3	1	6	6	3	0	3	0	0.0	575	301	52.3	1.26	0.85
Parker Kelly	C	PA	69	29	30	59	11	81	6	4	4	1	216	0	7	1	4	2	4	1	4	1	25.0	367	180	49.0	0.86	1.17
Brandon Hagel	LW	RD	56	18	41	59	2	45	3	13	2	1	176	0	5	0	3	2	2	0	2	0	0.0	64	30	46.9	1.05	0.8
Joe Gatenby	D	KAM	72	13	46	59	13	39	5	20	0	0	167	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.82	0.54
Brett Davis	RW	KTN	72	25	33	58	-20	25	6	16	4	1	200	0	3	0	5	2	2	1	2	0	50.0	1120	590	52.7	0.81	0.35
Davis Koch	RW	VAN	68	22	36	58	-15	8	7	12	1	0	151	0	2	0	3	2	4	0	4	0	0.0	1000	443	44.3	0.85	0.12
Kristian Reichel	C	RD	63	34	23	57	-1	32	12	11	2	0	227	0	4	2	2	5	5	4	5	2	80.0	1251	663	53.0	0.9	0.51
Evan Weinger	RW	BDN	65	31	26	57	9	23	5	1	5	1	157	0	3	0	5	3	1	0	1	0	0.0	41	16	39.0	0.88	0.35
Riley Woods	LW	SPO	72	25	32	57	16	24	6	7	2	1	166	0	3	0	0	1	3	0	3	0	0.0	515	293	56.9	0.79	0.33
Joachim Blichfeld	LW	POR	56	24	32	56	15	51	6	15	1	0	230	0	4	0	3	3	4	1	4	0	25.0	108	53	49.1	1.0	0.91
Nolan Yaremko	LW	TC	70	22	34	56	13	74	3	11	0	2	173	0	4	0	5	1	0	0	0	0	0.0	1060	484	45.7	0.8	1.06
Jake Kryski	C	CGY	71	16	40	56	-2	43	5	11	0	0	143	0	2	0	2	1	6	4	6	1	66.7	137	56	40.9	0.79	0.61
Peyton Krebs	LW	KTN	67	17	37	54	-22	40	3	14	0	1	129	0	5	1	2	2	1	0	1	0	0.0	584	290	49.7	0.81	0.6
Josh Paterson	C	SAS	72	31	22	53	6	8	10	0	1	0	166	0	5	0	5	0	2	1	2	1	50.0	78	31	39.7	0.74	0.11
Riley Sutter	RW	EVT	68	25	28	53	22	70	9	7	0	0	171	0	5	0	5	4	2	0	2	0	0.0	1364	715	52.4	0.78	1.03
Dylan Cozens	C	LET	57	22	31	53	-6	20	8	7	1	0	145	0	4	0	3	4	2	0	2	0	0.0	289	149	51.6	0.93	0.35
Connor Gutenberg	C	BDN	72	18	35	53	4	23	5	13	2	2	132	0	0	0	4	2	1	0	1	0	0.0	1171	475	40.6	0.74	0.32
Ryan Chyzowski	LW	MH	72	21	31	52	0	28	9	13	0	2	160	0	3	0	4	1	0	0	0	0	0.0	1178	570	48.4	0.72	0.39
Grayson Pawlenchuk	LW	RD	72	18	34	52	-8	49	4	18	0	0	195	0	1	0	3	4	0	0	0	0	0.0	411	184	44.8	0.72	0.68
Colton Kehler	RW	EDM	71	32	19	51	-18	65	14	8	0	0	212	0	3	1	3	2	5	2	5	0	40.0	27	8	29.6	0.72	0.92
Chase Wouters	C	SAS	72	18	33	51	7	39	2	13	1	1	130	0	2	1	1	3	1	1	1	0	100.0	1336	697	52.2	0.71	0.54
Cale Fleury	D	REG	68	12	39	51	17	58	6	10	1	1	167	0	2	1	1	3	0	0	0	0	0.0	0	0	0.0	0.75	0.85
Jared Legien	LW	REG	61	23	27	50	2	44	7	6	0	0	134	0	7	0	2	3	1	0	1	0	0.0	14	3	21.4	0.82	0.72
Eric Florchuk	C	SAS	71	16	34	50	11	18	5	6	1	1	127	0	1	1	3	0	3	0	3	0	0.0	577	248	43.0	0.7	0.25
Noah Philp	C	SEA	71	14	36	50	-3	20	1	7	0	0	126	0	1	0	0	1	9	6	9	1	66.7	846	472	55.8	0.7	0.28
Josh Maser	LW	PG	71	28	21	49	-20	74	10	5	0	0	154	0	3	1	1	2	1	0	1	0	0.0	29	16	55.2	0.69	1.04
Sean Richards	LW	EVT	64	20	29	49	7	88	0	8	0	0	119	0	6	0	4	1	0	0	0	0	0.0	15	8	53.3	0.77	1.38
Ryan Peckford	C	MJ	73	20	29	49	8	22	6	4	0	0	132	0	4	0	4	1	0	0	0	0	0.0	30	21	70.0	0.67	0.3
Isaac Johnson	LW	TC	68	17	31	48	7	34	4	6	0	0	122	0	2	0	4	1	1	0	1	0	0.0	32	10	31.3	0.71	0.5
Emil Oksanen	RW	REG	58	16	32	48	-5	24	8	14	0	0	158	0	3	1	5	1	0	0	0	0	0.0	3	0	0.0	0.83	0.41
Jake Bean	D	TC	57	12	36	48	-7	22	4	19	0	0	181	0	0	0	2	0	3	1	3	1	33.3	0	0	0.0	0.84	0.39
Colton Veloso	RW	KTN	71	25	22	47	-30	48	11	4	1	1	156	0	2	0	2	0	0	0	0	0	0.0	41	17	41.5	0.66	0.68
Ryan Jevne	RW	MH	69	20	27	47	-9	36	5	8	3	0	166	0	3	2	5	2	0	0	0	0	0.0	23	12	52.2	0.68	0.52
Quinn Benjafield	RW	KAM	69	19	28	47	-7	33	4	9	0	0	175	0	4	0	3	3	1	0	1	0	0.0	24	13	54.2	0.68	0.48
Matthew Wedman	C	SEA	72	17	30	47	-7	75	6	3	0	1	181	0	1	0	2	1	0	0	0	0	0.0	1258	632	50.2	0.65	1.04
Turner Ottenbreit	D	SEA	64	9	38	47	15	119	2	15	1	1	158	0	1	0	0	2	1	1	1	1	100.0	0	0	0.0	0.73	1.86
Nick Chyzowski	C	KAM	72	20	26	46	-21	32	10	6	0	0	203	0	6	0	4	1	1	1	1	0	100.0	1749	877	50.1	0.64	0.44
Kirby Dach	C	SAS	52	7	39	46	-10	12	3	18	0	1	119	0	1	0	4	0	2	2	2	0	100.0	669	275	41.1	0.88	0.23
Regan Nagy	RW	PA	57	25	20	45	5	53	6	8	1	0	130	0	1	0	2	1	2	1	2	0	50.0	37	17	45.9	0.79	0.93
Mark Kastelic	C	CGY	71	23	22	45	-11	93	8	5	2	2	193	0	2	2	4	1	0	0	0	0	0.0	1385	814	58.8	0.63	1.31
Sami Moilanen	RW	SEA	50	22	23	45	8	43	4	4	0	0	137	0	4	0	4	1	4	0	4	0	0.0	21	14	66.7	0.9	0.86
Conner Bruggen-Cate	LW	KEL	70	18	27	45	10	63	3	2	2	4	124	0	2	0	3	1	0	0	0	0	0.0	91	32	35.2	0.64	0.9
Juuso V	LD	TC	43	14	31	45	15	34	2	11	1	0	170	0	3	0	0	1	2	0	2	0	0.0	1	0	0.0	1.05	0.79
Luc Smith	C	KAM	62	21	23	44	10	96	6	5	1	0	137	0	1	0	5	3	0	0	0	0	0.0	612	330	53.9	0.71	1.55
Riley Stotts	LW	CGY	69	19	25	44	-4	46	5	9	0	2	126	0	4	1	1	1	2	1	2	1	50.0	733	339	46.2	0.64	0.67
Cameron Hausinger	RW	KTN	70	21	22	43	-26	56	4	3	0	2	144	0	2	0	3	2	0	0	0	0	0.0	342	162	47.4	0.61	0.8
Linden McCorrister	LW	BDN	59	20	23	43	0	21	4	7	1	2	119	0	0	0	4	5	1	0	1	0	0.0	80	25	31.3	0.73	0.36
Igor Martynov	LW	VIC	63	18	25	43	7	30	2	7	0	0	80	0	1	0	2	1	3	1	3	0	33.3	38	13	34.2	0.68	0.48
Artyom Minulin	D	SC	64	13	30	43	37	26	5	13	0	1	139	0	1	1	0	3	1	1	1	0	100.0	0	0	0.0	0.67	0.41
Dawson Davidson	D	SAS	69	10	33	43	-24	63	4	19	1	0	135	0	0	0	1	0	0	0	0	0	0.0	1	0	0.0	0.62	0.91
Taylor Ross	LW	LET	64	21	21	42	-8	12	8	8	0	0	113	0	0	0	3	0	1	0	1	0	0.0	75	35	46.7	0.66	0.19
Ethan McIndoe	LW	SPO	71	21	21	42	-5	43	6	6	0	0	153	0	3	0	5	3	0	0	0	0	0.0	13	4	30.8	0.59	0.61
Gary Haden	C	MH	70	17	25	42	6	24	2	4	1	0	177	0	0	0	5	0	0	0	0	0	0.0	344	189	54.9	0.6	0.34
Tristin Langan	LW	MJ	70	16	26	42	22	23	1	1	2	1	140	0	1	0	4	1	0	0	0	0	0.0	725	396	54.6	0.6	0.33
Conner McDonald	D	EDM	71	10	32	42	-17	86	4	17	0	0	197	0	0	0	3	1	0	0	0	0	0.0	1	0	0.0	0.59	1.21
Joel Lakusta	D	PG	70	9	33	42	-11	62	3	9	0	2	125	0	0	0	4	1	0	0	0	0	0.0	0	0	0.0	0.6	0.89
Gordie Ballhorn	D	KEL	72	6	36	42	37	79	4	9	0	5	155	0	2	0	1	1	0	0	0	0	0.0	1	1	100.0	0.58	1.1
Ryan Hughes	C	POR	46	17	24	41	11	55	3	4	1	0	124	0	3	0	1	2	4	1	4	1	25.0	29	12	41.4	0.89	1.2
Brogan O'Brien	C	PG	52	17	24	41	-18	51	2	13	3	1	120	0	1	0	2	1	2	0	2	0	0.0	955	514	53.8	0.79	0.98
Eli Zummack	C	SPO	58	15	26	41	1	4	6	9	1	1	91	0	2	0	0	3	0	0	0	0	0.0	614	324	52.8	0.71	0.07
Vojtech Budik	D	PA	63	14	27	41	8	33	8	5	0	0	164	0	4	2	3	2	0	0	0	0	0.0	0	0	0.0	0.65	0.52
Vladislav Yeryomenko	D	CGY	63	13	28	41	-10	30	7	15	1	2	147	0	2	0	2	1	1	1	1	1	100.0	0	0	0.0	0.65	0.48
Parker AuCoin	LW	TC	61	19	21	40	-5	26	7	6	4	0	121	0	3	0	3	2	3	3	3	1	100.0	117	49	41.9	0.66	0.43
Jake Leschyshyn	C	REG	64	18	22	40	-12	67	3	9	2	1	158	0	6	0	0	3	0	0	0	0	0.0	1189	608	51.1	0.63	1.05
Alex Overhardt	C	POR	70	15	25	40	22	75	5	6	2	1	181	0	6	0	2	1	1	0	1	0	0.0	1368	801	58.6	0.57	1.07
Luka Burzan	C	BDN	72	15	25	40	6	20	2	3	1	0	168	0	4	0	1	2	2	1	2	1	50.0	7	3	42.9	0.56	0.28
Nolan Foote	LW	KEL	50	13	27	40	10	31	5	7	0	1	130	0	0	0	1	2	3	1	3	0	33.3	383	160	41.8	0.8	0.62
Dylan Plouffe	D	VAN	60	9	31	40	5	55	5	10	0	0	128	0	1	0	0	1	1	0	1	0	0.0	3	0	0.0	0.67	0.92
Jarret Tyszka	D	SEA	70	8	32	40	-11	69	1	19	0	0	137	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.57	0.99
Reese Johnson	RW	RD	72	23	16	39	-12	42	6	7	3	0	147	0	2	1	3	1	2	0	2	0	0.0	1381	777	56.3	0.54	0.58
Andrei Grishakov	LW	VIC	69	19	20	39	-6	41	5	6	0	0	128	0	0	0	2	0	0	0	0	0	0.0	12	6	50.0	0.57	0.59
Brayden Watts	LW	VAN	70	17	22	39	-12	20	4	5	1	0	103	0	1	0	2	1	0	0	0	0	0.0	33	12	36.4	0.56	0.29
Luke Coleman	LW	CGY	72	15	24	39	-9	27	5	6	3	0	183	0	0	0	2	1	0	0	0	0	0.0	132	55	41.7	0.54	0.38
Dillon Hamaliuk	LW	SEA	72	15	24	39	4	52	2	2	1	0	148	0	1	0	3	1	0	0	0	0	0.0	11	4	36.4	0.54	0.72
Libor H	D	REG	58	12	27	39	-5	30	3	10	0	0	144	0	1	0	4	0	0	0	0	0	0.0	0	0	0.0	0.67	0.52
Jake McGrew	RW	SPO	65	19	19	38	-6	23	5	7	0	0	183	0	2	0	4	3	3	0	3	0	0.0	10	4	40.0	0.58	0.35
Brodi Stuart	LW	KAM	70	16	22	38	-8	44	5	7	0	2	207	0	2	0	3	3	3	0	3	0	0.0	37	14	37.8	0.54	0.63
Aaron Boyd	LW	PG	67	14	24	38	-3	61	0	3	2	0	162	0	0	0	2	2	0	0	0	0	0.0	1066	494	46.3	0.57	0.91
Zane Franklin	RW	LET	67	14	24	38	-17	51	5	4	0	0	91	0	3	0	1	3	1	1	1	1	100.0	68	34	50.0	0.57	0.76
Alexander Alexeyev	D	RD	45	7	30	37	-3	29	2	13	0	0	79	0	0	0	2	1	1	0	1	0	0.0	0	0	0.0	0.82	0.64
Nolan Kneen	D	KAM	68	7	30	37	-17	75	3	12	0	1	134	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.54	1.1
Bryce Kindopp	RW	EVT	72	24	12	36	6	10	7	4	0	0	161	0	6	1	4	1	1	0	1	0	0.0	21	10	47.6	0.5	0.14
Zach Fischer	RW	SPO	46	22	14	36	13	113	5	1	0	0	176	0	3	1	3	2	1	0	1	0	0.0	19	8	42.1	0.78	2.46
Brett Kemp	C	EDM	69	17	19	36	-15	32	3	5	1	0	104	0	5	2	4	1	1	0	1	0	0.0	594	260	43.8	0.52	0.46
Jackson Leppard	LW	PG	68	15	21	36	-10	95	7	6	0	0	145	0	2	0	0	0	0	0	0	0	0.0	13	4	30.8	0.53	1.4
Nolan Reid	D	SPO	72	14	22	36	3	20	6	10	0	0	159	0	3	0	0	1	1	1	1	0	100.0	0	0	0.0	0.5	0.28
Josh Curtis	RW	PG	72	9	27	36	-7	6	1	3	1	2	136	0	0	0	0	1	0	0	0	0	0.0	32	13	40.6	0.5	0.08
Tristen Nielsen	C	CGY	49	19	16	35	-7	24	1	7	2	1	142	0	2	1	3	1	1	0	1	0	0.0	29	12	41.4	0.71	0.49
Filip Kral	D	SPO	54	9	26	35	9	24	1	9	1	0	91	0	0	0	1	2	1	0	1	0	0.0	1	0	0.0	0.65	0.44
Cole Reinhardt	LW	BDN	68	19	15	34	-1	40	4	3	0	1	114	0	5	1	3	1	0	0	0	0	0.0	177	71	40.1	0.5	0.59
Dawson Holt	C	VAN	65	12	22	34	-2	50	1	6	1	3	102	0	1	1	4	1	3	1	3	1	33.3	395	180	45.6	0.52	0.77
Jaeger White	C	MH	68	10	24	34	1	28	0	6	0	0	116	0	0	0	1	0	0	0	0	0	0.0	426	237	55.6	0.5	0.41
Jack Cowell	LW	KEL	71	10	24	34	-19	24	4	10	0	0	122	0	2	0	2	2	1	0	1	0	0.0	984	528	53.7	0.48	0.34
Jonathan Smart	D	KTN	69	6	28	34	-20	63	3	13	1	1	144	0	1	1	0	1	0	0	0	0	0.0	1	1	100.0	0.49	0.91
Tyler Preziuso	RW	MH	66	17	16	33	1	19	0	0	2	0	125	0	1	0	4	3	0	0	0	0	0.0	5	4	80.0	0.5	0.29
Brett Leason	RW	PA	66	16	17	33	-12	16	2	3	2	0	127	0	2	0	3	0	1	0	1	0	0.0	168	86	51.2	0.5	0.24
Vladislav Mikhalchuk	RW	PG	60	14	19	33	-15	53	2	3	0	0	118	0	1	0	1	2	4	2	4	0	50.0	4	3	75.0	0.55	0.88
Carson Focht	C	CGY	69	13	20	33	-12	38	4	4	1	2	167	0	1	0	2	1	3	2	3	1	66.7	808	413	51.1	0.48	0.55
Keoni Texeira	D	POR	64	9	24	33	4	33	2	7	0	1	94	0	3	0	0	2	0	0	0	0	0.0	16	12	75.0	0.52	0.52
Igor Merezhko	D	LET	71	5	28	33	13	76	1	3	0	1	128	0	0	0	2	0	0	0	0	0	0.0	1	0	0.0	0.46	1.07
Kaden Elder	C	SC	67	18	14	32	-1	20	2	3	1	0	132	0	1	0	3	4	0	0	0	0	0.0	133	58	43.6	0.48	0.3
Beck Malenstyn	LW	SC	42	17	15	32	12	28	4	1	3	2	110	0	3	0	1	2	1	0	1	0	0.0	27	13	48.1	0.76	0.67
Bradly Goethals	C	SAS	69	15	17	32	-10	32	0	5	1	0	138	0	2	0	1	1	0	0	0	0	0.0	274	127	46.4	0.46	0.46
Jared Freadrich	D	VIC	71	12	20	32	-17	45	9	11	0	0	164	0	3	0	2	0	0	0	0	0	0.0	3	2	66.7	0.45	0.63
Milos Roman	C	VAN	39	10	22	32	-2	10	3	5	0	0	77	0	0	0	3	2	2	0	2	0	0.0	706	339	48.0	0.82	0.26
Jadon Joseph	C	LET	53	9	23	32	-10	18	1	4	0	0	75	0	1	0	1	1	0	0	0	0	0.0	789	397	50.3	0.6	0.34
Max Martin	D	PA	72	8	24	32	-2	34	2	8	0	1	129	0	2	0	0	1	0	0	0	0	0.0	1	1	100.0	0.44	0.47
Josh Brook	D	MJ	45	3	29	32	48	36	1	11	0	1	106	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.8
Dawson Barteaux	D	RD	64	3	29	32	-16	22	3	15	0	0	84	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.34
