Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Nathan Barrett	C	LET	72	45	62	107	-5	0	18	25	5	2	45	0	7	2	3	7	0	0	0	0	0.0	0	0	0.0	1.49	0.0
Joffrey Lupul	LW	M.H	72	56	50	106	11	0	19	16	8	0	56	0	5	1	8	7	0	0	0	0	0.0	0	0	0.0	1.47	0.0
Eric Johansson	C	TRI	69	44	59	103	8	0	19	25	2	1	44	0	5	0	11	4	0	0	0	0	0.0	0	0	0.0	1.49	0.0
Tyler Beechey	LW	CGY	70	44	55	99	-11	0	15	27	5	2	44	0	8	1	5	4	0	0	0	0	0.0	0	0	0.0	1.41	0.0
Josef Balej	RW	POR	65	51	41	92	18	0	20	17	5	0	51	0	8	0	7	5	0	0	0	0	0.0	0	0	0.0	1.42	0.0
Jeremy Jackson	RW	LET	71	38	53	91	-16	0	15	26	1	0	38	0	4	0	7	4	0	0	0	0	0.0	0	0	0.0	1.28	0.0
Mikhail Yakubov	C	RDR	71	32	57	89	27	0	6	27	3	4	32	0	4	0	4	9	0	0	0	0	0.0	0	0	0.0	1.25	0.0
Josh Olson	LW	POR	72	40	48	88	12	0	15	16	1	2	40	0	7	1	3	2	0	0	0	0	0.0	0	0	0.0	1.22	0.0
Duncan Milroy	RW	KTN	64	45	42	87	14	0	15	18	5	1	45	0	10	1	4	4	0	0	0	0	0.0	0	0	0.0	1.36	0.0
Justin Kelly	RW	SAS	72	39	47	86	4	0	17	20	3	1	39	0	7	0	3	3	0	0	0	0	0.0	0	0	0.0	1.19	0.0
Tomas Plihal	LW	KTN	72	32	54	86	4	0	10	33	1	2	32	0	7	1	8	4	0	0	0	0	0.0	0	0	0.0	1.19	0.0
Scott Kelman	C	TRI	71	34	50	84	17	0	10	23	0	1	34	0	7	1	1	3	0	0	0	0	0.0	0	0	0.0	1.18	0.0
Ryley Layden	C	LET	72	26	58	84	5	0	12	21	0	2	26	0	2	0	3	5	0	0	0	0	0.0	0	0	0.0	1.17	0.0
Ben Knopp	RW	KAM	78	44	39	83	7	0	13	11	3	0	44	0	3	1	3	1	0	0	0	0	0.0	0	0	0.0	1.06	0.0
Brandon Segal	RW	CGY	71	43	40	83	17	0	18	9	1	0	43	0	7	1	7	4	0	0	0	0	0.0	0	0	0.0	1.17	0.0
Jason Jaffray	LW	S.C	73	38	45	83	20	0	19	16	1	1	38	0	6	0	5	3	0	0	0	0	0.0	0	0	0.0	1.14	0.0
Scott Upshall	C	KAM	61	32	51	83	16	0	14	20	1	2	32	0	2	1	7	4	0	0	0	0	0.0	0	0	0.0	1.36	0.0
Kevin Korol	LW	REG	72	24	59	83	26	0	5	23	1	2	24	0	3	0	3	4	0	0	0	0	0.0	0	0	0.0	1.15	0.0
Matt Hubbauer	C	REG	66	48	34	82	37	0	19	12	5	2	48	0	10	0	9	9	0	0	0	0	0.0	0	0	0.0	1.24	0.0
Ben Kilgour	C	TRI	70	36	46	82	18	0	12	20	2	0	36	0	3	0	4	3	0	0	0	0	0.0	0	0	0.0	1.17	0.0
Mike Wirll	C	P.G	72	32	50	82	-11	0	4	24	0	0	32	0	4	0	5	2	0	0	0	0	0.0	0	0	0.0	1.14	0.0
Dustin Johner	C	SEA	71	33	48	81	-3	0	14	17	3	2	33	0	2	1	6	1	0	0	0	0	0.0	0	0	0.0	1.14	0.0
Paul Gaustad	C	POR	72	36	44	80	17	0	16	16	3	0	36	0	5	0	6	2	0	0	0	0	0.0	0	0	0.0	1.11	0.0
Ian White	D	S.C	70	32	47	79	9	0	23	29	0	3	32	0	4	2	7	2	0	0	0	0	0.0	0	0	0.0	1.13	0.0
Ben Thomson	C	M.H	71	32	46	78	-4	0	8	14	1	2	32	0	4	0	6	1	0	0	0	0	0.0	0	0	0.0	1.1	0.0
Brooks Laich	C	SEA	75	28	50	78	9	0	7	20	0	2	28	0	5	2	6	3	0	0	0	0	0.0	0	0	0.0	1.04	0.0
Marek Svatos	C	KTN	53	38	39	77	7	0	22	17	0	0	38	0	4	0	8	1	0	0	0	0	0.0	0	0	0.0	1.45	0.0
Tomas Kopecky	C	LET	60	34	42	76	13	0	12	17	2	2	34	0	2	0	7	3	0	0	0	0	0.0	0	0	0.0	1.27	0.0
Carsen Germyn	C	RDR	60	33	43	76	15	0	15	21	3	2	33	0	3	1	4	4	0	0	0	0	0.0	0	0	0.0	1.27	0.0
