Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Troy Brouwer	RW	M.J	72	49	53	102	37	122	12	17	6	1	24	0	9	0	11	4	6	0	6	0	0.0	0	0	0.0	1.42	1.69
Adam Cracknell	RW	KTN	72	42	51	93	29	85	12	21	3	0	16	0	7	0	5	8	2	0	2	0	0.0	0	0	0.0	1.29	1.18
Ian McDonald	C	TRI	71	37	55	92	9	16	14	33	6	0	9	0	5	1	8	6	8	5	8	2	62.5	0	0	0.0	1.3	0.23
Dustin Boyd	C	M.J	64	48	42	90	27	34	12	16	3	1	24	0	8	0	10	2	6	4	6	3	66.7	0	0	0.0	1.41	0.53
Justin Keller	LW	KEL	72	51	37	88	12	82	21	20	3	1	18	0	10	2	7	5	6	2	6	2	33.3	0	0	0.0	1.22	1.14
Blair Jones	C	M.J	72	35	50	85	26	85	14	12	2	4	13	0	5	1	6	4	1	0	1	0	0.0	0	0	0.0	1.18	1.18
Devin Setoguchi	RW	SAS	65	36	47	83	17	69	11	12	3	4	14	0	6	1	7	2	6	2	6	0	33.3	0	0	0.0	1.28	1.06
Darren Helm	LW	M.H	70	41	38	79	18	39	11	15	4	1	15	0	7	0	8	10	3	0	3	0	0.0	0	0	0.0	1.13	0.56
John Lammers	LW	EVT	70	38	37	75	16	25	16	22	4	0	13	0	7	0	11	5	5	1	5	0	20.0	0	0	0.0	1.07	0.36
Ryan Russell	C	KTN	72	33	42	75	17	30	14	17	1	1	16	0	7	0	6	6	5	1	5	0	20.0	0	0	0.0	1.04	0.42
Chad Klassen	C	SAS	68	27	48	75	1	61	8	21	2	1	8	0	3	0	2	1	9	5	9	0	55.6	0	0	0.0	1.1	0.9
Colton Yellow Horn	LW	LET	67	25	50	75	6	63	8	22	4	1	10	0	4	1	1	1	7	3	7	0	42.9	0	0	0.0	1.12	0.94
Blake Comeau	RW	KEL	60	21	53	74	15	85	7	28	1	1	10	0	5	0	2	5	5	0	5	0	0.0	0	0	0.0	1.23	1.42
Eric Hunter	C	P.G	71	40	32	72	11	125	13	19	5	2	15	0	9	0	7	4	9	4	9	2	44.4	0	0	0.0	1.01	1.76
Kenndal McArdle	LW	M.J	72	28	43	71	23	135	8	11	2	2	12	0	4	0	4	5	4	1	4	1	25.0	0	0	0.0	0.99	1.88
Mitch Bartley	LW	VAN	71	31	36	67	26	44	10	20	3	1	13	0	4	0	7	9	5	1	5	0	20.0	0	0	0.0	0.94	0.62
Brandon Dubinsky	C	POR	51	21	46	67	12	98	9	21	1	2	14	0	3	0	1	6	8	2	8	0	25.0	0	0	0.0	1.31	1.92
Ashton Rome	RW	KAM	65	30	34	64	5	130	11	13	3	2	16	0	3	0	3	4	7	4	7	3	57.1	0	0	0.0	0.98	2.0
Jannik Hansen	RW	POR	64	24	40	64	2	67	7	22	2	0	13	0	0	0	3	0	9	4	9	4	44.4	0	0	0.0	1.0	1.05
Nick Drazenovic	C	P.G	71	30	33	63	1	51	12	15	2	0	10	0	5	0	5	5	5	2	5	1	40.0	0	0	0.0	0.89	0.72
Aaron Bader	LW	SAS	69	24	39	63	9	41	8	9	0	2	11	0	3	0	5	1	2	1	2	0	50.0	0	0	0.0	0.91	0.59
Paul Albers	D	VAN	70	17	45	62	38	33	13	23	2	2	5	0	3	0	3	1	3	0	3	0	0.0	0	0	0.0	0.89	0.47
Codey Burki	C	BRN	70	27	34	61	5	69	5	9	0	2	8	0	3	1	1	3	6	1	6	1	16.7	0	0	0.0	0.87	0.99
Derek Ryan	C	SPO	72	24	37	61	-6	50	5	15	1	1	9	0	2	0	2	2	7	4	7	1	57.1	0	0	0.0	0.85	0.69
Ben Maxwell	C	KTN	69	28	32	60	17	52	10	10	1	0	13	0	4	0	7	0	4	2	4	2	50.0	0	0	0.0	0.87	0.75
Zach Hamill	C	EVT	53	21	38	59	18	28	9	22	1	3	5	0	5	0	1	3	8	6	8	3	75.0	0	0	0.0	1.11	0.53
Shaun Heshka	D	EVT	66	10	49	59	-3	91	6	34	1	0	5	0	2	0	3	2	3	1	3	0	33.3	0	0	0.0	0.89	1.38
Petr Kalus	RW	REG	60	36	22	58	-3	87	15	7	0	0	17	0	5	1	7	0	9	3	9	1	33.3	0	0	0.0	0.97	1.45
Jason Beeman	RW	TRI	60	28	30	58	-7	115	17	20	0	0	10	0	3	0	4	1	5	2	5	2	40.0	0	0	0.0	0.97	1.92
Jonathan Bubnick	RW	POR	69	27	31	58	-13	56	17	13	0	0	14	0	4	1	3	1	6	3	6	1	50.0	0	0	0.0	0.84	0.81
Peter Mueller	C	EVT	52	26	32	58	4	44	9	18	2	2	11	0	4	0	4	4	8	4	8	2	50.0	0	0	0.0	1.12	0.85
Garrett Festerling	C	REG	72	22	36	58	12	51	5	11	2	0	9	0	4	1	2	4	5	3	5	2	60.0	0	0	0.0	0.81	0.71
Matt Robinson	C	REG	69	35	22	57	2	97	10	5	6	0	9	0	8	1	6	1	6	2	6	1	33.3	0	0	0.0	0.83	1.41
Dale Mahovsky	C	KTN	69	22	35	57	10	90	7	15	2	2	11	0	3	0	4	4	5	2	5	0	40.0	0	0	0.0	0.83	1.3
Riley Holzapfel	C	M.J	64	19	38	57	35	46	3	6	0	0	5	0	0	0	1	6	2	1	2	0	50.0	0	0	0.0	0.89	0.72
Wacey Rabbit	C	SAS	64	28	28	56	12	45	11	7	8	2	10	0	6	0	3	5	10	6	10	4	60.0	0	0	0.0	0.88	0.7
Kyle Ross	C	REG	69	25	31	56	6	58	10	16	0	3	7	0	3	0	1	5	2	0	2	0	0.0	0	0	0.0	0.81	0.84
Kyle Chipchura	C	P.A	59	21	34	55	-7	81	4	16	4	1	6	0	3	0	1	3	12	3	12	0	25.0	0	0	0.0	0.93	1.37
