Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Mitch Holmberg	RW	SPO	72	62	56	118	35	25	23	25	6	3	0	0	10	1	10	8	7	3	7	0	42.9	0	0	0.0	1.64	0.35
Nicolas Petan	C	POR	63	35	78	113	47	69	12	36	3	1	0	0	5	0	8	6	4	3	4	1	75.0	0	0	0.0	1.79	1.1
Oliver Bjorkstrand	RW	POR	69	50	59	109	44	36	17	24	4	3	0	0	10	0	8	4	5	1	5	1	20.0	0	0	0.0	1.58	0.52
Leon  Draisaitl	C	P.A	64	38	67	105	7	24	12	28	1	2	0	0	7	1	2	4	5	3	5	3	60.0	0	0	0.0	1.64	0.38
Sam Reinhart	C	KTN	60	36	69	105	24	11	12	28	2	0	0	0	6	0	6	5	5	1	5	1	20.0	0	0	0.0	1.75	0.18
Todd Fiddler	LW	P.G	66	50	48	98	1	22	17	16	6	2	0	0	5	1	5	4	7	2	7	1	28.6	0	0	0.0	1.48	0.33
Jaedon Descheneau	RW	KTN	70	44	54	98	27	54	16	17	1	2	0	0	6	0	7	7	6	1	6	1	16.7	0	0	0.0	1.4	0.77
Graham Black	C	S.C	69	34	63	97	18	43	9	17	2	1	0	0	5	2	6	1	6	0	6	0	0.0	0	0	0.0	1.41	0.62
Henrik Samuelsson	C	EDM	65	35	60	95	35	97	11	15	2	2	0	0	5	1	5	5	4	2	4	2	50.0	0	0	0.0	1.46	1.49
Joshua Winquist	LW	EVT	67	47	46	93	19	44	15	18	1	0	0	0	8	1	7	3	4	3	4	0	75.0	0	0	0.0	1.39	0.66
Curtis Valk	C	M.H	72	47	45	92	33	36	11	16	2	2	0	0	2	0	9	5	6	3	6	3	50.0	0	0	0.0	1.28	0.5
Brendan Leipsic	LW	POR	60	39	52	91	28	111	10	22	0	0	0	0	6	1	9	3	2	0	2	0	0.0	0	0	0.0	1.52	1.85
Brayden  Point	C	M.J	72	36	55	91	-27	53	17	20	1	0	0	0	1	0	6	2	8	3	8	0	37.5	0	0	0.0	1.26	0.74
Chandler Stephenson	C	REG	69	30	59	89	27	65	6	24	8	1	0	0	3	1	3	2	8	1	8	0	12.5	0	0	0.0	1.29	0.94
Brady Brassart	C	CAL	70	35	50	85	11	94	11	20	1	1	0	0	6	0	7	3	5	0	5	0	0.0	0	0	0.0	1.21	1.34
Greg Chase	C	CAL	70	35	50	85	29	83	10	19	0	0	0	0	4	0	5	4	8	1	8	1	12.5	0	0	0.0	1.21	1.19
Troy  Bourke	C	P.G	69	29	56	85	-4	62	5	27	3	2	0	0	2	0	7	2	5	2	5	0	40.0	0	0	0.0	1.23	0.9
Trevor Cox	C	M.H	70	25	57	82	42	46	3	15	1	1	0	0	5	0	5	3	0	0	0	0	0.0	0	0	0.0	1.17	0.66
Chase De Leo	C	POR	72	39	42	81	49	36	9	13	2	2	0	0	3	0	5	7	2	0	2	0	0.0	0	0	0.0	1.13	0.5
Mike Aviani	C	SPO	69	38	43	81	29	116	20	14	3	0	0	0	7	1	8	2	4	1	4	1	25.0	0	0	0.0	1.17	1.68
Taylor Leier	LW	POR	62	37	42	79	48	42	12	15	4	1	0	0	4	0	4	6	1	1	1	0	100.0	0	0	0.0	1.27	0.68
Shea Theodore	D	SEA	70	22	57	79	19	39	7	29	0	0	0	0	2	0	4	2	9	3	9	2	33.3	0	0	0.0	1.13	0.56
Nikita Scherbak	RW	SAS	65	28	50	78	-6	46	8	22	0	0	0	0	2	0	2	1	3	0	3	0	0.0	0	0	0.0	1.2	0.71
Myles Bell	RW	KEL	69	42	35	77	21	51	10	15	2	0	0	0	9	2	6	6	9	4	9	2	44.4	0	0	0.0	1.12	0.74
Luke Philp	C	KTN	71	31	46	77	2	31	10	19	0	0	0	0	5	0	6	2	5	1	5	0	20.0	0	0	0.0	1.08	0.44
Nathan Burns	C	S.C	68	27	50	77	5	58	8	21	2	1	0	0	4	0	4	2	3	1	3	0	33.3	0	0	0.0	1.13	0.85
Curtis Lazar	C	EDM	58	41	35	76	41	30	8	10	2	3	0	0	9	0	4	6	2	0	2	0	0.0	0	0	0.0	1.31	0.52
