Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Justin Mapletoft	C	RDR	70	43	77	120	45	0	15	42	3	1	43	0	11	1	6	2	0	0	0	0	0.0	0	0	0.0	1.71	0.0
Layne Ulmer	C	S.C	68	63	56	119	17	0	28	31	2	2	63	0	11	3	12	5	0	0	0	0	0.0	0	0	0.0	1.75	0.0
Jared Aulin	C	KAM	70	31	77	108	1	0	17	45	5	1	31	0	5	0	2	3	0	0	0	0	0.0	0	0	0.0	1.54	0.0
Jarret Stoll	RW	KTN	62	40	66	106	16	0	19	37	2	1	40	0	3	0	8	6	0	0	0	0	0.0	0	0	0.0	1.71	0.0
Blake Evans	C	REG	67	52	50	102	33	0	15	26	7	1	52	0	5	0	5	6	0	0	0	0	0.0	0	0	0.0	1.52	0.0
Kyle Wanvig	RW	RDR	69	55	46	101	46	0	24	14	0	0	55	0	9	2	12	8	0	0	0	0	0.0	0	0	0.0	1.46	0.0
Konstantin Panov	RW	KAM	69	44	56	100	10	0	15	35	5	1	44	0	3	1	4	2	0	0	0	0	0.0	0	0	0.0	1.45	0.0
Jordan Krestanovich	LW	CGY	70	40	60	100	27	0	11	25	3	5	40	0	4	0	7	4	0	0	0	0	0.0	0	0	0.0	1.43	0.0
Nathan Barrett	C	LET	70	46	53	99	2	0	20	21	4	1	46	0	8	2	7	2	0	0	0	0	0.0	0	0	0.0	1.41	0.0
Rory McDade	C	KEL	72	28	70	98	3	0	20	38	0	0	28	0	6	0	1	1	0	0	0	0	0.0	0	0	0.0	1.36	0.0
Duncan Milroy	RW	S.C	68	38	54	92	22	0	17	23	2	1	38	0	3	0	6	2	0	0	0	0	0.0	0	0	0.0	1.35	0.0
Marcel Hossa	C	POR	58	34	56	90	11	0	14	32	1	1	34	0	7	0	4	7	0	0	0	0	0.0	0	0	0.0	1.55	0.0
Tim Smith	LW	S.C	68	31	59	90	12	0	6	32	0	0	31	0	7	0	3	5	0	0	0	0	0.0	0	0	0.0	1.32	0.0
Nathan Smith	C	S.C	67	28	62	90	18	0	10	27	1	1	28	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.34	0.0
Scott Upshall	C	KAM	70	42	45	87	12	0	16	19	2	0	42	0	2	0	7	4	0	0	0	0	0.0	0	0	0.0	1.24	0.0
Carsen Germyn	LW	KEL	71	35	52	87	3	0	14	30	0	1	35	0	5	0	12	3	0	0	0	0	0.0	0	0	0.0	1.23	0.0
Zdenek Blatny	C	KTN	58	37	48	85	19	0	11	30	2	1	37	0	9	2	4	9	0	0	0	0	0.0	0	0	0.0	1.47	0.0
Garrett Prosofsky	C	POR	68	37	48	85	-21	0	16	21	1	2	37	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.25	0.0
Matt Kinch	D	CGY	70	18	66	84	43	0	6	37	2	3	18	0	3	1	1	1	0	0	0	0	0.0	0	0	0.0	1.2	0.0
Brett Lysak	C	REG	64	35	48	83	15	0	9	23	7	2	35	0	3	0	4	7	0	0	0	0	0.0	0	0	0.0	1.3	0.0
Martin Erat	RW	RDR	48	23	59	82	5	0	9	30	0	0	23	0	4	0	4	2	0	0	0	0	0.0	0	0	0.0	1.71	0.0
Eric Johansson	C	TRI	72	36	44	80	-23	0	15	19	1	1	36	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.11	0.0
Shane Endicott	C	SEA	72	36	43	79	5	0	10	17	3	0	36	0	4	3	4	3	0	0	0	0	0.0	0	0	0.0	1.1	0.0
Jan Fadrny	LW	KEL	58	33	46	79	8	0	12	29	2	0	33	0	3	0	4	1	0	0	0	0	0.0	0	0	0.0	1.36	0.0
Garrett Bembridge	C	SAS	72	38	40	78	-34	0	23	24	3	1	38	0	2	0	6	3	0	0	0	0	0.0	0	0	0.0	1.08	0.0
Colby Armstrong	C	RDR	72	36	42	78	44	0	10	16	4	1	36	0	8	1	3	5	0	0	0	0	0.0	0	0	0.0	1.08	0.0
Jamie Lundmark	C	SEA	52	35	42	77	-2	0	15	19	1	1	35	0	4	0	3	3	0	0	0	0	0.0	0	0	0.0	1.48	0.0
Brian Sutherby	C	M.J	59	34	43	77	6	0	16	17	3	3	34	0	7	2	2	2	0	0	0	0	0.0	0	0	0.0	1.31	0.0
Barrett Heisten	LW	SEA	58	20	57	77	16	0	5	23	0	0	20	0	2	0	6	0	0	0	0	0	0.0	0	0	0.0	1.33	0.0
Pavel Brendl	RW	CGY	49	40	35	75	18	0	11	20	2	1	40	0	3	0	7	5	0	0	0	0	0.0	0	0	0.0	1.53	0.0
Lynn Loyns	C	SPO	66	31	43	74	20	0	14	14	1	2	31	0	8	0	2	2	0	0	0	0	0.0	0	0	0.0	1.12	0.0
Shawn Limpright	RW	M.J	69	31	43	74	-1	0	11	22	2	1	31	0	4	1	4	3	0	0	0	0	0.0	0	0	0.0	1.07	0.0
Chris St. Jacques	C	M.H	70	37	36	73	16	0	9	12	3	3	37	0	6	1	1	1	0	0	0	0	0.0	0	0	0.0	1.04	0.0
Vernon Fiddler	LW	M.H	70	33	40	73	-17	0	8	19	6	1	33	0	0	0	6	3	0	0	0	0	0.0	0	0	0.0	1.04	0.0
Jason Jaffray	LW	KTN	70	31	42	73	16	0	12	24	6	0	31	0	6	0	5	1	0	0	0	0	0.0	0	0	0.0	1.04	0.0
Ben Thomson	C	M.H	71	31	42	73	-2	0	5	12	1	2	31	0	3	2	4	3	0	0	0	0	0.0	0	0	0.0	1.03	0.0
Tyler Beechey	C	KTN	70	32	40	72	21	0	9	15	1	0	32	0	3	0	5	4	0	0	0	0	0.0	0	0	0.0	1.03	0.0
Ryan Craig	C	BRN	70	38	33	71	7	0	14	11	3	2	38	0	8	1	3	6	0	0	0	0	0.0	0	0	0.0	1.01	0.0
Brandin Cote	C	SPO	69	27	43	70	14	0	9	19	2	3	27	0	2	0	4	6	0	0	0	0	0.0	0	0	0.0	1.01	0.0
Berkeley Buchko	C	P.G	72	39	30	69	-2	0	18	10	2	1	39	0	5	0	2	2	0	0	0	0	0.0	0	0	0.0	0.96	0.0
David Morisset	RW	SEA	61	32	36	68	5	0	16	16	2	2	32	0	5	1	4	0	0	0	0	0	0.0	0	0	0.0	1.11	0.0
Justin Cox	RW	P.G	71	30	38	68	8	0	12	19	1	1	30	0	4	0	8	0	0	0	0	0	0.0	0	0	0.0	0.96	0.0
Paul Elliott	D	REG	67	18	50	68	24	0	7	32	1	4	18	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	1.01	0.0
Christian Chartier	D	P.G	63	12	56	68	-9	0	5	33	1	1	12	0	4	0	1	0	0	0	0	0	0.0	0	0	0.0	1.08	0.0
Filip Novak	D	REG	64	17	50	67	44	0	10	18	1	5	17	0	3	0	1	1	0	0	0	0	0.0	0	0	0.0	1.05	0.0
Kiel McLeod	C	KEL	65	38	28	66	-1	0	23	12	0	0	38	0	5	0	8	4	0	0	0	0	0.0	0	0	0.0	1.02	0.0
Blake Robson	C	P.G	67	29	37	66	2	0	10	17	0	5	29	0	5	0	5	2	0	0	0	0	0.0	0	0	0.0	0.99	0.0
Joey Bastien	RW	TRI	56	25	41	66	-9	0	12	18	3	3	25	0	0	0	3	4	0	0	0	0	0.0	0	0	0.0	1.18	0.0
Jason Weitzel	C	M.J	70	24	42	66	17	0	8	13	5	1	24	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	0.94	0.0
Kris Beech	C	CGY	40	22	44	66	25	0	7	14	2	2	22	0	4	0	5	2	0	0	0	0	0.0	0	0	0.0	1.65	0.0
Bret DeCecco	RW	KTN	57	34	31	65	16	0	16	13	1	1	34	0	7	0	5	6	0	0	0	0	0.0	0	0	0.0	1.14	0.0
Ross Lupaschuk	D	RDR	65	28	37	65	36	0	15	19	0	1	28	0	6	0	6	3	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Colin McRae	RW	BRN	71	25	40	65	11	0	8	17	2	2	25	0	6	1	5	1	0	0	0	0	0.0	0	0	0.0	0.92	0.0
Tomas Oravec	LW	KEL	65	21	44	65	-1	0	9	19	0	0	21	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Jim Vandermeer	D	RDR	72	21	44	65	49	0	9	25	2	1	21	0	2	0	3	6	0	0	0	0	0.0	0	0	0.0	0.9	0.0
Kevin Korol	C	REG	69	19	46	65	20	0	5	12	2	2	19	0	1	0	0	5	0	0	0	0	0.0	0	0	0.0	0.94	0.0
Jonathan Hobson	C	KAM	71	31	33	64	4	0	9	14	4	0	31	0	5	0	6	3	0	0	0	0	0.0	0	0	0.0	0.9	0.0
Shaun Sutter	RW	CGY	63	29	35	64	13	0	13	11	0	1	29	0	2	0	3	4	0	0	0	0	0.0	0	0	0.0	1.02	0.0
Ben Kilgour	LW	TRI	70	23	41	64	-15	0	6	22	1	1	23	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	0.91	0.0
Gable Gross	LW	REG	67	31	32	63	2	0	17	12	2	3	31	0	4	0	7	2	0	0	0	0	0.0	0	0	0.0	0.94	0.0
Roman Tvrdon	C	SPO	62	28	34	62	12	0	9	18	4	0	28	0	3	0	4	4	0	0	0	0	0.0	0	0	0.0	1.0	0.0
Nathan Paetsch	D	M.J	70	8	54	62	1	0	6	37	0	1	8	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.89	0.0
Josh Olson	LW	POR	72	22	38	60	7	0	8	15	0	0	22	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	0.83	0.0
Dan Hamhuis	D	P.G	62	13	47	60	-15	0	6	24	1	0	13	0	1	1	1	1	0	0	0	0	0.0	0	0	0.0	0.97	0.0
Steven Crampton	RW	M.J	72	26	33	59	-8	0	15	12	0	1	26	0	4	0	3	2	0	0	0	0	0.0	0	0	0.0	0.82	0.0
Scott Henkelman	LW	SPO	69	28	30	58	27	0	6	7	2	1	28	0	4	0	3	7	0	0	0	0	0.0	0	0	0.0	0.84	0.0
Ryan Hollweg	C	M.H	65	19	39	58	-26	0	7	13	3	2	19	0	0	0	2	2	0	0	0	0	0.0	0	0	0.0	0.89	0.0
Joffrey Lupul	LW	M.H	69	30	26	56	4	0	16	8	0	0	30	0	3	0	4	2	0	0	0	0	0.0	0	0	0.0	0.81	0.0
Dustin Johner	C	SEA	72	25	31	56	5	0	7	9	3	4	25	0	2	0	4	4	0	0	0	0	0.0	0	0	0.0	0.78	0.0
Ben Knopp	RW	M.J	58	22	34	56	1	0	7	14	3	2	22	0	4	1	3	1	0	0	0	0	0.0	0	0	0.0	0.97	0.0
Aaron Goldade	LW	BRN	65	22	34	56	-4	0	7	7	1	1	22	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.86	0.0
Justin Kelly	RW	SAS	60	16	40	56	-23	0	5	25	1	0	16	0	1	0	3	3	0	0	0	0	0.0	0	0	0.0	0.93	0.0
Jarrett Thompson	C	M.J	63	23	32	55	-13	0	6	13	3	1	23	0	1	0	3	2	0	0	0	0	0.0	0	0	0.0	0.87	0.0
David Cameron	C	SAS	67	19	35	54	-33	0	7	24	0	0	19	0	1	0	4	2	0	0	0	0	0.0	0	0	0.0	0.81	0.0
Josef Balej	RW	POR	46	32	21	53	8	0	14	9	1	0	32	0	4	2	2	5	0	0	0	0	0.0	0	0	0.0	1.15	0.0
Sean McAslan	RW	CGY	51	21	32	53	15	0	10	9	2	2	21	0	3	0	0	3	0	0	0	0	0.0	0	0	0.0	1.04	0.0
Jay Bouwmeester	D	M.H	61	14	39	53	-7	0	7	20	1	2	14	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	0.87	0.0
Jesse Ferguson	D	POR	67	12	41	53	-14	0	7	28	0	0	12	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.79	0.0
Trevor Johnson	D	KTN	68	11	42	53	-6	0	8	32	0	0	11	0	1	0	4	1	0	0	0	0	0.0	0	0	0.0	0.78	0.0
Harlan Anderson	D	M.J	72	11	42	53	6	0	7	20	1	1	11	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.74	0.0
Riley Cote	LW	P.A	64	17	35	52	-35	0	10	14	0	3	17	0	1	0	3	1	0	0	0	0	0.0	0	0	0.0	0.81	0.0
Jay Langager	D	S.C	64	12	40	52	18	0	6	24	1	0	12	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	0.81	0.0
J.J. Hunter	C	P.A	70	29	22	51	-18	0	8	6	8	1	29	0	4	2	4	2	0	0	0	0	0.0	0	0	0.0	0.73	0.0
Karel Mosovsky	RW	REG	61	25	26	51	2	0	14	12	0	0	25	0	3	0	7	1	0	0	0	0	0.0	0	0	0.0	0.84	0.0
Gerard Dicaire	D	SEA	69	15	36	51	-6	0	11	24	0	0	15	0	0	0	4	0	0	0	0	0	0.0	0	0	0.0	0.74	0.0
Justin Wallin	C	SAS	69	12	39	51	-11	0	5	20	0	1	12	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.74	0.0
Tomas Kopecky	C	LET	49	22	28	50	-14	0	11	18	0	0	22	0	3	1	4	4	0	0	0	0	0.0	0	0	0.0	1.02	0.0
Greg Watson	C	P.A	71	22	28	50	-42	0	10	11	0	0	22	0	1	0	5	0	0	0	0	0	0.0	0	0	0.0	0.7	0.0
Brent Twordik	C	S.C	71	18	32	50	-2	0	12	10	0	2	18	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	0.7	0.0
Sean O'Connor	RW	M.J	71	34	15	49	4	0	4	3	0	0	34	0	2	2	4	1	0	0	0	0	0.0	0	0	0.0	0.69	0.0
Shawn Roed	RW	POR	53	20	29	49	11	0	10	7	2	0	20	0	4	0	1	1	0	0	0	0	0.0	0	0	0.0	0.92	0.0
Igor Pohanka	C	P.A	70	16	33	49	-28	0	6	15	0	0	16	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.7	0.0
Doug Lynch	C	RDR	72	12	37	49	29	0	4	13	0	0	12	0	3	0	1	3	0	0	0	0	0.0	0	0	0.0	0.68	0.0
Brett Allan	LW	P.G	65	26	22	48	-2	0	11	11	4	1	26	0	3	0	2	2	0	0	0	0	0.0	0	0	0.0	0.74	0.0
Shaun Norrie	RW	CGY	72	24	24	48	7	0	5	5	0	0	24	0	5	1	2	4	0	0	0	0	0.0	0	0	0.0	0.67	0.0
Brett Draney	C	M.H	57	20	28	48	-9	0	3	5	0	2	20	0	1	0	4	0	0	0	0	0	0.0	0	0	0.0	0.84	0.0
Jordin Tootoo	RW	BRN	60	20	28	48	1	0	4	13	2	1	20	0	2	0	6	2	0	0	0	0	0.0	0	0	0.0	0.8	0.0
Nick Schultz	D	P.A	59	17	30	47	-21	0	7	15	0	1	17	0	1	1	4	0	0	0	0	0	0.0	0	0	0.0	0.8	0.0
Warren McCutcheon	C	LET	69	17	29	46	-3	0	3	8	0	1	17	0	5	0	4	0	0	0	0	0	0.0	0	0	0.0	0.67	0.0
Jesse Schultz	RW	P.A	65	19	26	45	-17	0	8	9	0	0	19	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	0.69	0.0
Ryan Annesley	LW	KAM	71	18	27	45	-1	0	2	10	0	0	18	0	3	1	3	2	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Kevin Harris	D	BRN	72	11	34	45	9	0	4	15	2	0	11	0	0	0	3	1	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Garth Murray	C	REG	72	28	16	44	0	0	10	5	1	0	28	0	2	1	4	3	0	0	0	0	0.0	0	0	0.0	0.61	0.0
Erik Christensen	C	KAM	72	21	23	44	-2	0	7	7	0	1	21	0	1	1	2	2	0	0	0	0	0.0	0	0	0.0	0.61	0.0
Scott Kelman	C	M.J	70	20	24	44	-12	0	6	8	1	0	20	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Andrew Bergen	C	RDR	71	16	28	44	25	0	2	6	1	1	16	0	2	0	2	3	0	0	0	0	0.0	0	0	0.0	0.62	0.0
Tim Green	LW	LET	64	15	28	43	-3	0	7	8	0	0	15	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	0.0
Ian White	D	S.C	69	12	31	43	4	0	9	20	0	0	12	0	2	1	0	2	0	0	0	0	0.0	0	0	0.0	0.62	0.0
Warren Peters	C	SAS	63	27	14	41	-19	0	12	8	1	0	27	0	1	0	6	2	0	0	0	0	0.0	0	0	0.0	0.65	0.0
Marek Svatos	C	KTN	39	23	18	41	17	0	8	6	0	0	23	0	5	0	0	1	0	0	0	0	0.0	0	0	0.0	1.05	0.0
Jeff Lucky	C	SPO	53	20	21	41	-2	0	9	10	0	0	20	0	1	0	7	2	0	0	0	0	0.0	0	0	0.0	0.77	0.0
Chris Falloon	RW	P.G	72	19	22	41	-17	0	8	10	0	0	19	0	1	0	3	3	0	0	0	0	0.0	0	0	0.0	0.57	0.0
Eric Clark	RW	TRI	65	16	25	41	-5	0	3	6	1	1	16	0	2	0	2	2	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Paul Gaustad	C	POR	70	11	30	41	5	0	1	13	0	0	11	0	0	0	4	2	0	0	0	0	0.0	0	0	0.0	0.59	0.0
Martin Podlesak	C	LET	60	21	19	40	3	0	3	7	1	0	21	0	3	0	4	3	0	0	0	0	0.0	0	0	0.0	0.67	0.0
Brian Ballman	LW	LET	69	21	19	40	-20	0	8	11	3	1	21	0	4	2	3	1	0	0	0	0	0.0	0	0	0.0	0.58	0.0
Milan Bartovic	LW	BRN	34	15	25	40	2	0	4	14	1	0	15	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	1.18	0.0
Brett Girard	LW	BRN	42	17	22	39	-6	0	6	9	0	1	17	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	0.93	0.0
Scott Borders	LW	LET	62	17	22	39	-20	0	4	16	3	0	17	0	0	0	3	3	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Mason Wallin	D	SPO	72	14	25	39	4	0	2	3	1	0	14	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.54	0.0
Boyd Gordon	C	RDR	72	12	27	39	22	0	2	7	0	2	12	0	0	0	3	2	0	0	0	0	0.0	0	0	0.0	0.54	0.0
Jiri Jakes	RW	BRN	64	22	16	38	-12	0	10	5	0	0	22	0	4	0	2	0	0	0	0	0	0.0	0	0	0.0	0.59	0.0
Shaone Morrisonn	D	KAM	61	13	25	38	19	0	7	9	0	1	13	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.62	0.0
Joel Stepp	C	RDR	70	24	13	37	23	0	3	4	4	1	24	0	4	0	3	1	0	0	0	0	0.0	0	0	0.0	0.53	0.0
Blaine Stowards	C	P.A	65	14	23	37	-20	0	2	10	2	2	14	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	0.57	0.0
Dean Beuker	RW	POR	72	14	23	37	-2	0	4	6	1	1	14	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.51	0.0
Ryan Cuthbert	RW	KEL	66	12	25	37	-2	0	0	5	0	1	12	0	5	0	1	3	0	0	0	0	0.0	0	0	0.0	0.56	0.0
Richie Regehr	D	KEL	71	10	27	37	13	0	3	15	0	1	10	0	3	1	3	1	0	0	0	0	0.0	0	0	0.0	0.52	0.0
Justin Hansen	RW	TRI	57	20	16	36	3	0	1	3	0	0	20	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	0.63	0.0
Tomas Mojzis	D	M.J	72	11	25	36	5	0	4	7	0	1	11	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.5	0.0
Barret Jackman	D	REG	43	9	27	36	24	0	6	15	0	2	9	0	4	0	2	0	0	0	0	0	0.0	0	0	0.0	0.84	0.0
Tim Preston	LW	SEA	67	13	22	35	-32	0	7	10	0	0	13	0	1	1	2	0	0	0	0	0	0.0	0	0	0.0	0.52	0.0
Tim Krymusa	LW	SPO	72	12	23	35	3	0	5	6	1	1	12	0	0	0	3	1	0	0	0	0	0.0	0	0	0.0	0.49	0.0
