Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Tyler Redenbach	C	S.C	71	31	74	105	14	18	11	26	2	0	31	0	5	0	4	0	0	0	0	0	0.0	0	0	0.0	1.48	0.25
Jeremy Williams	RW	S.C	68	52	49	101	19	38	24	18	0	0	52	0	4	0	7	5	0	0	0	0	0.0	0	0	0.0	1.49	0.56
Kyle Brodziak	C	M.J	70	39	54	93	30	18	9	28	9	1	39	0	6	0	10	2	0	0	0	0	0.0	0	0	0.0	1.33	0.26
Brad Schell	C	SPO	71	35	57	92	17	19	19	21	0	1	35	0	6	1	6	3	0	0	0	0	0.0	0	0	0.0	1.3	0.27
Chris St. Jacques	C	M.H	64	33	59	92	16	28	9	29	2	2	33	0	3	0	8	4	0	0	0	0	0.0	0	0	0.0	1.44	0.44
Chad Klassen	C	SPO	72	35	56	91	16	22	12	26	1	0	35	0	5	0	4	6	0	0	0	0	0.0	0	0	0.0	1.26	0.31
Seth Leonard	LW	P.A	72	50	40	90	17	17	24	20	3	0	50	0	7	1	8	3	0	0	0	0	0.0	0	0	0.0	1.25	0.24
Eric Fehr	RW	BRN	71	50	34	84	23	47	23	15	5	3	50	0	7	0	5	5	0	0	0	0	0.0	0	0	0.0	1.18	0.66
Adam Courchaine	C	VAN	70	39	43	82	5	10	14	18	1	1	39	0	6	1	6	1	0	0	0	0	0.0	0	0	0.0	1.17	0.14
Darren Reid	RW	M.H	67	33	48	81	18	76	15	16	3	3	33	0	3	0	6	6	0	0	0	0	0.0	0	0	0.0	1.21	1.13
Brandon Dubinsky	C	POR	71	30	48	78	-4	56	12	26	1	1	30	0	5	1	8	2	0	0	0	0	0.0	0	0	0.0	1.1	0.79
Clarke MacArthur	C	M.H	62	35	40	75	14	15	13	22	0	1	35	0	9	3	3	3	0	0	0	0	0.0	0	0	0.0	1.21	0.24
Stefan Meyer	C	M.H	72	34	41	75	15	28	13	20	2	1	34	0	4	0	4	2	0	0	0	0	0.0	0	0	0.0	1.04	0.39
Tomas Fleischmann	C	M.J	60	33	42	75	28	18	10	16	2	5	33	0	6	3	4	7	0	0	0	0	0.0	0	0	0.0	1.25	0.3
Andrew Ladd	LW	CGY	71	30	45	75	39	56	7	14	5	0	30	0	4	0	7	5	0	0	0	0	0.0	0	0	0.0	1.06	0.79
Ryan Getzlaf	C	CGY	49	28	47	75	32	41	11	16	2	3	28	0	7	2	6	2	0	0	0	0	0.0	0	0	0.0	1.53	0.84
Mark Ardelan	D	P.A	72	19	54	73	21	8	9	41	0	0	19	0	2	2	3	2	0	0	0	0	0.0	0	0	0.0	1.01	0.11
Tyler Dyck	C	BRN	72	37	35	72	7	41	18	14	1	1	37	0	4	0	5	8	0	0	0	0	0.0	0	0	0.0	1.0	0.57
Dylan Stanley	C	TRI	72	34	38	72	15	19	11	16	1	1	34	0	4	0	4	4	0	0	0	0	0.0	0	0	0.0	1.0	0.26
Nigel Dawes	LW	KTN	56	47	23	70	2	10	15	11	3	1	47	0	5	1	8	5	0	0	0	0	0.0	0	0	0.0	1.25	0.18
Ryan Kinasewich	LW	TRI	55	33	36	69	14	2	13	14	2	1	33	0	6	2	5	4	0	0	0	0	0.0	0	0	0.0	1.25	0.04
Alex Leavitt	C	S.C	71	27	41	68	6	29	5	16	0	0	27	0	7	2	6	3	0	0	0	0	0.0	0	0	0.0	0.96	0.41
Yannic Seidenberg	LW	M.H	67	19	47	66	20	25	5	23	1	1	19	0	3	0	3	2	0	0	0	0	0.0	0	0	0.0	0.99	0.37
Cam Barker	D	M.H	69	21	44	65	17	32	12	26	0	1	21	0	5	2	1	3	0	0	0	0	0.0	0	0	0.0	0.94	0.46
Erik Christensen	C	BRN	63	27	35	62	22	16	9	18	1	0	27	0	3	0	5	1	0	0	0	0	0.0	0	0	0.0	0.98	0.25
Adam Cracknell	RW	KTN	72	26	35	61	-2	30	13	11	0	0	26	0	3	0	5	3	0	0	0	0	0.0	0	0	0.0	0.85	0.42
Gilbert Brule	C	VAN	67	25	35	60	-2	49	11	16	0	0	25	0	4	1	5	2	0	0	0	0	0.0	0	0	0.0	0.9	0.73
Steve Regier	LW	M.H	72	25	35	60	14	45	7	9	3	1	25	0	3	0	4	4	0	0	0	0	0.0	0	0	0.0	0.83	0.63
Dale Mahovsky	C	KTN	72	21	39	60	-14	29	7	16	1	2	21	0	5	1	5	1	0	0	0	0	0.0	0	0	0.0	0.83	0.4
Mitch Bartley	LW	VAN	72	31	28	59	1	19	12	9	2	0	31	0	4	1	5	2	0	0	0	0	0.0	0	0	0.0	0.82	0.26
Darren Lynch	RW	VAN	71	22	37	59	3	15	6	14	2	1	22	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	0.83	0.21
Tyler Metcalfe	LW	SEA	72	22	37	59	9	24	5	10	0	0	22	0	3	1	2	1	0	0	0	0	0.0	0	0	0.0	0.82	0.33
Ryan Stone	C	BRN	50	20	38	58	23	49	6	18	3	3	20	0	3	1	5	2	0	0	0	0	0.0	0	0	0.0	1.16	0.98
Dustin Johner	C	SEA	71	26	31	57	6	12	9	8	2	1	26	0	2	1	4	2	0	0	0	0	0.0	0	0	0.0	0.8	0.17
Ryan Hollweg	C	M.H	52	25	32	57	2	47	10	12	3	0	25	0	2	0	5	3	0	0	0	0	0.0	0	0	0.0	1.1	0.9
Dan Da Silva	RW	POR	65	36	20	56	-19	49	19	9	2	1	36	0	7	1	7	2	0	0	0	0	0.0	0	0	0.0	0.86	0.75
Chris Falloon	RW	P.G	68	22	34	56	2	10	4	14	1	1	22	0	4	0	6	0	0	0	0	0	0.0	0	0	0.0	0.82	0.15
