Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Zach Hamill	C	EVT	69	32	61	93	16	90	17	39	0	1	0	0	2	0	7	5	10	4	10	2	40.0	0	0	0.0	1.35	1.3
Steve DaSilva	RW	KTN	71	38	53	91	14	106	14	29	0	3	0	0	4	1	9	5	3	1	3	1	33.3	0	0	0.0	1.28	1.49
Zach Boychuk	C	LET	69	31	60	91	19	52	9	33	0	0	0	0	3	0	4	2	7	4	7	1	57.1	0	0	0.0	1.32	0.75
Ryan White	C	CGY	72	34	55	89	23	97	11	27	5	3	0	0	9	2	7	2	7	1	7	1	14.3	0	0	0.0	1.24	1.35
Codey Burki	C	BRN	70	36	49	85	6	83	18	28	3	2	0	0	2	0	3	4	6	0	6	0	0.0	0	0	0.0	1.21	1.19
Martin Hanzal	LW	RDR	60	26	59	85	13	94	10	29	2	4	0	0	7	0	7	2	5	4	5	1	80.0	0	0	0.0	1.42	1.57
Mitch Fadden	C	LET	71	36	48	84	9	54	12	19	2	1	0	0	4	1	8	3	5	0	5	0	0.0	0	0	0.0	1.18	0.76
Riley Holzapfel	C	M.J	72	39	43	82	-3	94	17	17	0	1	0	0	5	1	7	3	3	2	3	2	66.7	0	0	0.0	1.14	1.31
Mark Santorelli	LW	CWK	72	29	53	82	-5	46	13	35	0	0	0	0	2	1	5	2	6	1	6	0	16.7	0	0	0.0	1.14	0.64
Mark Derlago	LW	BRN	72	46	35	81	4	34	24	18	0	0	0	0	6	0	8	5	11	2	11	0	18.2	0	0	0.0	1.13	0.47
Aaron Gagnon	C	SEA	59	42	38	80	27	58	15	21	0	1	0	0	6	1	8	3	7	1	7	0	14.3	0	0	0.0	1.36	0.98
Brock Nixon	C	KAM	67	35	44	79	9	46	18	23	3	4	0	0	5	0	3	4	3	1	3	1	33.3	0	0	0.0	1.18	0.69
Peter Mueller	C	EVT	51	21	57	78	6	45	11	43	0	1	0	0	2	0	4	4	10	4	10	1	40.0	0	0	0.0	1.53	0.88
Colton Yellow Horn	LW	TRI	59	40	37	77	13	57	15	21	3	0	0	0	8	2	6	6	5	3	5	2	60.0	0	0	0.0	1.31	0.97
