Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Brandon Kozun	RW	CAL	65	32	75	107	20	50	14	39	2	0	0	0	10	0	5	4	4	2	4	2	50.0	0	0	0.0	1.65	0.77
Jordan Eberle	C	REG	57	50	56	106	8	32	19	28	6	0	0	0	6	0	6	5	8	3	8	2	37.5	0	0	0.0	1.86	0.56
Jordan Weal	C	REG	72	35	67	102	3	54	15	34	0	0	0	0	2	0	8	5	7	3	7	1	42.9	0	0	0.0	1.42	0.75
Matt Calvert	LW	BDN	68	47	52	99	47	70	10	14	9	2	0	0	10	0	6	3	4	1	4	0	25.0	0	0	0.0	1.46	1.03
Brayden Schenn	C	BDN	59	34	65	99	41	55	7	21	0	7	0	0	4	1	9	7	4	1	4	0	25.0	0	0	0.0	1.68	0.93
Craig Cunningham	C	VAN	72	37	60	97	6	42	13	35	2	2	0	0	7	2	8	5	7	3	7	2	42.9	0	0	0.0	1.35	0.58
Mitch Wahl	C	SPO	72	30	66	96	23	96	9	23	1	3	0	0	4	0	8	4	3	2	3	0	66.7	0	0	0.0	1.33	1.33
Dustin Sylvester	C	KTN	68	35	58	93	22	41	12	21	5	1	0	0	8	1	4	2	6	3	6	1	50.0	0	0	0.0	1.37	0.6
Cody Eakin	C	S.C	70	47	44	91	-8	71	17	19	4	2	0	0	4	0	7	6	9	3	9	3	33.3	0	0	0.0	1.3	1.01
Scott Glennie	C	BDN	66	32	57	89	36	50	8	13	2	2	0	0	5	1	7	3	4	3	4	1	75.0	0	0	0.0	1.35	0.76
Kyle Beach	LW	SPO	68	52	34	86	22	186	16	14	2	1	0	0	12	2	6	7	3	1	3	1	33.3	0	0	0.0	1.26	2.74
Aaron Lewadniuk	RW	BDN	65	37	49	86	43	46	14	9	0	1	0	0	3	0	7	9	0	0	0	0	0.0	0	0	0.0	1.32	0.71
Derek Hulak	LW	SAS	72	31	53	84	41	71	4	17	1	1	0	0	6	1	5	3	7	3	7	3	42.9	0	0	0.0	1.17	0.99
