Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Brendan Leipsic	C	POR	68	49	71	120	55	103	13	22	2	0	0	0	6	1	6	10	2	0	2	0	0.0	0	0	0.0	1.76	1.51
Nicolas Petan	C	POR	71	46	74	120	68	43	18	20	1	1	0	0	7	0	7	9	2	0	2	0	0.0	0	0	0.0	1.69	0.61
Ty Rattie	RW	POR	62	48	62	110	56	27	13	21	2	1	0	0	5	0	7	5	2	0	2	0	0.0	0	0	0.0	1.77	0.44
Justin Feser	C	T.C	72	44	62	106	20	57	13	26	4	1	0	0	8	1	7	8	5	1	5	1	20.0	0	0	0.0	1.47	0.79
Colin Smith	C	KAM	72	41	65	106	33	72	14	31	0	2	0	0	5	1	7	6	8	4	8	1	50.0	0	0	0.0	1.47	1.0
Myles Bell	RW	KEL	69	38	55	93	46	68	6	24	0	0	0	0	6	0	7	2	1	0	1	0	0.0	0	0	0.0	1.35	0.99
Michael St. Croix	C	EDM	72	37	55	92	30	36	20	24	0	0	0	0	6	0	6	5	0	0	0	0	0.0	0	0	0.0	1.28	0.5
Curtis Valk	C	M.H	71	46	45	91	-6	54	16	18	3	0	0	0	8	0	4	5	6	4	6	1	66.7	0	0	0.0	1.28	0.76
Tim Bozon	LW	KAM	69	36	55	91	37	58	14	13	2	1	0	0	3	1	8	6	5	1	5	0	20.0	0	0	0.0	1.32	0.84
Cody Sylvester	LW	CAL	68	41	49	90	27	49	16	12	6	0	0	0	7	0	2	5	5	1	5	0	20.0	0	0	0.0	1.32	0.72
JC Lipon	RW	KAM	61	36	53	89	34	115	10	18	2	1	0	0	4	0	5	5	4	2	4	2	50.0	0	0	0.0	1.46	1.89
Adam Lowry	LW	S.C	72	45	43	88	18	102	14	16	6	2	0	0	8	1	12	5	6	3	6	1	50.0	0	0	0.0	1.22	1.42
Brendan Ranford	LW	KAM	70	22	65	87	17	28	7	24	1	2	0	0	5	1	3	3	8	4	8	3	50.0	0	0	0.0	1.24	0.4
Hunter Shinkaruk	LW	M.H	64	37	49	86	-13	44	14	22	0	3	0	0	6	1	5	3	6	3	6	2	50.0	0	0	0.0	1.34	0.69
Josh Nicholls	RW	SAS	71	47	38	85	19	43	5	13	6	1	0	0	4	1	3	7	6	2	6	1	33.3	0	0	0.0	1.2	0.61
Matej Stransky	RW	SAS	72	40	45	85	32	88	8	9	1	0	0	0	6	1	5	5	8	2	8	1	25.0	0	0	0.0	1.18	1.22
Sam Reinhart	C	KTN	72	35	50	85	8	22	9	18	2	2	0	0	7	1	4	4	4	1	4	1	25.0	0	0	0.0	1.18	0.31
Dylan Wruck	LW	EDM	68	22	63	85	23	14	7	36	0	0	0	0	2	0	2	5	1	0	1	0	0.0	0	0	0.0	1.25	0.21
Brenden Kichton	D	SPO	71	22	63	85	39	30	10	30	0	4	0	0	2	0	3	0	2	2	2	2	100.0	0	0	0.0	1.2	0.42
Lane Scheidl	LW	REG	72	41	39	80	-8	62	16	16	2	0	0	0	7	2	8	2	7	1	7	0	14.3	0	0	0.0	1.11	0.86
Mitch Holmberg	RW	SPO	66	39	41	80	16	22	12	10	0	0	0	0	4	0	5	4	2	1	2	0	50.0	0	0	0.0	1.21	0.33
Henrik Samuelsson	C	EDM	69	33	47	80	31	97	11	23	3	1	0	0	6	0	5	7	5	2	5	1	40.0	0	0	0.0	1.16	1.41
Brooks Macek	RW	CAL	70	32	48	80	32	30	5	15	0	0	0	0	5	0	6	3	7	3	7	1	42.9	0	0	0.0	1.14	0.43
Brady Brassart	C	CAL	65	35	43	78	40	88	9	11	2	0	0	0	9	0	6	3	1	0	1	0	0.0	0	0	0.0	1.2	1.35
Jaedon Descheneau	C	KTN	69	30	48	78	9	22	4	18	0	1	0	0	3	1	3	3	3	0	3	0	0.0	0	0	0.0	1.13	0.32
Todd Fiddler	LW	SPO	70	42	35	77	20	39	8	9	4	1	0	0	7	0	6	5	1	0	1	0	0.0	0	0	0.0	1.1	0.56
Morgan Klimchuk	LW	REG	72	36	40	76	-1	20	14	24	1	0	0	0	4	1	3	3	7	2	7	1	28.6	0	0	0.0	1.06	0.28
Brenden Walker	C	SAS	72	33	43	76	23	60	4	14	0	0	0	0	8	1	4	3	3	0	3	0	0.0	0	0	0.0	1.06	0.83
Sam Fioretti	C	M.J	72	32	43	75	-22	69	12	19	0	1	0	0	5	1	2	1	9	0	9	0	0.0	0	0	0.0	1.04	0.96
Elgin Pearce	C	M.H	71	29	46	75	0	66	11	14	0	0	0	0	3	0	5	1	5	2	5	1	40.0	0	0	0.0	1.06	0.93
T.J. Foster	RW	EDM	69	27	47	74	34	22	8	24	1	2	0	0	4	0	3	3	1	0	1	0	0.0	0	0	0.0	1.07	0.32
Zach Franko	LW	KEL	69	24	48	72	20	11	5	15	0	0	0	0	5	0	5	4	2	0	2	0	0.0	0	0	0.0	1.04	0.16
Mike Aviani	C	SPO	71	30	38	68	37	90	7	9	1	2	0	0	5	0	7	3	0	0	0	0	0.0	0	0	0.0	0.96	1.27
Dylen McKinlay	RW	KEL	72	24	44	68	55	42	0	7	6	0	0	0	4	0	5	5	0	0	0	0	0.0	0	0	0.0	0.94	0.58
Colton Sissons	C	KEL	61	28	39	67	43	54	7	15	2	3	0	0	3	0	6	6	1	0	1	0	0.0	0	0	0.0	1.1	0.89
Mark  McNeill	C	P.A	65	25	42	67	4	43	7	11	1	1	0	0	3	0	4	3	8	3	8	2	37.5	0	0	0.0	1.03	0.66
Malte Stromwall	RW	T.C	66	21	45	66	9	36	7	10	0	0	0	0	8	2	3	1	1	1	1	0	100.0	0	0	0.0	1.0	0.55
Troy Rutkowski	D	POR	72	20	46	66	32	43	8	17	2	0	0	0	5	0	4	3	0	0	0	0	0.0	0	0	0.0	0.92	0.6
Shane McColgan	C	SAS	69	19	47	66	9	50	4	17	1	0	0	0	4	1	2	3	8	3	8	1	37.5	0	0	0.0	0.96	0.72
Alex Gogolev	LW	VIC	49	20	45	65	7	36	7	21	0	0	0	0	6	1	3	2	5	1	5	1	20.0	0	0	0.0	1.33	0.73
Oliver Bjorkstrand	RW	POR	65	31	32	63	38	10	9	4	0	0	0	0	7	0	5	2	2	0	2	0	0.0	0	0	0.0	0.97	0.15
Taylor Leier	LW	POR	64	27	35	62	41	63	3	3	2	2	0	0	5	0	8	4	1	0	1	0	0.0	0	0	0.0	0.97	0.98
Curtis Lazar	C	EDM	72	38	23	61	25	47	14	9	2	1	0	0	7	0	8	11	2	0	2	0	0.0	0	0	0.0	0.85	0.65
Trevor Cheek	LW	EDM	71	32	28	60	12	57	12	4	1	0	0	0	4	0	6	1	5	2	5	0	40.0	0	0	0.0	0.85	0.8
Brandon Magee	C	VIC	72	30	30	60	-6	79	12	14	2	0	0	0	6	0	8	0	10	1	10	1	10.0	0	0	0.0	0.83	1.1
Dylan Walchuk	C	SPO	70	20	40	60	16	60	4	6	3	1	0	0	3	0	4	1	0	0	0	0	0.0	0	0	0.0	0.86	0.86
Rhyse Dieno	RW	R.D	48	27	32	59	17	8	6	14	0	0	0	0	7	0	5	1	8	6	8	3	75.0	0	0	0.0	1.23	0.17
Coda Gordon	LW	S.C	70	17	42	59	-3	21	6	16	0	0	0	0	2	1	1	2	3	1	3	1	33.3	0	0	0.0	0.84	0.3
Connor Rankin	C	T.C	71	32	26	58	9	34	9	5	0	0	0	0	6	0	3	4	3	1	3	0	33.3	0	0	0.0	0.82	0.48
Roberts Lipsbergs	LW	SEA	64	30	28	58	-11	24	9	8	0	0	0	0	7	0	4	1	2	1	2	0	50.0	0	0	0.0	0.91	0.38
Darren Dietz	D	SAS	72	24	34	58	9	100	13	16	2	2	0	0	5	0	7	2	1	0	1	0	0.0	0	0	0.0	0.81	1.39
Leon  Draisaitl	C	P.A	64	21	37	58	22	22	2	10	1	0	0	0	1	1	4	2	5	3	5	2	60.0	0	0	0.0	0.91	0.34
Turner Elson	LW	R.D	64	26	31	57	26	60	5	5	3	3	0	0	5	0	6	6	1	0	1	0	0.0	0	0	0.0	0.89	0.94
Anthony Bardaro	C	P.A	70	25	32	57	-12	48	4	10	0	0	0	0	3	0	4	3	6	1	6	1	16.7	0	0	0.0	0.81	0.69
Brayden  Point	C	M.J	67	24	33	57	-15	26	9	16	0	0	0	0	1	0	3	2	8	3	8	0	37.5	0	0	0.0	0.85	0.39
Jackson Houck	RW	VAN	69	23	34	57	-16	68	8	10	0	0	0	0	2	0	1	2	4	1	4	0	25.0	0	0	0.0	0.83	0.99
Ryan Olsen	C	KEL	69	32	24	56	17	87	15	11	0	1	0	0	1	0	5	4	0	0	0	0	0.0	0	0	0.0	0.81	1.26
Tyson Baillie	C	KEL	67	26	30	56	36	53	7	5	0	0	0	0	5	1	3	2	1	0	1	0	0.0	0	0	0.0	0.84	0.79
Dakota Conroy	RW	P.A	68	21	35	56	11	42	6	5	1	0	0	0	3	0	1	1	1	0	1	0	0.0	0	0	0.0	0.82	0.62
Chase De Leo	C	POR	71	18	38	56	28	24	4	12	0	0	0	0	2	0	2	3	1	1	1	1	100.0	0	0	0.0	0.79	0.34
Seth Jones	D	POR	61	14	42	56	46	33	4	19	0	0	0	0	2	0	0	3	0	0	0	0	0.0	0	0	0.0	0.92	0.54
Russell Maxwell	C	LET	66	22	33	55	-3	91	9	12	0	1	0	0	3	0	6	1	4	1	4	0	25.0	0	0	0.0	0.83	1.38
Cain Franson	C	VAN	60	29	25	54	-16	44	13	6	0	0	0	0	1	0	2	2	1	1	1	0	100.0	0	0	0.0	0.9	0.73
Connor Honey	RW	SEA	57	16	38	54	-9	58	3	12	0	0	0	0	1	0	1	0	1	0	1	0	0.0	0	0	0.0	0.95	1.02
Morgan Rielly	D	M.J	60	12	42	54	-8	19	6	21	0	1	0	0	4	0	1	1	5	0	5	0	0.0	0	0	0.0	0.9	0.32
Jamie Crooks	LW	VIC	69	33	20	53	-15	26	10	9	3	0	0	0	1	0	8	5	2	0	2	0	0.0	0	0	0.0	0.77	0.38
Alessio Bertaggia	LW	SPO	46	29	24	53	11	34	7	7	1	0	0	0	3	1	5	3	3	1	3	0	33.3	0	0	0.0	1.15	0.74
Colin Jacobs	C	P.G	66	25	28	53	-27	98	13	11	1	0	0	0	4	0	5	1	8	3	8	0	37.5	0	0	0.0	0.8	1.48
Ben  Walker	RW	VIC	59	19	33	52	18	54	7	7	0	0	0	0	3	0	1	2	4	0	4	0	0.0	0	0	0.0	0.88	0.92
Boston Leier	LW	M.H	72	18	34	52	3	56	5	8	0	0	0	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	0.72	0.78
Damon Severson	D	KEL	71	10	42	52	43	74	6	16	0	1	0	0	0	0	0	3	1	0	1	0	0.0	0	0	0.0	0.73	1.04
Steven Hodges	C	VIC	60	28	23	51	-3	67	9	4	3	2	0	0	0	0	4	4	7	3	7	0	42.9	0	0	0.0	0.85	1.12
Joshua Winquist	LW	EVT	51	24	27	51	7	61	7	8	1	2	0	0	4	1	5	2	2	1	2	1	50.0	0	0	0.0	1.0	1.2
Nathan Burns	LW	SAS	70	20	31	51	-3	63	10	6	0	2	0	0	1	0	2	2	3	2	3	2	66.7	0	0	0.0	0.73	0.9
Brendan Rouse	C	VAN	71	14	37	51	-14	22	5	17	1	2	0	0	2	0	2	2	0	0	0	0	0.0	0	0	0.0	0.72	0.31
Reid Gow	D	SPO	64	7	44	51	29	80	0	20	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	1.25
Jaimen Yakubowski	LW	LET	66	32	18	50	-6	126	6	4	2	1	0	0	4	1	3	3	2	0	2	0	0.0	0	0	0.0	0.76	1.91
Graham Black	C	S.C	68	24	26	50	4	33	7	6	0	2	0	0	2	0	7	0	7	3	7	1	42.9	0	0	0.0	0.74	0.49
Cole Ully	LW	KAM	62	22	28	50	27	37	6	5	0	1	0	0	5	1	5	2	3	1	3	0	33.3	0	0	0.0	0.81	0.6
Mike  Winther	C	P.A	68	22	28	50	15	61	2	7	0	0	0	0	4	0	3	1	2	0	2	0	0.0	0	0	0.0	0.74	0.9
Shea Theodore	D	SEA	71	19	31	50	-24	32	9	17	0	1	0	0	3	1	1	2	2	0	2	0	0.0	0	0	0.0	0.7	0.45
Troy  Bourke	C	P.G	63	15	35	50	-30	37	4	16	0	0	0	0	2	0	2	1	4	0	4	0	0.0	0	0	0.0	0.79	0.59
Luke  Lockhart	C	SEA	72	25	24	49	-29	19	5	12	7	0	0	0	2	1	7	4	3	2	3	1	66.7	0	0	0.0	0.68	0.26
Alexander Delnov	LW	SEA	69	20	29	49	-33	33	8	8	1	0	0	0	2	0	2	1	3	1	3	0	33.3	0	0	0.0	0.71	0.48
Greg Chase	C	CAL	69	17	32	49	11	58	3	9	1	0	0	0	3	0	4	3	5	2	5	2	40.0	0	0	0.0	0.71	0.84
Alex Roach	D	CAL	62	15	34	49	42	72	4	11	0	2	0	0	1	0	3	1	0	0	0	0	0.0	0	0	0.0	0.79	1.16
