Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Oliver Bjorkstrand	RW	POR	59	63	55	118	60	35	10	22	8	0	10	0	10	0	9	11	4	0	4	0	0.0	0	0	0.0	2.0	0.59
Trevor Cox	LW	M.H	69	29	80	109	29	57	5	24	2	7	15	0	5	0	3	8	3	1	3	1	33.3	0	0	0.0	1.58	0.83
Tim  McGauley	C	BDN	72	42	63	105	43	24	4	19	3	1	15	0	8	2	8	6	4	0	4	0	0.0	0	0	0.0	1.46	0.33
Cole Sanford	RW	M.H	72	50	45	95	24	71	12	12	6	1	39	0	10	0	8	5	4	2	4	0	50.0	0	0	0.0	1.32	0.99
Cole Ully	LW	KAM	69	34	60	94	24	32	12	13	1	0	25	0	1	0	10	3	6	2	6	2	33.3	0	0	0.0	1.36	0.46
Nick Merkley	C	KEL	72	20	70	90	29	79	5	32	2	1	3	0	2	0	4	4	4	3	4	1	75.0	0	0	0.0	1.25	1.1
Nicolas Petan	C	POR	54	15	74	89	41	41	2	27	1	1	10	0	3	1	2	2	1	0	1	0	0.0	0	0	0.0	1.65	0.76
Adam Helewka	LW	SPO	69	44	43	87	10	59	12	20	2	1	13	0	5	0	8	5	4	1	4	1	25.0	0	0	0.0	1.26	0.86
Brayden  Point	C	M.J	60	38	49	87	6	46	14	12	0	0	23	0	6	0	6	3	3	0	3	0	0.0	0	0	0.0	1.45	0.77
Adam Tambellini	C	CAL	71	47	39	86	43	30	8	15	4	0	147	0	5	1	4	8	6	4	6	0	66.7	0	0	0.0	1.21	0.42
Jack Rodewald	RW	M.J	71	35	50	85	-4	72	11	16	2	1	24	0	4	1	7	4	3	2	3	2	66.7	0	0	0.0	1.2	1.01
Chase De Leo	C	POR	67	39	45	84	22	30	18	7	0	4	5	0	3	0	7	5	3	1	3	1	33.3	0	0	0.0	1.25	0.45
Dryden Hunt	LW	M.H	71	33	50	83	8	50	11	11	0	0	43	0	4	0	4	4	3	3	3	1	100.0	0	0	0.0	1.17	0.7
Rourke Chartier	C	KEL	58	48	34	82	33	18	14	12	3	2	19	0	10	0	8	6	2	0	2	0	0.0	0	0	0.0	1.41	0.31
Luke Philp	C	KTN	71	30	52	82	16	28	7	17	1	1	31	0	4	1	7	4	4	1	4	0	25.0	0	0	0.0	1.15	0.39
Nikita Scherbak	RW	EVT	65	27	55	82	33	60	7	13	0	0	8	0	4	1	6	3	5	0	5	0	0.0	0	0	0.0	1.26	0.92
Jake DeBrusk	LW	S.C	72	42	39	81	-9	40	13	15	0	0	32	0	4	1	4	5	8	3	8	2	37.5	0	0	0.0	1.13	0.56
Jaedon Descheneau	RW	KTN	70	34	47	81	9	58	7	14	0	2	11	0	3	2	5	2	5	4	5	3	80.0	0	0	0.0	1.16	0.83
Morgan Klimchuk	LW	BDN	60	34	46	80	39	24	6	15	2	2	12	0	5	1	2	8	3	1	3	1	33.3	0	0	0.0	1.33	0.4
Connor Rankin	LW	CAL	72	32	47	79	35	68	7	14	3	2	105	0	5	1	7	2	5	1	5	1	20.0	0	0	0.0	1.1	0.94
Jansen Harkins	C	P.G	70	20	59	79	7	45	3	22	1	0	19	0	4	1	2	2	5	1	5	0	20.0	0	0	0.0	1.13	0.64
Austin Carroll	LW	VIC	69	38	39	77	23	124	15	9	0	0	127	0	10	0	6	4	3	1	3	1	33.3	0	0	0.0	1.12	1.8
Tyson Baillie	C	KEL	68	37	39	76	16	68	11	19	1	1	29	0	3	0	5	9	2	0	2	0	0.0	0	0	0.0	1.12	1.0
Matt Needham	C	KAM	71	25	51	76	31	63	4	13	0	1	10	0	5	0	4	2	2	0	2	0	0.0	0	0	0.0	1.07	0.89
Colby Cave	C	S.C	72	35	40	75	3	52	12	13	0	1	22	0	5	1	1	5	2	0	2	0	0.0	0	0	0.0	1.04	0.72
Peter Quenneville	RW	BDN	72	27	48	75	20	20	12	14	0	0	25	0	4	0	4	0	2	0	2	0	0.0	0	0	0.0	1.04	0.28
Rihards Bukarts	LW	BDN	62	33	41	74	21	16	9	12	0	0	10	0	6	1	4	3	5	2	5	0	40.0	0	0	0.0	1.19	0.26
Paul Bittner	LW	POR	66	34	37	71	39	52	8	9	1	1	10	0	4	1	8	5	0	0	0	0	0.0	0	0	0.0	1.08	0.79
Riley Sheen	LW	R.D	71	24	47	71	-6	61	6	12	0	1	30	0	3	0	3	3	10	4	10	2	40.0	0	0	0.0	1.0	0.86
Chase Witala	LW	P.G	68	38	31	69	-3	56	11	9	2	2	26	0	3	1	5	3	3	0	3	0	0.0	0	0	0.0	1.01	0.82
Carson Stadnyk	RW	EVT	71	27	42	69	18	24	10	14	0	0	12	0	4	1	6	3	9	3	9	1	33.3	0	0	0.0	0.97	0.34
Jayce Hawryluk	C	BDN	54	30	35	65	42	69	6	3	0	1	16	0	7	0	4	4	1	0	1	0	0.0	0	0	0.0	1.2	1.28
Travis Sanheim	D	CAL	67	15	50	65	27	52	6	17	1	1	70	0	1	0	3	2	1	0	1	0	0.0	0	0	0.0	0.97	0.78
