Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Brendan Shinnimin	C	T.C	69	58	76	134	45	82	21	33	7	2	0	0	9	1	4	9	2	1	2	0	50.0	0	0	0.0	1.94	1.19
Mark Stone	RW	BDN	66	41	82	123	45	22	16	34	2	2	0	0	6	1	5	3	6	3	6	2	50.0	0	0	0.0	1.86	0.33
Ty Rattie	RW	POR	69	57	64	121	23	54	26	28	4	3	0	0	9	0	10	2	4	2	4	1	50.0	0	0	0.0	1.75	0.78
Adam Hughesman	LW	T.C	72	50	66	116	40	42	19	28	0	0	0	0	4	0	7	7	4	1	4	1	25.0	0	0	0.0	1.61	0.58
Jordan Weal	C	REG	70	41	75	116	31	36	9	33	6	2	0	0	9	1	9	4	4	3	4	0	75.0	0	0	0.0	1.66	0.51
Patrick Holland	RW	T.C	72	25	84	109	42	48	5	27	2	5	0	0	3	0	4	4	3	0	3	0	0.0	0	0	0.0	1.51	0.67
Emerson Etem	RW	M.H	65	61	46	107	29	34	17	21	10	1	0	0	11	2	9	8	6	1	6	0	16.7	0	0	0.0	1.65	0.52
Michael St. Croix	C	EDM	72	45	60	105	40	49	18	20	0	0	0	0	8	0	2	7	3	1	3	0	33.3	0	0	0.0	1.46	0.68
Michael Ferland	LW	BDN	68	47	49	96	17	84	18	20	0	0	0	0	11	0	4	5	2	0	2	0	0.0	0	0	0.0	1.41	1.24
Sven Bartschi	LW	POR	47	33	61	94	15	36	10	25	5	0	0	0	3	1	5	6	3	3	3	1	100.0	0	0	0.0	2.0	0.77
Brendan Ranford	LW	KAM	69	40	52	92	4	73	14	21	3	1	0	0	7	1	5	3	3	0	3	0	0.0	0	0	0.0	1.33	1.06
Hunter Shinkaruk	LW	M.H	66	49	42	91	17	38	17	25	2	0	0	0	7	0	9	5	6	4	6	2	66.7	0	0	0.0	1.38	0.58
Justin Maylan	C	P.A	72	26	63	89	-6	62	6	20	1	2	0	0	0	0	7	2	2	0	2	0	0.0	0	0	0.0	1.24	0.86
Colin Smith	C	KAM	72	35	50	85	31	51	8	17	2	0	0	0	3	0	5	6	2	0	2	0	0.0	0	0	0.0	1.18	0.71
Justin Feser	LW	T.C	72	37	46	83	17	43	8	25	6	1	0	0	8	2	6	5	1	1	1	1	100.0	0	0	0.0	1.15	0.6
Taylor Vause	C	S.C	72	37	46	83	-1	12	15	22	1	1	0	0	7	1	2	4	6	1	6	0	16.7	0	0	0.0	1.15	0.17
Brad Ross	LW	POR	68	42	40	82	15	163	15	19	2	0	0	0	4	1	7	4	2	0	2	0	0.0	0	0	0.0	1.21	2.4
Cam Braes	C	M.J	74	41	41	82	-5	80	14	21	2	2	0	0	7	0	5	4	4	2	4	1	50.0	0	0	0.0	1.11	1.08
Matej Stransky	RW	SAS	70	39	42	81	6	75	14	14	0	1	0	0	6	0	4	3	3	1	3	0	33.3	0	0	0.0	1.16	1.07
Brenden Walker	RW	BDN	68	26	55	81	16	61	8	28	0	0	0	0	1	0	7	2	2	0	2	0	0.0	0	0	0.0	1.19	0.9
Dylan Wruck	LW	EDM	66	21	59	80	35	17	3	20	0	0	0	0	5	0	2	1	2	0	2	0	0.0	0	0	0.0	1.21	0.26
Max Reinhart	C	KTN	61	28	50	78	19	40	6	22	3	1	0	0	4	0	6	1	4	2	4	1	50.0	0	0	0.0	1.28	0.66
Brendan  Gallagher	RW	VAN	54	41	36	77	19	79	14	13	0	1	0	0	2	0	5	4	7	3	7	1	42.9	0	0	0.0	1.43	1.46
Jimmy Bubnick	RW	CAL	72	36	41	77	18	72	9	7	2	0	0	0	5	0	4	7	0	0	0	0	0.0	0	0	0.0	1.07	1.0
T.J. Foster	RW	EDM	69	30	45	75	38	26	10	14	3	0	0	0	3	0	6	3	4	1	4	1	25.0	0	0	0.0	1.09	0.38
