Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Adam Brooks	C	REG	72	38	82	120	41	30	7	25	3	7	41	0	4	2	6	3	9	3	9	0	33.3	0	0	0.0	1.67	0.42
Dryden Hunt	LW	MJ	72	58	58	116	12	48	15	18	0	0	69	0	8	1	9	7	3	1	3	1	33.3	0	0	0.0	1.61	0.67
Brayden Burke	LW	LET	72	27	82	109	36	44	3	37	1	1	20	0	4	0	4	3	1	0	1	0	0.0	0	0	0.0	1.51	0.61
Jayce Hawryluk	C	BDN	58	47	59	106	59	101	10	15	4	1	28	0	8	0	7	8	1	0	1	0	0.0	0	0	0.0	1.83	1.74
Nolan Patrick	C	BDN	72	41	61	102	51	41	12	16	0	7	38	0	7	0	5	5	2	0	2	0	0.0	0	0	0.0	1.42	0.57
Parker Bowles	C	TC	72	39	57	96	-14	63	16	20	1	1	8	0	7	0	8	5	3	0	3	0	0.0	0	0	0.0	1.33	0.88
Tyson Baillie	C	KEL	70	43	52	95	25	66	12	20	1	1	22	0	6	0	7	7	1	0	1	0	0.0	0	0	0.0	1.36	0.94
Reid  Gardiner	RW	PA	71	43	49	92	26	46	11	17	2	0	226	0	8	3	5	5	4	2	4	1	50.0	0	0	0.0	1.3	0.65
Alex Forsberg	LW	VIC	71	31	60	91	22	64	13	22	0	0	126	0	4	0	4	4	1	0	1	0	0.0	0	0	0.0	1.28	0.9
Tyler Wong	RW	LET	72	43	46	89	17	42	14	9	2	2	35	0	5	1	8	4	3	2	3	0	66.7	0	0	0.0	1.24	0.58
Brayden  Point	C	MJ	48	35	53	88	24	36	7	20	0	0	41	0	5	0	2	3	2	1	2	0	50.0	0	0	0.0	1.83	0.75
Mathew Barzal	C	SEA	58	27	61	88	22	58	9	29	0	0	5	0	8	1	7	3	2	1	2	0	50.0	0	0	0.0	1.52	1.0
Tyler Soy	C	VIC	72	46	39	85	34	27	12	13	6	1	131	0	6	0	11	6	2	1	2	0	50.0	0	0	0.0	1.18	0.38
Jack Walker	LW	VIC	72	36	48	84	30	85	10	26	0	0	198	0	8	0	9	5	4	1	4	0	25.0	0	0	0.0	1.17	1.18
Ivan Nikolishin	LW	RD	72	31	51	82	14	20	11	26	0	0	16	0	8	2	6	4	4	3	4	2	75.0	0	0	0.0	1.14	0.28
Chase Witala	LW	PG	71	40	39	79	7	81	11	8	2	0	35	0	3	0	6	5	4	1	4	1	25.0	0	0	0.0	1.11	1.14
Collin Shirley	LW	KAM	72	37	42	79	20	18	4	12	2	2	27	0	5	1	6	5	3	0	3	0	0.0	0	0	0.0	1.1	0.25
Brett Pollock	LW	EDM	72	30	48	78	21	76	6	20	4	0	168	0	6	1	2	7	3	2	3	1	66.7	0	0	0.0	1.08	1.06
Matthew Phillips	C	VIC	72	37	39	76	11	16	16	16	0	0	108	0	10	0	5	3	2	0	2	0	0.0	0	0	0.0	1.06	0.22
Jesse Gabrielle	LW	PG	72	40	35	75	4	101	4	10	7	2	16	0	5	0	9	6	5	1	5	0	20.0	0	0	0.0	1.04	1.4
Adam Helewka	LW	RD	53	42	32	74	41	57	9	12	3	0	23	0	6	0	7	4	2	0	2	0	0.0	0	0	0.0	1.4	1.08
Giorgio Estephan	C	LET	59	30	44	74	26	12	6	18	3	0	24	0	6	1	5	4	1	0	1	0	0.0	0	0	0.0	1.25	0.2
Chad Butcher	RW	MH	71	27	47	74	-17	87	2	24	4	0	28	0	3	2	1	4	4	2	4	0	50.0	0	0	0.0	1.04	1.23
Jon Martin	RW	SC	70	41	32	73	-5	80	8	11	1	0	43	0	8	0	7	4	4	2	4	2	50.0	0	0	0.0	1.04	1.14
Noah Gregor	C	MJ	72	28	45	73	-2	33	15	16	0	0	33	0	5	2	3	7	1	0	1	0	0.0	0	0	0.0	1.01	0.46
Ivan Provorov	D	BDN	62	21	52	73	64	16	7	21	1	1	27	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	1.18	0.26
John Quenneville	C	BDN	57	30	42	72	27	71	9	16	2	0	24	0	4	1	5	3	1	0	1	0	0.0	0	0	0.0	1.26	1.25
Connor Gay	RW	SAS	70	25	47	72	-17	17	9	19	0	0	112	0	3	0	2	1	1	1	1	1	100.0	0	0	0.0	1.03	0.24
Kailer Yamamoto	RW	SPO	57	19	52	71	20	34	7	13	1	3	16	0	5	2	2	2	2	0	2	0	0.0	0	0	0.0	1.25	0.6
Radel Fazleev	C	CGY	59	19	52	71	17	46	3	26	4	5	69	0	2	1	3	4	4	1	4	1	25.0	0	0	0.0	1.2	0.78
Macoy Erkamps	D	BDN	72	13	58	71	47	64	6	17	1	3	30	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.99	0.89
Cole Sanford	RW	REG	63	41	29	70	-4	78	16	11	2	1	37	0	10	1	4	3	6	1	6	1	16.7	0	0	0.0	1.11	1.24
Dominic Turgeon	C	POR	72	36	34	70	7	22	12	12	3	2	12	0	4	1	8	2	3	1	3	1	33.3	0	0	0.0	0.97	0.31
Ryan Gropp	LW	SEA	66	34	36	70	10	40	12	17	0	0	16	0	6	0	5	2	1	0	1	0	0.0	0	0	0.0	1.06	0.61
Sam Steel	C	REG	72	23	47	70	-8	24	8	22	1	2	22	0	3	1	4	3	8	3	8	1	37.5	0	0	0.0	0.97	0.33
Andrew Nielsen	D	LET	71	18	52	70	30	122	9	19	1	1	26	0	3	0	0	4	1	0	1	0	0.0	0	0	0.0	0.99	1.72
Egor Babenko	LW	LET	67	29	40	69	26	36	7	11	0	0	18	0	2	0	5	3	3	2	3	2	66.7	0	0	0.0	1.03	0.54
Cameron Hebig	C	SAS	59	26	43	69	-12	36	5	15	0	0	117	0	3	2	7	0	1	0	1	0	0.0	0	0	0.0	1.17	0.61
Zak Zborosky	RW	KTN	58	32	36	68	-9	31	4	12	3	0	39	0	2	1	3	0	1	0	1	0	0.0	0	0	0.0	1.17	0.53
Travis Sanheim	D	CGY	52	15	53	68	15	66	8	26	1	3	99	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.31	1.27
Jordan Topping	LW	TC	72	33	34	67	-6	76	7	12	2	0	8	0	4	2	5	4	2	0	2	0	0.0	0	0	0.0	0.93	1.06
Justin  Kirkland	LW	KEL	69	31	36	67	23	69	2	14	2	1	41	0	8	2	3	5	4	3	4	2	75.0	0	0	0.0	0.97	1.0
Vladimir Bobylev	C	VIC	72	28	39	67	45	60	5	7	0	0	111	0	5	1	7	4	2	0	2	0	0.0	0	0	0.0	0.93	0.83
Dillon Dube	C	KEL	65	26	40	66	8	50	6	12	0	2	18	0	6	0	6	2	0	0	0	0	0.0	0	0	0.0	1.02	0.77
Lane Bauer	C	EDM	72	29	36	65	16	26	9	9	1	1	146	0	2	0	3	1	2	0	2	0	0.0	0	0	0.0	0.9	0.36
Jordan Tkatch	C	PA	68	24	41	65	22	30	8	9	0	2	101	0	2	0	5	4	2	2	2	2	100.0	0	0	0.0	0.96	0.44
Jake DeBrusk	LW	RD	61	21	44	65	10	47	5	14	2	1	33	0	3	0	5	3	2	1	2	0	50.0	0	0	0.0	1.07	0.77
Ethan Bear	D	SEA	69	19	46	65	14	33	12	24	0	1	19	0	3	1	4	3	0	0	0	0	0.0	0	0	0.0	0.94	0.48
Cory Millette	LW	LET	72	34	30	64	4	48	11	10	3	0	29	0	5	0	3	2	1	0	1	0	0.0	0	0	0.0	0.89	0.67
Jake Bean	D	CGY	68	24	40	64	8	28	12	21	1	1	122	0	6	1	4	3	3	1	3	1	33.3	0	0	0.0	0.94	0.41
Brett Howden	C	MJ	68	24	40	64	-7	61	8	17	0	0	16	0	3	0	1	5	0	0	0	0	0.0	0	0	0.0	0.94	0.9
Chase Lang	RW	VAN	69	27	36	63	-10	76	8	13	1	1	73	0	5	0	7	1	0	0	0	0	0.0	0	0	0.0	0.91	1.1
Rihards Bukarts	LW	POR	65	31	31	62	-7	35	11	13	0	0	13	0	3	1	5	1	6	2	6	1	33.3	0	0	0.0	0.95	0.54
Austin Wagner	LW	REG	70	28	34	62	31	84	0	4	7	3	21	0	6	1	5	4	3	1	3	1	33.3	0	0	0.0	0.89	1.2
Brad Morrison	C	PG	72	28	34	62	-7	35	9	12	0	0	24	0	5	0	5	3	3	1	3	1	33.3	0	0	0.0	0.86	0.49
Matt Needham	C	KAM	66	23	39	62	-8	55	6	16	0	1	20	0	3	0	3	3	1	0	1	0	0.0	0	0	0.0	0.94	0.83
Simon  Stransky	LW	PA	62	19	43	62	16	19	7	15	0	0	99	0	0	0	3	0	3	1	3	0	33.3	0	0	0.0	1.0	0.31
Reid Duke	C	BDN	68	33	28	61	17	53	8	6	1	1	39	0	8	0	1	3	2	1	2	1	50.0	0	0	0.0	0.9	0.78
Keegan Kolesar	RW	SEA	64	30	31	61	10	107	9	11	0	1	7	0	3	1	5	6	2	2	2	0	100.0	0	0	0.0	0.95	1.67
Trevor Cox	LW	VAN	56	18	43	61	-11	59	5	22	1	0	65	0	2	1	2	1	3	1	3	1	33.3	0	0	0.0	1.09	1.05
Joe  Hicketts	D	VIC	59	8	53	61	38	44	5	27	1	0	95	0	0	0	3	1	0	0	0	0	0.0	0	0	0.0	1.03	0.75
Jakob Stukel	LW	CGY	69	36	24	60	2	12	18	8	0	0	114	0	8	1	4	5	2	2	2	1	100.0	0	0	0.0	0.87	0.17
Mason Shaw	C	MH	67	17	43	60	-3	72	3	13	2	2	30	0	0	0	2	4	3	1	3	0	33.3	0	0	0.0	0.9	1.07
Ty Ronning	RW	VAN	67	31	28	59	-7	18	8	8	0	0	56	0	5	2	4	1	3	0	3	0	0.0	0	0	0.0	0.88	0.27
Tyler Coulter	LW	BDN	69	22	37	59	47	55	4	6	3	1	33	0	2	0	5	4	0	0	0	0	0.0	0	0	0.0	0.86	0.8
Deven Sideroff	RW	KAM	63	19	40	59	4	28	9	11	3	2	16	0	2	1	1	0	5	1	5	0	20.0	0	0	0.0	0.94	0.44
Remi Laurencelle	C	EVT	69	28	30	58	3	41	4	14	0	0	9	0	6	1	6	2	1	0	1	0	0.0	0	0	0.0	0.84	0.59
Dante Hannoun	C	VIC	71	26	32	58	26	16	5	8	0	0	104	0	4	0	1	6	2	1	2	1	50.0	0	0	0.0	0.82	0.23
Jesse  Lees	D	PA	71	23	35	58	9	76	9	16	1	2	158	0	3	2	2	2	2	1	2	0	50.0	0	0	0.0	0.82	1.07
