League	GP	G	A	PTS	PGP	PG	PA	PPTS	Proj_PTS/GP	Position	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G	Year	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G	Height	Weight
QMJHL	46	20	27	47	8	7	3	10	Not_In_NHL_AHL	RW	10	18	6	9	1	0	146	69	3	0	3	2	0	0	0	0	0.0	62	31	50.0	1.02	0.39	2012-13	0	10	3	0	0	0	18	14	3	0	2	0	0	0	0	0	0.0	5	3	60.0	1.25	1.25	180.0	174
OHL	62	20	20	40	12	4	7	11	AHL [0.2, 0.4)	RW	21	32	7	8	2	2	0	0	1	0	5	2	1	0	1	0	0.0	0	0	0.0	0.65	0.52	2012-13	3	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.92	0.0	182.5	190
OHL	57	17	19	36	10	1	2	3	AHL [0.4, 0.6)	C	22	34	1	5	0	0	0	0	2	0	2	0	4	2	4	1	50.0	0	0	0.0	0.63	0.6	2012-13	-2	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.3	0.4	187.5	186
OHL	43	13	9	22	5	0	0	0	NHL [0.4, 0.6)	LW	-2	68	2	2	0	0	0	0	3	0	2	2	1	0	1	0	0.0	0	0	0.0	0.51	1.58	2012-13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.8	180.0	178
WHL	64	14	13	27	11	1	2	3	AHL [0.2, 0.4)	C	7	135	0	0	1	1	0	0	6	0	4	2	0	0	0	0	0.0	0	0	0.0	0.42	2.11	2012-13	-2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	1.36	175.0	195
OHL	66	17	31	48	4	2	0	2	AHL [0.2, 0.4)	C	-12	40	5	5	1	1	0	0	1	0	7	0	3	0	3	0	0.0	0	0	0.0	0.73	0.61	2012-13	-4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.5	182.5	204
QMJHL	55	20	30	50	11	3	5	8	NHL [0.4, 0.6)	LW	23	22	3	10	0	0	122	70	3	0	3	2	5	2	5	1	40.0	38	17	44.7	0.91	0.4	2012-13	0	12	0	2	0	0	34	13	0	0	1	0	0	0	0	0	0.0	2	2	100.0	0.73	1.09	177.5	177
OHL	67	13	15	28	12	3	2	5	AHL [0.0, 0.2)	RW	14	100	4	2	0	0	0	0	2	1	4	1	0	0	0	0	0.0	0	0	0.0	0.42	1.49	2012-13	0	34	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.42	2.83	190.0	212
OHL	67	18	26	44	5	2	2	4	AHL [0.8, 1.0)	C	-12	22	5	8	0	1	0	0	2	1	3	2	0	0	0	0	0.0	0	0	0.0	0.66	0.33	2012-13	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	1.2	182.5	181
OHL	64	28	39	67	4	1	2	3	Not_In_NHL_AHL	C	4	28	13	10	0	0	0	0	2	0	6	2	2	0	2	0	0.0	0	0	0.0	1.05	0.44	2012-13	-4	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	1.75	180.0	166
OHL	64	15	28	43	9	1	0	1	AHL [0.2, 0.4)	C	7	61	6	10	0	1	0	0	2	0	3	1	4	0	4	0	0.0	0	0	0.0	0.67	0.95	2012-13	-2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.11	1.56	180.0	178
QMJHL	53	31	67	98	14	8	22	30	NHL [0.4, 0.6)	RW	25	45	15	30	2	2	220	116	4	0	6	6	7	2	7	0	28.6	49	24	49.0	1.85	0.85	2012-13	4	14	6	10	1	0	59	24	1	0	0	0	0	0	0	0	0.0	23	10	43.5	2.14	1.0	172.5	175
WHL	65	31	32	63	21	8	11	19	NHL [0.4, 0.6)	RW	38	10	9	4	0	0	0	0	7	0	5	2	2	0	2	0	0.0	0	0	0.0	0.97	0.15	2012-13	11	4	1	3	0	0	0	0	2	0	0	4	0	0	0	0	0.0	0	0	0.0	0.9	0.19	175.0	166
WHL	61	36	53	89	15	6	17	23	AHL [0.4, 0.6)	RW	34	115	10	18	2	1	0	0	4	0	5	5	4	2	4	2	50.0	0	0	0.0	1.46	1.89	2012-13	12	20	2	7	0	1	0	0	2	1	0	0	0	0	0	0	0.0	0	0	0.0	1.53	1.33	177.5	180
QMJHL	58	23	38	61	19	4	11	15	AHL [0.2, 0.4)	C	18	58	8	13	0	0	177	91	5	1	4	3	0	0	0	0	0.0	1289	822	63.8	1.05	1.0	2012-13	13	42	0	5	0	0	49	27	0	0	0	1	0	0	0	0	0.0	420	237	56.4	0.79	2.21	177.5	190
OHL	65	5	17	22	21	2	4	6	AHL [0.2, 0.4)	RW	7	15	1	0	0	0	0	0	0	0	2	0	3	1	3	1	33.3	0	0	0.0	0.34	0.23	2012-13	4	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.38	177.5	185
OHL	68	16	17	33	5	0	0	0	AHL [0.2, 0.4)	RW	5	39	1	3	0	0	0	0	2	0	4	0	1	1	1	1	100.0	0	0	0.0	0.49	0.57	2012-13	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	197.5	229
OHL	65	16	27	43	4	0	0	0	AHL [0.2, 0.4)	RW	2	44	1	2	1	1	0	0	3	1	3	1	0	0	0	0	0.0	0	0	0.0	0.66	0.68	2012-13	-5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	3.0	185.0	208
QMJHL	47	22	28	50	10	1	11	12	Other	LW	-1	56	9	11	1	0	129	75	6	0	2	2	2	0	2	0	0.0	92	48	52.2	1.06	1.19	2012-13	7	20	1	3	0	0	19	8	0	0	1	0	0	0	0	0	0.0	67	31	46.3	1.2	2.0	170.0	158
QMJHL	67	34	43	77	15	6	14	20	Not_In_NHL_AHL	LW	17	71	8	19	2	1	188	127	5	0	4	4	1	0	1	0	0.0	25	9	36.0	1.15	1.06	2012-13	1	20	3	7	0	1	39	25	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.33	1.33	172.5	174
OHL	67	14	16	30	8	0	0	0	Not_In_NHL_AHL	LW	11	52	5	1	0	0	0	0	1	0	3	2	8	3	8	0	37.5	0	0	0.0	0.45	0.78	2012-13	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.25	185.0	205
WHL	62	22	28	50	15	1	7	8	Not_In_NHL_AHL	LW	27	37	6	5	0	1	0	0	5	1	5	2	3	1	3	0	33.3	0	0	0.0	0.81	0.6	2012-13	2	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.53	0.27	175.0	164
QMJHL	53	25	27	52	10	0	3	3	Not_In_NHL_AHL	C	21	98	4	6	1	0	126	82	2	0	0	2	1	0	1	0	0.0	497	238	47.9	0.98	1.85	2012-13	-1	19	0	1	0	0	28	15	0	0	0	0	0	0	0	0	0.0	8	3	37.5	0.3	1.9	177.5	172
OHL	61	22	29	51	4	1	0	1	Not_In_NHL_AHL	LW	2	30	5	12	1	2	0	0	1	0	4	4	7	4	7	1	57.1	0	0	0.0	0.84	0.49	2012-13	-9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.0	177.5	184
WHL	69	38	55	93	11	5	4	9	Other	RW	46	68	6	24	0	0	0	0	6	0	7	2	1	0	1	0	0.0	0	0	0.0	1.35	0.99	2012-13	1	8	2	2	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.82	0.73	177.5	212
OHL	54	23	44	67	17	8	7	15	NHL [0.0, 0.2)	C	15	20	6	14	0	0	0	0	2	0	3	5	5	2	5	0	40.0	0	0	0.0	1.24	0.37	2012-13	9	6	2	4	0	0	0	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	0.88	0.35	177.5	188
QMJHL	66	11	17	28	8	1	2	3	Other	LW	-6	129	3	3	0	0	124	64	1	0	1	3	0	0	0	0	0.0	12	2	16.7	0.42	1.95	2012-13	-1	29	0	1	0	0	14	5	0	0	0	1	0	0	0	0	0.0	2	0	0.0	0.38	3.63	180.0	188
OHL	68	44	53	97	4	2	0	2	Other	C	37	84	8	18	3	2	0	0	4	0	4	3	1	0	1	0	0.0	0	0	0.0	1.43	1.24	2012-13	-4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.5	175.0	184
OHL	67	17	17	34	9	3	3	6	Not_In_NHL_AHL	LW	-3	25	1	3	0	0	0	0	4	0	3	0	1	0	1	0	0.0	0	0	0.0	0.51	0.37	2012-13	0	4	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0.0	0	0	0.0	0.67	0.44	185.0	179
OHL	58	31	47	78	0	0	0	0	NHL [0.8, 1.0)	C	-18	24	15	23	1	0	0	0	1	0	5	1	6	0	6	0	0.0	0	0	0.0	1.34	0.41	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	187
OHL	68	40	47	87	0	0	0	0	AHL [0.4, 0.6)	LW	-21	94	16	21	0	1	0	0	4	0	9	3	7	2	7	0	28.6	0	0	0.0	1.28	1.38	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	205
WHL	72	36	40	76	0	0	0	0	AHL [0.6, 0.8)	LW	-1	20	14	24	1	0	0	0	4	1	3	3	7	2	7	1	28.6	0	0	0.0	1.06	0.28	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	180
QMJHL	34	16	26	42	0	0	0	0	NHL [0.0, 0.2)	LW	-14	41	4	8	0	0	137	74	2	0	2	1	2	0	2	0	0.0	7	4	57.1	1.24	1.21	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	198
OHL	63	22	14	36	0	0	0	0	Not_In_NHL_AHL	C	-31	139	8	1	1	0	0	0	2	0	4	1	1	0	1	0	0.0	0	0	0.0	0.57	2.21	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	225
WHL	69	23	34	57	0	0	0	0	Other	RW	-16	68	8	10	0	0	0	0	2	0	1	2	4	1	4	0	25.0	0	0	0.0	0.83	0.99	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	186
WHL	65	15	24	39	0	0	0	0	Not_In_NHL_AHL	C	-4	105	3	7	0	0	0	0	0	0	1	0	9	4	9	2	44.4	0	0	0.0	0.6	1.62	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	159
WHL	60	36	69	105	13	6	17	23	NHL [0.6, 0.8)	C	24	11	12	28	2	0	0	0	6	0	6	5	5	1	5	1	20.0	0	0	0.0	1.75	0.18	2013-14	4	2	2	7	0	1	6	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.77	0.15	180.0	190
OHL	57	36	55	91	7	5	4	9	NHL [0.2, 0.4)	C	34	118	10	19	1	2	0	0	3	0	4	5	3	0	3	0	0.0	0	0	0.0	1.6	2.07	2013-14	2	18	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.29	2.57	180.0	178
OHL	67	39	56	95	12	8	12	20	AHL [1.0, ...]	LW	8	34	16	27	0	0	0	0	8	2	7	4	9	1	9	1	11.1	0	0	0.0	1.42	0.51	2013-14	0	0	4	7	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.67	0.0	182.5	182
QMJHL	63	49	55	104	16	11	17	28	NHL [0.6, 0.8)	LW	65	51	13	23	7	2	287	185	7	0	10	7	5	1	5	0	20.0	9	2	22.2	1.65	0.81	2013-14	3	18	9	9	0	0	65	41	1	0	3	1	0	0	0	0	0.0	1	0	0.0	1.75	1.13	175.0	176
OHL	61	39	35	74	11	5	5	10	NHL [0.4, 0.6)	LW	4	136	11	8	1	1	0	0	5	2	6	5	8	3	8	0	37.5	0	0	0.0	1.21	2.23	2013-14	-5	24	2	3	1	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.91	2.18	185.0	226
OHL	58	45	42	87	16	13	15	28	NHL [0.0, 0.2)	C	45	55	14	14	0	0	0	0	11	1	9	5	2	1	2	1	50.0	0	0	0.0	1.5	0.95	2013-14	16	12	6	5	1	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.75	0.75	175.0	170
WHL	61	25	33	58	9	5	8	13	AHL [1.0, ...]	C	3	71	9	9	0	0	0	0	4	0	0	2	0	0	0	0	0.0	0	0	0.0	0.95	1.16	2013-14	4	10	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.44	1.11	180.0	182
OHL	65	27	26	53	11	7	3	10	NHL [0.2, 0.4)	LW	-5	145	10	7	0	1	0	0	3	0	5	7	2	0	2	0	0.0	0	0	0.0	0.82	2.23	2013-14	-1	16	3	0	0	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.91	1.45	180.0	206
WHL	59	24	40	64	8	5	7	12	NHL [0.2, 0.4)	C	16	44	7	10	1	1	0	0	4	0	5	2	2	1	2	0	50.0	0	0	0.0	1.08	0.75	2013-14	5	14	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	1.5	1.75	175.0	190
QMJHL	48	25	43	68	6	4	6	10	NHL [0.2, 0.4)	C	-11	27	9	22	1	0	156	107	4	0	3	3	2	0	2	0	0.0	949	443	46.7	1.42	0.56	2013-14	2	8	1	2	0	0	18	11	1	0	0	0	0	0	0	0	0.0	120	52	43.3	1.67	1.33	180.0	180
WHL	71	25	30	55	21	11	8	19	AHL [0.2, 0.4)	C	18	36	10	8	0	0	0	0	2	0	6	3	1	0	1	0	0.0	0	0	0.0	0.77	0.51	2013-14	11	10	2	5	0	0	0	0	5	0	2	0	0	0	0	0	0.0	0	0	0.0	0.9	0.48	185.0	182
QMJHL	65	22	31	53	24	4	9	13	AHL [0.4, 0.6)	RW	-1	61	4	12	0	0	166	102	3	0	1	2	1	1	1	1	100.0	99	43	43.4	0.82	0.94	2013-14	10	20	1	1	0	0	48	26	2	0	0	0	0	0	0	0	0.0	28	15	53.6	0.54	0.83	177.5	187
QMJHL	65	21	26	47	9	6	6	12	Other	RW	4	40	6	9	0	0	211	110	2	0	2	3	3	1	3	0	33.3	4	2	50.0	0.72	0.62	2013-14	11	10	1	1	0	0	19	10	0	0	0	2	0	0	0	0	0.0	1	1	100.0	1.33	1.11	177.5	196
OHL	64	16	24	40	12	3	8	11	Not_In_NHL_AHL	RW	11	100	7	4	0	0	0	0	4	0	2	1	0	0	0	0	0.0	0	0	0.0	0.63	1.56	2013-14	2	25	2	4	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.92	2.08	195.0	208
WHL	65	10	21	31	21	2	6	8	AHL [0.2, 0.4)	C	18	31	2	1	2	0	0	0	1	0	1	0	2	0	2	0	0.0	0	0	0.0	0.48	0.48	2013-14	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.38	0.86	182.5	198
OHL	54	13	18	31	5	3	0	3	Not_In_NHL_AHL	RW	-17	51	2	5	0	0	0	0	1	0	3	0	12	7	12	3	58.3	0	0	0.0	0.57	0.94	2013-14	-2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	1.2	185.0	222
WHL	72	18	18	36	21	3	2	5	Not_In_NHL_AHL	RW	19	121	1	2	0	0	0	0	4	0	3	1	0	0	0	0	0.0	0	0	0.0	0.5	1.68	2013-14	-1	41	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0	0	0.0	0.24	1.95	180.0	196
OHL	68	27	9	36	5	4	0	4	Not_In_NHL_AHL	LW	14	69	0	0	3	2	0	0	2	0	7	5	2	2	2	0	100.0	0	0	0.0	0.53	1.01	2013-14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	0.4	177.5	183
WHL	67	22	20	42	21	4	4	8	Other	C	16	70	7	2	0	1	0	0	7	0	4	3	0	0	0	0	0.0	0	0	0.0	0.63	1.04	2013-14	-1	12	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.38	0.57	180.0	219
WHL	72	39	42	81	21	10	9	19	AHL [0.8, 1.0)	C	49	36	9	13	2	2	0	0	3	0	5	7	2	0	2	0	0.0	0	0	0.0	1.13	0.5	2013-14	17	6	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0.0	0	0	0.0	0.9	0.29	172.5	178
QMJHL	67	25	25	50	4	1	1	2	Not_In_NHL_AHL	LW	-8	28	11	7	2	1	114	77	4	1	4	2	1	0	1	0	0.0	16	9	56.3	0.75	0.42	2013-14	-4	2	0	1	0	0	5	5	0	0	0	0	0	0	0	0	0.0	3	2	66.7	0.5	0.5	177.5	177
QMJHL	60	17	17	34	8	4	1	5	Other	LW	-1	69	4	8	0	0	143	82	4	0	4	1	5	0	5	0	0.0	318	136	42.8	0.57	1.15	2013-14	4	4	1	0	0	0	15	9	0	0	0	0	0	0	0	0	0.0	1	1	100.0	0.63	0.5	185.0	218
WHL	66	32	25	57	9	5	4	9	Not_In_NHL_AHL	RW	-12	75	14	12	0	0	0	0	5	1	7	0	4	1	4	1	25.0	0	0	0.0	0.86	1.14	2013-14	0	13	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	1.44	185.0	203
WHL	70	44	54	98	13	10	10	20	Not_In_NHL_AHL	RW	27	54	16	17	1	2	0	0	6	0	7	7	6	1	6	1	16.7	0	0	0.0	1.4	0.77	2013-14	-3	6	4	6	0	0	10	0	4	0	2	1	0	0	0	0	0.0	0	0	0.0	1.54	0.46	170.0	186
QMJHL	56	14	19	33	4	1	0	1	AHL [0.0, 0.2)	C	-8	54	7	3	2	1	120	78	3	0	1	1	0	0	0	0	0.0	577	264	45.8	0.59	0.96	2013-14	-7	8	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0.0	65	26	40.0	0.25	2.0	177.5	182
WHL	72	24	34	58	14	6	6	12	AHL [0.6, 0.8)	C	26	8	5	6	0	2	0	0	4	0	2	3	0	0	0	0	0.0	0	0	0.0	0.81	0.11	2013-14	3	2	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.86	0.14	175.0	173
OHL	53	5	5	10	9	0	0	0	Not_In_NHL_AHL	C	3	24	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.19	0.45	2013-14	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.22	190.0	200
WHL	56	6	11	17	13	1	0	1	AHL [0.0, 0.2)	LW	5	128	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.3	2.29	2013-14	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.08	0.46	187.5	205
WHL	70	34	23	57	9	5	3	8	Not_In_NHL_AHL	LW	18	114	13	7	0	0	0	0	5	0	4	4	0	0	0	0	0.0	0	0	0.0	0.81	1.63	2013-14	-4	16	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0.0	0	0	0.0	0.89	1.78	187.5	216
QMJHL	65	35	47	82	4	1	2	3	AHL [0.2, 0.4)	C	3	51	8	21	2	0	210	135	5	1	3	4	3	1	3	1	33.3	1193	635	53.2	1.26	0.78	2013-14	-7	2	0	1	0	0	6	2	0	0	1	0	0	0	0	0	0.0	78	41	52.6	0.75	0.5	180.0	192
QMJHL	68	16	39	55	9	1	7	8	AHL [0.6, 0.8)	LW	-3	32	3	22	3	1	139	61	2	1	3	1	4	2	4	1	50.0	109	48	44.0	0.81	0.47	2013-14	2	4	0	2	0	0	16	5	0	0	0	0	0	0	0	0	0.0	21	8	38.1	0.89	0.44	177.5	166
WHL	66	30	30	60	21	10	12	22	Not_In_NHL_AHL	LW	34	57	4	5	3	1	0	0	6	1	5	4	0	0	0	0	0.0	0	0	0.0	0.91	0.86	2013-14	14	12	2	1	0	1	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	1.05	0.57	177.5	177
QMJHL	68	14	20	34	9	0	4	4	AHL [0.0, 0.2)	C	2	18	4	3	0	0	141	83	1	0	1	3	0	0	0	0	0.0	516	267	51.7	0.5	0.26	2013-14	0	2	0	2	0	0	17	6	0	0	0	0	0	0	0	0	0.0	124	68	54.8	0.44	0.22	180.0	193
OHL	65	33	35	68	7	1	4	5	Not_In_NHL_AHL	RW	31	16	5	8	0	0	0	0	6	0	6	1	6	2	6	2	33.3	0	0	0.0	1.05	0.25	2013-14	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.71	0.0	172.5	170
WHL	65	28	50	78	0	0	0	0	AHL [0.4, 0.6)	RW	-6	46	8	22	0	0	0	0	2	0	2	1	3	0	3	0	0.0	0	0	0.0	1.2	0.71	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	175
OHL	67	38	56	94	0	0	0	0	NHL [0.4, 0.6)	RW	-30	21	10	19	0	0	0	0	2	1	6	0	7	4	7	0	57.1	0	0	0.0	1.4	0.31	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	178
OHL	66	16	21	37	0	0	0	0	AHL [0.2, 0.4)	C	-28	18	6	11	0	0	0	0	1	0	2	0	2	0	2	0	0.0	0	0	0.0	0.56	0.27	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	183
OHL	66	20	26	46	0	0	0	0	Other	RW	-18	20	3	11	0	0	0	0	0	0	2	0	3	0	3	0	0.0	0	0	0.0	0.7	0.3	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	194
QMJHL	68	21	55	76	0	0	0	0	AHL [0.4, 0.6)	C	-37	79	7	30	1	1	224	126	1	0	3	0	7	1	7	0	14.3	1545	614	39.7	1.12	1.16	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	170.0	175
OHL	57	10	22	32	0	0	0	0	Not_In_NHL_AHL	C	4	53	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0.0	0	0	0.0	0.56	0.93	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	206
WHL	62	15	25	40	0	0	0	0	AHL [0.2, 0.4)	C	-47	91	7	12	0	0	0	0	1	0	1	0	4	1	4	1	25.0	0	0	0.0	0.65	1.47	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	191
OHL	40	9	9	18	0	0	0	0	Other	RW	-9	41	2	4	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.45	1.03	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	201
OHL	47	44	76	120	20	21	28	49	NHL [1.0, ...]	C	60	48	9	32	2	2	0	0	8	1	6	6	2	1	2	0	50.0	0	0	0.0	2.55	1.02	2014-15	12	12	4	14	3	1	0	0	5	0	2	1	0	0	0	0	0.0	0	0	0.0	2.45	0.6	180.0	195
OHL	68	45	84	129	20	10	12	22	NHL [0.6, 0.8)	C	47	32	14	36	0	0	0	0	8	0	6	3	6	2	6	0	33.3	0	0	0.0	1.9	0.47	2014-15	1	12	6	5	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	1.1	0.6	187.5	185
OHL	37	16	18	34	5	2	1	3	NHL [0.4, 0.6)	C	5	56	6	9	0	0	0	0	0	0	1	3	2	0	2	0	0.0	0	0	0.0	0.92	1.51	2014-15	-4	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	2.0	187.5	210
QMJHL	61	44	46	90	14	10	11	21	NHL [0.6, 0.8)	RW	20	59	23	12	0	0	316	184	10	1	7	4	4	1	4	1	25.0	156	68	43.6	1.48	0.97	2014-15	1	18	4	4	0	0	96	51	3	1	2	0	0	0	0	0	0.0	26	14	53.8	1.5	1.29	182.5	209
OHL	56	29	22	51	4	2	1	3	NHL [0.2, 0.4)	LW	10	70	7	9	2	0	0	0	3	0	5	6	4	0	4	0	0.0	0	0	0.0	0.91	1.25	2014-15	-7	18	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.75	4.5	190.0	215
WHL	72	42	39	81	3	0	0	0	NHL [0.4, 0.6)	LW	-9	40	13	15	0	0	32	0	4	1	4	5	8	3	8	2	37.5	0	0	0.0	1.13	0.56	2014-15	-4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	3.33	177.5	174
WHL	44	12	45	57	6	4	4	8	NHL [0.8, 1.0)	C	13	20	2	19	1	0	3	0	0	0	3	0	7	3	7	2	42.9	0	0	0.0	1.3	0.45	2014-15	2	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.33	0.67	177.5	175
QMJHL	55	32	46	78	7	1	6	7	AHL [0.0, 0.2)	RW	19	70	10	16	0	1	183	114	3	0	5	1	3	1	3	0	33.3	205	93	45.4	1.42	1.27	2014-15	-4	14	1	3	0	0	25	12	1	0	0	0	0	0	0	0	0.0	86	45	52.3	1.0	2.0	182.5	199
OHL	60	29	39	68	5	3	7	10	NHL [0.8, 1.0)	RW	-1	34	4	13	3	0	0	0	6	0	5	3	2	0	2	0	0.0	0	0	0.0	1.13	0.57	2014-15	4	6	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	2.0	1.2	172.5	175
QMJHL	67	42	52	94	7	2	5	7	NHL [0.4, 0.6)	C	16	72	16	31	4	0	337	180	8	0	6	3	3	2	3	0	66.7	1571	922	58.7	1.4	1.07	2014-15	1	14	0	2	0	0	42	17	1	0	0	0	0	0	0	0	0.0	214	117	54.7	1.0	2.0	175.0	173
WHL	72	20	70	90	19	5	22	27	AHL [0.0, 0.2)	C	29	79	5	32	2	1	3	0	2	0	4	4	4	3	4	1	75.0	0	0	0.0	1.25	1.1	2014-15	12	18	1	4	2	3	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.42	0.95	175.0	191
OHL	62	22	26	48	4	0	0	0	NHL [0.0, 0.2)	C	-17	44	5	6	2	0	0	0	4	1	4	0	1	0	1	0	0.0	0	0	0.0	0.77	0.71	2014-15	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	188
