Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Joel Perrault	C	BaC	70	51	65	116	0	93	21	29	5	5	319	319	12	1	12	3	0	0	0	0	0.0	1225	623	50.9	1.66	1.33
Jonathan Gagnon	RW	Rou	67	52	63	115	0	172	17	27	3	10	222	222	10	2	4	5	0	0	0	0	0.0	574	263	45.8	1.72	2.57
Patrick Thoresen	C	BaC	71	33	75	108	0	57	14	33	3	6	268	268	2	1	4	5	0	0	0	0	0.0	1976	1124	56.9	1.52	0.8
Pierre-Luc Sleigher	RW	Vic	66	38	67	105	0	226	15	27	2	5	309	309	5	1	4	3	0	0	0	0	0.0	1849	1000	54.1	1.59	3.42
Maxime Talbot	C	Hul	69	46	58	104	0	130	16	19	7	5	196	196	9	1	4	5	0	0	0	0	0.0	1925	1000	51.9	1.51	1.88
Olivier Fillion	C	Bat	71	36	68	104	0	62	9	28	1	2	240	240	5	1	9	4	0	0	0	0	0.0	485	270	55.7	1.46	0.87
Pierre-Alexandre Parenteau	RW	She	59	33	70	103	0	140	11	28	1	0	249	249	3	0	4	4	0	0	0	0	0.0	64	31	48.4	1.75	2.37
Olivier Proulx	C	BaC	71	39	63	102	0	150	12	25	8	5	210	210	7	0	5	3	0	0	0	0	0.0	841	422	50.2	1.44	2.11
Steve Bernier	RW	Mon	71	49	52	101	0	90	16	21	0	0	238	238	5	1	9	4	0	0	0	0	0.0	35	16	45.7	1.42	1.27
Pascal Pelletier	C	BaC	67	46	55	101	0	113	13	25	4	4	230	230	7	1	6	7	0	0	0	0	0.0	309	158	51.1	1.51	1.69
David Masse	LW	Que	70	50	48	98	0	125	14	17	0	0	286	286	7	2	4	10	0	0	0	0	0.0	45	17	37.8	1.4	1.79
Jean-Francois Plourde	C	She	70	58	39	97	0	90	24	14	1	1	316	316	5	1	7	9	0	0	0	0	0.0	869	416	47.9	1.39	1.29
Stuart MacRae	C	Hal	74	33	63	96	0	51	8	33	2	1	339	339	10	1	8	1	0	0	0	0	0.0	1384	678	49.0	1.3	0.69
Jean-Michel Daoust	RW	Hul	72	34	60	94	0	104	10	18	4	5	173	173	9	2	6	5	0	0	0	0	0.0	123	41	33.3	1.31	1.44
Nicolas Corbeil	C	She	68	31	63	94	0	85	11	26	4	1	275	275	5	0	7	4	0	0	0	0	0.0	1709	952	55.7	1.38	1.25
Pierre-Luc Laprise	RW	VdO	71	29	61	90	0	101	8	29	1	1	180	180	5	2	4	4	0	0	0	0	0.0	144	64	44.4	1.27	1.42
Jonathan Ferland	RW	Bat	68	45	44	89	0	94	7	15	3	0	265	265	5	0	4	9	0	0	0	0	0.0	226	129	57.1	1.31	1.38
