Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Pierre-Marc Bouchard	C	Chi	69	46	94	140	0	54	16	42	10	3	274	274	8	2	6	7	0	0	0	0	0.0	1661	789	47.5	2.03	0.78
Matthew Lombardi	C	Vic	66	57	73	130	0	70	20	30	2	1	309	309	5	0	5	9	0	0	0	0	0.0	1739	887	51.0	1.97	1.06
Yanick Lehoux	C	BaC	66	56	69	125	0	63	13	33	13	6	348	348	14	4	6	6	0	0	0	0	0.0	1370	696	50.8	1.89	0.95
Jonathan Bellemare	C	Sha	69	39	85	124	0	183	16	32	0	0	209	209	5	0	7	5	0	0	0	0	0.0	1653	916	55.4	1.8	2.65
Charles Linglet	LW	BaC	72	52	71	123	0	34	20	27	5	9	279	279	5	0	11	8	0	0	0	0	0.0	30	9	30.0	1.71	0.47
Carl Mallette	C	Vic	71	39	83	122	0	191	11	32	1	3	283	283	2	0	8	1	0	0	0	0	0.0	405	220	54.3	1.72	2.69
Jason Pominville	RW	Sha	66	57	64	121	0	32	16	34	0	0	300	300	10	0	5	10	0	0	0	0	0.0	55	21	38.2	1.83	0.48
Olivier Proulx	C	Dru	71	42	77	119	0	179	18	44	3	2	250	250	5	0	7	4	0	0	0	0	0.0	1605	858	53.5	1.68	2.52
Pierre-Alexandre Parenteau	RW	Chi	68	51	67	118	0	120	28	30	1	1	306	306	6	1	8	4	0	0	0	0	0.0	29	13	44.8	1.74	1.76
Philippe Lacasse	RW	Hul	63	55	58	113	0	58	20	26	3	2	186	186	5	1	7	6	0	0	0	0	0.0	358	142	39.7	1.79	0.92
Danny Groulx	D	Vic	68	29	83	112	0	165	11	38	2	1	377	377	7	0	3	3	0	0	0	0	0.0	0	0	0.0	1.65	2.43
Mathieu Brunelle	LW	Vic	72	43	64	107	0	105	16	23	1	0	201	201	7	1	7	2	0	0	0	0	0.0	11	4	36.4	1.49	1.46
Dominic Noel	C	Cap	67	42	63	105	0	45	17	32	1	0	299	299	4	0	5	4	0	0	0	0	0.0	1136	535	47.1	1.57	0.67
Olivier Fillion	C	Bat	72	29	75	104	0	98	6	27	3	2	172	172	4	1	5	3	0	0	0	0	0.0	659	326	49.5	1.44	1.36
Eric Betournay	C	Chi	72	38	65	103	0	69	17	21	3	5	256	256	7	1	6	5	0	0	0	0	0.0	1496	812	54.3	1.43	0.96
Christian Larrivee	C	Chi	72	48	52	100	0	60	21	29	1	4	298	298	4	0	3	6	0	0	0	0	0.0	552	248	44.9	1.39	0.83
