Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Vitalii Abramov	RW	Gat	66	46	58	104	13	76	6	25	1	0	245	189	4	2	11	6	4	2	4	0	50.0	82	49	59.8	1.58	1.15
Tyler Boland	C	Rim	68	48	55	103	5	24	13	23	1	1	270	153	7	3	12	3	2	0	2	0	0.0	1515	782	51.6	1.51	0.35
Francois Beauchemin	C	Cha	69	45	52	97	45	76	6	14	1	3	215	136	8	0	7	4	2	0	2	0	0.0	1269	579	45.6	1.41	1.1
Filip Chlapik	C	Cha	57	34	57	91	24	98	14	19	1	0	263	129	3	0	3	1	1	0	1	0	0.0	761	400	52.6	1.6	1.72
Giovanni Fiore	LW	Cap	61	52	38	90	36	42	17	11	3	1	350	212	7	2	3	6	3	0	3	0	0.0	27	10	37.0	1.48	0.69
Christophe Boivin	LW	Bat	68	43	47	90	35	44	8	18	0	0	293	125	0	0	8	3	1	0	1	0	0.0	29	12	41.4	1.32	0.65
Alexandre Goulet	C	Vic	68	39	50	89	17	58	15	25	1	0	235	144	7	0	5	4	2	0	2	0	0.0	117	54	46.2	1.31	0.85
Matthew Highmore	C	SNB	64	34	55	89	34	46	13	23	3	2	220	122	5	0	6	4	2	1	2	1	50.0	1396	750	53.7	1.39	0.72
Maxime Fortier	RW	Hal	68	32	55	87	-1	20	7	20	6	1	250	135	5	0	3	3	3	0	3	0	0.0	143	60	42.0	1.28	0.29
Nico Hischier	C	Hal	57	38	48	86	20	24	11	18	3	4	232	145	5	1	6	1	2	0	2	0	0.0	1025	501	48.9	1.51	0.42
Alex Barre-Boulet	C	BLB	65	29	52	81	10	42	8	21	3	3	238	166	6	1	6	3	4	1	4	0	25.0	1221	626	51.3	1.25	0.65
Antoine Waked	RW	Rou	67	39	41	80	41	67	11	11	0	2	226	124	6	0	4	5	4	2	4	0	50.0	16	9	56.3	1.19	1.0
Nicolas Roy	C	Chi	53	36	44	80	30	46	16	17	0	0	209	134	5	1	6	3	7	3	7	1	42.9	1297	765	59.0	1.51	0.87
Mathieu Joseph	RW	SNB	54	36	44	80	37	57	11	24	5	1	189	142	6	0	9	5	2	0	2	0	0.0	42	15	35.7	1.48	1.06
Jean-Christophe Beaudin	C	Rou	65	30	50	80	32	33	8	20	5	0	219	113	4	0	4	1	3	0	3	0	0.0	1498	896	59.8	1.23	0.51
Spencer Smallman	RW	SNB	60	30	49	79	27	35	14	24	2	2	143	92	4	0	4	4	2	0	2	0	0.0	55	24	43.6	1.32	0.58
Joey Ratelle	LW	Chi	62	41	36	77	11	113	10	14	2	0	217	157	10	1	6	3	3	0	3	0	0.0	17	3	17.6	1.24	1.82
Dylan Montcalm	C	Rim	62	16	60	76	4	58	6	30	0	2	196	109	0	0	2	1	2	0	2	0	0.0	1213	684	56.4	1.23	0.94
Dennis Yan	LW	Sha	64	46	29	75	23	52	12	10	0	0	251	153	8	0	8	5	4	1	4	0	25.0	22	6	27.3	1.17	0.81
Samuel Girard	D	Sha	59	9	66	75	26	29	2	28	0	0	113	27	1	0	4	1	0	0	0	0	0.0	0	0	0.0	1.27	0.49
Kameron Kielly	C	Cha	65	34	40	74	31	38	8	16	0	0	229	153	9	2	4	3	2	1	2	0	50.0	716	432	60.3	1.14	0.58
Zack MacEwen	C	Gat	66	31	43	74	0	90	15	13	1	0	242	129	5	1	6	2	3	2	3	1	66.7	1104	608	55.1	1.12	1.36
Antoine Morand	C	Bat	67	28	46	74	21	52	8	15	2	1	175	99	4	1	2	3	2	1	2	0	50.0	1107	562	50.8	1.1	0.78
Alex Dostie	C	Cha	63	30	41	71	10	14	6	17	2	1	162	129	3	1	3	4	3	1	3	1	33.3	309	152	49.2	1.13	0.22
Massimo Carozza	C	Cap	63	27	42	69	29	38	8	14	1	0	213	120	7	1	4	2	1	1	1	1	100.0	969	482	49.7	1.1	0.6
Carl Neill	D	Cha	67	13	56	69	21	46	4	37	0	0	157	54	1	0	2	1	1	0	1	0	0.0	2	1	50.0	1.03	0.69
Vladimir Kuznetsov	LW	Bat	68	30	38	68	32	18	5	9	0	0	267	105	3	0	5	2	1	0	1	0	0.0	6	3	50.0	1.0	0.26
Yakov Trenin	C	Gat	54	30	37	67	16	84	12	7	3	1	220	154	6	0	6	1	2	2	2	1	100.0	1272	754	59.3	1.24	1.56
Dmitry Zhukenov	C	Chi	64	18	47	65	-17	40	11	28	0	0	103	58	3	2	4	0	6	1	6	1	16.7	766	415	54.2	1.02	0.63
Frederic Allard	D	Chi	63	14	51	65	-3	42	5	30	0	0	195	48	4	0	1	1	0	0	0	0	0.0	5	2	40.0	1.03	0.67
Thomas Gregoire	D	She	66	10	54	64	-19	26	3	33	0	1	171	37	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.97	0.39
Ivan Kosorenkov	RW	Vic	68	34	29	63	11	40	13	12	0	0	152	116	6	1	7	2	3	0	3	0	0.0	6	1	16.7	0.93	0.59
Brandon Gignac	C	Sha	59	23	39	62	23	30	10	12	0	0	161	99	5	2	4	2	5	1	5	1	20.0	1160	648	55.9	1.05	0.51
Daniil Miromanov	RW	Bat	68	22	40	62	6	20	5	12	0	0	207	87	4	0	2	2	2	0	2	0	0.0	5	2	40.0	0.91	0.29
Julien Pelletier	LW	She	65	29	32	61	0	54	13	17	0	0	179	125	5	1	4	3	1	0	1	0	0.0	44	23	52.3	0.94	0.83
Jeffrey Truchon-Viel	LW	Bat	63	35	25	60	6	117	11	6	1	1	238	129	1	0	3	5	0	0	0	0	0.0	24	10	41.7	0.95	1.86
Hugo Roy	C	She	68	34	26	60	-16	4	17	6	1	0	183	145	4	2	6	3	0	0	0	0	0.0	1840	1046	56.8	0.88	0.06
Alexis D'Aoust	RW	Sha	50	29	31	60	44	36	5	7	0	0	179	123	5	1	8	3	1	0	1	0	0.0	23	7	30.4	1.2	0.72
Daniel Sprong	RW	Cha	31	32	27	59	29	8	6	9	0	0	140	76	5	0	3	5	0	0	0	0	0.0	30	14	46.7	1.9	0.26
Ivan Chekhovich	C	BaC	60	26	33	59	-3	14	4	14	1	3	193	99	3	0	2	4	3	1	3	1	33.3	17	5	29.4	0.98	0.23
James Phelan	C	Vic	68	26	33	59	18	85	5	13	5	0	174	126	4	0	5	1	0	0	0	0	0.0	1366	796	58.3	0.87	1.25
Drake Batherson	C	Cap	61	22	36	58	16	70	10	14	0	0	98	58	1	0	5	0	2	0	2	0	0.0	309	141	45.6	0.95	1.15
Cameron Askew	C	Sha	68	27	29	56	-8	38	5	8	1	0	224	118	4	1	1	3	4	1	4	1	25.0	1226	585	47.7	0.82	0.56
Peter Abbandonato	C	Rou	64	19	37	56	23	26	6	8	1	2	112	70	5	0	4	3	1	0	1	0	0.0	535	246	46.0	0.88	0.41
