Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Yanni Gourde	LW	Vic	68	37	87	124	29	70	12	33	1	0	186	118	10	0	5	3	1	0	1	0	0.0	489	229	46.8	1.82	1.03
Zach O'Brien	C	Bat	63	50	51	101	-2	0	19	18	1	0	260	188	5	0	9	1	8	5	8	3	62.5	868	450	51.8	1.6	0.0
Sebastien Trudeau	RW	Bat	67	31	64	95	13	14	10	29	3	1	212	142	3	0	5	3	9	2	9	1	22.2	28	11	39.3	1.42	0.21
Frederick Roy	RW	Que	64	27	65	92	35	88	4	21	1	0	131	83	4	0	4	4	3	0	3	0	0.0	260	117	45.0	1.44	1.38
Alex Belzile	RW	Rim	63	22	70	92	31	85	5	40	1	2	178	84	4	0	3	2	8	3	8	2	37.5	605	311	51.4	1.46	1.35
Danick Gauthier	C	SNB	66	47	39	86	46	67	13	12	2	2	238	166	7	0	5	5	5	1	5	0	20.0	1199	574	47.9	1.3	1.02
Brandon Hynes	RW	Vic	61	42	44	86	21	29	17	19	0	0	297	133	5	0	10	4	6	4	6	2	66.7	7	3	42.9	1.41	0.48
Mikhail Grigorenko	C	Que	59	40	45	85	35	12	8	16	0	0	196	102	8	0	7	4	4	2	4	2	50.0	1131	572	50.6	1.44	0.2
Jonathan Brunelle	C	Cap	68	30	55	85	-32	45	8	26	1	0	240	131	4	2	4	3	5	1	5	1	20.0	1366	673	49.3	1.25	0.66
Matthew Bissonnette	LW	Bat	65	36	47	83	2	49	9	21	2	1	231	117	5	2	4	3	5	2	5	1	40.0	392	202	51.5	1.28	0.75
Alex Saulnier	C	Mon	58	31	52	83	14	31	12	30	0	2	143	104	5	0	6	3	5	1	5	0	20.0	1352	728	53.8	1.43	0.53
Ben Duffy	C	PEI	68	34	48	82	-23	4	12	17	0	0	199	127	4	0	5	2	3	1	3	1	33.3	1133	576	50.8	1.21	0.06
Alexandre Mallet	C	Rim	68	34	47	81	23	132	17	17	0	0	162	112	5	0	6	3	3	2	3	1	66.7	985	511	51.9	1.19	1.94
Zack Phillips	C	SNB	60	30	50	80	47	32	8	17	0	0	223	135	4	0	6	3	2	0	2	0	0.0	1037	516	49.8	1.33	0.53
Philippe Halley	LW	Vic	66	43	36	79	23	38	11	11	2	0	181	135	5	0	7	2	2	0	2	0	0.0	256	115	44.9	1.2	0.58
Allain Saulnier	RW	Mon	66	30	49	79	8	30	12	20	2	0	223	125	6	0	7	3	7	1	7	0	14.3	380	169	44.5	1.2	0.45
Nathan MacKinnon	C	Hal	58	31	47	78	11	45	7	22	0	0	209	143	4	0	3	4	7	2	7	0	28.6	1005	459	45.7	1.34	0.78
Anton Zlobin	LW	Sha	66	40	36	76	42	50	8	13	0	0	195	135	4	0	6	3	7	2	7	1	28.6	0	0	0.0	1.15	0.76
Philippe Maillet	C	Vic	62	33	43	76	28	28	8	14	0	0	231	139	4	0	5	1	4	0	4	0	0.0	1007	485	48.2	1.23	0.45
Guillaume Asselin	RW	Chi	68	33	42	75	21	28	10	14	0	0	142	80	10	0	6	4	5	3	5	2	60.0	15	7	46.7	1.1	0.41
Jess Tanguy	C	BLB	63	22	53	75	12	44	8	23	0	0	223	135	1	1	3	1	3	1	3	0	33.3	1011	498	49.3	1.19	0.7
Sven Andrighetto	RW	Rou	62	36	38	74	-23	50	16	23	1	0	239	146	2	0	9	4	6	2	6	0	33.3	278	138	49.6	1.19	0.81
Jerome Gauthier-Leduc	D	Rim	62	28	46	74	13	41	12	25	0	2	262	66	4	1	1	2	9	4	9	3	44.4	1	1	100.0	1.19	0.66
Andre Bouvet-Morrissette	RW	Dru	63	39	33	72	9	75	15	12	1	0	226	144	4	0	7	4	5	2	5	0	40.0	482	284	58.9	1.14	1.19
Yannick Dube	LW	Vic	68	36	36	72	27	43	13	13	0	1	210	125	4	1	3	7	7	3	7	0	42.9	39	16	41.0	1.06	0.63
Jonathan Huberdeau	LW	SNB	37	30	42	72	53	50	7	8	1	5	123	91	6	0	6	4	3	3	3	2	100.0	85	45	52.9	1.95	1.35
Marc-Olivier Brouillard	LW	Dru	65	27	45	72	-6	73	10	20	0	0	224	121	3	0	6	2	5	1	5	0	20.0	75	42	56.0	1.11	1.12
Phillip Danault	C	Vic	62	18	53	71	11	61	3	17	1	1	167	90	3	1	1	3	3	1	3	1	33.3	1625	830	51.1	1.15	0.98
Marek Hrivik	LW	Mon	54	29	41	70	13	8	11	20	0	0	238	133	5	0	6	2	4	1	4	0	25.0	160	67	41.9	1.3	0.15
William Carrier	LW	Cap	66	27	43	70	-10	63	8	13	0	0	198	129	4	1	5	0	5	3	5	1	60.0	25	14	56.0	1.06	0.95
Michael Beaudry	C	VdO	68	20	50	70	3	22	3	23	0	1	176	110	4	1	4	0	2	0	2	0	0.0	1413	724	51.2	1.03	0.32
Benjamin Casavant	LW	VdO	57	34	35	69	-8	48	15	13	0	0	164	93	3	1	6	3	4	0	4	0	0.0	60	29	48.3	1.21	0.84
Tomas Jurco	RW	SNB	48	30	38	68	46	37	8	9	2	1	186	134	5	0	3	5	2	2	2	0	100.0	16	8	50.0	1.42	0.77
Christian Ouellet	RW	Chi	68	25	43	68	1	57	10	18	1	2	160	101	3	0	1	3	4	1	4	0	25.0	305	121	39.7	1.0	0.84
