Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Francois Bouchard	RW	BaC	68	45	80	125	21	72	15	41	1	2	252	252	2	1	0	6	6	0	6	0	0.0	39	20	51.3	1.84	1.06
Thomas Beauregard	RW	Bat	69	71	53	124	29	44	26	32	5	1	382	382	9	0	13	5	6	2	6	1	33.3	512	265	51.8	1.8	0.64
Mathieu Perreault	C	Bat	67	41	78	119	28	66	13	38	9	6	257	257	3	0	9	5	5	2	5	0	40.0	1183	649	54.9	1.78	0.99
Claude Giroux	RW	Gat	63	48	64	112	12	49	20	33	2	2	184	184	10	0	10	7	4	3	4	0	75.0	865	452	52.3	1.78	0.78
David Desharnais	C	Chi	61	38	70	108	8	32	15	40	5	2	188	188	4	1	6	3	4	4	4	3	100.0	1750	1068	61.0	1.77	0.52
Brent Aubin	RW	Que	68	51	54	105	17	124	24	26	1	0	317	317	6	0	7	4	6	1	6	0	16.7	127	78	61.4	1.54	1.82
Viatcheslav Trukhno	LW	Gat	60	25	77	102	5	67	9	44	0	0	192	192	3	1	1	2	3	1	3	0	33.3	226	129	57.1	1.7	1.12
Benoit Doucet	LW	Vic	64	43	57	100	27	38	19	21	3	6	254	254	8	0	7	5	7	4	7	0	57.1	353	195	55.2	1.56	0.59
Morten Madsen	LW	Vic	62	32	68	100	20	86	6	36	8	3	246	246	5	0	2	4	8	2	8	1	25.0	1315	648	49.3	1.61	1.39
Jerome Samson	RW	VdO	71	44	55	99	3	36	23	26	3	3	337	337	4	2	6	8	7	2	7	1	28.6	75	33	44.0	1.39	0.51
Cam Fergus	C	Cap	63	53	45	98	5	49	26	26	4	1	266	266	8	0	8	5	1	1	1	0	100.0	1346	778	57.8	1.56	0.78
David Laliberte	RW	PEI	68	50	48	98	9	86	24	20	1	4	298	298	7	0	9	5	6	1	6	0	16.7	75	32	42.7	1.44	1.26
Danick Bouchard	RW	Sha	68	54	42	96	-16	51	22	26	1	0	340	340	8	2	8	2	9	5	9	1	55.6	136	69	50.7	1.41	0.75
James Sheppard	C	Cap	56	33	63	96	39	62	12	24	2	3	176	176	7	0	3	4	1	0	1	0	0.0	904	476	52.7	1.71	1.11
Alexandre Picard-Hooper	C	BaC	67	32	61	93	12	72	11	30	2	2	222	222	8	1	3	3	4	0	4	0	0.0	1411	683	48.4	1.39	1.07
Felix Petit	C	Que	68	29	64	93	4	22	10	36	0	3	166	166	2	0	6	4	2	0	2	0	0.0	1355	693	51.1	1.37	0.32
Brett Morrison	C	PEI	64	35	55	90	12	76	13	25	2	2	177	177	3	0	3	3	5	2	5	1	40.0	1529	908	59.4	1.41	1.19
Paul Alexander McIlveen	RW	Cap	68	37	52	89	10	68	11	34	0	0	261	261	8	0	6	6	1	0	1	0	0.0	19	9	47.4	1.31	1.0
Mathieu Roy	LW	VdO	63	42	45	87	0	70	19	29	3	0	293	293	6	1	7	4	3	0	3	0	0.0	32	9	28.1	1.38	1.11
Jonathan Duchesneau	LW	Dru	69	29	58	87	20	52	10	34	2	2	229	229	1	0	5	3	1	0	1	0	0.0	1006	521	51.8	1.26	0.75
Jakub Voracek	RW	Hal	59	23	63	86	-7	26	8	39	1	1	197	197	6	2	4	0	6	2	6	1	33.3	43	17	39.5	1.46	0.44
Dean Ouellet	LW	Cap	70	40	45	85	5	115	24	17	2	2	219	219	5	0	4	3	0	0	0	0	0.0	222	115	51.8	1.21	1.64
David Perron	C	Lew	70	39	44	83	37	75	10	16	0	0	170	170	7	0	6	4	5	1	5	1	20.0	74	41	55.4	1.19	1.07
Martin Bartos	LW	Bat	62	24	57	81	14	70	18	24	0	1	185	185	4	0	2	0	1	0	1	0	0.0	73	37	50.7	1.31	1.13
Benjamin Breault	C	BaC	65	40	40	80	27	60	8	17	7	4	246	246	2	0	9	5	3	0	3	0	0.0	1379	652	47.3	1.23	0.92
Brad Marchand	C	VdO	57	33	47	80	12	108	16	20	3	3	178	178	6	0	3	3	3	1	3	0	33.3	1042	505	48.5	1.4	1.89
Geoff Walker	LW	PEI	65	30	50	80	13	105	15	19	0	0	254	254	4	0	5	2	2	0	2	0	0.0	75	37	49.3	1.23	1.62
Angelo Esposito	C	Que	60	27	52	79	9	63	7	24	1	1	179	179	3	0	1	0	5	3	5	1	60.0	880	371	42.2	1.32	1.05
Maxime Gratchev	LW	Rim	70	35	42	77	-7	88	15	11	0	1	268	268	3	0	5	4	6	3	6	2	50.0	82	38	46.3	1.1	1.26
Jean-Claude Sawyer	D	Cap	68	15	62	77	40	87	6	42	1	0	217	217	2	0	2	3	1	1	1	0	100.0	1	0	0.0	1.13	1.28
Wesley Welcher	C	SNL	69	21	55	76	5	60	9	24	2	3	151	151	3	1	1	2	3	0	3	0	0.0	1659	835	50.3	1.1	0.87
Christopher DiDomenico	C	SNB	70	25	50	75	-14	60	11	13	2	2	182	182	1	0	3	2	6	2	6	0	33.3	961	415	43.2	1.07	0.86
Ryan Graham	LW	SNL	66	37	37	74	0	175	14	14	5	3	263	263	6	4	4	1	3	2	3	0	66.7	84	49	58.3	1.12	2.65
Michael Dubuc	LW	Rou	70	39	34	73	9	66	9	18	3	1	282	282	7	1	5	5	6	2	6	1	33.3	177	70	39.5	1.04	0.94
Michael Frolik	LW	Rim	52	31	42	73	0	40	9	23	1	1	240	240	3	0	4	5	4	3	4	1	75.0	221	105	47.5	1.4	0.77
Francis Pare	C	Sha	68	29	44	73	-24	37	15	25	0	0	214	214	0	0	6	0	5	0	5	0	0.0	1576	860	54.6	1.07	0.54
Martin Frechette	D	Gat	70	23	50	73	3	122	8	34	0	1	233	233	2	0	2	4	0	0	0	0	0.0	4	1	25.0	1.04	1.74
Yannick Riendeau	LW	Rou	67	32	40	72	3	38	11	20	2	3	176	176	2	0	2	4	9	6	9	2	66.7	23	7	30.4	1.07	0.57
Guillaume Doucet	C	PEI	70	35	36	71	10	77	14	14	1	0	238	238	5	1	6	3	4	1	4	1	25.0	1519	897	59.1	1.01	1.1
Juraj Mikus	RW	Chi	60	29	42	71	-3	36	11	20	0	0	181	181	4	0	4	3	0	0	0	0	0.0	10	2	20.0	1.18	0.6
Matt Marquardt	LW	Mon	67	41	29	70	-9	68	19	11	0	0	220	220	4	0	5	3	7	3	7	2	42.9	54	28	51.9	1.04	1.01
