Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Sidney Crosby	C	Rim	62	66	102	168	78	84	15	49	7	2	348	348	11	1	5	9	0	0	0	0	0.0	915	456	49.8	2.71	1.35
Dany Roussin	LW	Rim	69	54	62	116	61	66	25	20	1	0	262	262	7	0	5	6	0	0	0	0	0.0	512	226	44.1	1.68	0.96
Marc-Antoine Pouliot	C	Rim	70	45	69	114	46	83	22	22	0	3	370	370	9	0	6	3	0	0	0	0	0.0	1356	737	54.4	1.63	1.19
Maxime Boisclair	LW	Chi	70	51	57	108	9	84	33	25	2	1	277	277	10	0	7	4	0	0	0	0	0.0	73	31	42.5	1.54	1.2
David Desharnais	C	Chi	68	32	65	97	5	39	13	44	2	3	122	122	3	1	2	5	0	0	0	0	0.0	2047	1216	59.4	1.43	0.57
Stanislav Lascek	RW	Chi	53	18	72	90	0	42	8	48	2	0	192	192	4	1	3	1	0	0	0	0	0.0	131	64	48.9	1.7	0.79
Alex Bourret	C	Lew	65	31	55	86	27	172	7	20	5	4	216	216	5	1	6	3	0	0	0	0	0.0	738	315	42.7	1.32	2.65
Alexandre Picard	LW	Lew	65	40	45	85	20	160	15	14	6	3	220	220	6	0	5	7	0	0	0	0	0.0	92	42	45.7	1.31	2.46
Josh Hennessy	C	Que	68	35	50	85	28	39	9	20	1	2	281	281	7	2	3	3	0	0	0	0	0.0	1288	680	52.8	1.25	0.57
Brent Aubin	RW	Rou	70	41	43	84	32	78	13	14	2	0	249	249	10	1	5	3	0	0	0	0	0.0	242	119	49.2	1.2	1.11
Philippe Dupuis	C	Rou	62	34	50	84	25	60	16	19	0	2	254	254	4	0	5	3	0	0	0	0	0.0	1498	828	55.3	1.35	0.97
Marek Zagrapan	C	Chi	59	32	50	82	6	48	17	19	0	0	188	188	5	0	1	7	0	0	0	0	0.0	743	284	38.2	1.39	0.81
Francis Lemieux	RW	Chi	70	32	50	82	17	52	7	15	2	3	217	217	3	1	7	2	0	0	0	0	0.0	99	34	34.3	1.17	0.74
