Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Simon Gamache	C	VdO	72	74	110	184	0	70	16	48	8	5	463	463	10	2	8	11	0	0	0	0	0.0	1147	673	58.7	2.56	0.97
Marc-Andre Thinel	RW	Vic	70	62	88	150	0	101	23	31	9	2	310	310	10	1	7	7	0	0	0	0	0.0	120	57	47.5	2.14	1.44
Dominic Forget	C	Sha	71	47	94	141	0	78	24	52	2	2	224	224	9	1	5	4	0	0	0	0	0.0	1816	1010	55.6	1.99	1.1
Yanick Lehoux	C	BaC	70	67	68	135	0	62	15	27	13	2	347	347	8	0	7	11	0	0	0	0	0.0	1652	781	47.3	1.93	0.89
Brandon Reid	C	VdO	57	45	81	126	0	18	15	32	7	2	277	277	8	1	4	1	0	0	0	0	0.0	1318	706	53.6	2.21	0.32
Radim Vrbata	RW	Sha	55	56	64	120	0	67	23	37	3	0	290	290	11	0	7	4	0	0	0	0	0.0	29	11	37.9	2.18	1.22
Antoine Vermette	C	Vic	71	57	62	119	0	102	17	27	3	4	235	235	9	1	8	4	0	0	0	0	0.0	1904	1093	57.4	1.68	1.44
Sebastien Thinel	LW	Vic	72	45	73	118	0	84	13	19	5	2	240	240	7	1	3	2	0	0	0	0	0.0	36	13	36.1	1.64	1.17
Stephane Veilleux	C	VdO	68	48	67	115	0	90	20	26	3	5	272	272	5	0	11	5	0	0	0	0	0.0	276	138	50.0	1.69	1.32
Jason Pominville	RW	Sha	71	46	67	113	0	24	18	34	0	0	241	241	5	1	5	9	0	0	0	0	0.0	30	13	43.3	1.59	0.34
Marco Charpentier	RW	BaC	71	57	55	112	0	88	15	19	6	4	338	338	9	2	6	6	0	0	0	0	0.0	167	79	47.3	1.58	1.24
Wesley Scanzano	LW	Rou	50	40	70	110	0	57	13	25	3	4	174	174	5	3	4	4	0	0	0	0	0.0	1539	879	57.1	2.2	1.14
Eric Fortier	C	VdO	71	39	68	107	0	58	15	18	6	7	156	156	0	0	7	5	0	0	0	0	0.0	160	69	43.1	1.51	0.82
Marc-Andre Bergeron	D	Sha	69	42	59	101	0	185	25	38	2	1	321	321	6	2	5	3	0	0	0	0	0.0	1	0	0.0	1.46	2.68
Patrick Yetman	RW	Mon	71	33	68	101	0	32	14	29	1	0	268	268	2	0	4	1	0	0	0	0	0.0	720	369	51.3	1.42	0.45
Yann Joseph	C	Bat	69	27	74	101	0	92	7	28	1	0	221	221	0	0	4	3	0	0	0	0	0.0	1167	627	53.7	1.46	1.33
Ales Hemsky	RW	Hul	68	36	64	100	0	67	14	33	1	0	185	185	4	0	7	2	0	0	0	0	0.0	81	38	46.9	1.47	0.99
Chris Lyness	D	VdO	66	28	71	99	0	92	13	31	1	2	253	253	4	0	0	2	0	0	0	0	0.0	0	0	0.0	1.5	1.39
Pierre-Marc Bouchard	C	Chi	67	38	57	95	0	20	11	22	3	0	216	216	2	0	5	6	0	0	0	0	0.0	1440	715	49.7	1.42	0.3
Jonathan Bellemare	C	Sha	71	34	61	95	0	91	9	24	0	1	168	168	4	0	2	5	0	0	0	0	0.0	1313	729	55.5	1.34	1.28
Olivier Proulx	C	Cap	71	37	56	93	0	172	9	21	5	1	260	260	1	0	6	7	0	0	0	0	0.0	1584	813	51.3	1.31	2.42
Michel Ouellet	RW	Rim	63	42	50	92	0	50	28	31	1	0	310	310	5	1	10	1	0	0	0	0	0.0	327	193	59.0	1.46	0.79
Bruno Lemire	C	Hul	70	41	51	92	0	68	24	24	1	1	180	180	8	0	5	2	0	0	0	0	0.0	1957	1077	55.0	1.31	0.97
Nicolas Poirier	LW	Rim	70	39	53	92	0	119	19	30	1	1	205	205	2	0	3	4	0	0	0	0	0.0	262	124	47.3	1.31	1.7
Kevin Cloutier	C	Cap	67	32	60	92	0	92	7	19	1	4	240	240	3	0	3	1	0	0	0	0	0.0	352	182	51.7	1.37	1.37
Alexandre Giroux	C	Rou	63	44	46	90	0	118	12	17	2	0	242	242	4	1	6	7	0	0	0	0	0.0	1165	563	48.3	1.43	1.87
Jason King	C	Hal	72	48	41	89	0	78	12	17	8	0	322	322	12	1	5	1	0	0	0	0	0.0	408	185	45.3	1.24	1.08
Seneque Hyacinthe	LW	VdO	66	32	55	87	0	68	11	20	4	1	159	159	5	1	4	2	0	0	0	0	0.0	136	52	38.2	1.32	1.03
Danny Groulx	D	Vic	72	16	71	87	0	164	2	32	0	4	309	309	1	1	3	0	0	0	0	0	0.0	0	0	0.0	1.21	2.28
Philippe Lacasse	RW	Hul	65	29	56	85	0	55	9	21	0	1	170	170	4	0	5	3	0	0	0	0	0.0	139	50	36.0	1.31	0.85
Dominic Noel	C	Cap	72	38	46	84	0	38	10	9	4	2	242	242	7	2	5	1	0	0	0	0	0.0	1149	535	46.6	1.17	0.53
Maxime Bouchard	C	Rou	67	33	51	84	0	290	10	20	1	1	187	187	11	0	4	4	0	0	0	0	0.0	521	273	52.4	1.25	4.33
Nicolas Corbeil	C	She	68	33	51	84	0	159	13	24	4	0	247	247	2	0	4	4	0	0	0	0	0.0	1425	704	49.4	1.24	2.34
Jerome Marois	LW	Rou	68	36	47	83	0	119	7	14	5	4	171	171	5	0	7	2	0	0	0	0	0.0	23	12	52.2	1.22	1.75
Carl Mallette	C	Vic	61	28	55	83	0	99	7	21	0	1	154	154	6	2	7	1	0	0	0	0	0.0	1038	518	49.9	1.36	1.62
Simon Laliberte	C	Bat	68	33	48	81	0	69	13	25	1	0	202	202	2	0	5	3	0	0	0	0	0.0	1703	839	49.3	1.19	1.01
