Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Sean Couturier	C	Dru	68	41	55	96	62	47	10	21	3	3	262	262	9	0	8	7	4	1	4	1	25.0	1161	604	52.0	1.41	0.69
Nicolas Deschamps	C	Mon	64	39	57	96	21	40	14	28	2	1	200	200	5	0	8	4	2	1	2	0	50.0	326	149	45.7	1.5	0.63
Gabriel Dumont	C	Dru	62	51	42	93	43	127	16	15	2	2	324	324	9	0	3	6	2	0	2	0	0.0	107	45	42.1	1.5	2.05
Philip-Michael Devos	C	Vic	68	35	58	93	20	49	8	17	2	2	162	162	6	1	2	4	1	0	1	0	0.0	1558	811	52.1	1.37	0.72
Luke Adam	C	Cap	56	49	41	90	34	75	17	16	0	1	275	275	7	1	4	6	3	0	3	0	0.0	1053	558	53.0	1.61	1.34
Dmitri Kugryshev	RW	Que	66	29	58	87	19	52	8	24	0	0	208	208	3	1	3	2	10	7	10	3	70.0	8	5	62.5	1.32	0.79
Mike Hoffman	LW	SNB	56	46	39	85	38	38	17	22	1	0	265	265	15	2	8	6	9	6	9	3	66.7	944	471	49.9	1.52	0.68
Felix Lefrancois	C	Rim	66	39	44	83	4	69	19	23	1	1	179	179	4	1	4	4	6	5	6	0	83.3	1322	683	51.7	1.26	1.05
Michael Kirkpatrick	C	SNB	67	29	54	83	31	38	9	30	1	2	191	191	1	0	1	5	2	1	2	1	50.0	813	474	58.3	1.24	0.57
Gabriel Levesque	C	Rou	67	24	58	82	19	16	10	22	0	0	124	124	4	0	2	1	2	0	2	0	0.0	1080	517	47.9	1.22	0.24
Nicholas Petersen	RW	SNB	59	39	40	79	46	55	12	12	0	0	179	179	2	0	7	8	1	0	1	0	0.0	16	6	37.5	1.34	0.93
Joel Champagne	C	Vic	65	38	41	79	8	47	15	15	1	0	212	212	3	0	6	4	2	0	2	0	0.0	1579	923	58.5	1.22	0.72
Eric Faille	C	Bat	68	31	46	77	-3	26	7	21	3	2	153	153	2	1	4	4	7	3	7	2	42.9	1933	1041	53.9	1.13	0.38
Philippe Cornet	LW	Rou	65	28	49	77	6	32	11	24	0	0	237	237	4	0	3	6	2	0	2	0	0.0	152	76	50.0	1.18	0.49
David Savard	D	Mon	64	13	64	77	32	36	7	37	0	1	186	186	4	0	0	0	1	0	1	0	0.0	1	0	0.0	1.2	0.56
Brandon Hynes	RW	Vic	68	41	34	75	15	65	14	19	0	0	296	296	7	1	5	5	7	4	7	1	57.1	14	5	35.7	1.1	0.96
Marc-Olivier Vallerand	LW	Que	68	34	41	75	15	83	15	12	0	1	177	177	5	0	3	3	0	0	0	0	0.0	465	179	38.5	1.1	1.22
