Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Yannick Riendeau	RW	Dru	64	58	68	126	38	31	24	39	1	0	262	262	15	2	9	5	3	0	3	0	0.0	29	14	48.3	1.97	0.48
Dany Masse	C	Dru	68	44	66	110	41	52	17	37	0	1	293	293	3	1	8	7	2	1	2	0	50.0	1724	970	56.3	1.62	0.76
Cedric Lalonde-McNicoll	C	Sha	65	38	66	104	61	22	16	29	1	0	269	269	9	1	9	3	2	2	2	0	100.0	1297	683	52.7	1.6	0.34
Paul Byron	C	Gat	64	33	66	99	28	32	12	38	2	0	159	159	3	0	5	2	5	3	5	2	60.0	454	257	56.6	1.55	0.5
Mike Hoffman	LW	Dru	62	52	42	94	25	86	24	28	1	0	246	246	7	0	8	6	2	0	2	0	0.0	92	45	48.9	1.52	1.39
Nicholas Petersen	RW	Sha	68	37	53	90	56	42	10	10	0	0	216	216	5	0	3	3	2	2	2	2	100.0	189	96	50.8	1.32	0.62
Felix Petit	C	BaC	68	25	65	90	-20	28	4	37	1	0	203	203	3	0	2	2	8	5	8	4	62.5	1583	829	52.4	1.32	0.41
Matthew Pistilli	RW	Sha	63	45	41	86	33	35	18	21	0	0	245	245	9	1	6	4	0	0	0	0	0.0	25	11	44.0	1.37	0.56
Alexandre Quesnel	LW	Gat	63	37	45	82	29	88	13	22	1	0	177	177	6	1	5	6	4	2	4	0	50.0	61	36	59.0	1.3	1.4
Robert Slaney	LW	Cap	63	36	45	81	-1	78	18	20	2	1	246	246	6	0	6	4	6	3	6	2	50.0	1008	584	57.9	1.29	1.24
Pierre-Alexandre Vandall	C	Sha	64	34	47	81	24	47	20	30	0	0	174	174	4	0	8	6	0	0	0	0	0.0	635	358	56.4	1.27	0.73
Benjamin Casavant	LW	PEI	68	39	41	80	32	49	13	7	0	0	222	222	3	0	1	3	0	0	0	0	0.0	20	11	55.0	1.18	0.72
Samson Mahbod	C	Dru	66	30	49	79	15	64	16	23	2	0	209	209	9	0	4	5	2	0	2	0	0.0	693	391	56.4	1.2	0.97
Nick Layton	RW	Mtl	68	29	50	79	6	38	8	21	2	2	268	268	5	0	2	1	1	0	1	0	0.0	802	392	48.9	1.16	0.56
Philippe Cornet	LW	Rim	63	29	48	77	-2	34	15	19	2	5	242	242	2	0	5	4	8	6	8	2	75.0	166	88	53.0	1.22	0.54
Mathieu Tousignant	C	Chi	68	29	48	77	3	145	10	16	2	0	199	199	1	0	7	2	5	0	5	0	0.0	1556	863	55.5	1.13	2.13
Mikhail Stefanovich	RW	Que	56	49	27	76	30	17	12	11	2	2	208	208	11	0	6	7	3	2	3	1	66.7	16	3	18.8	1.36	0.3
Jean-Philip Chabot	C	Gat	67	33	43	76	14	70	16	19	1	0	198	198	4	2	4	1	1	0	1	0	0.0	2071	1291	62.3	1.13	1.04
Maxime Sauve	C	VdO	64	27	49	76	-7	43	7	23	0	0	185	185	3	0	1	4	3	0	3	0	0.0	1312	655	49.9	1.19	0.67
Dmitri Kugryshev	RW	Que	57	34	40	74	21	38	12	17	0	0	214	214	6	0	8	6	6	3	6	2	50.0	8	2	25.0	1.3	0.67
Benjamin Breault	C	Que	59	34	38	72	22	50	10	16	4	1	206	206	5	0	6	7	2	0	2	0	0.0	976	505	51.7	1.22	0.85
Chris Doyle	C	PEI	59	30	42	72	-13	79	14	19	0	0	235	235	2	0	3	2	5	2	5	1	40.0	391	198	50.6	1.22	1.34
Sebastien Piche	D	Rim	62	23	49	72	9	69	6	25	0	2	238	238	5	0	4	1	0	0	0	0	0.0	0	0	0.0	1.16	1.11
Spencer Jezegou	RW	Bat	66	29	41	70	-14	90	12	22	3	1	175	175	2	1	5	2	7	2	7	1	28.6	106	34	32.1	1.06	1.36
Guillaume Goulet	RW	BaC	68	45	24	69	-21	75	19	10	0	0	233	233	2	0	7	4	8	5	8	1	62.5	40	22	55.0	1.01	1.1
Jacob Lagace	RW	Chi	64	32	37	69	2	52	8	13	5	3	250	250	3	1	7	4	5	1	5	1	20.0	272	124	45.6	1.08	0.81
Chris Culligan	C	Cap	65	14	55	69	15	47	1	35	3	1	222	222	1	0	4	2	1	1	1	1	100.0	1038	522	50.3	1.06	0.72
Jordan Caron	RW	Rim	56	36	31	67	14	66	18	11	2	1	205	205	6	1	7	5	3	1	3	1	33.3	33	13	39.4	1.2	1.18
Maxime Tanguay	C	Vic	62	26	40	66	2	46	15	12	1	0	144	144	2	1	2	1	2	0	2	0	0.0	1345	780	58.0	1.06	0.74
Matt Eagles	C	Mon	68	29	36	65	16	55	7	17	1	0	196	196	5	0	4	4	5	1	5	1	20.0	273	122	44.7	0.96	0.81
Nicolas Deschamps	LW	Chi	65	24	41	65	-8	40	6	12	1	4	182	182	3	0	8	1	3	0	3	0	0.0	589	265	45.0	1.0	0.62
Michael Kirkpatrick	C	SNB	67	34	30	64	-4	38	14	12	3	0	195	195	3	1	7	2	7	1	7	0	14.3	1146	622	54.3	0.96	0.57
Sergey Ostapchuk	RW	Rou	61	29	34	63	-1	40	4	22	4	1	169	169	4	0	8	4	5	3	5	0	60.0	153	45	29.4	1.03	0.66
Benoit Gervais	D	Rou	62	17	45	62	-25	104	11	30	2	2	175	175	3	1	3	0	0	0	0	0	0.0	1	0	0.0	1.0	1.68
Dmitry Kulikov	D	Dru	57	12	50	62	34	46	6	33	1	0	155	155	2	0	0	1	0	0	0	0	0.0	2	2	100.0	1.09	0.81
Maxime Gratchev	LW	Lew	64	30	31	61	-8	108	8	15	6	2	276	276	3	0	5	2	5	1	5	1	20.0	86	33	38.4	0.95	1.69
Joel Champagne	C	PEI	52	24	37	61	17	52	8	10	1	2	144	144	2	0	2	5	1	0	1	0	0.0	1235	744	60.2	1.17	1.0
Marc-Olivier Vachon	C	Dru	68	23	38	61	30	28	8	6	1	1	184	184	9	1	4	2	1	0	1	0	0.0	1267	694	54.8	0.9	0.41
Gabriel Bourque	LW	BaC	60	22	39	61	-4	82	11	13	1	0	136	136	3	2	5	0	5	2	5	0	40.0	32	13	40.6	1.02	1.37
Dave Labrecque	C	Sha	59	13	48	61	23	76	6	32	0	0	126	126	1	0	1	2	0	0	0	0	0.0	802	363	45.3	1.03	1.29
Tomy Joly	LW	Mon	69	33	27	60	-5	55	16	14	1	0	209	209	5	1	3	4	6	2	6	0	33.3	73	28	38.4	0.87	0.8
Kelsey Tessier	C	Que	64	25	35	60	21	43	10	12	2	1	176	176	3	0	4	5	6	2	6	0	33.3	819	443	54.1	0.94	0.67
Marc-Andre Bourdon	D	Rim	54	18	42	60	15	112	12	20	0	1	157	157	2	1	2	1	0	0	0	0	0.0	0	0	0.0	1.11	2.07
Pier-Luc Giguere	RW	Rou	64	24	35	59	-4	19	9	10	4	3	119	119	4	0	5	2	3	0	3	0	0.0	76	23	30.3	0.92	0.3
Christopher DiDomenico	C	Dru	51	19	40	59	16	60	9	17	0	0	173	173	3	2	1	1	2	0	2	0	0.0	361	149	41.3	1.16	1.18
Andrej Nestrasil	LW	Vic	66	22	35	57	-2	67	5	15	1	1	157	157	4	2	4	2	6	4	6	4	66.7	90	34	37.8	0.86	1.02
Drew Paris	D	Chi	66	20	37	57	-7	63	15	22	0	0	262	262	4	0	2	0	5	2	5	0	40.0	1	1	100.0	0.86	0.95
Jean-Simon Allard	C	Que	66	16	40	56	25	22	2	5	0	1	122	122	1	0	4	3	1	0	1	0	0.0	200	90	45.0	0.85	0.33
Joey Haddad	RW	Cap	50	30	25	55	9	91	9	17	2	1	224	224	5	0	4	3	6	3	6	1	50.0	51	21	41.2	1.1	1.82
Marc-Olivier Vallerand	LW	Que	59	24	31	55	28	63	8	8	0	1	115	115	5	1	5	1	0	0	0	0	0.0	155	58	37.4	0.93	1.07
Eric Faille	C	Bat	54	19	36	55	-10	28	5	17	2	2	186	186	1	0	4	1	3	0	3	0	0.0	1520	809	53.2	1.02	0.52
Scott Brannon	RW	Mon	66	34	20	54	25	50	14	5	3	0	216	216	7	0	5	5	3	0	3	0	0.0	16	5	31.3	0.82	0.76
Samuel Morneau	LW	VdO	64	25	29	54	-22	81	9	10	1	2	222	222	1	0	2	3	3	0	3	0	0.0	369	174	47.2	0.84	1.27
Alexandre Monahan	LW	VdO	66	25	29	54	-27	69	7	16	3	0	201	201	2	0	5	2	3	1	3	0	33.3	103	48	46.6	0.82	1.05
Nick MacNeil	C	Cap	64	30	23	53	13	35	18	8	0	1	209	209	6	2	3	2	2	0	2	0	0.0	66	32	48.5	0.83	0.55
Jonathan Audy-Marchessault	RW	Que	62	18	35	53	31	75	7	13	1	0	150	150	2	0	0	0	1	0	1	0	0.0	730	433	59.3	0.85	1.21
Pierre-Luc Lessard	D	BaC	67	10	42	52	-32	62	5	22	0	0	145	145	1	1	2	1	0	0	0	0	0.0	0	0	0.0	0.78	0.93
Patrice Cormier	C	Rim	54	23	28	51	9	118	8	10	2	1	147	147	3	0	3	2	3	0	3	0	0.0	1159	688	59.4	0.94	2.19
Ryan Sparling	RW	SNB	55	20	31	51	0	47	7	13	1	1	126	126	2	0	3	2	0	0	0	0	0.0	457	222	48.6	0.93	0.85
Randy Cameron	C	Mon	56	19	32	51	17	24	8	18	0	0	163	163	4	0	5	3	4	2	4	1	50.0	1129	616	54.6	0.91	0.43
Danick Paquette	RW	Lew	61	25	25	50	-12	230	8	6	6	0	168	168	2	0	3	3	2	1	2	0	50.0	250	118	47.2	0.82	3.77
Philippe Paradis	LW	Sha	66	19	31	50	20	74	9	9	0	0	144	144	1	0	2	2	0	0	0	0	0.0	35	20	57.1	0.76	1.12
Alex Grant	D	Sha	60	13	37	50	3	62	6	19	0	1	213	213	4	1	1	1	5	3	5	2	60.0	1	0	0.0	0.83	1.03
Simon Lacroix	D	Sha	62	12	38	50	41	48	7	20	0	0	86	86	1	0	1	1	0	0	0	0	0.0	1	0	0.0	0.81	0.77
Gabriel Dumont	RW	Dru	51	28	21	49	28	63	3	6	4	2	230	230	3	0	3	2	0	0	0	0	0.0	127	55	43.3	0.96	1.24
Simon Olsson	LW	PEI	63	23	26	49	10	65	6	9	0	0	167	167	4	0	4	2	3	0	3	0	0.0	35	14	40.0	0.78	1.03
Luke Adam	C	Mtl	47	22	27	49	-8	59	7	10	0	0	153	153	1	1	3	1	2	0	2	0	0.0	400	194	48.5	1.04	1.26
