Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Anthony Mantha	RW	VdO	57	57	63	120	34	75	18	26	6	1	286	178	8	0	6	11	2	0	2	0	0.0	210	87	41.4	2.11	1.32
Marcus Power	RW	Rou	67	31	78	109	25	43	6	31	4	4	231	124	2	1	2	0	2	0	2	0	0.0	20	8	40.0	1.63	0.64
Jonathan Drouin	C	Hal	46	29	79	108	50	43	10	30	3	9	217	112	6	1	4	4	3	1	3	1	33.3	850	453	53.3	2.35	0.93
Nikolaj Ehlers	LW	Hal	63	49	55	104	65	51	13	23	7	2	287	185	7	0	10	7	5	1	5	0	20.0	9	2	22.2	1.65	0.81
Louick Marcotte	LW	VdO	67	42	58	100	34	47	18	16	1	6	235	158	6	0	5	2	2	0	2	0	0.0	526	235	44.7	1.49	0.7
Anthony Duclair	LW	Que	59	50	49	99	19	56	15	30	3	1	208	128	7	0	4	4	8	1	8	0	12.5	67	25	37.3	1.68	0.95
Guillaume Gelinas	D	VdO	67	23	69	92	24	81	14	37	1	3	284	51	4	2	3	3	0	0	0	0	0.0	0	0	0.0	1.37	1.21
Emile Poirier	LW	Gat	63	43	44	87	30	129	6	16	8	2	211	148	8	1	9	6	3	0	3	0	0.0	29	9	31.0	1.38	2.05
Cameron Darcy	C	Cap	65	35	47	82	3	51	8	21	2	0	210	135	5	1	3	4	3	1	3	1	33.3	1193	635	53.2	1.26	0.78
Darcy Ashley	RW	Hal	48	30	50	80	35	72	8	24	3	3	149	87	11	1	4	7	3	1	3	0	33.3	594	292	49.2	1.67	1.5
Anthony DeLuca	LW	Rim	67	35	43	78	23	60	10	14	0	0	307	130	10	0	7	1	12	8	12	2	66.7	42	23	54.8	1.16	0.9
Angelo Miceli	C	Vic	68	35	42	77	9	46	11	20	0	0	221	149	3	0	6	5	3	0	3	0	0.0	1121	590	52.6	1.13	0.68
Sebastien Sylvestre	C	Rim	64	30	46	76	9	80	8	25	0	1	262	142	5	3	4	3	3	1	3	0	33.3	85	34	40.0	1.19	1.25
Charles Hudon	LW	BaC	57	26	50	76	9	83	9	28	0	0	289	79	7	1	3	2	2	1	2	0	50.0	37	12	32.4	1.33	1.46
Daniel Audette	C	She	68	21	55	76	-37	79	7	30	1	1	224	126	1	0	3	0	7	1	7	0	14.3	1545	614	39.7	1.12	1.16
Jean-Francois Plante	RW	Vic	69	52	23	75	-5	34	26	9	8	1	247	173	5	1	6	5	8	5	8	3	62.5	1187	544	45.8	1.09	0.49
Jean-Sebastien Dea	C	Rou	65	49	26	75	4	53	17	13	6	1	249	170	8	1	6	3	3	1	3	1	33.3	1694	967	57.1	1.15	0.82
Michael Joly	RW	Rim	64	44	30	74	42	29	9	7	6	0	186	132	5	0	10	4	8	1	8	0	12.5	28	18	64.3	1.16	0.45
Randy Gazzola	D	VdO	68	16	58	74	33	40	6	29	0	1	181	50	3	1	1	4	0	0	0	0	0.0	0	0	0.0	1.09	0.59
