Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Conor Garland	RW	Mon	62	39	89	128	26	97	13	30	1	0	341	197	6	1	5	2	4	3	4	2	75.0	32	13	40.6	2.06	1.56
Francis Perron	LW	Rou	62	41	67	108	41	38	10	33	3	5	258	147	3	0	5	7	2	1	2	1	50.0	94	38	40.4	1.74	0.61
Pierre-Luc Dubois	LW	Cap	62	42	57	99	40	112	10	17	3	4	236	167	6	1	5	5	0	0	0	0	0.0	843	425	50.4	1.6	1.81
Alexis D'Aoust	RW	Sha	68	44	54	98	32	22	9	21	2	2	290	197	6	1	6	6	5	1	5	0	20.0	39	14	35.9	1.44	0.32
Vitalii Abramov	RW	Gat	63	38	55	93	36	36	11	19	0	0	222	171	6	0	6	6	3	2	3	0	66.7	28	12	42.9	1.48	0.57
Anthony Beauregard	C	VdO	67	30	63	93	30	62	9	25	1	1	185	110	7	0	5	3	1	0	1	0	0.0	1451	817	56.3	1.39	0.93
Nicolas Roy	C	Chi	63	48	42	90	17	71	20	24	0	0	251	174	8	1	9	2	7	2	7	1	28.6	1510	913	60.5	1.43	1.13
Michael Carcone	LW	Dru	66	47	42	89	1	80	16	19	1	0	231	161	8	1	8	1	2	1	2	1	50.0	33	10	30.3	1.35	1.21
Alex Barre-Boulet	C	Dru	65	35	54	89	2	42	11	29	0	1	199	151	7	3	1	2	2	1	2	1	50.0	1485	770	51.9	1.37	0.65
Michael Joly	RW	Cap	60	47	41	88	29	38	12	17	3	4	239	166	9	0	5	2	4	2	4	1	50.0	31	12	38.7	1.47	0.63
Anthony Richard	C	VdO	58	37	50	87	28	37	8	22	5	3	234	121	8	1	5	2	1	0	1	0	0.0	187	75	40.1	1.5	0.64
Timo Meier	RW	Rou	52	34	53	87	29	46	12	15	0	0	306	152	7	2	7	3	1	0	1	0	0.0	126	66	52.4	1.67	0.88
Guillaume Gauthier	LW	She	67	38	48	86	-10	38	25	18	0	0	249	168	3	0	6	4	2	0	2	0	0.0	368	194	52.7	1.28	0.57
Dmytro Timashov	LW	Sha	57	22	63	85	27	79	3	24	0	0	145	59	3	1	2	2	3	1	3	1	33.3	8	3	37.5	1.49	1.39
Nicolas Aube-Kubel	RW	VdO	61	38	46	84	38	71	9	18	5	2	221	107	6	0	4	5	0	0	0	0	0.0	127	37	29.1	1.38	1.16
Jean-Christophe Beaudin	C	Rou	58	33	49	82	46	34	10	16	4	1	183	118	7	3	3	3	0	0	0	0	0.0	1090	569	52.2	1.41	0.59
Samuel Blais	LW	Cha	63	33	49	82	-4	33	15	21	1	0	205	130	3	0	4	4	6	0	6	0	0.0	26	6	23.1	1.3	0.52
Anthony Beauvillier	C	Sha	47	40	39	79	21	57	15	20	2	3	238	126	6	2	7	4	4	1	4	1	25.0	1064	616	57.9	1.68	1.21
Evgeny Svechnikov	RW	Cap	50	32	47	79	26	97	13	14	3	1	173	114	3	0	3	3	1	0	1	0	0.0	537	279	52.0	1.58	1.94
Maxime Fortier	RW	Hal	68	31	46	77	-23	22	9	21	0	0	236	142	2	0	6	1	0	0	0	0	0.0	85	25	29.4	1.13	0.32
Gabryel Paquin-Boudreau	LW	Gat	60	34	41	75	7	94	11	19	0	0	234	122	6	1	4	7	6	3	6	2	50.0	24	7	29.2	1.25	1.57
Maxim Lazarev	LW	Cap	52	30	45	75	20	10	10	23	1	1	191	123	4	1	2	2	1	1	1	0	100.0	19	12	63.2	1.44	0.19
Matthew Highmore	C	SNB	65	22	53	75	25	38	9	20	1	3	200	108	5	0	1	2	0	0	0	0	0.0	1425	739	51.9	1.15	0.58
Jonathan Bourcier	RW	Chi	66	30	44	74	14	60	14	20	0	0	166	82	5	0	7	3	4	1	4	0	25.0	25	7	28.0	1.12	0.91
Samuel Girard	D	Sha	67	10	64	74	24	10	7	31	0	0	87	17	1	1	1	0	1	0	1	0	0.0	0	0	0.0	1.1	0.15
Mathieu Joseph	RW	SNB	58	33	40	73	35	57	5	19	6	2	213	128	6	2	6	5	4	3	4	2	75.0	158	75	47.5	1.26	0.98
Alex Dostie	C	Gat	54	25	48	73	31	10	6	20	0	1	158	121	2	1	3	6	2	2	2	2	100.0	223	100	44.8	1.35	0.19
Danny Moynihan	C	Sha	67	36	34	70	11	66	11	13	0	1	219	140	4	1	6	4	1	0	1	0	0.0	1394	797	57.2	1.04	0.99
Dennis Yan	LW	Sha	62	32	37	69	8	86	13	14	0	0	190	130	7	2	2	2	2	0	2	0	0.0	20	11	55.0	1.11	1.39
Pascal Laberge	C	Vic	56	23	45	68	-3	64	4	22	0	0	185	114	1	0	10	1	3	1	3	0	33.3	412	188	45.6	1.21	1.14
Christophe Boivin	RW	Bat	60	31	36	67	-3	38	11	16	0	0	269	137	3	0	6	2	5	3	5	0	60.0	31	15	48.4	1.12	0.63
Martins Dzierkals	RW	Rou	59	24	43	67	23	42	12	16	0	0	164	94	7	0	6	1	3	0	3	0	0.0	3	1	33.3	1.14	0.71
Yan Pavel Laplante	LW	Gat	63	34	31	65	17	88	9	5	7	0	233	152	3	0	5	3	0	0	0	0	0.0	594	307	51.7	1.03	1.4
Cameron Askew	C	Mon	66	32	33	65	11	45	11	12	0	0	194	136	2	0	5	4	3	2	3	0	66.7	1158	539	46.5	0.98	0.68
