Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Mathieu Perreault	C	Bat	65	34	80	114	33	61	9	40	4	2	244	244	6	1	5	4	6	0	6	0	0.0	1365	802	58.8	1.75	0.94
Claude Giroux	RW	Gat	55	38	68	106	40	37	8	30	6	1	172	172	8	0	5	7	5	2	5	1	40.0	934	506	54.2	1.93	0.67
Francis Pare	C	Chi	69	54	48	102	41	54	12	19	7	1	315	315	5	0	11	11	8	3	8	1	37.5	1418	819	57.8	1.48	0.78
Jakub Voracek	RW	Hal	53	33	68	101	21	42	6	35	0	0	221	221	4	0	2	3	7	6	7	2	85.7	5	0	0.0	1.91	0.79
Dean Ouellet	LW	Cap	70	43	54	97	-8	57	24	30	5	0	278	278	8	0	10	5	8	2	8	1	25.0	1421	882	62.1	1.39	0.81
Christopher DiDomenico	C	SNB	70	39	56	95	17	103	13	24	3	5	194	194	8	1	9	4	7	4	7	2	57.1	910	378	41.5	1.36	1.47
Matthew Pistilli	RW	Gat	63	37	56	93	33	51	15	17	0	0	220	220	4	0	2	2	6	4	6	0	66.7	6	3	50.0	1.48	0.81
Francois Bouchard	RW	BaC	68	36	56	92	7	70	11	25	2	1	215	215	10	0	5	1	7	3	7	1	42.9	76	27	35.5	1.35	1.03
Brett Morrison	C	Rou	65	39	52	91	26	60	9	19	4	2	168	168	8	0	7	1	4	2	4	0	50.0	1545	831	53.8	1.4	0.92
Geoff Walker	RW	PEI	69	38	52	90	-7	52	14	18	2	2	319	319	7	2	6	1	2	1	2	0	50.0	121	39	32.2	1.3	0.75
Toby Lafrance	C	Vic	68	41	48	89	-20	45	24	21	2	4	269	269	3	0	4	4	6	2	6	2	33.3	1474	738	50.1	1.31	0.66
Stefano Giliati	LW	Lew	65	40	47	87	17	103	9	20	5	0	284	284	11	1	6	5	6	1	6	1	16.7	103	44	42.7	1.34	1.58
Cedric Lalonde-McNicoll	C	Sha	69	43	40	83	-8	20	18	22	2	0	228	228	6	1	8	3	5	0	5	0	0.0	1316	750	57.0	1.2	0.29
Tomas Svoboda	RW	Bat	70	41	42	83	15	74	21	15	0	0	309	309	4	0	6	7	4	3	4	1	75.0	15	5	33.3	1.19	1.06
Kelsey Tessier	C	Que	68	36	45	81	19	73	13	18	2	3	196	196	3	1	3	5	6	4	6	0	66.7	1200	578	48.2	1.19	1.07
Tomy Joly	LW	Bat	70	44	35	79	15	32	21	13	1	2	180	180	2	0	8	2	2	2	2	1	100.0	33	15	45.5	1.13	0.46
Dany Masse	LW	Bat	70	29	50	79	28	38	2	17	2	1	211	211	6	0	4	0	2	1	2	1	50.0	314	188	59.9	1.13	0.54
Michael Dubuc	LW	Rou	70	44	34	78	29	75	13	11	1	0	284	284	9	2	4	8	2	1	2	1	50.0	42	22	52.4	1.11	1.07
Benjamin Breault	C	BaC	62	36	41	77	19	60	12	16	4	2	238	238	4	0	8	5	2	0	2	0	0.0	1347	622	46.2	1.24	0.97
Scott Howes	LW	SNB	66	43	33	76	23	75	18	14	0	0	243	243	6	0	7	2	4	1	4	1	25.0	56	22	39.3	1.15	1.14
Jordan Clendenning	C	Cap	60	33	43	76	7	121	15	22	2	2	144	144	4	0	3	2	3	1	3	0	33.3	925	554	59.9	1.27	2.02
Ryan Sparling	LW	SNB	57	30	44	74	22	27	12	21	3	1	157	157	4	0	3	2	1	0	1	0	0.0	219	109	49.8	1.3	0.47
Felix Petit	C	Que	68	25	49	74	1	46	7	28	1	0	192	192	3	0	4	3	2	1	2	1	50.0	1184	604	51.0	1.09	0.68
Brad Marchand	C	Hal	59	31	42	73	2	76	9	16	4	3	232	232	7	1	2	4	4	0	4	0	0.0	838	435	51.9	1.24	1.29
Jonathan Laberge	C	Bat	76	29	44	73	9	53	12	19	1	0	214	214	5	0	6	3	7	4	7	2	57.1	1338	673	50.3	0.96	0.7
Ryan Hillier	LW	Hal	70	34	38	72	9	55	13	14	5	1	269	269	6	1	5	3	8	4	8	0	50.0	44	15	34.1	1.03	0.79
Peter-James Corsi	C	Hal	67	31	39	70	6	116	13	13	3	1	217	217	6	1	3	3	4	1	4	0	25.0	1398	758	54.2	1.04	1.73
Jeff Desjardins	C	Rou	69	23	47	70	7	37	9	18	0	0	186	186	1	0	3	1	5	2	5	1	40.0	858	455	53.0	1.01	0.54
Matt Marquardt	LW	BaC	68	43	26	69	-5	71	16	12	2	1	249	249	6	0	7	5	9	4	9	0	44.4	173	81	46.8	1.01	1.04
Stefan Chaput	C	Lew	62	33	36	69	16	56	14	6	1	3	215	215	6	0	7	5	3	2	3	1	66.7	1350	692	51.3	1.11	0.9
Angelo Esposito	C	Que	56	30	39	69	18	69	9	17	2	0	203	203	4	0	4	4	4	1	4	1	25.0	83	39	47.0	1.23	1.23
Paul Byron	C	Gat	52	37	31	68	29	25	7	10	0	0	170	170	5	1	11	6	4	4	4	3	100.0	575	282	49.0	1.31	0.48
Alexandre Picard-Hooper	C	SNB	58	23	45	68	9	58	10	25	0	0	150	150	2	0	4	1	4	0	4	0	0.0	886	455	51.4	1.17	1.0
Chris Culligan	C	Cap	63	19	49	68	-8	62	5	33	1	1	205	205	2	0	2	0	4	1	4	1	25.0	127	61	48.0	1.08	0.98
Nicolas Deschamps	C	Chi	70	24	43	67	12	63	5	16	0	0	175	175	6	0	1	0	5	0	5	0	0.0	199	90	45.2	0.96	0.9
Luke Adam	C	SNL	70	36	30	66	9	72	7	7	1	2	174	174	2	0	3	3	2	0	2	0	0.0	128	62	48.4	0.94	1.03
Mikhail Stefanovich	RW	Que	62	32	34	66	0	32	11	13	0	0	217	217	4	0	3	4	5	2	5	1	40.0	30	9	30.0	1.06	0.52
Marc-Andre Cote	RW	VdO	70	27	39	66	-17	70	11	16	5	4	201	201	4	1	6	3	6	2	6	0	33.3	454	187	41.2	0.94	1.0
Tomas Knotek	C	Hal	69	22	44	66	17	18	4	16	0	0	152	152	4	1	4	2	2	0	2	0	0.0	717	340	47.4	0.96	0.26
Hugo Carpentier	C	Rou	69	27	38	65	17	114	12	14	0	2	159	159	5	1	5	3	1	0	1	0	0.0	814	410	50.4	0.94	1.65
Maxime Sauve	C	VdO	70	26	39	65	11	30	5	10	0	0	188	188	4	0	3	4	3	1	3	0	33.3	699	336	48.1	0.93	0.43
Michael Frolik	LW	Rim	45	24	41	65	13	22	5	13	0	4	175	175	4	2	5	3	4	4	4	0	100.0	71	30	42.3	1.44	0.49
Keven Veilleux	C	Rim	61	17	47	64	-9	76	3	26	2	0	179	179	0	0	1	0	5	2	5	2	40.0	893	439	49.2	1.05	1.25
Jason Demers	D	Vic	67	9	55	64	-6	91	4	36	0	1	135	135	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.96	1.36
Alexandre Monahan	LW	Vic	70	38	25	63	-17	70	17	10	2	1	235	235	4	1	5	5	4	2	4	2	50.0	17	8	47.1	0.9	1.0
Chris Doyle	C	PEI	63	27	36	63	-18	81	14	20	1	2	183	183	2	0	1	1	4	1	4	1	25.0	838	399	47.6	1.0	1.29
