Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Vincent Trocheck	C	PLY	63	50	59	109	49	58	10	16	5	2	0	0	5	0	5	2	5	1	5	0	20.0	0	0	0.0	1.73	0.92
Charles Sarault	C	SAR	68	22	86	108	16	28	6	33	5	2	0	0	1	0	1	0	7	4	7	2	57.1	0	0	0.0	1.59	0.41
Nick Cousins	C	SSM	64	27	76	103	19	83	6	26	3	4	0	0	4	2	4	3	4	1	4	0	25.0	0	0	0.0	1.61	1.3
Eric Locke	C	SAG	68	44	53	97	37	84	8	18	3	2	0	0	4	0	4	3	1	0	1	0	0.0	0	0	0.0	1.43	1.24
Reid Boucher	LW	SAR	68	62	33	95	13	53	21	7	1	4	0	0	9	1	8	5	9	4	9	2	44.4	0	0	0.0	1.4	0.78
Ryan Strome	C	NIAG	53	34	60	94	43	59	5	17	2	4	0	0	3	0	7	4	3	2	3	1	66.7	0	0	0.0	1.77	1.11
Garret Ross	LW	SAG	61	44	46	90	31	114	12	14	4	2	0	0	5	1	6	4	6	2	6	2	33.3	0	0	0.0	1.48	1.87
Kerby Rychel	LW	WSR	68	40	47	87	-21	94	16	21	0	1	0	0	4	0	9	3	7	2	7	0	28.6	0	0	0.0	1.28	1.38
Max Domi	C	LDN	64	39	48	87	33	71	14	21	1	0	0	0	3	0	7	6	9	1	9	0	11.1	0	0	0.0	1.36	1.11
Boone Jenner	C	OSH	56	45	37	82	23	58	12	15	0	2	0	0	8	0	11	9	5	2	5	1	40.0	0	0	0.0	1.46	1.04
Seth Griffith	RW	LDN	54	33	48	81	18	52	10	22	3	1	0	0	5	2	4	2	7	4	8	1	50.0	0	0	0.0	1.5	0.96
Zach Hall	C	BAR	63	24	57	81	9	38	12	29	1	0	0	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.29	0.6
Mark Scheifele	C	BAR	45	39	40	79	27	30	14	16	2	2	0	0	5	2	5	4	5	1	5	1	20.0	0	0	0.0	1.76	0.67
Daniel Catenacci	C	OS	67	38	41	79	31	115	11	18	4	2	0	0	5	0	5	5	10	4	10	1	40.0	0	0	0.0	1.18	1.72
Sean Monahan	C	OTT	58	31	47	78	-18	24	15	23	1	0	0	0	1	0	5	1	6	0	6	0	0.0	0	0	0.0	1.34	0.41
Brett Ritchie	RW	NIAG	53	41	35	76	35	40	12	2	3	2	0	0	5	0	8	4	2	0	2	0	0.0	0	0	0.0	1.43	0.75
Cameron Brace	RW	OS	66	35	39	74	32	74	7	13	5	1	0	0	8	0	5	6	9	5	9	3	55.6	0	0	0.0	1.12	1.12
Tyler Graovac	C	BELV	60	38	35	73	7	18	10	14	2	1	0	0	8	0	5	4	6	4	6	0	66.7	0	0	0.0	1.22	0.3
Joshua Leivo	LW	KIT	63	29	44	73	20	52	5	9	1	0	0	0	5	1	5	2	6	1	6	0	16.7	0	0	0.0	1.16	0.83
Riley Brace	LW	MISS	66	21	52	73	0	89	7	26	1	0	0	0	1	0	0	2	9	1	9	1	11.1	0	0	0.0	1.11	1.35
Alex Aleardi	RW	WSR	67	27	44	71	0	64	7	15	1	1	0	0	1	0	4	4	3	0	3	0	0.0	0	0	0.0	1.06	0.96
