Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Aaron Luchuk	C	BAR	68	50	65	115	27	8	16	21	3	2	281	170	7	2	10	5	2	2	2	2	100.0	1676	939	56.0	1.69	0.12
Morgan Frost	C	SSM	67	42	70	112	70	56	10	13	4	4	201	89	4	2	6	8	3	0	3	0	0.0	1346	702	52.2	1.67	0.84
Jordan Kyrou	RW	SAR	56	39	70	109	26	22	14	28	0	0	166	97	7	1	2	7	3	1	3	1	33.3	59	29	49.2	1.95	0.39
Nick Suzuki	C	OS	64	42	58	100	30	18	7	21	5	2	282	160	4	0	7	2	7	3	7	1	42.9	673	354	52.6	1.56	0.28
Dmitry Sokolov	RW	BAR	64	50	46	96	3	18	18	12	0	0	268	148	9	1	3	5	1	0	1	0	0.0	10	4	40.0	1.5	0.28
Sam Miletic	LW	NIAG	63	36	56	92	24	24	8	21	2	0	245	129	4	2	5	6	3	1	3	0	33.3	51	25	49.0	1.46	0.38
Jason Robertson	RW	KGN	68	41	46	87	8	36	15	21	0	0	308	167	8	4	9	2	6	4	6	2	66.7	12	3	25.0	1.28	0.53
Evan Bouchard	D	LDN	67	25	62	87	23	54	10	23	1	3	297	48	7	4	3	1	2	0	2	0	0.0	0	0	0.0	1.3	0.81
Adam Mascherin	LW	KIT	67	40	46	86	14	20	12	18	0	0	255	125	6	3	6	0	2	0	2	0	0.0	25	10	40.0	1.28	0.3
Boris Katchouk	LW	SSM	58	42	43	85	53	30	8	14	5	2	195	105	9	3	4	7	0	0	0	0	0.0	63	30	47.6	1.47	0.52
Linus Nyman	LW	KGN	67	39	46	85	25	12	5	14	1	0	195	113	7	0	2	5	2	0	2	0	0.0	54	28	51.9	1.27	0.18
Cliff Pu	C	KGN	65	29	55	84	19	28	13	18	1	2	209	125	4	0	6	3	2	1	2	0	50.0	941	583	62.0	1.29	0.43
Taylor Raddysh	RW	SSM	58	33	50	83	24	30	8	21	1	2	212	135	4	1	2	5	6	1	6	0	16.7	127	69	54.3	1.43	0.52
Akil Thomas	C	NIAG	68	22	59	81	6	36	6	26	0	1	198	115	3	0	3	2	4	2	4	2	50.0	1151	615	53.4	1.19	0.53
Kirill Maksimov	RW	NIAG	62	34	46	80	23	72	12	17	2	2	227	120	3	1	1	7	3	1	3	0	33.3	22	4	18.2	1.29	1.16
Lucas Chiodo	LW	BAR	68	30	49	79	25	6	5	16	0	0	124	83	2	0	1	6	1	0	1	0	0.0	14	6	42.9	1.16	0.09
Ben Jones	C	NIAG	68	30	49	79	8	53	13	16	2	2	213	135	2	0	3	4	2	0	2	0	0.0	1368	752	55.0	1.16	0.78
Nicolas Hague	D	MISS	67	35	43	78	2	105	15	19	0	3	270	58	3	0	7	4	4	2	4	1	50.0	7	4	57.1	1.16	1.57
Sasha Chmelevski	C	OTT	68	35	41	76	8	24	6	13	1	1	280	137	5	0	4	3	4	2	4	2	50.0	963	541	56.2	1.12	0.35
Justin Brazeau	RW	NB	68	39	36	75	-5	26	16	10	3	0	265	171	6	1	5	3	6	2	6	1	33.3	28	5	17.9	1.1	0.38
Owen Tippett	RW	MISS	51	36	39	75	1	30	11	14	0	4	275	148	4	0	8	2	3	1	3	0	33.3	19	5	26.3	1.47	0.59
Nikita Korostelev	RW	PBO	64	30	45	75	-23	54	9	27	0	1	217	105	2	0	3	2	5	2	5	0	40.0	22	3	13.6	1.17	0.84
Robert Thomas	C	HAM	49	24	51	75	17	37	9	20	1	1	117	76	3	1	2	4	1	0	1	0	0.0	966	553	57.2	1.53	0.76
Drake Rymsha	C	SAR	68	31	42	73	11	70	9	12	1	0	198	108	4	0	2	1	4	2	4	0	50.0	1138	742	65.2	1.07	1.03
Andrei Svechnikov	RW	BAR	44	40	32	72	26	67	9	12	2	2	174	99	6	0	7	5	1	1	1	0	100.0	36	15	41.7	1.64	1.52
Adam Ruzicka	C	SAR	63	36	36	72	21	40	11	17	0	0	236	126	10	2	5	5	4	0	4	0	0.0	1009	591	58.6	1.14	0.63
Jack Studnicka	C	OSH	66	22	50	72	18	43	5	20	4	2	215	101	5	0	3	1	2	1	2	1	50.0	1256	672	53.5	1.09	0.65
Luke Burghardt	LW	NB	68	28	43	71	-6	81	5	17	1	0	191	124	1	0	5	2	2	0	2	0	0.0	587	294	50.1	1.04	1.19
Brandon Saigeon	C	HAM	65	35	35	70	23	71	16	13	0	1	239	107	9	2	4	3	2	0	2	0	0.0	1339	741	55.3	1.08	1.09
Tye Felhaber	RW	OTT	68	31	39	70	-4	26	6	8	0	0	250	133	2	0	2	1	5	1	5	0	20.0	95	49	51.6	1.03	0.38
Ryan McLeod	C	MISS	68	26	44	70	-2	26	6	21	2	0	165	98	2	1	4	4	2	1	2	0	50.0	1364	740	54.3	1.03	0.38
Jonathan Ang	C	SAR	65	25	45	70	3	87	7	16	4	1	163	94	2	1	8	3	1	1	1	1	100.0	729	389	53.4	1.08	1.34
Tim Gettinger	LW	SSM	66	33	36	69	35	53	7	6	5	4	256	111	7	2	7	3	0	0	0	0	0.0	102	58	56.9	1.05	0.8
Kevin Hancock	C	OS	53	24	45	69	26	18	6	10	2	3	245	138	1	0	4	2	3	0	3	0	0.0	656	377	57.5	1.3	0.34
Isaac Ratcliffe	LW	GUE	67	41	27	68	-28	58	12	12	2	0	282	145	7	2	7	2	5	2	5	1	40.0	45	15	33.3	1.01	0.87
Matthew Strome	LW	HAM	65	37	31	68	-2	43	12	12	1	0	185	112	6	0	10	4	3	1	3	1	33.3	131	67	51.1	1.05	0.66
Ryan Merkley	D	GUE	63	13	54	67	-29	63	2	32	1	0	144	48	1	0	1	1	2	0	2	0	0.0	0	0	0.0	1.06	1.0
Kyle Maksimovich	LW	ER	65	31	35	66	-7	43	5	10	1	1	194	126	2	0	7	1	5	1	5	1	20.0	159	66	41.5	1.02	0.66
Aidan Dudas	C	OS	68	31	34	65	1	12	6	9	1	2	221	121	2	0	4	2	4	1	4	0	25.0	943	459	48.7	0.96	0.18
Allan McShane	LW	OSH	67	20	45	65	3	16	7	14	0	0	165	75	0	0	3	2	0	0	0	0	0.0	770	435	56.5	0.97	0.24
Joseph Garreffa	RW	KIT	68	12	53	65	-2	8	4	19	0	0	103	42	6	2	1	1	2	1	2	0	50.0	338	177	52.4	0.96	0.12
Will Bitten	RW	HAM	62	20	44	64	-4	38	3	23	2	0	161	91	0	0	7	3	5	2	5	1	40.0	550	280	50.9	1.03	0.61
Cam Dineen	D	SAR	65	20	44	64	-4	10	10	19	0	0	167	22	4	2	2	1	1	0	1	0	0.0	0	0	0.0	0.98	0.15
Jack Kopacka	RW	SSM	66	31	32	63	28	28	7	12	2	1	227	116	6	1	6	1	5	2	5	2	40.0	53	31	58.5	0.95	0.42
Domenico Commisso	C	OSH	63	23	39	62	-13	40	5	15	0	0	145	77	7	0	2	4	0	0	0	0	0.0	819	461	56.3	0.98	0.63
Hayden Verbeek	C	SSM	67	30	31	61	28	38	1	4	4	3	174	96	7	0	5	2	0	0	0	0	0.0	1231	628	51.0	0.91	0.57
Maurizio Colella	LW	FLNT	67	23	38	61	-23	25	4	17	3	0	231	98	2	2	2	0	5	4	5	2	80.0	100	37	37.0	0.91	0.37
Mathieu Foget	RW	MISS	68	22	39	61	1	23	5	11	6	0	148	89	6	1	3	4	4	1	4	1	25.0	739	404	54.7	0.9	0.34
Maksim Sushko	LW	OS	60	31	29	60	13	52	4	6	6	1	144	93	5	0	2	3	3	2	3	2	66.7	28	11	39.3	1.0	0.87
Kole Sherwood	RW	KIT	57	30	30	60	11	56	6	10	0	0	216	100	7	1	5	4	2	0	2	0	0.0	184	91	49.5	1.05	0.98
Albert Michnac	C	MISS	59	21	39	60	-8	34	6	8	0	0	167	102	2	0	7	1	1	0	1	0	0.0	17	9	52.9	1.02	0.58
Barrett Hayton	C	SSM	63	21	39	60	24	32	8	13	0	2	158	93	5	0	3	4	0	0	0	0	0.0	850	424	49.9	0.95	0.51
Ryan Moore	C	HAM	63	18	42	60	-3	59	3	9	0	1	176	95	3	0	4	1	0	0	0	0	0.0	1010	508	50.3	0.95	0.94
Zachary Magwood	C	BAR	65	27	32	59	27	32	6	4	2	1	148	92	4	1	6	2	0	0	0	0	0.0	130	62	47.7	0.91	0.49
Ty Dellandrea	C	FLNT	67	27	32	59	-30	48	10	9	2	3	239	122	5	1	5	1	3	0	3	0	0.0	1481	750	50.6	0.88	0.72
Jason Willms	C	BAR	68	27	32	59	20	47	4	8	3	2	198	114	4	0	3	2	0	0	0	0	0.0	1104	585	53.0	0.87	0.69
Ivan Lodnia	RW	ER	62	22	37	59	-3	31	5	7	3	0	216	133	3	0	8	0	6	3	6	1	50.0	855	338	39.5	0.95	0.5
Cam Hillis	C	GUE	60	20	39	59	-12	48	10	10	1	1	105	67	3	1	2	1	0	0	0	0	0.0	977	490	50.2	0.98	0.8
Anthony Salinitri	LW	SAR	67	27	31	58	6	53	6	10	2	2	189	101	3	0	3	5	2	1	2	1	50.0	351	174	49.6	0.87	0.79
Gabriel Vilardi	C	KGN	32	22	36	58	21	14	7	11	1	1	113	61	0	0	2	3	1	0	1	0	0.0	511	261	51.1	1.81	0.44
Nicholas Caamano	LW	HAM	64	25	32	57	9	94	6	3	1	0	237	143	4	0	3	3	1	1	1	0	100.0	72	30	41.7	0.89	1.47
Nathan Dunkley	LW	LDN	60	21	36	57	16	36	7	9	0	0	110	72	2	0	5	4	1	0	1	0	0.0	618	345	55.8	0.95	0.6
Travis Barron	LW	OTT	67	21	36	57	3	91	5	7	1	2	227	143	0	0	4	2	0	0	0	0	0.0	519	244	47.0	0.85	1.36
Ethan Szypula	C	OS	67	19	37	56	2	57	5	7	0	2	177	90	3	2	4	3	1	0	1	0	0.0	327	151	46.2	0.84	0.85
Mac Hollowell	D	SSM	63	12	44	56	39	18	2	15	0	3	120	30	2	0	0	1	0	0	0	0	0.0	1	1	100.0	0.89	0.29
Kenny Huether	RW	OSH	67	30	24	54	13	16	11	7	1	1	241	100	6	0	4	3	0	0	0	0	0.0	55	16	29.1	0.81	0.24
Jordan Ernst	LW	SAR	68	27	27	54	6	61	6	10	0	1	224	85	4	0	3	3	1	1	1	1	100.0	29	10	34.5	0.79	0.9
Mason Kohn	LW	SAG	64	20	34	54	0	33	5	12	1	2	159	99	4	1	3	1	0	0	0	0	0.0	367	190	51.8	0.84	0.52
Serron Noel	RW	OSH	62	28	25	53	-8	61	5	6	0	0	105	85	2	1	8	2	0	0	0	0	0.0	25	8	32.0	0.85	0.98
Trent Fox	LW	MISS	60	24	29	53	-5	56	4	7	1	3	215	132	2	1	2	4	0	0	0	0	0.0	632	332	52.5	0.88	0.93
Marcus Crawford	D	SAG	68	13	40	53	-14	53	7	15	0	0	228	24	5	1	3	1	0	0	0	0	0.0	0	0	0.0	0.78	0.78
Logan DeNoble	LW	PBO	59	31	21	52	-14	31	15	5	2	1	180	111	2	1	5	2	3	1	3	0	33.3	297	147	49.5	0.88	0.53
Austen Keating	C	OTT	66	24	28	52	-3	20	5	11	3	0	186	111	2	0	1	3	1	0	1	0	0.0	490	236	48.2	0.79	0.3
Michael Pezzetta	LW	SAR	62	23	29	52	-16	79	7	8	0	0	185	105	1	0	1	2	0	0	0	0	0.0	700	412	58.9	0.84	1.27
Matt Brassard	D	OSH	67	16	35	51	13	64	5	13	1	2	218	32	2	1	0	2	2	2	2	1	100.0	1	0	0.0	0.76	0.96
Semyon Der-Arguchintsev	C	PBO	68	12	39	51	-19	18	5	16	0	0	102	56	1	0	3	2	1	1	1	1	100.0	886	426	48.1	0.75	0.26
Connor Bunnaman	C	KIT	66	27	23	50	-7	31	9	7	1	0	205	107	6	0	1	1	0	0	0	0	0.0	608	348	57.2	0.76	0.47
Cole Coskey	RW	SAG	68	27	23	50	-17	30	7	11	0	0	167	73	4	1	6	5	2	2	2	2	100.0	363	156	43.0	0.74	0.44
Brett McKenzie	C	OS	64	22	27	49	-8	49	6	11	2	2	244	125	2	0	4	3	0	0	0	0	0.0	997	471	47.2	0.77	0.77
Cole Purboo	RW	WSR	68	21	28	49	-4	40	6	7	0	1	172	100	2	0	1	4	1	0	1	0	0.0	8	2	25.0	0.72	0.59
Sean Durzi	D	OS	40	15	34	49	19	12	5	16	1	0	122	43	3	1	1	0	3	0	3	0	0.0	0	0	0.0	1.23	0.3
Arthur Kaliyev	RW	HAM	68	31	17	48	17	20	6	4	0	0	208	123	3	1	3	4	4	1	4	0	25.0	7	2	28.6	0.71	0.29
Alex Formenton	LW	LDN	48	29	19	48	6	55	7	6	3	1	175	96	6	1	5	2	1	0	1	0	0.0	111	54	48.6	1.0	1.15
