Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Alex DeBrincat	RW	ER	63	65	62	127	60	49	14	26	1	1	309	160	8	2	11	7	2	0	2	0	0.0	339	184	54.3	2.02	0.78
Taylor Raddysh	RW	ER	58	42	67	109	67	37	13	15	2	1	218	98	5	0	5	6	1	0	1	0	0.0	6	3	50.0	1.88	0.64
Adam Mascherin	LW	KIT	65	35	65	100	-2	20	13	33	0	0	280	142	5	3	5	4	3	0	3	0	0.0	56	17	30.4	1.54	0.31
Petrus Palmu	RW	OS	62	40	58	98	31	34	15	28	2	1	279	186	9	3	4	7	3	0	3	0	0.0	41	24	58.5	1.58	0.55
Nick Suzuki	C	OS	65	45	51	96	51	10	14	18	5	0	262	199	6	2	8	5	3	1	3	0	33.3	774	394	50.9	1.48	0.15
Jordan Kyrou	RW	SAR	66	30	64	94	5	36	9	24	0	0	223	114	4	0	4	4	6	2	6	0	33.3	336	169	50.3	1.42	0.55
Ryan Moore	C	FLNT	68	39	51	90	11	57	6	15	3	1	268	171	1	0	7	5	6	1	6	1	16.7	1356	685	50.5	1.32	0.84
Cliff Pu	C	LDN	63	35	51	86	25	36	11	22	2	0	186	102	3	0	3	7	2	0	2	0	0.0	1231	744	60.4	1.37	0.57
Kole Sherwood	RW	FLNT	60	33	52	85	13	60	5	14	0	0	292	178	6	2	7	2	4	1	4	0	25.0	36	14	38.9	1.42	1.0
Kevin Hancock	LW	OS	68	30	55	85	30	14	13	20	0	1	225	174	8	0	4	5	3	2	3	1	66.7	900	467	51.9	1.25	0.21
Artur Tyanulin	RW	OTT	67	24	61	85	-7	67	5	22	0	0	178	133	3	2	5	2	2	1	2	0	50.0	8	1	12.5	1.27	1.0
Jeremy Bracco	RW	WSR	57	25	58	83	13	6	6	27	1	0	159	85	5	2	5	3	4	0	4	0	0.0	1	0	0.0	1.46	0.11
Jason Robertson	RW	KGN	68	42	39	81	3	29	12	20	0	0	301	167	11	1	7	5	6	3	6	1	50.0	4	1	25.0	1.19	0.43
Darren Raddysh	D	ER	62	16	65	81	62	63	6	27	2	2	198	53	4	1	2	3	0	0	0	0	0.0	1	0	0.0	1.31	1.02
Bobby MacIntyre	LW	SSM	63	28	52	80	30	56	8	16	4	5	199	91	7	0	4	5	0	0	0	0	0.0	80	27	33.8	1.27	0.89
Owen Tippett	RW	MISS	60	44	31	75	24	36	10	12	0	1	284	143	8	1	6	3	8	2	8	0	25.0	39	13	33.3	1.25	0.6
Dylan Strome	C	ER	35	22	53	75	36	18	6	21	0	0	143	75	4	0	3	3	2	2	2	1	100.0	638	381	59.7	2.14	0.51
Jonah Gadjovich	LW	OS	60	46	28	74	35	32	17	7	1	1	275	199	5	0	5	7	0	0	0	0	0.0	11	4	36.4	1.23	0.53
Michael McLeod	C	MISS	57	27	46	73	28	49	5	8	2	4	174	112	3	0	7	3	7	3	7	0	42.9	1362	834	61.2	1.28	0.86
