Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Justin Azevedo	C	KIT	67	43	81	124	24	69	18	56	0	1	0	0	7	1	6	8	2	1	2	0	50.0	0	0	0.0	1.85	1.03
Brett MacLean	LW	OSH	61	61	58	119	23	42	30	24	2	4	0	0	6	1	6	7	7	1	7	1	14.3	0	0	0.0	1.95	0.69
John Tavares	C	OSH	59	40	78	118	22	69	14	38	4	7	0	0	4	0	6	2	8	2	8	1	25.0	0	0	0.0	2.0	1.17
Luca Caputi	LW	NIAG	66	51	60	111	26	107	10	23	6	1	0	0	8	0	11	4	1	0	1	0	0.0	0	0	0.0	1.68	1.62
Steven Stamkos	C	SAR	61	58	47	105	18	88	23	23	5	3	0	0	9	2	9	9	3	2	3	2	66.7	0	0	0.0	1.72	1.44
Chris Terry	C	PLY	68	44	57	101	12	107	13	29	4	2	0	0	8	2	6	2	10	5	10	4	50.0	0	0	0.0	1.49	1.57
Jack Combs	C	SAG	67	42	58	100	27	93	18	25	1	1	0	0	3	0	7	8	7	2	7	2	28.6	0	0	0.0	1.49	1.39
Michael Swift	C	NIAG	68	38	62	100	36	130	16	19	4	6	0	0	8	1	4	8	2	0	2	0	0.0	0	0	0.0	1.47	1.91
Dustin Jeffrey	C	SSM	56	38	59	97	25	30	17	31	7	4	0	0	10	1	6	4	4	0	4	0	0.0	0	0	0.0	1.73	0.54
Joshua Bailey	C	WSR	67	29	67	96	30	32	9	34	0	0	0	0	3	0	3	4	4	1	4	0	25.0	0	0	0.0	1.43	0.48
Justin DiBenedetto	LW	SAR	58	39	54	93	12	61	19	24	5	3	0	0	5	1	6	4	2	1	2	0	50.0	0	0	0.0	1.6	1.05
John Hughes	RW	BRA	68	28	63	91	2	42	9	35	0	0	0	0	6	0	2	5	2	1	2	1	50.0	0	0	0.0	1.34	0.62
Matt Beleskey	LW	BELV	62	41	49	90	32	106	13	17	3	2	0	0	7	2	7	4	2	0	2	0	0.0	0	0	0.0	1.45	1.71
Patrick Maroon	LW	LDN	64	35	55	90	13	57	14	23	0	0	0	0	1	0	4	5	3	2	3	1	66.7	0	0	0.0	1.41	0.89
