Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Nathan Robinson	C	BELV	67	47	63	110	36	74	7	20	6	6	0	0	6	1	4	7	0	0	0	0	0.0	0	0	0.0	1.64	1.1
Mike Renzi	C	BELV	68	44	64	108	33	127	16	18	7	5	0	0	9	1	6	6	0	0	0	0	0.0	0	0	0.0	1.59	1.87
Jason Spezza	C	BELV	53	42	63	105	12	42	17	27	5	1	0	0	4	0	8	6	0	0	0	0	0.0	0	0	0.0	1.98	0.79
Kris Newbury	C	SAR	66	42	62	104	5	141	12	25	7	8	0	0	3	2	8	2	0	0	0	0	0.0	0	0	0.0	1.58	2.14
Cory Pecker	RW	ER	56	53	46	99	39	108	15	18	7	7	0	0	10	2	7	7	0	0	0	0	0.0	0	0	0.0	1.77	1.93
Dusty Jamieson	LW	SAR	68	44	53	97	6	33	10	16	8	5	0	0	8	0	7	6	0	0	0	0	0.0	0	0	0.0	1.43	0.49
Darryl Bootland	RW	TOR	61	41	56	97	48	137	8	24	2	0	0	0	9	3	1	5	0	0	0	0	0.0	0	0	0.0	1.59	2.25
Miguel Delisle	C	OTT	67	55	40	95	27	73	19	13	4	0	0	0	7	0	7	7	0	0	0	0	0.0	0	0	0.0	1.42	1.09
Patrick O'Sullivan	C	MISS	68	34	58	92	-43	61	6	21	0	0	0	0	3	1	1	1	0	0	0	0	0.0	0	0	0.0	1.35	0.9
Mike Stathopoulos	C	LDN	68	28	62	90	-16	24	11	34	2	3	0	0	5	0	3	2	0	0	0	0	0.0	0	0	0.0	1.32	0.35
Derek Roy	C	KIT	62	43	46	89	1	92	17	28	4	5	0	0	7	1	12	5	0	0	0	0	0.0	0	0	0.0	1.44	1.48
Greg Chambers	RW	PBO	67	41	48	89	19	34	10	19	0	1	0	0	7	2	6	3	0	0	0	0	0.0	0	0	0.0	1.33	0.51
Matt Ellis	LW	TOR	66	38	51	89	47	20	15	13	1	1	0	0	6	2	8	2	0	0	0	0	0.0	0	0	0.0	1.35	0.3
Steve Ott	C	WSR	53	43	45	88	6	178	14	20	4	1	0	0	6	0	5	6	0	0	0	0	0.0	0	0	0.0	1.66	3.36
Kevin Dallman	D	GUE	67	23	63	86	-17	68	14	38	0	2	0	0	2	1	2	3	0	0	0	0	0.0	0	0	0.0	1.28	1.01
Zenon Konopka	C	OTT	61	18	68	86	23	100	4	22	0	5	0	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	1.41	1.64
Matthew Stajan	LW	BELV	68	33	52	85	36	50	11	16	1	0	0	0	2	0	3	3	0	0	0	0	0.0	0	0	0.0	1.25	0.74
Martin St. Pierre	C	GUE	66	32	53	85	10	68	16	22	2	0	0	0	7	0	4	4	0	0	0	0	0.0	0	0	0.0	1.29	1.03
Eric Himelfarb	C	SAR	67	35	48	83	-8	67	11	18	2	0	0	0	2	0	1	5	0	0	0	0	0.0	0	0	0.0	1.24	1.0
Jamie Johnson	C	OSH	68	17	61	78	-18	46	4	25	1	1	0	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	1.15	0.68
Brad Boyes	C	ER	47	36	41	77	29	42	10	15	6	6	0	0	7	2	8	4	0	0	0	0	0.0	0	0	0.0	1.64	0.89
Kyle Wellwood	C	WSR	54	30	45	75	1	4	10	23	0	0	0	0	7	0	3	2	0	0	0	0	0.0	0	0	0.0	1.39	0.07
Greg Jacina	C	MISS	61	29	46	75	-18	107	6	19	1	1	0	0	2	1	6	2	0	0	0	0	0.0	0	0	0.0	1.23	1.75
Dustin Brown	RW	GUE	63	41	32	73	3	56	16	12	1	2	0	0	7	1	9	4	0	0	0	0	0.0	0	0	0.0	1.16	0.89
Brad Self	C	PBO	68	24	49	73	17	12	5	21	1	2	0	0	6	0	1	2	0	0	0	0	0.0	0	0	0.0	1.07	0.18
Rick Nash	LW	LDN	54	32	40	72	-16	88	15	24	2	3	0	0	1	0	4	4	0	0	0	0	0.0	0	0	0.0	1.33	1.63
Chris Minard	C	OSH	67	36	35	71	6	20	8	12	3	1	0	0	4	0	7	2	0	0	0	0	0.0	0	0	0.0	1.06	0.3
Brent Kelly	C	SSM	67	38	32	70	15	18	9	12	1	0	0	0	6	1	3	5	0	0	0	0	0.0	0	0	0.0	1.04	0.27
