Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Kevin  Labanc	RW	BAR	65	39	88	127	60	70	3	27	8	5	253	126	6	0	6	4	4	0	4	0	0.0	38	14	36.8	1.95	1.08
Christian  Dvorak	C	LDN	59	52	69	121	56	27	22	33	3	4	193	110	11	0	7	12	0	0	0	0	0.0	1335	806	60.4	2.05	0.46
Mitchell Marner	RW	LDN	57	39	77	116	45	68	13	33	5	1	227	110	5	0	4	6	0	0	0	0	0.0	213	106	49.8	2.04	1.19
Dylan Strome	C	ER	56	37	74	111	23	44	9	32	1	2	229	92	8	0	6	5	5	3	5	2	60.0	1142	714	62.5	1.98	0.79
Matthew Tkachuk	LW	LDN	57	30	77	107	45	80	9	33	1	1	191	105	5	0	3	2	1	0	1	0	0.0	74	38	51.4	1.88	1.4
Andrew Mangiapane	LW	BAR	59	51	55	106	40	50	10	14	8	6	213	126	6	0	9	7	3	3	3	2	100.0	138	63	45.7	1.8	0.85
Alex DeBrincat	RW	ER	60	51	50	101	18	28	13	21	2	1	269	87	10	0	11	6	6	2	6	1	33.3	183	97	53.0	1.68	0.47
Travis Konecny	RW	SAR	60	30	71	101	33	27	5	23	0	1	241	110	4	1	4	3	2	1	2	0	50.0	159	73	45.9	1.68	0.45
Mike Amadio	C	NB	68	50	48	98	30	40	9	19	8	7	249	153	8	2	5	6	5	0	5	0	0.0	1673	855	51.1	1.44	0.59
Christian  Fischer	RW	WSR	66	40	50	90	35	34	10	23	0	0	266	171	6	1	8	5	2	0	2	0	0.0	48	15	31.3	1.36	0.52
Spencer Watson	RW	KGN	64	43	46	89	31	32	15	14	0	1	353	202	8	2	8	2	7	2	7	1	28.6	9	5	55.6	1.39	0.5
Hunter Garlent	C	PBO	68	40	47	87	26	34	8	8	1	0	270	191	4	0	6	3	7	1	7	0	14.3	1333	733	55.0	1.28	0.5
Eric  Cornel	RW	PBO	68	27	56	83	19	18	6	12	0	0	238	167	2	0	2	2	3	0	3	0	0.0	77	33	42.9	1.22	0.26
Josh Ho-Sang	RW	NIAG	66	19	63	82	28	44	2	21	0	1	131	81	0	0	2	4	3	1	3	0	33.3	54	23	42.6	1.24	0.67
Ryan MacInnis	C	KIT	59	38	43	81	15	49	16	13	0	0	244	146	9	2	7	7	2	0	2	0	0.0	1048	475	45.3	1.37	0.83
Adam Mascherin	LW	KIT	65	35	46	81	19	16	9	12	0	0	258	167	5	1	7	7	2	0	2	0	0.0	34	17	50.0	1.25	0.25
Michael Dal Colle	LW	KGN	60	35	45	80	17	26	4	19	2	0	251	151	3	0	4	2	5	2	5	1	40.0	152	71	46.7	1.33	0.43
Alexander Nylander	LW	MISS	57	28	47	75	8	18	9	19	1	0	178	104	5	1	5	3	4	2	4	1	50.0	44	19	43.2	1.32	0.32
Blake Speers	RW	SSM	68	26	48	74	-5	42	5	27	0	0	229	103	6	0	2	1	4	2	4	0	50.0	875	504	57.6	1.09	0.62
Logan Brown	C	WSR	59	21	53	74	24	40	6	23	0	0	158	88	6	1	4	1	2	1	2	0	50.0	1148	609	53.0	1.25	0.68
Taylor Raddysh	RW	ER	67	24	49	73	19	18	11	6	0	0	226	78	5	0	3	2	2	2	2	2	100.0	24	15	62.5	1.09	0.27
Aaron Berisha	RW	LDN	66	45	27	72	40	35	16	9	1	0	194	91	8	1	6	6	1	0	1	0	0.0	118	61	51.7	1.09	0.53
Kyle Maksimovich	LW	ER	68	27	44	71	25	22	7	14	0	0	153	34	6	1	3	1	3	0	3	0	0.0	36	18	50.0	1.04	0.32
Stephen Harper	C	NIAG	68	25	46	71	14	42	6	21	0	1	249	137	3	2	3	1	1	0	1	0	0.0	1118	556	49.7	1.04	0.62
Julius  Nattinen	C	BAR	52	22	49	71	32	18	9	16	1	0	103	52	1	0	2	4	0	0	0	0	0.0	917	467	50.9	1.37	0.35
Dylan Sadowy	LW	BAR	64	45	25	70	17	65	12	6	3	2	232	151	4	0	8	2	5	1	5	1	20.0	195	77	39.5	1.09	1.02
Mathew Santos	RW	NB	64	29	40	69	29	72	6	9	7	5	196	106	1	1	3	3	2	0	2	0	0.0	50	17	34.0	1.08	1.13
