Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Michael Sgarbossa	C	SBY	66	47	55	102	21	68	18	27	4	1	0	0	5	0	9	4	4	3	4	3	75.0	0	0	0.0	1.55	1.03
Tyler Toffoli	RW	OTT	65	52	48	100	31	22	8	18	7	1	0	0	4	1	7	4	8	3	8	1	37.5	0	0	0.0	1.54	0.34
Tanner Pearson	LW	BAR	60	37	54	91	21	37	10	25	2	1	0	0	6	1	4	4	3	1	3	1	33.3	0	0	0.0	1.52	0.62
Shane Prince	LW	OTT	57	43	47	90	34	12	8	13	0	0	0	0	8	0	10	9	6	0	6	0	0.0	0	0	0.0	1.58	0.21
Andrew Agozzino	LW	NIAG	67	40	48	88	32	67	13	18	7	3	0	0	5	0	6	4	4	3	4	2	75.0	0	0	0.0	1.31	1.0
Nick Cousins	C	SSM	65	35	53	88	1	88	10	24	1	0	0	0	5	0	5	2	4	1	4	0	25.0	0	0	0.0	1.35	1.35
Charles Sarault	C	SAR	68	20	67	87	6	32	7	29	2	0	0	0	2	0	2	2	3	0	3	0	0.0	0	0	0.0	1.28	0.47
Freddie Hamilton	RW	NIAG	61	35	51	86	29	31	12	21	3	2	0	0	6	0	6	6	2	0	2	0	0.0	0	0	0.0	1.41	0.51
Seth Griffith	RW	LDN	68	45	40	85	24	49	15	21	7	0	0	0	8	2	8	5	5	2	5	2	40.0	0	0	0.0	1.25	0.72
Tobias Rieder	RW	KIT	60	42	43	85	22	25	9	22	7	2	0	0	8	0	8	7	4	2	4	0	50.0	0	0	0.0	1.42	0.42
Mike Halmo	LW	OS	66	40	45	85	24	162	14	15	0	5	0	0	5	0	9	3	2	0	2	0	0.0	0	0	0.0	1.29	2.45
Vincent Trocheck	C	SAG	65	29	56	85	15	65	9	21	4	2	0	0	3	1	2	2	10	5	10	3	50.0	0	0	0.0	1.31	1.0
Stefan Noesen	LW	PLY	63	38	44	82	18	74	14	17	2	0	0	0	4	1	7	5	5	2	5	0	40.0	0	0	0.0	1.3	1.17
Riley Brace	LW	MISS	65	33	49	82	15	83	8	19	5	2	0	0	7	0	4	5	9	1	9	0	11.1	0	0	0.0	1.26	1.28
Andrew Yogan	C	PBO	66	41	37	78	8	96	9	7	0	0	0	0	2	0	1	5	3	1	3	0	33.3	0	0	0.0	1.18	1.45
