Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Patrick Kane	RW	LDN	58	62	83	145	42	52	22	53	4	1	0	0	9	2	5	6	10	4	10	1	40.0	0	0	0.0	2.5	0.9
John Tavares	C	OSH	67	72	62	134	25	60	34	33	6	3	0	0	4	1	6	2	12	4	12	2	33.3	0	0	0.0	2.0	0.9
Sergei Kostitsyn	RW	LDN	59	40	91	131	38	76	16	49	3	2	0	0	9	2	4	4	10	2	10	0	20.0	0	0	0.0	2.22	1.29
Tyler Donati	RW	BELV	66	54	75	129	6	52	26	44	0	0	0	0	7	1	8	5	9	3	9	1	33.3	0	0	0.0	1.95	0.79
Sam Gagner	C	LDN	53	35	83	118	32	36	20	50	1	0	0	0	6	1	4	1	10	6	10	3	60.0	0	0	0.0	2.23	0.68
Bryan Little	C	BAR	57	41	66	107	31	77	13	41	6	0	0	0	10	0	6	3	3	1	3	1	33.3	0	0	0.0	1.88	1.35
Evan Brophey	C	PLY	68	36	71	107	39	91	7	42	1	2	0	0	8	0	7	6	6	3	6	1	50.0	0	0	0.0	1.57	1.34
Bobby Ryan	RW	OS	63	43	59	102	-9	63	24	33	1	0	0	0	2	0	4	3	6	3	6	0	50.0	0	0	0.0	1.62	1.0
Brett MacLean	LW	OSH	68	47	53	100	9	43	19	33	3	1	0	0	9	1	7	1	7	3	7	0	42.9	0	0	0.0	1.47	0.63
Bobby Hughes	C	KGN	59	40	56	96	-2	76	14	30	5	3	0	0	5	0	7	0	6	3	6	1	50.0	0	0	0.0	1.63	1.29
Michael Swift	C	MISS	67	34	59	93	37	76	12	20	0	1	0	0	4	1	10	1	1	0	1	0	0.0	0	0	0.0	1.39	1.13
Steven Stamkos	C	SAR	63	42	50	92	13	56	22	23	0	0	0	0	4	0	6	3	6	0	6	0	0.0	0	0	0.0	1.46	0.89
Daniel Ryder	C	PLY	57	40	52	92	33	25	14	21	4	2	0	0	5	0	3	2	1	0	1	0	0.0	0	0	0.0	1.61	0.44
Steve Downie	C	KIT	45	35	57	92	23	124	15	24	4	1	0	0	6	0	6	3	1	0	1	0	0.0	0	0	0.0	2.04	2.76
